Simulation #15, Parameters: eta = 0.860772 | rho = 0.827736 | v0 = 0.860772s
Step 0 | Order = 0.017394181774709559 | Time = 0s
Step 1000 | Order = 0.019185624795338876 | Time = 2s
Step 2000 | Order = 0.01915726887290236 | Time = 3s
Step 3000 | Order = 0.01915654336741365 | Time = 5s
Step 4000 | Order = 0.019156518273095311 | Time = 6s
Step 5000 | Order = 0.019156517389339937 | Time = 8s
Step 6000 | Order = 0.019156517357995426 | Time = 10s
Step 7000 | Order = 0.019156517356878254 | Time = 11s
Step 8000 | Order = 0.019156517356838227 | Time = 13s
Step 9000 | Order = 0.019156517356836794 | Time = 14s
Step 10000 | Order = 0.019156517356836763 | Time = 16s
Step 11000 | Order = 0.019156517356836759 | Time = 18s
Step 12000 | Order = 0.019156517356836759 | Time = 19s
Step 13000 | Order = 0.019156517356836763 | Time = 21s
Step 14000 | Order = 0.019156517356836763 | Time = 22s
Step 15000 | Order = 0.019156517356836759 | Time = 23s
Step 16000 | Order = 0.019156517356836763 | Time = 25s
Step 17000 | Order = 0.019156517356836759 | Time = 26s
Step 18000 | Order = 0.019156517356836759 | Time = 28s
Step 19000 | Order = 0.019156517356836763 | Time = 29s
Step 20000 | Order = 0.019156517356836759 | Time = 31s
Step 21000 | Order = 0.019156517356836759 | Time = 32s
Step 22000 | Order = 0.019156517356836759 | Time = 34s
Step 23000 | Order = 0.019156517356836759 | Time = 35s
Step 24000 | Order = 0.019156517356836759 | Time = 37s
Step 25000 | Order = 0.019156517356836759 | Time = 38s
Step 26000 | Order = 0.019156517356836759 | Time = 40s
Step 27000 | Order = 0.019156517356836759 | Time = 41s
Step 28000 | Order = 0.019156517356836763 | Time = 43s
Step 29000 | Order = 0.019156517356836759 | Time = 44s
Step 30000 | Order = 0.019156517356836759 | Time = 46s
Step 31000 | Order = 0.019156517356836759 | Time = 47s
Step 32000 | Order = 0.019156517356836759 | Time = 49s
Step 33000 | Order = 0.019156517356836759 | Time = 50s
Step 34000 | Order = 0.019156517356836759 | Time = 52s
Step 35000 | Order = 0.019156517356836759 | Time = 53s
Step 36000 | Order = 0.019156517356836759 | Time = 55s
Step 37000 | Order = 0.019156517356836759 | Time = 56s
Step 38000 | Order = 0.019156517356836763 | Time = 58s
Step 39000 | Order = 0.019156517356836759 | Time = 59s
Step 40000 | Order = 0.019156517356836763 | Time = 61s
Step 41000 | Order = 0.019156517356836763 | Time = 62s
Step 42000 | Order = 0.019156517356836759 | Time = 64s
Step 43000 | Order = 0.019156517356836763 | Time = 65s
Step 44000 | Order = 0.019156517356836759 | Time = 67s
Step 45000 | Order = 0.019156517356836759 | Time = 68s
Step 46000 | Order = 0.019156517356836759 | Time = 70s
Step 47000 | Order = 0.019156517356836759 | Time = 71s
Step 48000 | Order = 0.019156517356836763 | Time = 73s
Step 49000 | Order = 0.019156517356836759 | Time = 74s
Step 50000 | Order = 0.019156517356836759 | Time = 76s
Step 51000 | Order = 0.019156517356836759 | Time = 77s
Step 52000 | Order = 0.019156517356836763 | Time = 79s
Step 53000 | Order = 0.019156517356836759 | Time = 80s
Step 54000 | Order = 0.019156517356836763 | Time = 82s
Step 55000 | Order = 0.019156517356836763 | Time = 83s
Step 56000 | Order = 0.019156517356836759 | Time = 85s
Step 57000 | Order = 0.019156517356836759 | Time = 86s
Step 58000 | Order = 0.019156517356836759 | Time = 88s
Step 59000 | Order = 0.019156517356836759 | Time = 89s
Step 60000 | Order = 0.019156517356836759 | Time = 91s
