Simulation #152, Parameters: eta = 0.582711 | rho = 0.238520 | v0 = 0.256918s
Step 0 | Order = 0.023965624094192426 | Time = 0s
Step 1000 | Order = 0.028315962958339116 | Time = 0s
Step 2000 | Order = 0.01827695865499163 | Time = 1s
Step 3000 | Order = 0.0075808419079043355 | Time = 1s
Step 4000 | Order = 0.022652968546945006 | Time = 1s
Step 5000 | Order = 0.011627080201607189 | Time = 2s
Step 6000 | Order = 0.02750884060609126 | Time = 2s
Step 7000 | Order = 0.0033358510850169058 | Time = 2s
Step 8000 | Order = 0.031413299315505863 | Time = 2s
Step 9000 | Order = 0.0086159906228645815 | Time = 3s
Step 10000 | Order = 0.0083710887362626312 | Time = 3s
Step 11000 | Order = 0.018316064688650904 | Time = 3s
Step 12000 | Order = 0.037593300697191495 | Time = 3s
Step 13000 | Order = 0.0049550561979548741 | Time = 4s
Step 14000 | Order = 0.0085111809193519107 | Time = 4s
Step 15000 | Order = 0.016695445798467663 | Time = 4s
Step 16000 | Order = 0.011889464100334455 | Time = 5s
Step 17000 | Order = 0.011186791546387596 | Time = 5s
Step 18000 | Order = 0.013747951954734331 | Time = 5s
Step 19000 | Order = 0.012055096662734693 | Time = 5s
Step 20000 | Order = 0.027578294228992078 | Time = 6s
Step 21000 | Order = 0.029259545703380491 | Time = 6s
Step 22000 | Order = 0.0088011487478142133 | Time = 6s
Step 23000 | Order = 0.02575420176006402 | Time = 6s
Step 24000 | Order = 0.029235927104155107 | Time = 7s
Step 25000 | Order = 0.02393033538313475 | Time = 7s
Step 26000 | Order = 0.02544775177072213 | Time = 7s
Step 27000 | Order = 0.016872604041669688 | Time = 8s
Step 28000 | Order = 0.023427738677042086 | Time = 8s
Step 29000 | Order = 0.017333908921985365 | Time = 8s
Step 30000 | Order = 0.023665208400747099 | Time = 8s
Step 31000 | Order = 0.0059739843231113657 | Time = 9s
Step 32000 | Order = 0.027307925237991602 | Time = 9s
Step 33000 | Order = 0.037986312408358258 | Time = 9s
Step 34000 | Order = 0.012186067486220023 | Time = 9s
Step 35000 | Order = 0.005826357778124118 | Time = 10s
Step 36000 | Order = 0.008594518766881656 | Time = 10s
Step 37000 | Order = 0.025621210527576613 | Time = 10s
Step 38000 | Order = 0.0158512331981665 | Time = 11s
Step 39000 | Order = 0.0044924537942730106 | Time = 11s
Step 40000 | Order = 0.014582391163608197 | Time = 11s
Step 41000 | Order = 0.011069286044036855 | Time = 11s
Step 42000 | Order = 0.0055440738336378793 | Time = 12s
Step 43000 | Order = 0.0040840953193757041 | Time = 12s
Step 44000 | Order = 0.04120946479949502 | Time = 12s
Step 45000 | Order = 0.016834217036338153 | Time = 12s
Step 46000 | Order = 0.0031011030805013734 | Time = 13s
Step 47000 | Order = 0.0053691927868972497 | Time = 13s
Step 48000 | Order = 0.00059698031951127182 | Time = 13s
Step 49000 | Order = 0.0089900746490285226 | Time = 14s
Step 50000 | Order = 0.011293884362095731 | Time = 14s
Step 51000 | Order = 0.012930355308920009 | Time = 14s
Step 52000 | Order = 0.022043778507144965 | Time = 15s
Step 53000 | Order = 0.005964015582068884 | Time = 15s
Step 54000 | Order = 0.019871887191617751 | Time = 15s
Step 55000 | Order = 0.007117713686459734 | Time = 15s
Step 56000 | Order = 0.028918182932847095 | Time = 16s
Step 57000 | Order = 0.0075791381118124361 | Time = 16s
Step 58000 | Order = 0.015395149649006226 | Time = 16s
Step 59000 | Order = 0.010386440035221279 | Time = 17s
Step 60000 | Order = 0.03709410351629442 | Time = 17s
Step 61000 | Order = 0.010933130240803715 | Time = 17s
Step 62000 | Order = 0.025091440805415019 | Time = 17s
