Simulation #6, Parameters: eta = 0.195256 | rho = 0.968724 | v0 = 0.195256s
Step 0 | Order = 0.015773907896186122 | Time = 0s
Step 1000 | Order = 0.037778178698610693 | Time = 2s
Step 2000 | Order = 0.040610814886683021 | Time = 3s
Step 3000 | Order = 0.040779236541046752 | Time = 5s
Step 4000 | Order = 0.040788668211045619 | Time = 7s
Step 5000 | Order = 0.040788566280155904 | Time = 9s
Step 6000 | Order = 0.040788287029850677 | Time = 11s
Step 7000 | Order = 0.040788179669173669 | Time = 13s
Step 8000 | Order = 0.040788145432583384 | Time = 15s
Step 9000 | Order = 0.040788135174447182 | Time = 16s
Step 10000 | Order = 0.040788132187904239 | Time = 18s
Step 11000 | Order = 0.040788131331665069 | Time = 20s
Step 12000 | Order = 0.040788131088446603 | Time = 22s
Step 13000 | Order = 0.040788131019770059 | Time = 24s
Step 14000 | Order = 0.040788131000459422 | Time = 26s
Step 15000 | Order = 0.04078813099504406 | Time = 27s
Step 16000 | Order = 0.040788130993528154 | Time = 30s
Step 17000 | Order = 0.040788130993104472 | Time = 32s
Step 18000 | Order = 0.040788130992986497 | Time = 34s
Step 19000 | Order = 0.04078813099295369 | Time = 36s
Step 20000 | Order = 0.040788130992944573 | Time = 39s
Step 21000 | Order = 0.040788130992942241 | Time = 41s
Step 22000 | Order = 0.040788130992941513 | Time = 43s
Step 23000 | Order = 0.040788130992941318 | Time = 45s
Step 24000 | Order = 0.040788130992941249 | Time = 47s
Step 25000 | Order = 0.040788130992941193 | Time = 48s
Step 26000 | Order = 0.040788130992941193 | Time = 50s
Step 27000 | Order = 0.040788130992941186 | Time = 51s
Step 28000 | Order = 0.040788130992941193 | Time = 53s
Step 29000 | Order = 0.040788130992941193 | Time = 55s
Step 30000 | Order = 0.040788130992941193 | Time = 57s
Step 31000 | Order = 0.040788130992941193 | Time = 59s
Step 32000 | Order = 0.040788130992941193 | Time = 60s
Step 33000 | Order = 0.040788130992941193 | Time = 62s
Step 34000 | Order = 0.040788130992941186 | Time = 64s
Step 35000 | Order = 0.040788130992941193 | Time = 65s
Step 36000 | Order = 0.040788130992941193 | Time = 67s
Step 37000 | Order = 0.040788130992941193 | Time = 69s
Step 38000 | Order = 0.040788130992941193 | Time = 71s
Step 39000 | Order = 0.040788130992941193 | Time = 73s
Step 40000 | Order = 0.040788130992941193 | Time = 75s
Step 41000 | Order = 0.040788130992941193 | Time = 77s
Step 42000 | Order = 0.040788130992941193 | Time = 79s
Step 43000 | Order = 0.040788130992941193 | Time = 80s
Step 44000 | Order = 0.040788130992941193 | Time = 82s
Step 45000 | Order = 0.040788130992941193 | Time = 84s
Step 46000 | Order = 0.040788130992941193 | Time = 86s
Step 47000 | Order = 0.040788130992941193 | Time = 88s
Step 48000 | Order = 0.040788130992941193 | Time = 90s
Step 49000 | Order = 0.040788130992941193 | Time = 91s
Step 50000 | Order = 0.040788130992941193 | Time = 93s
Step 51000 | Order = 0.040788130992941193 | Time = 95s
Step 52000 | Order = 0.040788130992941193 | Time = 97s
Step 53000 | Order = 0.040788130992941193 | Time = 99s
Step 54000 | Order = 0.040788130992941193 | Time = 101s
Step 55000 | Order = 0.040788130992941193 | Time = 102s
Step 56000 | Order = 0.040788130992941186 | Time = 104s
Step 57000 | Order = 0.040788130992941186 | Time = 106s
Step 58000 | Order = 0.040788130992941193 | Time = 108s
Step 59000 | Order = 0.040788130992941193 | Time = 110s
Step 60000 | Order = 0.0407881309929412 | Time = 111s
Step 61000 | Order = 0.040788130992941193 | Time = 113s
Step 62000 | Order = 0.040788130992941193 | Time = 115s
Step 63000 | Order = 0.040788130992941193 | Time = 117s
Step 64000 | Order = 0.040788130992941193 | Time = 118s
Step 65000 | Order = 0.0407881309929412 | Time = 120s
Step 66000 | Order = 0.040788130992941193 | Time = 122s
Step 67000 | Order = 0.040788130992941193 | Time = 124s
Step 68000 | Order = 0.040788130992941193 | Time = 126s
Step 69000 | Order = 0.040788130992941193 | Time = 128s
Step 70000 | Order = 0.040788130992941186 | Time = 129s
Step 71000 | Order = 0.040788130992941193 | Time = 131s
Step 72000 | Order = 0.040788130992941186 | Time = 133s
Step 73000 | Order = 0.040788130992941193 | Time = 135s
Step 74000 | Order = 0.040788130992941193 | Time = 137s
Step 75000 | Order = 0.040788130992941193 | Time = 138s
Step 76000 | Order = 0.040788130992941186 | Time = 140s
Step 77000 | Order = 0.040788130992941186 | Time = 142s
Step 78000 | Order = 0.040788130992941186 | Time = 144s
Step 79000 | Order = 0.040788130992941193 | Time = 145s
Step 80000 | Order = 0.040788130992941193 | Time = 147s
Step 81000 | Order = 0.040788130992941193 | Time = 148s
Step 82000 | Order = 0.040788130992941193 | Time = 150s
Step 83000 | Order = 0.040788130992941186 | Time = 151s
Step 84000 | Order = 0.040788130992941193 | Time = 153s
Step 85000 | Order = 0.040788130992941186 | Time = 155s
Step 86000 | Order = 0.040788130992941193 | Time = 157s
Step 87000 | Order = 0.040788130992941193 | Time = 158s
Step 88000 | Order = 0.040788130992941193 | Time = 160s
Step 89000 | Order = 0.040788130992941193 | Time = 161s
Step 90000 | Order = 0.040788130992941193 | Time = 163s
Step 91000 | Order = 0.040788130992941193 | Time = 165s
Step 92000 | Order = 0.040788130992941193 | Time = 167s
Step 93000 | Order = 0.040788130992941186 | Time = 168s
Step 94000 | Order = 0.040788130992941193 | Time = 170s
Step 95000 | Order = 0.040788130992941186 | Time = 172s
