Simulation #175, Parameters: eta = 0.531811 | rho = 0.146579 | v0 = 0.130515s
Step 0 | Order = 0.023807911416920981 | Time = 0s
Step 1000 | Order = 0.023317315864009775 | Time = 0s
Step 2000 | Order = 0.01540401096818866 | Time = 0s
Step 3000 | Order = 0.0089510949796954859 | Time = 0s
Step 4000 | Order = 0.019138875436618158 | Time = 1s
Step 5000 | Order = 0.016558424658124574 | Time = 1s
Step 6000 | Order = 0.024319747466509622 | Time = 1s
Step 7000 | Order = 0.011206401969975834 | Time = 1s
Step 8000 | Order = 0.021574133503751983 | Time = 1s
Step 9000 | Order = 0.037477974938511398 | Time = 1s
Step 10000 | Order = 0.0095476481395561606 | Time = 2s
Step 11000 | Order = 0.0033135727788263401 | Time = 2s
Step 12000 | Order = 0.02097619715818955 | Time = 2s
Step 13000 | Order = 0.024296570428098976 | Time = 2s
Step 14000 | Order = 0.024956090459049937 | Time = 2s
Step 15000 | Order = 0.01823930297487562 | Time = 2s
Step 16000 | Order = 0.013975207078985698 | Time = 2s
Step 17000 | Order = 0.028081874775630112 | Time = 3s
Step 18000 | Order = 0.013717741223016548 | Time = 3s
Step 19000 | Order = 0.026297397882869722 | Time = 3s
Step 20000 | Order = 0.020767043005235249 | Time = 3s
Step 21000 | Order = 0.031131477048188798 | Time = 3s
Step 22000 | Order = 0.01359926951739001 | Time = 3s
Step 23000 | Order = 0.030568036674921379 | Time = 4s
Step 24000 | Order = 0.014368921095325084 | Time = 4s
Step 25000 | Order = 0.0058541354790807897 | Time = 4s
Step 26000 | Order = 0.02052421631022561 | Time = 4s
Step 27000 | Order = 0.02273619552850516 | Time = 4s
Step 28000 | Order = 0.021792237702755402 | Time = 4s
Step 29000 | Order = 0.034484895687711764 | Time = 5s
Step 30000 | Order = 0.025582677012967455 | Time = 5s
Step 31000 | Order = 0.024998533763308912 | Time = 5s
Step 32000 | Order = 0.022691379901160807 | Time = 5s
Step 33000 | Order = 0.0094688765153528118 | Time = 5s
Step 34000 | Order = 0.010048792490277564 | Time = 5s
Step 35000 | Order = 0.0099701358659145829 | Time = 5s
Step 36000 | Order = 0.027319310378027029 | Time = 6s
Step 37000 | Order = 0.022861023441776894 | Time = 6s
Step 38000 | Order = 0.050262291593676532 | Time = 6s
Step 39000 | Order = 0.024917252105254254 | Time = 6s
Step 40000 | Order = 0.017581414678428602 | Time = 6s
