Simulation #71, Parameters: eta = 0.483102 | rho = 0.639034 | v0 = 0.483102s
Step 0 | Order = 0.024963935842921604 | Time = 0s
Step 1000 | Order = 0.025472450812697729 | Time = 3s
Step 2000 | Order = 0.025472731086189679 | Time = 5s
Step 3000 | Order = 0.025472731425752047 | Time = 6s
Step 4000 | Order = 0.0254727314262281 | Time = 8s
Step 5000 | Order = 0.025472731426228801 | Time = 9s
Step 6000 | Order = 0.025472731426228797 | Time = 10s
Step 7000 | Order = 0.025472731426228801 | Time = 11s
Step 8000 | Order = 0.025472731426228801 | Time = 13s
Step 9000 | Order = 0.025472731426228801 | Time = 14s
Step 10000 | Order = 0.025472731426228801 | Time = 15s
Step 11000 | Order = 0.025472731426228801 | Time = 17s
Step 12000 | Order = 0.025472731426228801 | Time = 18s
Step 13000 | Order = 0.025472731426228801 | Time = 19s
Step 14000 | Order = 0.025472731426228801 | Time = 20s
Step 15000 | Order = 0.025472731426228801 | Time = 22s
Step 16000 | Order = 0.025472731426228797 | Time = 23s
Step 17000 | Order = 0.025472731426228801 | Time = 24s
Step 18000 | Order = 0.025472731426228801 | Time = 26s
Step 19000 | Order = 0.025472731426228797 | Time = 27s
Step 20000 | Order = 0.025472731426228797 | Time = 28s
Step 21000 | Order = 0.025472731426228801 | Time = 29s
Step 22000 | Order = 0.025472731426228797 | Time = 31s
Step 23000 | Order = 0.025472731426228801 | Time = 32s
Step 24000 | Order = 0.025472731426228801 | Time = 34s
Step 25000 | Order = 0.025472731426228801 | Time = 35s
Step 26000 | Order = 0.025472731426228797 | Time = 36s
Step 27000 | Order = 0.025472731426228801 | Time = 37s
Step 28000 | Order = 0.025472731426228797 | Time = 39s
Step 29000 | Order = 0.025472731426228801 | Time = 41s
Step 30000 | Order = 0.025472731426228797 | Time = 42s
Step 31000 | Order = 0.025472731426228797 | Time = 43s
Step 32000 | Order = 0.025472731426228797 | Time = 44s
Step 33000 | Order = 0.025472731426228801 | Time = 46s
Step 34000 | Order = 0.025472731426228801 | Time = 47s
Step 35000 | Order = 0.025472731426228797 | Time = 49s
Step 36000 | Order = 0.025472731426228801 | Time = 50s
Step 37000 | Order = 0.025472731426228797 | Time = 52s
Step 38000 | Order = 0.025472731426228801 | Time = 53s
Step 39000 | Order = 0.025472731426228801 | Time = 54s
Step 40000 | Order = 0.025472731426228801 | Time = 55s
Step 41000 | Order = 0.025472731426228801 | Time = 57s
Step 42000 | Order = 0.025472731426228801 | Time = 58s
Step 43000 | Order = 0.025472731426228797 | Time = 59s
Step 44000 | Order = 0.025472731426228801 | Time = 61s
Step 45000 | Order = 0.025472731426228801 | Time = 62s
Step 46000 | Order = 0.025472731426228797 | Time = 63s
Step 47000 | Order = 0.025472731426228801 | Time = 65s
Step 48000 | Order = 0.025472731426228797 | Time = 66s
Step 49000 | Order = 0.025472731426228797 | Time = 67s
Step 50000 | Order = 0.025472731426228801 | Time = 69s
Step 51000 | Order = 0.025472731426228801 | Time = 70s
Step 52000 | Order = 0.025472731426228797 | Time = 72s
Step 53000 | Order = 0.025472731426228801 | Time = 73s
Step 54000 | Order = 0.025472731426228801 | Time = 74s
Step 55000 | Order = 0.025472731426228801 | Time = 76s
Step 56000 | Order = 0.025472731426228797 | Time = 77s
