Simulation #57, Parameters: eta = 0.639915 | rho = 0.689653 | v0 = 0.639915s
Step 0 | Order = 0.039152889216063594 | Time = 0s
Step 1000 | Order = 0.043706338175353708 | Time = 1s
Step 2000 | Order = 0.043705413884461454 | Time = 2s
Step 3000 | Order = 0.043705404791730275 | Time = 4s
Step 4000 | Order = 0.043705404695192317 | Time = 5s
Step 5000 | Order = 0.043705404694159136 | Time = 6s
Step 6000 | Order = 0.043705404694148062 | Time = 7s
Step 7000 | Order = 0.043705404694147944 | Time = 8s
Step 8000 | Order = 0.043705404694147937 | Time = 9s
Step 9000 | Order = 0.043705404694147944 | Time = 11s
Step 10000 | Order = 0.043705404694147937 | Time = 12s
Step 11000 | Order = 0.043705404694147944 | Time = 13s
Step 12000 | Order = 0.043705404694147944 | Time = 14s
Step 13000 | Order = 0.043705404694147937 | Time = 16s
Step 14000 | Order = 0.043705404694147937 | Time = 17s
Step 15000 | Order = 0.043705404694147944 | Time = 18s
Step 16000 | Order = 0.043705404694147951 | Time = 19s
Step 17000 | Order = 0.043705404694147944 | Time = 20s
Step 18000 | Order = 0.043705404694147937 | Time = 22s
Step 19000 | Order = 0.043705404694147944 | Time = 23s
Step 20000 | Order = 0.043705404694147944 | Time = 24s
Step 21000 | Order = 0.043705404694147944 | Time = 25s
Step 22000 | Order = 0.043705404694147937 | Time = 27s
Step 23000 | Order = 0.043705404694147944 | Time = 28s
Step 24000 | Order = 0.043705404694147944 | Time = 29s
Step 25000 | Order = 0.043705404694147944 | Time = 31s
Step 26000 | Order = 0.043705404694147944 | Time = 32s
Step 27000 | Order = 0.043705404694147937 | Time = 34s
Step 28000 | Order = 0.043705404694147944 | Time = 35s
Step 29000 | Order = 0.043705404694147951 | Time = 36s
Step 30000 | Order = 0.043705404694147951 | Time = 38s
Step 31000 | Order = 0.043705404694147944 | Time = 39s
Step 32000 | Order = 0.043705404694147937 | Time = 41s
Step 33000 | Order = 0.043705404694147944 | Time = 42s
Step 34000 | Order = 0.043705404694147944 | Time = 43s
Step 35000 | Order = 0.043705404694147944 | Time = 46s
Step 36000 | Order = 0.043705404694147951 | Time = 47s
Step 37000 | Order = 0.043705404694147937 | Time = 49s
Step 38000 | Order = 0.043705404694147951 | Time = 50s
Step 39000 | Order = 0.043705404694147937 | Time = 52s
Step 40000 | Order = 0.043705404694147937 | Time = 53s
Step 41000 | Order = 0.043705404694147944 | Time = 54s
Step 42000 | Order = 0.043705404694147937 | Time = 56s
Step 43000 | Order = 0.043705404694147944 | Time = 57s
Step 44000 | Order = 0.043705404694147944 | Time = 58s
Step 45000 | Order = 0.043705404694147944 | Time = 60s
Step 46000 | Order = 0.043705404694147951 | Time = 61s
Step 47000 | Order = 0.043705404694147937 | Time = 63s
Step 48000 | Order = 0.043705404694147944 | Time = 64s
Step 49000 | Order = 0.043705404694147944 | Time = 65s
Step 50000 | Order = 0.043705404694147944 | Time = 66s
Step 51000 | Order = 0.043705404694147951 | Time = 68s
Step 52000 | Order = 0.043705404694147937 | Time = 70s
Step 53000 | Order = 0.043705404694147937 | Time = 72s
Step 54000 | Order = 0.043705404694147944 | Time = 73s
Step 55000 | Order = 0.043705404694147951 | Time = 75s
Step 56000 | Order = 0.043705404694147944 | Time = 77s
Step 57000 | Order = 0.043705404694147944 | Time = 78s
Step 58000 | Order = 0.043705404694147944 | Time = 79s
Step 59000 | Order = 0.043705404694147951 | Time = 80s
Step 60000 | Order = 0.043705404694147944 | Time = 82s
Step 61000 | Order = 0.043705404694147951 | Time = 83s
Step 62000 | Order = 0.043705404694147944 | Time = 84s
Step 63000 | Order = 0.043705404694147937 | Time = 85s
Step 64000 | Order = 0.043705404694147951 | Time = 86s
Step 65000 | Order = 0.043705404694147944 | Time = 87s
Step 66000 | Order = 0.043705404694147944 | Time = 88s
Step 67000 | Order = 0.043705404694147944 | Time = 89s
Step 68000 | Order = 0.043705404694147951 | Time = 91s
Step 69000 | Order = 0.043705404694147944 | Time = 92s
Step 70000 | Order = 0.043705404694147944 | Time = 93s
Step 71000 | Order = 0.043705404694147944 | Time = 94s
Step 72000 | Order = 0.043705404694147937 | Time = 95s
Step 73000 | Order = 0.043705404694147951 | Time = 97s
Step 74000 | Order = 0.043705404694147944 | Time = 98s
Step 75000 | Order = 0.043705404694147951 | Time = 99s
Step 76000 | Order = 0.043705404694147944 | Time = 100s
Step 77000 | Order = 0.043705404694147951 | Time = 102s
Step 78000 | Order = 0.043705404694147944 | Time = 103s
Step 79000 | Order = 0.043705404694147944 | Time = 104s
Step 80000 | Order = 0.043705404694147951 | Time = 106s
Step 81000 | Order = 0.043705404694147944 | Time = 108s
Step 82000 | Order = 0.043705404694147944 | Time = 109s
Step 83000 | Order = 0.043705404694147951 | Time = 110s
Step 84000 | Order = 0.043705404694147944 | Time = 112s
Step 85000 | Order = 0.043705404694147944 | Time = 113s
Step 86000 | Order = 0.043705404694147937 | Time = 115s
Step 87000 | Order = 0.043705404694147951 | Time = 116s
Step 88000 | Order = 0.043705404694147951 | Time = 117s
Step 89000 | Order = 0.043705404694147951 | Time = 118s
Step 90000 | Order = 0.043705404694147944 | Time = 119s
Step 91000 | Order = 0.043705404694147937 | Time = 121s
Step 92000 | Order = 0.043705404694147944 | Time = 122s
Step 93000 | Order = 0.043705404694147944 | Time = 123s
Step 94000 | Order = 0.043705404694147951 | Time = 124s
Step 95000 | Order = 0.043705404694147944 | Time = 125s
Step 96000 | Order = 0.043705404694147944 | Time = 126s
Step 97000 | Order = 0.043705404694147944 | Time = 127s
Step 98000 | Order = 0.043705404694147944 | Time = 129s
Step 99000 | Order = 0.043705404694147944 | Time = 130s
Step 100000 | Order = 0.043705404694147944 | Time = 131s
