Simulation #178, Parameters: eta = 0.575634 | rho = 0.141524 | v0 = 0.111513s
Step 0 | Order = 0.043210082870238621 | Time = 0s
Step 1000 | Order = 0.023062236660112138 | Time = 0s
Step 2000 | Order = 0.014620352933798464 | Time = 0s
Step 3000 | Order = 0.017153101508698983 | Time = 0s
Step 4000 | Order = 0.017486514323528435 | Time = 1s
Step 5000 | Order = 0.013217289984439608 | Time = 1s
Step 6000 | Order = 0.014727474299593056 | Time = 1s
Step 7000 | Order = 0.019511414937007594 | Time = 1s
Step 8000 | Order = 0.012666105915875303 | Time = 1s
Step 9000 | Order = 0.027252777881936245 | Time = 1s
Step 10000 | Order = 0.020645091349976774 | Time = 1s
Step 11000 | Order = 0.025678845406226551 | Time = 2s
Step 12000 | Order = 0.032224408547365711 | Time = 2s
Step 13000 | Order = 0.044677044743226105 | Time = 2s
Step 14000 | Order = 0.029940712852717183 | Time = 2s
Step 15000 | Order = 0.031157253504642199 | Time = 2s
Step 16000 | Order = 0.015601258594038393 | Time = 2s
Step 17000 | Order = 0.0094671342389880692 | Time = 3s
Step 18000 | Order = 0.025275663460944287 | Time = 3s
Step 19000 | Order = 0.016554993174019671 | Time = 3s
Step 20000 | Order = 0.020816844353299672 | Time = 3s
Step 21000 | Order = 0.01755091308535249 | Time = 3s
Step 22000 | Order = 0.021227301413612482 | Time = 3s
Step 23000 | Order = 0.022844012776921579 | Time = 3s
Step 24000 | Order = 0.018317736763910117 | Time = 4s
Step 25000 | Order = 0.018346166069485987 | Time = 4s
Step 26000 | Order = 0.022785714872568613 | Time = 4s
Step 27000 | Order = 0.0053418915263373458 | Time = 4s
Step 28000 | Order = 0.012696771896944474 | Time = 4s
Step 29000 | Order = 0.018949657128962429 | Time = 4s
Step 30000 | Order = 0.038776154674850585 | Time = 4s
Step 31000 | Order = 0.016856159077617016 | Time = 5s
Step 32000 | Order = 0.02209676537891609 | Time = 5s
Step 33000 | Order = 0.027130446471691699 | Time = 5s
Step 34000 | Order = 0.019579522966407272 | Time = 5s
Step 35000 | Order = 0.039020985227959847 | Time = 5s
