Simulation #16, Parameters: eta = 0.049154 | rho = 0.232920 | v0 = 0.35586s
Step 0 | Order = 0.020014502409203733 | Time = 0s
Step 1000 | Order = 0.24576094870280979 | Time = 0s
Step 2000 | Order = 0.81036053831629218 | Time = 1s
Step 3000 | Order = 0.9463386878490353 | Time = 2s
Step 4000 | Order = 0.95539981163737442 | Time = 2s
Step 5000 | Order = 0.95141674694973155 | Time = 3s
Step 6000 | Order = 0.96124878121051183 | Time = 3s
Step 7000 | Order = 0.96155767122700453 | Time = 4s
Step 8000 | Order = 0.95432556444035654 | Time = 4s
Step 9000 | Order = 0.95235256538352109 | Time = 5s
Step 10000 | Order = 0.95562731727970207 | Time = 5s
Step 11000 | Order = 0.95675760617532135 | Time = 5s
Step 12000 | Order = 0.96142063854048165 | Time = 6s
Step 13000 | Order = 0.95086550982631413 | Time = 6s
Step 14000 | Order = 0.9551585777836491 | Time = 7s
Step 15000 | Order = 0.94964732874187385 | Time = 7s
Step 16000 | Order = 0.9583994814696849 | Time = 7s
Step 17000 | Order = 0.95153446780199946 | Time = 8s
Step 18000 | Order = 0.94898028929942246 | Time = 8s
Step 19000 | Order = 0.95215955720245016 | Time = 9s
Step 20000 | Order = 0.96110511505867724 | Time = 9s
Step 21000 | Order = 0.958049791885769 | Time = 9s
Step 22000 | Order = 0.94526268092988797 | Time = 10s
Step 23000 | Order = 0.95661844427070786 | Time = 10s
Step 24000 | Order = 0.95438462108070687 | Time = 11s
Step 25000 | Order = 0.95354276401862081 | Time = 11s
Step 26000 | Order = 0.94938563130302578 | Time = 12s
Step 27000 | Order = 0.9487554871153927 | Time = 12s
Step 28000 | Order = 0.95228376276781768 | Time = 12s
Step 29000 | Order = 0.95297714187942772 | Time = 13s
Step 30000 | Order = 0.95369078728241907 | Time = 13s
Step 31000 | Order = 0.95907674481961191 | Time = 14s
Step 32000 | Order = 0.95147074138621701 | Time = 14s
Step 33000 | Order = 0.95030397322254334 | Time = 14s
Step 34000 | Order = 0.95317096606531948 | Time = 15s
Step 35000 | Order = 0.9484823044616888 | Time = 15s
Step 36000 | Order = 0.95314898628614175 | Time = 16s
Step 37000 | Order = 0.94206756756558274 | Time = 16s
Step 38000 | Order = 0.95514410950008766 | Time = 16s
Step 39000 | Order = 0.94761256460508159 | Time = 17s
Step 40000 | Order = 0.95578031153904386 | Time = 17s
Step 41000 | Order = 0.95562931330579337 | Time = 18s
Step 42000 | Order = 0.95475786145837638 | Time = 18s
Step 43000 | Order = 0.95610664582486948 | Time = 19s
Step 44000 | Order = 0.96337978403157198 | Time = 19s
