Simulation #116, Parameters: eta = 0.889689 | rho = 0.143414 | v0 = 0.0244753s
Step 0 | Order = 0.016792873634474886 | Time = 0s
Step 1000 | Order = 0.016781394490084492 | Time = 2s
Step 2000 | Order = 0.0068874402579727351 | Time = 2s
Step 3000 | Order = 0.022668258340358096 | Time = 2s
Step 4000 | Order = 0.021674486292351077 | Time = 2s
Step 5000 | Order = 0.011703273522973272 | Time = 3s
Step 6000 | Order = 0.041383910713913168 | Time = 3s
Step 7000 | Order = 0.034265684311471124 | Time = 3s
Step 8000 | Order = 0.023486017305690412 | Time = 3s
Step 9000 | Order = 0.014249992998313844 | Time = 4s
Step 10000 | Order = 0.018814779311850105 | Time = 4s
Step 11000 | Order = 0.020971778219251835 | Time = 4s
Step 12000 | Order = 0.010250397694730918 | Time = 4s
Step 13000 | Order = 0.028273787384915337 | Time = 5s
Step 14000 | Order = 0.0046649759967241633 | Time = 5s
Step 15000 | Order = 0.025620981821765629 | Time = 5s
Step 16000 | Order = 0.016718380620377997 | Time = 5s
Step 17000 | Order = 0.020893012556654867 | Time = 6s
Step 18000 | Order = 0.013173574481926364 | Time = 6s
Step 19000 | Order = 0.01212526996115211 | Time = 6s
Step 20000 | Order = 0.011699147486295634 | Time = 6s
Step 21000 | Order = 0.01975824408541366 | Time = 6s
Step 22000 | Order = 0.034361176621543338 | Time = 7s
Step 23000 | Order = 0.024838025542790226 | Time = 7s
Step 24000 | Order = 0.013574356133814787 | Time = 7s
Step 25000 | Order = 0.016430661465873485 | Time = 7s
Step 26000 | Order = 0.023172357899332207 | Time = 8s
Step 27000 | Order = 0.02659501792532698 | Time = 8s
Step 28000 | Order = 0.018812367678009867 | Time = 8s
Step 29000 | Order = 0.0090404065718538585 | Time = 8s
Step 30000 | Order = 0.024888680151345096 | Time = 9s
Step 31000 | Order = 0.032891444633231313 | Time = 9s
Step 32000 | Order = 0.030690100184274916 | Time = 9s
Step 33000 | Order = 0.01115901807831819 | Time = 9s
Step 34000 | Order = 0.024588962611435217 | Time = 10s
Step 35000 | Order = 0.020780321871413987 | Time = 10s
Step 36000 | Order = 0.02058125024506088 | Time = 10s
Step 37000 | Order = 0.011809087647635552 | Time = 10s
Step 38000 | Order = 0.025290851666365795 | Time = 11s
Step 39000 | Order = 0.009297261434754624 | Time = 11s
Step 40000 | Order = 0.0081990673534188142 | Time = 11s
Step 41000 | Order = 0.025270076207380348 | Time = 11s
Step 42000 | Order = 0.010968126993395715 | Time = 12s
Step 43000 | Order = 0.010665888534767206 | Time = 12s
Step 44000 | Order = 0.030439751076307957 | Time = 12s
Step 45000 | Order = 0.017407418150634731 | Time = 12s
