Simulation #66, Parameters: eta = 0.726526 | rho = 0.116044 | v0 = 0.726526s
Step 0 | Order = 0.012793576977002348 | Time = 0s
Step 1000 | Order = 0.016391549662932096 | Time = 0s
Step 2000 | Order = 0.016391549662932096 | Time = 0s
Step 3000 | Order = 0.016391549662932096 | Time = 1s
Step 4000 | Order = 0.016391549662932096 | Time = 1s
Step 5000 | Order = 0.016391549662932103 | Time = 2s
Step 6000 | Order = 0.016391549662932096 | Time = 2s
Step 7000 | Order = 0.0163915496629321 | Time = 2s
Step 8000 | Order = 0.016391549662932093 | Time = 2s
Step 9000 | Order = 0.0163915496629321 | Time = 3s
Step 10000 | Order = 0.016391549662932096 | Time = 3s
Step 11000 | Order = 0.016391549662932096 | Time = 3s
Step 12000 | Order = 0.016391549662932096 | Time = 3s
Step 13000 | Order = 0.016391549662932096 | Time = 4s
Step 14000 | Order = 0.016391549662932096 | Time = 4s
Step 15000 | Order = 0.0163915496629321 | Time = 4s
Step 16000 | Order = 0.0163915496629321 | Time = 5s
Step 17000 | Order = 0.016391549662932096 | Time = 5s
Step 18000 | Order = 0.0163915496629321 | Time = 6s
Step 19000 | Order = 0.0163915496629321 | Time = 6s
Step 20000 | Order = 0.016391549662932096 | Time = 6s
Step 21000 | Order = 0.0163915496629321 | Time = 7s
Step 22000 | Order = 0.016391549662932096 | Time = 7s
Step 23000 | Order = 0.0163915496629321 | Time = 7s
Step 24000 | Order = 0.016391549662932096 | Time = 8s
Step 25000 | Order = 0.016391549662932096 | Time = 8s
Step 26000 | Order = 0.016391549662932096 | Time = 8s
Step 27000 | Order = 0.0163915496629321 | Time = 9s
Step 28000 | Order = 0.016391549662932096 | Time = 9s
Step 29000 | Order = 0.016391549662932096 | Time = 9s
Step 30000 | Order = 0.016391549662932093 | Time = 10s
Step 31000 | Order = 0.016391549662932096 | Time = 10s
Step 32000 | Order = 0.016391549662932096 | Time = 11s
Step 33000 | Order = 0.0163915496629321 | Time = 11s
Step 34000 | Order = 0.016391549662932093 | Time = 11s
Step 35000 | Order = 0.016391549662932103 | Time = 12s
Step 36000 | Order = 0.016391549662932103 | Time = 12s
Step 37000 | Order = 0.016391549662932096 | Time = 12s
Step 38000 | Order = 0.016391549662932096 | Time = 13s
Step 39000 | Order = 0.0163915496629321 | Time = 13s
Step 40000 | Order = 0.0163915496629321 | Time = 14s
Step 41000 | Order = 0.016391549662932096 | Time = 15s
Step 42000 | Order = 0.0163915496629321 | Time = 15s
Step 43000 | Order = 0.016391549662932103 | Time = 15s
Step 44000 | Order = 0.016391549662932096 | Time = 15s
Step 45000 | Order = 0.016391549662932096 | Time = 16s
Step 46000 | Order = 0.016391549662932096 | Time = 16s
Step 47000 | Order = 0.016391549662932103 | Time = 16s
Step 48000 | Order = 0.016391549662932096 | Time = 16s
Step 49000 | Order = 0.016391549662932096 | Time = 16s
Step 50000 | Order = 0.0163915496629321 | Time = 17s
Step 51000 | Order = 0.0163915496629321 | Time = 17s
Step 52000 | Order = 0.016391549662932096 | Time = 17s
Step 53000 | Order = 0.016391549662932096 | Time = 18s
Step 54000 | Order = 0.016391549662932096 | Time = 18s
Step 55000 | Order = 0.016391549662932096 | Time = 18s
Step 56000 | Order = 0.016391549662932096 | Time = 18s
Step 57000 | Order = 0.016391549662932096 | Time = 18s
Step 58000 | Order = 0.0163915496629321 | Time = 18s
Step 59000 | Order = 0.016391549662932096 | Time = 19s
Step 60000 | Order = 0.016391549662932096 | Time = 19s
Step 61000 | Order = 0.016391549662932096 | Time = 19s
Step 62000 | Order = 0.016391549662932096 | Time = 19s
Step 63000 | Order = 0.016391549662932103 | Time = 19s
Step 64000 | Order = 0.016391549662932096 | Time = 20s
Step 65000 | Order = 0.016391549662932096 | Time = 20s
Step 66000 | Order = 0.0163915496629321 | Time = 20s
Step 67000 | Order = 0.016391549662932096 | Time = 20s
Step 68000 | Order = 0.016391549662932096 | Time = 20s
Step 69000 | Order = 0.016391549662932096 | Time = 20s
Step 70000 | Order = 0.016391549662932096 | Time = 21s
Step 71000 | Order = 0.016391549662932096 | Time = 21s
Step 72000 | Order = 0.016391549662932096 | Time = 21s
Step 73000 | Order = 0.016391549662932096 | Time = 21s
Step 74000 | Order = 0.016391549662932096 | Time = 21s
Step 75000 | Order = 0.016391549662932096 | Time = 22s
Step 76000 | Order = 0.016391549662932096 | Time = 22s
Step 77000 | Order = 0.0163915496629321 | Time = 22s
Step 78000 | Order = 0.016391549662932103 | Time = 22s
Step 79000 | Order = 0.0163915496629321 | Time = 23s
Step 80000 | Order = 0.0163915496629321 | Time = 23s
Step 81000 | Order = 0.016391549662932096 | Time = 23s
Step 82000 | Order = 0.016391549662932096 | Time = 23s
Step 83000 | Order = 0.016391549662932096 | Time = 23s
Step 84000 | Order = 0.016391549662932096 | Time = 24s
Step 85000 | Order = 0.016391549662932096 | Time = 24s
Step 86000 | Order = 0.016391549662932096 | Time = 24s
Step 87000 | Order = 0.016391549662932096 | Time = 24s
Step 88000 | Order = 0.016391549662932093 | Time = 25s
Step 89000 | Order = 0.016391549662932096 | Time = 25s
Step 90000 | Order = 0.016391549662932096 | Time = 25s
Step 91000 | Order = 0.016391549662932093 | Time = 25s
Step 92000 | Order = 0.016391549662932096 | Time = 26s
Step 93000 | Order = 0.016391549662932093 | Time = 26s
Step 94000 | Order = 0.016391549662932096 | Time = 26s
Step 95000 | Order = 0.016391549662932096 | Time = 27s
Step 96000 | Order = 0.016391549662932096 | Time = 27s
Step 97000 | Order = 0.016391549662932096 | Time = 27s
Step 98000 | Order = 0.016391549662932103 | Time = 27s
Step 99000 | Order = 0.016391549662932096 | Time = 28s
Step 100000 | Order = 0.016391549662932096 | Time = 28s
Step 101000 | Order = 0.016391549662932103 | Time = 28s
Step 102000 | Order = 0.0163915496629321 | Time = 28s
Step 103000 | Order = 0.016391549662932103 | Time = 29s
Step 104000 | Order = 0.016391549662932103 | Time = 29s
Step 105000 | Order = 0.016391549662932096 | Time = 29s
Step 106000 | Order = 0.016391549662932096 | Time = 30s
Step 107000 | Order = 0.016391549662932096 | Time = 30s
Step 108000 | Order = 0.016391549662932096 | Time = 30s
Step 109000 | Order = 0.016391549662932096 | Time = 30s
Step 110000 | Order = 0.016391549662932103 | Time = 30s
Step 111000 | Order = 0.016391549662932096 | Time = 31s
Step 112000 | Order = 0.016391549662932096 | Time = 31s
Step 113000 | Order = 0.016391549662932096 | Time = 31s
Step 114000 | Order = 0.016391549662932096 | Time = 31s
Step 115000 | Order = 0.016391549662932096 | Time = 31s
Step 116000 | Order = 0.016391549662932096 | Time = 32s
Step 117000 | Order = 0.016391549662932096 | Time = 32s
Step 118000 | Order = 0.016391549662932096 | Time = 33s
Step 119000 | Order = 0.016391549662932096 | Time = 33s
Step 120000 | Order = 0.016391549662932096 | Time = 33s
Step 121000 | Order = 0.016391549662932096 | Time = 33s
Step 122000 | Order = 0.016391549662932096 | Time = 33s
Step 123000 | Order = 0.016391549662932096 | Time = 34s
Step 124000 | Order = 0.016391549662932096 | Time = 34s
Step 125000 | Order = 0.016391549662932093 | Time = 34s
Step 126000 | Order = 0.016391549662932096 | Time = 35s
Step 127000 | Order = 0.016391549662932096 | Time = 35s
Step 128000 | Order = 0.016391549662932103 | Time = 35s
Step 129000 | Order = 0.016391549662932096 | Time = 35s
Step 130000 | Order = 0.016391549662932096 | Time = 35s
Step 131000 | Order = 0.016391549662932096 | Time = 36s
Step 132000 | Order = 0.016391549662932096 | Time = 36s
Step 133000 | Order = 0.016391549662932096 | Time = 36s
Step 134000 | Order = 0.0163915496629321 | Time = 36s
Step 135000 | Order = 0.016391549662932096 | Time = 36s
Step 136000 | Order = 0.016391549662932096 | Time = 36s
Step 137000 | Order = 0.016391549662932096 | Time = 37s
Step 138000 | Order = 0.016391549662932096 | Time = 37s
Step 139000 | Order = 0.016391549662932096 | Time = 37s
