Simulation #169, Parameters: eta = 0.393816 | rho = 0.163819 | v0 = 0.0161762s
Step 0 | Order = 0.02245640956192178 | Time = 0s
Step 1000 | Order = 0.027173440112186135 | Time = 0s
Step 2000 | Order = 0.020324127674721963 | Time = 0s
Step 3000 | Order = 0.023272860380978533 | Time = 1s
Step 4000 | Order = 0.019297186636435735 | Time = 1s
Step 5000 | Order = 0.016842626272843612 | Time = 1s
Step 6000 | Order = 0.0081472612902173652 | Time = 1s
Step 7000 | Order = 0.023603601557561135 | Time = 2s
Step 8000 | Order = 0.026956206054368229 | Time = 2s
Step 9000 | Order = 0.034385761806969409 | Time = 2s
Step 10000 | Order = 0.035541416024235641 | Time = 3s
Step 11000 | Order = 0.008072889668670747 | Time = 3s
Step 12000 | Order = 0.012536576211279843 | Time = 3s
Step 13000 | Order = 0.015909597825495336 | Time = 4s
Step 14000 | Order = 0.011892329653505946 | Time = 4s
Step 15000 | Order = 0.026460834542874744 | Time = 4s
Step 16000 | Order = 0.01245372336530963 | Time = 4s
Step 17000 | Order = 0.041139972162968164 | Time = 5s
Step 18000 | Order = 0.029566509244401261 | Time = 5s
Step 19000 | Order = 0.056145133574933816 | Time = 5s
Step 20000 | Order = 0.019922639123249496 | Time = 6s
Step 21000 | Order = 0.0097961221151544788 | Time = 6s
Step 22000 | Order = 0.033819576125832945 | Time = 6s
Step 23000 | Order = 0.01464530401090448 | Time = 7s
Step 24000 | Order = 0.052483852570161076 | Time = 7s
Step 25000 | Order = 0.0026637339227607638 | Time = 7s
Step 26000 | Order = 0.062506280322940103 | Time = 8s
Step 27000 | Order = 0.056322951395941082 | Time = 8s
Step 28000 | Order = 0.037573327193739181 | Time = 8s
Step 29000 | Order = 0.013630308856474666 | Time = 8s
Step 30000 | Order = 0.024239888934985823 | Time = 9s
Step 31000 | Order = 0.024862080601176909 | Time = 9s
Step 32000 | Order = 0.016371110850448428 | Time = 9s
Step 33000 | Order = 0.012625806836282425 | Time = 10s
Step 34000 | Order = 0.027062362379249361 | Time = 10s
Step 35000 | Order = 0.0048710483831913053 | Time = 10s
Step 36000 | Order = 0.025777391962902848 | Time = 11s
Step 37000 | Order = 0.013531157016393985 | Time = 11s
Step 38000 | Order = 0.032058531650147409 | Time = 11s
Step 39000 | Order = 0.025940741411498276 | Time = 12s
Step 40000 | Order = 0.018872593509963686 | Time = 12s
Step 41000 | Order = 0.030493368481830561 | Time = 12s
Step 42000 | Order = 0.0072699377742743779 | Time = 12s
Step 43000 | Order = 0.050156531130539597 | Time = 13s
Step 44000 | Order = 0.029457887976615183 | Time = 13s
Step 45000 | Order = 0.0247087093969071 | Time = 13s
Step 46000 | Order = 0.018374472972360716 | Time = 14s
Step 47000 | Order = 0.045274625366899621 | Time = 14s
Step 48000 | Order = 0.018600321256528558 | Time = 14s
Step 49000 | Order = 0.031494007666452155 | Time = 15s
Step 50000 | Order = 0.031809981937461207 | Time = 15s
Step 51000 | Order = 0.021512583194969841 | Time = 16s
