Simulation #116, Parameters: eta = 0.889689 | rho = 0.143414 | v0 = 0.0244753s
Step 0 | Order = 0.010139601602137427 | Time = 0s
Step 1000 | Order = 0.019608758340763952 | Time = 0s
Step 2000 | Order = 0.036622111708448632 | Time = 1s
Step 3000 | Order = 0.03414426612612783 | Time = 1s
Step 4000 | Order = 0.034479450153445806 | Time = 1s
Step 5000 | Order = 0.0093005179528249365 | Time = 1s
Step 6000 | Order = 0.0038043529447205006 | Time = 2s
Step 7000 | Order = 0.017977023250811137 | Time = 2s
Step 8000 | Order = 0.045443811593852711 | Time = 2s
Step 9000 | Order = 0.033920438407767567 | Time = 2s
Step 10000 | Order = 0.03074650365523093 | Time = 3s
Step 11000 | Order = 0.013808877893193378 | Time = 3s
Step 12000 | Order = 0.048881017463956684 | Time = 3s
Step 13000 | Order = 0.021727991354334696 | Time = 4s
Step 14000 | Order = 0.020631109583270305 | Time = 4s
Step 15000 | Order = 0.0085971526404567799 | Time = 4s
Step 16000 | Order = 0.0021280601546164383 | Time = 4s
Step 17000 | Order = 0.028604753087203401 | Time = 5s
Step 18000 | Order = 0.0057078045710820995 | Time = 5s
Step 19000 | Order = 0.040786104752332485 | Time = 5s
Step 20000 | Order = 0.020431948950228852 | Time = 5s
Step 21000 | Order = 0.025255662060541865 | Time = 6s
Step 22000 | Order = 0.01244156594833673 | Time = 6s
Step 23000 | Order = 0.015656423256621033 | Time = 6s
Step 24000 | Order = 0.033880783766682791 | Time = 6s
Step 25000 | Order = 0.032618860101469811 | Time = 7s
Step 26000 | Order = 0.034684505583717752 | Time = 7s
Step 27000 | Order = 0.012511849218286308 | Time = 7s
Step 28000 | Order = 0.028366426954165296 | Time = 7s
Step 29000 | Order = 0.033592184098145218 | Time = 8s
Step 30000 | Order = 0.0087378643456202821 | Time = 8s
Step 31000 | Order = 0.019884510169622036 | Time = 8s
Step 32000 | Order = 0.012024948447183501 | Time = 8s
Step 33000 | Order = 0.027007424814293891 | Time = 9s
Step 34000 | Order = 0.018569499471277975 | Time = 9s
Step 35000 | Order = 0.028680625160113719 | Time = 9s
Step 36000 | Order = 0.018448670665367282 | Time = 10s
Step 37000 | Order = 0.013163936764292563 | Time = 10s
Step 38000 | Order = 0.023885667314851901 | Time = 10s
Step 39000 | Order = 0.015837097930020323 | Time = 10s
Step 40000 | Order = 0.0069151235258830355 | Time = 11s
Step 41000 | Order = 0.00070876348583921625 | Time = 11s
Step 42000 | Order = 0.0084240123307653906 | Time = 12s
Step 43000 | Order = 0.011113134670429275 | Time = 12s
Step 44000 | Order = 0.018007450588498446 | Time = 12s
Step 45000 | Order = 0.0063312513651177793 | Time = 13s
Step 46000 | Order = 0.015370166890359221 | Time = 13s
Step 47000 | Order = 0.023200166795280579 | Time = 13s
Step 48000 | Order = 0.013633834453526405 | Time = 13s
Step 49000 | Order = 0.0080910011030912651 | Time = 14s
Step 50000 | Order = 0.022393855691596218 | Time = 14s
Step 51000 | Order = 0.017868826283333177 | Time = 14s
Step 52000 | Order = 0.03913995873422086 | Time = 15s
Step 53000 | Order = 0.0071939263907429274 | Time = 15s
Step 54000 | Order = 0.0075400061930818033 | Time = 15s
Step 55000 | Order = 0.024823845125239264 | Time = 16s
Step 56000 | Order = 0.025414113664087901 | Time = 16s
Step 57000 | Order = 0.0099815102243888919 | Time = 16s
Step 58000 | Order = 0.027477820684498899 | Time = 16s
Step 59000 | Order = 0.0091007602758212888 | Time = 17s
Step 60000 | Order = 0.024101733123052634 | Time = 17s
Step 61000 | Order = 0.017249730419541059 | Time = 17s
Step 62000 | Order = 0.012727044063557631 | Time = 17s
Step 63000 | Order = 0.012811919186504017 | Time = 18s
Step 64000 | Order = 0.01250731274524435 | Time = 18s
Step 65000 | Order = 0.023615320915045937 | Time = 18s
Step 66000 | Order = 0.024610074227347772 | Time = 18s
Step 67000 | Order = 0.026956189646444938 | Time = 19s
Step 68000 | Order = 0.025208448609791219 | Time = 19s
Step 69000 | Order = 0.011998388954054192 | Time = 19s
Step 70000 | Order = 0.0094910180574682267 | Time = 19s
Step 71000 | Order = 0.020653024361574127 | Time = 20s
Step 72000 | Order = 0.036542239531810149 | Time = 20s
Step 73000 | Order = 0.010127166324603386 | Time = 20s
Step 74000 | Order = 0.0089390885374738757 | Time = 20s
Step 75000 | Order = 0.016280913387920804 | Time = 21s
Step 76000 | Order = 0.026616168888788063 | Time = 21s
Step 77000 | Order = 0.011876684009778904 | Time = 21s
Step 78000 | Order = 0.007491773979849941 | Time = 21s
Step 79000 | Order = 0.011182781604238424 | Time = 22s
Step 80000 | Order = 0.0037773476179978572 | Time = 22s
Step 81000 | Order = 0.033501795236789575 | Time = 22s
Step 82000 | Order = 0.022031504425987756 | Time = 22s
Step 83000 | Order = 0.0213897359748507 | Time = 23s
Step 84000 | Order = 0.025909467981856196 | Time = 23s
Step 85000 | Order = 0.010963887821703865 | Time = 23s
Step 86000 | Order = 0.026912143173706229 | Time = 23s
Step 87000 | Order = 0.03101046180989871 | Time = 24s
Step 88000 | Order = 0.020887077868482463 | Time = 24s
Step 89000 | Order = 0.019499109891512441 | Time = 24s
Step 90000 | Order = 0.022867509162100147 | Time = 25s
Step 91000 | Order = 0.0092682809200991395 | Time = 25s
Step 92000 | Order = 0.015784313464664818 | Time = 25s
Step 93000 | Order = 0.0036889705235755893 | Time = 25s
Step 94000 | Order = 0.0033537200336661221 | Time = 26s
Step 95000 | Order = 0.016031178262484898 | Time = 26s
Step 96000 | Order = 0.020982343250891669 | Time = 26s
Step 97000 | Order = 0.039736211244971543 | Time = 26s
Step 98000 | Order = 0.02198158945516045 | Time = 27s
Step 99000 | Order = 0.004231896575745654 | Time = 27s
Step 100000 | Order = 0.011443015373729251 | Time = 27s
Step 101000 | Order = 0.024783049197264758 | Time = 28s
Step 102000 | Order = 0.0071732587945071251 | Time = 28s
Step 103000 | Order = 0.010203466126097641 | Time = 28s
Step 104000 | Order = 0.0068261136761465745 | Time = 29s
Step 105000 | Order = 0.0038122278280102043 | Time = 29s
Step 106000 | Order = 0.0066040332593883819 | Time = 29s
Step 107000 | Order = 0.004410419495947897 | Time = 29s
Step 108000 | Order = 0.030483551921970633 | Time = 30s
Step 109000 | Order = 0.021972038854520294 | Time = 30s
Step 110000 | Order = 0.022692184699203165 | Time = 30s
Step 111000 | Order = 0.023917670087831983 | Time = 30s
Step 112000 | Order = 0.0086513157279773465 | Time = 31s
Step 113000 | Order = 0.013394046484641377 | Time = 31s
Step 114000 | Order = 0.013113208711381235 | Time = 31s
Step 115000 | Order = 0.016068054186611818 | Time = 32s
Step 116000 | Order = 0.004244782054430565 | Time = 32s
Step 117000 | Order = 0.015227774823627077 | Time = 32s
Step 118000 | Order = 0.023786877721551077 | Time = 32s
Step 119000 | Order = 0.011353720133190045 | Time = 33s
Step 120000 | Order = 0.013916737166015495 | Time = 33s
Step 121000 | Order = 0.011910678568992089 | Time = 33s
Step 122000 | Order = 0.011260446827429127 | Time = 33s
Step 123000 | Order = 0.0041411644498237209 | Time = 34s
Step 124000 | Order = 0.023486321178395386 | Time = 34s
Step 125000 | Order = 0.024693929106743721 | Time = 34s
Step 126000 | Order = 0.0075486324690765263 | Time = 34s
Step 127000 | Order = 0.020995165846091571 | Time = 35s
Step 128000 | Order = 0.020318400795799264 | Time = 35s
Step 129000 | Order = 0.013895425259023124 | Time = 35s
Step 130000 | Order = 0.030058130395350276 | Time = 35s
Step 131000 | Order = 0.02530706717080412 | Time = 36s
Step 132000 | Order = 0.01741295468985421 | Time = 36s
Step 133000 | Order = 0.027789965868725161 | Time = 36s
Step 134000 | Order = 0.028186911082940681 | Time = 36s
Step 135000 | Order = 0.014449272277364646 | Time = 37s
Step 136000 | Order = 0.014112388633594028 | Time = 37s
Step 137000 | Order = 0.012475095405826074 | Time = 37s
Step 138000 | Order = 0.037407175065296269 | Time = 37s
Step 139000 | Order = 0.019249269996138931 | Time = 38s
Step 140000 | Order = 0.0032763636042823104 | Time = 38s
Step 141000 | Order = 0.038727056685159494 | Time = 38s
Step 142000 | Order = 0.016899321699490516 | Time = 38s
Step 143000 | Order = 0.022889779307974627 | Time = 39s
Step 144000 | Order = 0.014029861532751597 | Time = 39s
