Simulation #32, Parameters: eta = 0.033571 | rho = 0.475931 | v0 = 0.0335706s
Step 0 | Order = 0.018805747987536696 | Time = 0s
Step 1000 | Order = 0.012619003880858765 | Time = 1s
Step 2000 | Order = 0.012619003880847956 | Time = 3s
Step 3000 | Order = 0.012619003880847954 | Time = 4s
Step 4000 | Order = 0.012619003880847954 | Time = 5s
Step 5000 | Order = 0.012619003880847954 | Time = 7s
Step 6000 | Order = 0.012619003880847956 | Time = 8s
Step 7000 | Order = 0.012619003880847954 | Time = 9s
Step 8000 | Order = 0.012619003880847956 | Time = 10s
Step 9000 | Order = 0.012619003880847954 | Time = 11s
Step 10000 | Order = 0.012619003880847954 | Time = 12s
Step 11000 | Order = 0.012619003880847954 | Time = 15s
Step 12000 | Order = 0.012619003880847954 | Time = 17s
Step 13000 | Order = 0.012619003880847954 | Time = 18s
Step 14000 | Order = 0.012619003880847954 | Time = 20s
Step 15000 | Order = 0.012619003880847954 | Time = 21s
Step 16000 | Order = 0.012619003880847954 | Time = 22s
Step 17000 | Order = 0.012619003880847952 | Time = 23s
Step 18000 | Order = 0.012619003880847954 | Time = 24s
Step 19000 | Order = 0.012619003880847954 | Time = 25s
Step 20000 | Order = 0.012619003880847954 | Time = 26s
Step 21000 | Order = 0.012619003880847954 | Time = 27s
Step 22000 | Order = 0.012619003880847954 | Time = 29s
Step 23000 | Order = 0.012619003880847954 | Time = 30s
Step 24000 | Order = 0.012619003880847956 | Time = 31s
Step 25000 | Order = 0.012619003880847954 | Time = 32s
Step 26000 | Order = 0.012619003880847954 | Time = 33s
Step 27000 | Order = 0.012619003880847954 | Time = 34s
Step 28000 | Order = 0.012619003880847956 | Time = 35s
Step 29000 | Order = 0.012619003880847954 | Time = 36s
Step 30000 | Order = 0.012619003880847952 | Time = 37s
Step 31000 | Order = 0.012619003880847956 | Time = 37s
Step 32000 | Order = 0.012619003880847952 | Time = 39s
Step 33000 | Order = 0.012619003880847954 | Time = 39s
Step 34000 | Order = 0.012619003880847954 | Time = 40s
Step 35000 | Order = 0.012619003880847956 | Time = 41s
Step 36000 | Order = 0.012619003880847956 | Time = 42s
Step 37000 | Order = 0.012619003880847954 | Time = 43s
Step 38000 | Order = 0.012619003880847954 | Time = 44s
Step 39000 | Order = 0.012619003880847954 | Time = 45s
Step 40000 | Order = 0.012619003880847956 | Time = 46s
Step 41000 | Order = 0.012619003880847954 | Time = 47s
Step 42000 | Order = 0.012619003880847954 | Time = 49s
Step 43000 | Order = 0.012619003880847954 | Time = 49s
Step 44000 | Order = 0.012619003880847954 | Time = 50s
Step 45000 | Order = 0.012619003880847954 | Time = 51s
Step 46000 | Order = 0.012619003880847954 | Time = 52s
Step 47000 | Order = 0.012619003880847954 | Time = 53s
Step 48000 | Order = 0.012619003880847954 | Time = 54s
Step 49000 | Order = 0.012619003880847954 | Time = 55s
Step 50000 | Order = 0.012619003880847954 | Time = 56s
Step 51000 | Order = 0.012619003880847954 | Time = 58s
Step 52000 | Order = 0.012619003880847954 | Time = 59s
Step 53000 | Order = 0.012619003880847954 | Time = 60s
Step 54000 | Order = 0.012619003880847954 | Time = 61s
Step 55000 | Order = 0.012619003880847956 | Time = 62s
Step 56000 | Order = 0.012619003880847954 | Time = 63s
Step 57000 | Order = 0.012619003880847956 | Time = 64s
Step 58000 | Order = 0.012619003880847956 | Time = 65s
Step 59000 | Order = 0.012619003880847954 | Time = 66s
Step 60000 | Order = 0.012619003880847954 | Time = 67s
Step 61000 | Order = 0.012619003880847954 | Time = 68s
Step 62000 | Order = 0.012619003880847954 | Time = 87s
Step 63000 | Order = 0.012619003880847954 | Time = 88s
Step 64000 | Order = 0.012619003880847954 | Time = 89s
Step 65000 | Order = 0.012619003880847954 | Time = 90s
Step 66000 | Order = 0.012619003880847954 | Time = 92s
Step 67000 | Order = 0.012619003880847954 | Time = 93s
Step 68000 | Order = 0.012619003880847956 | Time = 94s
Step 69000 | Order = 0.012619003880847954 | Time = 95s
Step 70000 | Order = 0.012619003880847954 | Time = 96s
Step 71000 | Order = 0.012619003880847956 | Time = 98s
Step 72000 | Order = 0.012619003880847954 | Time = 98s
Step 73000 | Order = 0.012619003880847954 | Time = 99s
Step 74000 | Order = 0.012619003880847956 | Time = 100s
Step 75000 | Order = 0.012619003880847956 | Time = 102s
Step 76000 | Order = 0.012619003880847954 | Time = 102s
Step 77000 | Order = 0.012619003880847956 | Time = 103s
Step 78000 | Order = 0.012619003880847954 | Time = 104s
Step 79000 | Order = 0.012619003880847954 | Time = 105s
Step 80000 | Order = 0.012619003880847954 | Time = 106s
Step 81000 | Order = 0.012619003880847954 | Time = 107s
Step 82000 | Order = 0.012619003880847954 | Time = 108s
Step 83000 | Order = 0.012619003880847954 | Time = 108s
Step 84000 | Order = 0.012619003880847954 | Time = 109s
Step 85000 | Order = 0.012619003880847956 | Time = 110s
Step 86000 | Order = 0.012619003880847954 | Time = 111s
Step 87000 | Order = 0.012619003880847952 | Time = 112s
Step 88000 | Order = 0.012619003880847956 | Time = 113s
Step 89000 | Order = 0.012619003880847954 | Time = 114s
Step 90000 | Order = 0.012619003880847954 | Time = 114s
Step 91000 | Order = 0.012619003880847956 | Time = 115s
Step 92000 | Order = 0.012619003880847954 | Time = 116s
Step 93000 | Order = 0.012619003880847954 | Time = 117s
Step 94000 | Order = 0.012619003880847956 | Time = 118s
Step 95000 | Order = 0.012619003880847954 | Time = 120s
Step 96000 | Order = 0.012619003880847954 | Time = 121s
Step 97000 | Order = 0.012619003880847954 | Time = 121s
Step 98000 | Order = 0.012619003880847956 | Time = 122s
Step 99000 | Order = 0.012619003880847954 | Time = 123s
Step 100000 | Order = 0.012619003880847954 | Time = 124s
