Simulation #56, Parameters: eta = 0.233914 | rho = 0.978923 | v0 = 0.233914s
Step 0 | Order = 0.022169411855882309 | Time = 0s
Step 1000 | Order = 0.031327439575408587 | Time = 2s
Step 2000 | Order = 0.029991360567836464 | Time = 3s
Step 3000 | Order = 0.029438834467595099 | Time = 5s
Step 4000 | Order = 0.029229900019210747 | Time = 7s
Step 5000 | Order = 0.029151890165033625 | Time = 9s
Step 6000 | Order = 0.029122450108501199 | Time = 11s
Step 7000 | Order = 0.029111195246127146 | Time = 12s
Step 8000 | Order = 0.029106845813835523 | Time = 14s
Step 9000 | Order = 0.029105151224554256 | Time = 16s
Step 10000 | Order = 0.029104487142597158 | Time = 18s
Step 11000 | Order = 0.029104225822196548 | Time = 19s
Step 12000 | Order = 0.029104122697574029 | Time = 21s
Step 13000 | Order = 0.029104081920254522 | Time = 23s
Step 14000 | Order = 0.029104065774474209 | Time = 25s
Step 15000 | Order = 0.029104059375439407 | Time = 27s
Step 16000 | Order = 0.029104056837783117 | Time = 29s
Step 17000 | Order = 0.029104055830994454 | Time = 31s
Step 18000 | Order = 0.029104055431438944 | Time = 33s
Step 19000 | Order = 0.029104055272839529 | Time = 36s
Step 20000 | Order = 0.029104055209876648 | Time = 38s
Step 21000 | Order = 0.029104055184878703 | Time = 40s
Step 22000 | Order = 0.029104055174952938 | Time = 42s
Step 23000 | Order = 0.029104055171011757 | Time = 44s
Step 24000 | Order = 0.029104055169446721 | Time = 46s
Step 25000 | Order = 0.029104055168825332 | Time = 48s
Step 26000 | Order = 0.029104055168578578 | Time = 50s
Step 27000 | Order = 0.029104055168480591 | Time = 53s
Step 28000 | Order = 0.029104055168441681 | Time = 55s
Step 29000 | Order = 0.029104055168426228 | Time = 57s
Step 30000 | Order = 0.029104055168420087 | Time = 59s
Step 31000 | Order = 0.029104055168417676 | Time = 61s
Step 32000 | Order = 0.029104055168417218 | Time = 63s
Step 33000 | Order = 0.029104055168417218 | Time = 66s
Step 34000 | Order = 0.029104055168417221 | Time = 68s
Step 35000 | Order = 0.029104055168417218 | Time = 70s
Step 36000 | Order = 0.029104055168417218 | Time = 72s
Step 37000 | Order = 0.029104055168417218 | Time = 74s
Step 38000 | Order = 0.029104055168417218 | Time = 76s
Step 39000 | Order = 0.029104055168417218 | Time = 78s
Step 40000 | Order = 0.029104055168417218 | Time = 80s
Step 41000 | Order = 0.029104055168417218 | Time = 82s
Step 42000 | Order = 0.029104055168417218 | Time = 84s
Step 43000 | Order = 0.029104055168417218 | Time = 86s
Step 44000 | Order = 0.029104055168417218 | Time = 88s
Step 45000 | Order = 0.029104055168417221 | Time = 90s
Step 46000 | Order = 0.029104055168417218 | Time = 92s
Step 47000 | Order = 0.029104055168417218 | Time = 94s
Step 48000 | Order = 0.029104055168417218 | Time = 95s
Step 49000 | Order = 0.029104055168417218 | Time = 97s
Step 50000 | Order = 0.029104055168417218 | Time = 99s
Step 51000 | Order = 0.029104055168417218 | Time = 101s
Step 52000 | Order = 0.029104055168417221 | Time = 103s
Step 53000 | Order = 0.029104055168417218 | Time = 104s
Step 54000 | Order = 0.029104055168417214 | Time = 106s
Step 55000 | Order = 0.029104055168417214 | Time = 108s
Step 56000 | Order = 0.029104055168417218 | Time = 110s
Step 57000 | Order = 0.029104055168417218 | Time = 111s
Step 58000 | Order = 0.029104055168417221 | Time = 113s
Step 59000 | Order = 0.029104055168417218 | Time = 115s
Step 60000 | Order = 0.029104055168417218 | Time = 117s
Step 61000 | Order = 0.029104055168417218 | Time = 119s
Step 62000 | Order = 0.029104055168417218 | Time = 121s
Step 63000 | Order = 0.029104055168417218 | Time = 123s
Step 64000 | Order = 0.029104055168417221 | Time = 125s
Step 65000 | Order = 0.029104055168417218 | Time = 127s
Step 66000 | Order = 0.029104055168417218 | Time = 129s
Step 67000 | Order = 0.029104055168417218 | Time = 131s
Step 68000 | Order = 0.029104055168417218 | Time = 133s
Step 69000 | Order = 0.029104055168417218 | Time = 135s
Step 70000 | Order = 0.029104055168417225 | Time = 137s
