Simulation #29, Parameters: eta = 0.991827 | rho = 0.195025 | v0 = 0.991827s
Step 0 | Order = 0.017106558247880151 | Time = 0s
Step 1000 | Order = 0.017094700775196935 | Time = 0s
Step 2000 | Order = 0.017094700775196935 | Time = 0s
Step 3000 | Order = 0.017094700775196935 | Time = 1s
Step 4000 | Order = 0.017094700775196935 | Time = 1s
Step 5000 | Order = 0.017094700775196935 | Time = 1s
Step 6000 | Order = 0.017094700775196939 | Time = 2s
Step 7000 | Order = 0.017094700775196935 | Time = 2s
Step 8000 | Order = 0.017094700775196935 | Time = 2s
Step 9000 | Order = 0.017094700775196935 | Time = 2s
Step 10000 | Order = 0.017094700775196939 | Time = 3s
Step 11000 | Order = 0.017094700775196939 | Time = 3s
Step 12000 | Order = 0.017094700775196939 | Time = 3s
Step 13000 | Order = 0.017094700775196935 | Time = 3s
Step 14000 | Order = 0.017094700775196939 | Time = 4s
Step 15000 | Order = 0.017094700775196939 | Time = 4s
Step 16000 | Order = 0.017094700775196939 | Time = 4s
Step 17000 | Order = 0.017094700775196939 | Time = 5s
Step 18000 | Order = 0.017094700775196939 | Time = 5s
Step 19000 | Order = 0.017094700775196939 | Time = 5s
Step 20000 | Order = 0.017094700775196939 | Time = 5s
Step 21000 | Order = 0.017094700775196942 | Time = 6s
Step 22000 | Order = 0.017094700775196939 | Time = 6s
Step 23000 | Order = 0.017094700775196939 | Time = 6s
Step 24000 | Order = 0.017094700775196939 | Time = 6s
Step 25000 | Order = 0.017094700775196939 | Time = 7s
Step 26000 | Order = 0.017094700775196939 | Time = 7s
Step 27000 | Order = 0.017094700775196939 | Time = 7s
Step 28000 | Order = 0.017094700775196939 | Time = 7s
Step 29000 | Order = 0.017094700775196939 | Time = 8s
Step 30000 | Order = 0.017094700775196942 | Time = 8s
Step 31000 | Order = 0.017094700775196942 | Time = 8s
Step 32000 | Order = 0.017094700775196939 | Time = 9s
Step 33000 | Order = 0.017094700775196939 | Time = 9s
Step 34000 | Order = 0.017094700775196939 | Time = 9s
Step 35000 | Order = 0.017094700775196939 | Time = 9s
Step 36000 | Order = 0.017094700775196942 | Time = 10s
Step 37000 | Order = 0.017094700775196939 | Time = 10s
Step 38000 | Order = 0.017094700775196939 | Time = 10s
Step 39000 | Order = 0.017094700775196939 | Time = 10s
Step 40000 | Order = 0.017094700775196939 | Time = 11s
Step 41000 | Order = 0.017094700775196939 | Time = 11s
Step 42000 | Order = 0.017094700775196939 | Time = 11s
Step 43000 | Order = 0.017094700775196939 | Time = 12s
