Simulation #168, Parameters: eta = 0.911068 | rho = 0.209721 | v0 = 0.0141699s
Step 0 | Order = 0.019097409477855775 | Time = 0s
Step 1000 | Order = 0.014298121656174959 | Time = 1s
Step 2000 | Order = 0.015588445549902718 | Time = 2s
Step 3000 | Order = 0.01518195022202265 | Time = 2s
Step 4000 | Order = 0.015539683811679987 | Time = 2s
Step 5000 | Order = 0.014857620361023107 | Time = 2s
Step 6000 | Order = 0.0024313060961737836 | Time = 3s
Step 7000 | Order = 0.029712374055488867 | Time = 3s
Step 8000 | Order = 0.014694510468114765 | Time = 3s
Step 9000 | Order = 0.018124196905249201 | Time = 3s
Step 10000 | Order = 0.01958245291438318 | Time = 4s
Step 11000 | Order = 0.023166242305583559 | Time = 4s
Step 12000 | Order = 0.010323073160442828 | Time = 4s
Step 13000 | Order = 0.014978463101000816 | Time = 4s
Step 14000 | Order = 0.0046831224030643602 | Time = 4s
Step 15000 | Order = 0.01048151582212993 | Time = 5s
Step 16000 | Order = 0.017323409621325593 | Time = 5s
Step 17000 | Order = 0.025933306416252425 | Time = 5s
Step 18000 | Order = 0.024339427229368504 | Time = 5s
Step 19000 | Order = 0.016285124783617818 | Time = 6s
Step 20000 | Order = 0.010678039229870017 | Time = 6s
Step 21000 | Order = 0.029161445049319511 | Time = 6s
Step 22000 | Order = 0.0075449877813859962 | Time = 6s
Step 23000 | Order = 0.020408750834563959 | Time = 6s
Step 24000 | Order = 0.012168596220671552 | Time = 7s
Step 25000 | Order = 0.01088508575900776 | Time = 7s
Step 26000 | Order = 0.01796885184862498 | Time = 7s
Step 27000 | Order = 0.010796626473300507 | Time = 7s
Step 28000 | Order = 0.0060555890973421162 | Time = 8s
Step 29000 | Order = 0.018239642171095551 | Time = 8s
Step 30000 | Order = 0.01760866323015713 | Time = 8s
Step 31000 | Order = 0.017634951621251903 | Time = 8s
Step 32000 | Order = 0.023234853503918091 | Time = 9s
Step 33000 | Order = 0.0092631460509112334 | Time = 9s
Step 34000 | Order = 0.02035344482118594 | Time = 9s
Step 35000 | Order = 0.018165182526513016 | Time = 9s
Step 36000 | Order = 0.017743560010329583 | Time = 9s
Step 37000 | Order = 0.016220905284435073 | Time = 10s
Step 38000 | Order = 0.01947314244871538 | Time = 10s
Step 39000 | Order = 0.017719197255090992 | Time = 10s
Step 40000 | Order = 0.0086961221681287424 | Time = 10s
Step 41000 | Order = 0.0045543277879692328 | Time = 11s
Step 42000 | Order = 0.025491749160636221 | Time = 11s
Step 43000 | Order = 0.0078329698205212451 | Time = 11s
Step 44000 | Order = 0.013290042658930445 | Time = 11s
