Simulation #133, Parameters: eta = 0.574797 | rho = 0.137520 | v0 = 0.399776s
Step 0 | Order = 0.027661216966939912 | Time = 0s
Step 1000 | Order = 0.017142713749608293 | Time = 0s
Step 2000 | Order = 0.0058113359760224711 | Time = 1s
Step 3000 | Order = 0.031844574519553345 | Time = 1s
Step 4000 | Order = 0.016013217967444808 | Time = 1s
Step 5000 | Order = 0.0062298663434708799 | Time = 1s
Step 6000 | Order = 0.017399831693993537 | Time = 1s
Step 7000 | Order = 0.014416833186588322 | Time = 1s
Step 8000 | Order = 0.029945998644383017 | Time = 2s
Step 9000 | Order = 0.0090170971825649735 | Time = 2s
Step 10000 | Order = 0.012724212135607526 | Time = 2s
Step 11000 | Order = 0.0076048029973989914 | Time = 2s
Step 12000 | Order = 0.019942926929037368 | Time = 2s
Step 13000 | Order = 0.031443597249899972 | Time = 2s
Step 14000 | Order = 0.010236204862980221 | Time = 2s
Step 15000 | Order = 0.021478124606801569 | Time = 3s
Step 16000 | Order = 0.011964808584641537 | Time = 3s
Step 17000 | Order = 0.0071763918619115637 | Time = 3s
Step 18000 | Order = 0.024950701004065764 | Time = 3s
Step 19000 | Order = 0.038820143306730198 | Time = 3s
Step 20000 | Order = 0.0025929176275872002 | Time = 3s
Step 21000 | Order = 0.0043096894065996873 | Time = 3s
Step 22000 | Order = 0.024894830102697038 | Time = 4s
Step 23000 | Order = 0.018859882421276494 | Time = 4s
Step 24000 | Order = 0.045441163946668597 | Time = 4s
Step 25000 | Order = 0.0101420139565126 | Time = 4s
Step 26000 | Order = 0.030518762375368567 | Time = 4s
Step 27000 | Order = 0.0083797200756219586 | Time = 4s
Step 28000 | Order = 0.045963010505030356 | Time = 5s
Step 29000 | Order = 0.037952676466752475 | Time = 5s
Step 30000 | Order = 0.035010125568269608 | Time = 5s
Step 31000 | Order = 0.019037847166060134 | Time = 5s
Step 32000 | Order = 0.046469223667979315 | Time = 5s
Step 33000 | Order = 0.0088790578722019852 | Time = 5s
Step 34000 | Order = 0.044938563267904297 | Time = 5s
Step 35000 | Order = 0.024439155399574749 | Time = 6s
Step 36000 | Order = 0.0079020738821820192 | Time = 6s
Step 37000 | Order = 0.015559458306941382 | Time = 6s
Step 38000 | Order = 0.0040235123767271919 | Time = 6s
Step 39000 | Order = 0.01247811697142893 | Time = 6s
Step 40000 | Order = 0.03710640892977398 | Time = 6s
Step 41000 | Order = 0.0034957822113474307 | Time = 7s
Step 42000 | Order = 0.010307210394765773 | Time = 7s
Step 43000 | Order = 0.031672500520241911 | Time = 7s
Step 44000 | Order = 0.017157345892381066 | Time = 7s
Step 45000 | Order = 0.022933112848919777 | Time = 7s
Step 46000 | Order = 0.016404832971809578 | Time = 7s
Step 47000 | Order = 0.010768083954020818 | Time = 7s
Step 48000 | Order = 0.017729733343619117 | Time = 8s
Step 49000 | Order = 0.029627871312212371 | Time = 8s
Step 50000 | Order = 0.019021102790282678 | Time = 8s
Step 51000 | Order = 0.011713938779314011 | Time = 10s
Step 52000 | Order = 0.02234913947583287 | Time = 10s
Step 53000 | Order = 0.022059058317173506 | Time = 10s
Step 54000 | Order = 0.027171384730650287 | Time = 10s
Step 55000 | Order = 0.020289756693162655 | Time = 10s
Step 56000 | Order = 0.0093679918171620004 | Time = 10s
Step 57000 | Order = 0.017684924621522373 | Time = 11s
Step 58000 | Order = 0.0030320047138967391 | Time = 11s
Step 59000 | Order = 0.020725588574272435 | Time = 11s
Step 60000 | Order = 0.016100506501302684 | Time = 11s
Step 61000 | Order = 0.020411058178926841 | Time = 11s
Step 62000 | Order = 0.0091463893679652204 | Time = 11s
Step 63000 | Order = 0.011532643044873302 | Time = 12s
Step 64000 | Order = 0.0044046197211415157 | Time = 12s
Step 65000 | Order = 0.0065608399333703365 | Time = 12s
Step 66000 | Order = 0.025492028720857565 | Time = 12s
Step 67000 | Order = 0.021658102269809781 | Time = 12s
Step 68000 | Order = 0.047348207261650198 | Time = 12s
Step 69000 | Order = 0.038693443420150166 | Time = 12s
Step 70000 | Order = 0.0083345835428746528 | Time = 13s
Step 71000 | Order = 0.0063776569399119718 | Time = 13s
Step 72000 | Order = 0.034868112054301806 | Time = 13s
Step 73000 | Order = 0.0045961634331648004 | Time = 13s
Step 74000 | Order = 0.011960377061264524 | Time = 13s
Step 75000 | Order = 0.015953349556345284 | Time = 13s
Step 76000 | Order = 0.025995845744719706 | Time = 14s
Step 77000 | Order = 0.018794576852880596 | Time = 14s
Step 78000 | Order = 0.034076689639017513 | Time = 14s
Step 79000 | Order = 0.016700795811961253 | Time = 14s
Step 80000 | Order = 0.0070087213463805777 | Time = 14s
Step 81000 | Order = 0.015559272751339108 | Time = 14s
Step 82000 | Order = 0.0076548648214113451 | Time = 14s
Step 83000 | Order = 0.018858288488568242 | Time = 15s
Step 84000 | Order = 0.0071035197503505039 | Time = 15s
Step 85000 | Order = 0.024738158275465806 | Time = 15s
Step 86000 | Order = 0.013385828380123916 | Time = 15s
Step 87000 | Order = 0.033841800287194967 | Time = 15s
Step 88000 | Order = 0.042243690412456888 | Time = 15s
Step 89000 | Order = 0.013828880346994964 | Time = 16s
Step 90000 | Order = 0.01945716437682557 | Time = 16s
Step 91000 | Order = 0.0075106822024259261 | Time = 16s
Step 92000 | Order = 0.015617089684552537 | Time = 16s
Step 93000 | Order = 0.023652732177652867 | Time = 16s
Step 94000 | Order = 0.012727007354125956 | Time = 16s
Step 95000 | Order = 0.0060022889692337112 | Time = 16s
Step 96000 | Order = 0.063150665369526363 | Time = 17s
Step 97000 | Order = 0.027348234043117831 | Time = 17s
Step 98000 | Order = 0.026927835205798101 | Time = 17s
