Simulation #175, Parameters: eta = 0.531811 | rho = 0.146579 | v0 = 0.130515s
Step 0 | Order = 0.020533770915221471 | Time = 0s
Step 1000 | Order = 0.023828256056915638 | Time = 0s
Step 2000 | Order = 0.023589157318689859 | Time = 0s
Step 3000 | Order = 0.027304354026348388 | Time = 0s
Step 4000 | Order = 0.017456679347885928 | Time = 0s
Step 5000 | Order = 0.019805023176998161 | Time = 1s
Step 6000 | Order = 0.0058549646759821833 | Time = 1s
Step 7000 | Order = 0.013770937102395416 | Time = 1s
Step 8000 | Order = 0.0083286699998206763 | Time = 1s
Step 9000 | Order = 0.014856600061003269 | Time = 1s
Step 10000 | Order = 0.0034344469491637804 | Time = 1s
Step 11000 | Order = 0.027764314397355383 | Time = 2s
Step 12000 | Order = 0.019318072210870282 | Time = 2s
Step 13000 | Order = 0.016007229135095054 | Time = 2s
Step 14000 | Order = 0.011519332222158438 | Time = 2s
Step 15000 | Order = 0.026112420091780268 | Time = 2s
Step 16000 | Order = 0.014747335803857639 | Time = 2s
Step 17000 | Order = 0.027137327978149457 | Time = 3s
Step 18000 | Order = 0.042310905372197165 | Time = 3s
Step 19000 | Order = 0.028511514933619406 | Time = 3s
Step 20000 | Order = 0.031992986007480226 | Time = 3s
Step 21000 | Order = 0.010890861300018543 | Time = 3s
Step 22000 | Order = 0.014425611172698896 | Time = 3s
Step 23000 | Order = 0.0074444056276700057 | Time = 4s
Step 24000 | Order = 0.041253395766725529 | Time = 4s
Step 25000 | Order = 0.025200192323109528 | Time = 4s
Step 26000 | Order = 0.0057514637797423385 | Time = 4s
Step 27000 | Order = 0.014562081732584298 | Time = 4s
Step 28000 | Order = 0.0146984451951102 | Time = 4s
Step 29000 | Order = 0.030389773110152715 | Time = 5s
Step 30000 | Order = 0.0045488347567896707 | Time = 5s
Step 31000 | Order = 0.0085584396742105322 | Time = 5s
Step 32000 | Order = 0.018631600736251218 | Time = 5s
Step 33000 | Order = 0.014741772999613083 | Time = 5s
Step 34000 | Order = 0.0036505222761265069 | Time = 5s
Step 35000 | Order = 0.014904961369440617 | Time = 6s
Step 36000 | Order = 0.032714437458830729 | Time = 6s
Step 37000 | Order = 0.019039397283561035 | Time = 6s
Step 38000 | Order = 0.0047283594993291524 | Time = 6s
Step 39000 | Order = 0.024014742939742553 | Time = 6s
Step 40000 | Order = 0.020207230703111586 | Time = 6s
Step 41000 | Order = 0.028156956464621609 | Time = 6s
Step 42000 | Order = 0.021497968761591844 | Time = 7s
Step 43000 | Order = 0.0088387651542454152 | Time = 7s
Step 44000 | Order = 0.0051324337898987476 | Time = 7s
Step 45000 | Order = 0.0025541609817521364 | Time = 7s
Step 46000 | Order = 0.040662284139640723 | Time = 7s
Step 47000 | Order = 0.045620349341339149 | Time = 7s
Step 48000 | Order = 0.037268447871313386 | Time = 8s
Step 49000 | Order = 0.016386161307984204 | Time = 8s
Step 50000 | Order = 0.010828818148402168 | Time = 8s
Step 51000 | Order = 0.019683887086572215 | Time = 9s
Step 52000 | Order = 0.0059591457076164835 | Time = 9s
Step 53000 | Order = 0.022306367966745181 | Time = 9s
Step 54000 | Order = 0.027298140864207471 | Time = 9s
Step 55000 | Order = 0.0098654055583367612 | Time = 9s
Step 56000 | Order = 0.014377419672530091 | Time = 9s
Step 57000 | Order = 0.017294096947232333 | Time = 10s
Step 58000 | Order = 0.01509640430844341 | Time = 10s
Step 59000 | Order = 0.019715093280382987 | Time = 10s
Step 60000 | Order = 0.025071683163582811 | Time = 10s
Step 61000 | Order = 0.011081655942076125 | Time = 10s
Step 62000 | Order = 0.017076826212029782 | Time = 10s
Step 63000 | Order = 0.033442166537714563 | Time = 11s
Step 64000 | Order = 0.013970893197701126 | Time = 11s
Step 65000 | Order = 0.03444989342676124 | Time = 11s
Step 66000 | Order = 0.034436004351239273 | Time = 11s
Step 67000 | Order = 0.0037942305638585471 | Time = 11s
Step 68000 | Order = 0.011482924184066073 | Time = 11s
Step 69000 | Order = 0.0013280149499671024 | Time = 12s
Step 70000 | Order = 0.037741187333885533 | Time = 12s
Step 71000 | Order = 0.040102172489911526 | Time = 12s
Step 72000 | Order = 0.016849771054485038 | Time = 12s
Step 73000 | Order = 0.01528465734643559 | Time = 12s
Step 74000 | Order = 0.026871314205269857 | Time = 12s
Step 75000 | Order = 0.0074253352639982511 | Time = 12s
Step 76000 | Order = 0.021314845452520343 | Time = 13s
Step 77000 | Order = 0.01248192373050439 | Time = 13s
Step 78000 | Order = 0.020589934059113139 | Time = 13s
Step 79000 | Order = 0.018149110885463636 | Time = 13s
Step 80000 | Order = 0.00093765776494952923 | Time = 13s
Step 81000 | Order = 0.017326770046753769 | Time = 13s
Step 82000 | Order = 0.028091154789407977 | Time = 14s
Step 83000 | Order = 0.016150940939006084 | Time = 14s
Step 84000 | Order = 0.0080888827253474283 | Time = 14s
Step 85000 | Order = 0.026531269382766731 | Time = 14s
Step 86000 | Order = 0.011774412858259392 | Time = 14s
Step 87000 | Order = 0.035065284455104442 | Time = 14s
Step 88000 | Order = 0.0048422359755723558 | Time = 15s
Step 89000 | Order = 0.013620656144855657 | Time = 15s
Step 90000 | Order = 0.017606737486840784 | Time = 15s
Step 91000 | Order = 0.020687398681011566 | Time = 15s
Step 92000 | Order = 0.010721326469055997 | Time = 15s
Step 93000 | Order = 0.010646970401240739 | Time = 15s
Step 94000 | Order = 0.0228164038288842 | Time = 16s
Step 95000 | Order = 0.0058438026095410213 | Time = 16s
Step 96000 | Order = 0.018059431600023788 | Time = 16s
Step 97000 | Order = 0.044255391677732556 | Time = 16s
Step 98000 | Order = 0.044700863558992041 | Time = 16s
Step 99000 | Order = 0.027117834476176311 | Time = 16s
Step 100000 | Order = 0.012343380492798898 | Time = 17s
Step 101000 | Order = 0.025446267801735974 | Time = 19s
Step 102000 | Order = 0.027476740660507867 | Time = 19s
Step 103000 | Order = 0.013298130405916429 | Time = 19s
Step 104000 | Order = 0.038076349127798045 | Time = 19s
Step 105000 | Order = 0.026828159477533694 | Time = 19s
Step 106000 | Order = 0.013550385980303449 | Time = 19s
Step 107000 | Order = 0.0061108343501164036 | Time = 20s
Step 108000 | Order = 0.01750829954300618 | Time = 20s
Step 109000 | Order = 0.016116759395182936 | Time = 20s
Step 110000 | Order = 0.011831666255337001 | Time = 20s
Step 111000 | Order = 0.031298073901729402 | Time = 20s
Step 112000 | Order = 0.029874591372971639 | Time = 20s
Step 113000 | Order = 0.047716942057426777 | Time = 21s
Step 114000 | Order = 0.017504021247925834 | Time = 21s
Step 115000 | Order = 0.0041954376111725394 | Time = 21s
Step 116000 | Order = 0.015839314282624653 | Time = 21s
Step 117000 | Order = 0.020356656391585591 | Time = 21s
Step 118000 | Order = 0.005950069571860536 | Time = 21s
Step 119000 | Order = 0.017428307368559898 | Time = 21s
Step 120000 | Order = 0.0053077177318792768 | Time = 22s
Step 121000 | Order = 0.039740843047764964 | Time = 22s
Step 122000 | Order = 0.015893656406688418 | Time = 22s
Step 123000 | Order = 0.011859688746315008 | Time = 22s
Step 124000 | Order = 0.051893797512167258 | Time = 22s
Step 125000 | Order = 0.020454001637938032 | Time = 22s
Step 126000 | Order = 0.018564771862346546 | Time = 23s
Step 127000 | Order = 0.049757135842005709 | Time = 23s
Step 128000 | Order = 0.0071666138536130618 | Time = 23s
Step 129000 | Order = 0.004419345949301769 | Time = 23s
Step 130000 | Order = 0.01003683731422644 | Time = 23s
Step 131000 | Order = 0.013953058961579215 | Time = 23s
Step 132000 | Order = 0.015469511308637367 | Time = 24s
Step 133000 | Order = 0.0063822257641016483 | Time = 24s
Step 134000 | Order = 0.013252472873981784 | Time = 24s
Step 135000 | Order = 0.035935660403357356 | Time = 24s
Step 136000 | Order = 0.03281551539996018 | Time = 24s
Step 137000 | Order = 0.023072727876046702 | Time = 24s
Step 138000 | Order = 0.025886518537423492 | Time = 25s
Step 139000 | Order = 0.021127947223602613 | Time = 25s
Step 140000 | Order = 0.011369034763206921 | Time = 25s
Step 141000 | Order = 0.018292119898056028 | Time = 25s
Step 142000 | Order = 0.016914066145684931 | Time = 25s
Step 143000 | Order = 0.015979407406300997 | Time = 25s
Step 144000 | Order = 0.010685462509952497 | Time = 25s
Step 145000 | Order = 0.026759725030505596 | Time = 26s
Step 146000 | Order = 0.029556749997207143 | Time = 26s
Step 147000 | Order = 0.01914102108137461 | Time = 26s
Step 148000 | Order = 0.025583275295457796 | Time = 26s
Step 149000 | Order = 0.0066255800081236795 | Time = 26s
Step 150000 | Order = 0.011014621520517949 | Time = 26s
Step 151000 | Order = 0.0033780864860308681 | Time = 27s
Step 152000 | Order = 0.0056195593383898739 | Time = 27s
Step 153000 | Order = 0.022823201961633958 | Time = 27s
Step 154000 | Order = 0.0061178383644700145 | Time = 27s
Step 155000 | Order = 0.024004663184866045 | Time = 27s
Step 156000 | Order = 0.029338884402253365 | Time = 28s
Step 157000 | Order = 0.0062191402344072243 | Time = 28s
Step 158000 | Order = 0.047815351244820413 | Time = 28s
Step 159000 | Order = 0.015305949779693705 | Time = 28s
Step 160000 | Order = 0.014943372174797786 | Time = 28s
Step 161000 | Order = 0.011839325545707021 | Time = 28s
Step 162000 | Order = 0.0097948164234643587 | Time = 29s
Step 163000 | Order = 0.023322981827463372 | Time = 29s
Step 164000 | Order = 0.028750043476440661 | Time = 29s
Step 165000 | Order = 0.014486756532665072 | Time = 29s
Step 166000 | Order = 0.0087416437129099606 | Time = 29s
Step 167000 | Order = 0.0012910677888551868 | Time = 29s
Step 168000 | Order = 0.020124760812407556 | Time = 30s
Step 169000 | Order = 0.012037681459078525 | Time = 30s
Step 170000 | Order = 0.028876249064568593 | Time = 30s
Step 171000 | Order = 0.0077573086853970985 | Time = 30s
Step 172000 | Order = 0.016126962096347064 | Time = 30s
Step 173000 | Order = 0.023956629598497439 | Time = 30s
Step 174000 | Order = 0.02648386174126751 | Time = 30s
Step 175000 | Order = 0.041542337051102406 | Time = 31s
Step 176000 | Order = 0.034895367377867567 | Time = 31s
Step 177000 | Order = 0.019021617190409807 | Time = 31s
Step 178000 | Order = 0.025145048151661395 | Time = 31s
Step 179000 | Order = 0.022481055361714665 | Time = 31s
Step 180000 | Order = 0.018577802056262496 | Time = 31s
Step 181000 | Order = 0.024303273179058754 | Time = 32s
Step 182000 | Order = 0.0077364455483362373 | Time = 32s
Step 183000 | Order = 0.034910142033185196 | Time = 32s
Step 184000 | Order = 0.042834538888151252 | Time = 32s
Step 185000 | Order = 0.0062647098188947639 | Time = 32s
Step 186000 | Order = 0.011314367815073459 | Time = 32s
Step 187000 | Order = 0.037796894337092067 | Time = 33s
Step 188000 | Order = 0.0075863382906036139 | Time = 33s
Step 189000 | Order = 0.036669225520461229 | Time = 33s
Step 190000 | Order = 0.0013964438695013561 | Time = 33s
Step 191000 | Order = 0.014075988067060263 | Time = 33s
Step 192000 | Order = 0.010889447593273538 | Time = 33s
Step 193000 | Order = 0.0059534675945087266 | Time = 34s
Step 194000 | Order = 0.024696275270313227 | Time = 34s
Step 195000 | Order = 0.015591213404212656 | Time = 34s
Step 196000 | Order = 0.039073890076339005 | Time = 34s
Step 197000 | Order = 0.020221145358152344 | Time = 34s
Step 198000 | Order = 0.013662862569697707 | Time = 34s
Step 199000 | Order = 0.020250937110269675 | Time = 34s
Step 200000 | Order = 0.031678646900237868 | Time = 35s
Step 201000 | Order = 0.0043802692059319416 | Time = 35s
Step 202000 | Order = 0.018396177332682704 | Time = 35s
Step 203000 | Order = 0.012382603225230526 | Time = 35s
Step 204000 | Order = 0.018831338570886442 | Time = 36s
Step 205000 | Order = 0.023742785252654025 | Time = 36s
Step 206000 | Order = 0.02557523969910256 | Time = 36s
Step 207000 | Order = 0.011193396003247523 | Time = 36s
Step 208000 | Order = 0.01024908266156074 | Time = 36s
Step 209000 | Order = 0.0094943023378042061 | Time = 36s
Step 210000 | Order = 0.031923692428810081 | Time = 37s
Step 211000 | Order = 0.018334752507469739 | Time = 37s
Step 212000 | Order = 0.012202400221501765 | Time = 37s
Step 213000 | Order = 0.014381517124404226 | Time = 37s
Step 214000 | Order = 0.015302375426402124 | Time = 37s
Step 215000 | Order = 0.025713750328890887 | Time = 37s
Step 216000 | Order = 0.0066670401395561782 | Time = 38s
Step 217000 | Order = 0.03671928340916604 | Time = 38s
Step 218000 | Order = 0.014874337678066875 | Time = 38s
Step 219000 | Order = 0.018141941968532558 | Time = 38s
Step 220000 | Order = 0.0198596966861256 | Time = 38s
Step 221000 | Order = 0.018847917284568277 | Time = 38s
Step 222000 | Order = 0.0243713360875264 | Time = 39s
Step 223000 | Order = 0.003980926806413345 | Time = 39s
Step 224000 | Order = 0.030032023035811817 | Time = 39s
Step 225000 | Order = 0.023558246920710676 | Time = 39s
Step 226000 | Order = 0.013984255356516912 | Time = 39s
Step 227000 | Order = 0.013512298480416381 | Time = 39s
Step 228000 | Order = 0.0063552679505777081 | Time = 39s
Step 229000 | Order = 0.0065080021968973957 | Time = 40s
Step 230000 | Order = 0.013896616972835453 | Time = 40s
Step 231000 | Order = 0.02180775501028263 | Time = 40s
Step 232000 | Order = 0.01207568486633972 | Time = 40s
Step 233000 | Order = 0.0086755156141819813 | Time = 40s
Step 234000 | Order = 0.016571686837925238 | Time = 40s
Step 235000 | Order = 0.036760147879752923 | Time = 41s
Step 236000 | Order = 0.031296946588466573 | Time = 41s
Step 237000 | Order = 0.043931718838090647 | Time = 41s
