Simulation #103, Parameters: eta = 0.610655 | rho = 0.352517 | v0 = 0.0112869s
Step 0 | Order = 0.01114534583167303 | Time = 0s
Step 1000 | Order = 0.011628231904252453 | Time = 0s
Step 2000 | Order = 0.025639628543447295 | Time = 1s
Step 3000 | Order = 0.018797722022167392 | Time = 1s
Step 4000 | Order = 0.0078305897464322673 | Time = 1s
Step 5000 | Order = 0.028328333292566236 | Time = 2s
Step 6000 | Order = 0.035604368893373824 | Time = 2s
Step 7000 | Order = 0.012391856425937296 | Time = 3s
Step 8000 | Order = 0.015938481101580419 | Time = 3s
Step 9000 | Order = 0.014631565622400939 | Time = 4s
Step 10000 | Order = 0.019465160436937398 | Time = 4s
Step 11000 | Order = 0.02180387594949627 | Time = 4s
Step 12000 | Order = 0.023096671361938468 | Time = 5s
Step 13000 | Order = 0.017430575825619698 | Time = 6s
Step 14000 | Order = 0.018160676983876016 | Time = 6s
Step 15000 | Order = 0.023908458457873691 | Time = 7s
Step 16000 | Order = 0.0088433925858198946 | Time = 7s
Step 17000 | Order = 0.013832524945084785 | Time = 7s
Step 18000 | Order = 0.017198280565549253 | Time = 8s
Step 19000 | Order = 0.0041207388781472629 | Time = 8s
Step 20000 | Order = 0.0074363211468523524 | Time = 9s
Step 21000 | Order = 0.0090179060728574709 | Time = 9s
Step 22000 | Order = 0.0089479148499852085 | Time = 10s
Step 23000 | Order = 0.007931737681958366 | Time = 10s
Step 24000 | Order = 0.025351164927191382 | Time = 10s
Step 25000 | Order = 0.007931351309331024 | Time = 11s
Step 26000 | Order = 0.010882674335496471 | Time = 11s
Step 27000 | Order = 0.02011593318497884 | Time = 12s
Step 28000 | Order = 0.010073755774667566 | Time = 12s
Step 29000 | Order = 0.020190549171299432 | Time = 12s
Step 30000 | Order = 0.0084636870998604681 | Time = 13s
Step 31000 | Order = 0.0064817472484454686 | Time = 13s
Step 32000 | Order = 0.010160702892946813 | Time = 14s
Step 33000 | Order = 0.024684315387879116 | Time = 14s
Step 34000 | Order = 0.018203936666845048 | Time = 14s
Step 35000 | Order = 0.01869667046714937 | Time = 15s
Step 36000 | Order = 0.0031468680230863307 | Time = 15s
Step 37000 | Order = 0.0057891758463135268 | Time = 16s
Step 38000 | Order = 0.016486923060578092 | Time = 16s
Step 39000 | Order = 0.014204196118914606 | Time = 17s
Step 40000 | Order = 0.0064398756456067628 | Time = 17s
Step 41000 | Order = 0.019945655835394614 | Time = 17s
Step 42000 | Order = 0.013348981939813613 | Time = 18s
Step 43000 | Order = 0.022952749155038706 | Time = 18s
Step 44000 | Order = 0.0073297364771086641 | Time = 19s
Step 45000 | Order = 0.020662458619847657 | Time = 19s
Step 46000 | Order = 0.010612144200522483 | Time = 19s
Step 47000 | Order = 0.0035066250096376745 | Time = 20s
Step 48000 | Order = 0.0091029958020044741 | Time = 20s
Step 49000 | Order = 0.01429527231319121 | Time = 21s
Step 50000 | Order = 0.027922424656460113 | Time = 21s
Step 51000 | Order = 0.010323909162045128 | Time = 22s
Step 52000 | Order = 0.013559002655471599 | Time = 22s
Step 53000 | Order = 0.022682028459627069 | Time = 23s
Step 54000 | Order = 0.02891888590999914 | Time = 23s
Step 55000 | Order = 0.0057089243198750628 | Time = 23s
Step 56000 | Order = 0.016444508268659026 | Time = 24s
Step 57000 | Order = 0.034783225976328352 | Time = 24s
Step 58000 | Order = 0.0091901182978042402 | Time = 25s
Step 59000 | Order = 0.0086304662722092099 | Time = 25s
Step 60000 | Order = 0.0049533513667196823 | Time = 25s
Step 61000 | Order = 0.013024907644113334 | Time = 26s
Step 62000 | Order = 0.011468912363521025 | Time = 26s
Step 63000 | Order = 0.022610740765949294 | Time = 27s
Step 64000 | Order = 0.014522050738442835 | Time = 27s
Step 65000 | Order = 0.020418312834883788 | Time = 28s
Step 66000 | Order = 0.0072432641505541517 | Time = 28s
