Simulation #138, Parameters: eta = 0.839441 | rho = 0.192141 | v0 = 0.465618s
Step 0 | Order = 0.023765061994268276 | Time = 0s
Step 1000 | Order = 0.022262946999676014 | Time = 1s
Step 2000 | Order = 0.033748960766533158 | Time = 14s
Step 3000 | Order = 0.016281353692697953 | Time = 15s
Step 4000 | Order = 0.016655816986516508 | Time = 15s
Step 5000 | Order = 0.016913636893450327 | Time = 16s
Step 6000 | Order = 0.020897082784867894 | Time = 16s
Step 7000 | Order = 0.01271275764162064 | Time = 17s
Step 8000 | Order = 0.014366160442796828 | Time = 17s
Step 9000 | Order = 0.022946371166008415 | Time = 18s
Step 10000 | Order = 0.0081163366595961173 | Time = 18s
Step 11000 | Order = 0.020086956402854662 | Time = 19s
Step 12000 | Order = 0.0040809193742281759 | Time = 19s
Step 13000 | Order = 0.028422794219011397 | Time = 19s
Step 14000 | Order = 0.0045951354531596636 | Time = 20s
Step 15000 | Order = 0.035125250416508137 | Time = 20s
Step 16000 | Order = 0.017979625242990564 | Time = 21s
Step 17000 | Order = 0.014572237532099736 | Time = 22s
Step 18000 | Order = 0.017988839565885578 | Time = 24s
Step 19000 | Order = 0.024537427321879562 | Time = 24s
Step 20000 | Order = 0.027549430973066263 | Time = 25s
Step 21000 | Order = 0.015860130235605285 | Time = 25s
Step 22000 | Order = 0.017807330337809662 | Time = 26s
Step 23000 | Order = 0.021691362853222641 | Time = 26s
Step 24000 | Order = 0.0055421109346375829 | Time = 27s
Step 25000 | Order = 0.019683501514444941 | Time = 27s
Step 26000 | Order = 0.032486933640802081 | Time = 28s
Step 27000 | Order = 0.02360565587775915 | Time = 28s
Step 28000 | Order = 0.021964889139255404 | Time = 29s
Step 29000 | Order = 0.0040022913158304068 | Time = 29s
Step 30000 | Order = 0.032796057760583926 | Time = 30s
Step 31000 | Order = 0.014992597280537964 | Time = 30s
Step 32000 | Order = 0.0087362501165051867 | Time = 31s
Step 33000 | Order = 0.010159862518760346 | Time = 32s
Step 34000 | Order = 0.0046955116894549032 | Time = 32s
Step 35000 | Order = 0.0078901894448196227 | Time = 33s
Step 36000 | Order = 0.0075614882951387102 | Time = 33s
Step 37000 | Order = 0.0098996618664447637 | Time = 34s
Step 38000 | Order = 0.024832313262627994 | Time = 34s
Step 39000 | Order = 0.014996212106012105 | Time = 34s
Step 40000 | Order = 0.015871126512222215 | Time = 35s
Step 41000 | Order = 0.016012081837551363 | Time = 36s
Step 42000 | Order = 0.016369126019218458 | Time = 36s
Step 43000 | Order = 0.018778829004084209 | Time = 36s
Step 44000 | Order = 0.0084909595249320919 | Time = 37s
Step 45000 | Order = 0.011707229183908254 | Time = 37s
Step 46000 | Order = 0.012632578738103868 | Time = 37s
Step 47000 | Order = 0.01493955815992324 | Time = 38s
Step 48000 | Order = 0.0067790815597526394 | Time = 38s
Step 49000 | Order = 0.023469360336514044 | Time = 39s
Step 50000 | Order = 0.01201320574653964 | Time = 39s
Step 51000 | Order = 0.012435321422658401 | Time = 40s
