Simulation #132, Parameters: eta = 0.957663 | rho = 0.205192 | v0 = 0.0486612s
Step 0 | Order = 0.014993815338938841 | Time = 0s
Step 1000 | Order = 0.023149028096414288 | Time = 0s
Step 2000 | Order = 0.0051690859093135814 | Time = 1s
Step 3000 | Order = 0.00074901067946843967 | Time = 1s
Step 4000 | Order = 0.02663686611807619 | Time = 1s
Step 5000 | Order = 0.015713894621074649 | Time = 2s
Step 6000 | Order = 0.0078919648784928128 | Time = 2s
Step 7000 | Order = 0.014715298724161864 | Time = 2s
Step 8000 | Order = 0.0094543277649473401 | Time = 3s
Step 9000 | Order = 0.022877018172203042 | Time = 3s
Step 10000 | Order = 0.015249707027633608 | Time = 3s
Step 11000 | Order = 0.0079511872184236925 | Time = 4s
Step 12000 | Order = 0.021513680718071738 | Time = 4s
Step 13000 | Order = 0.0072041255230581537 | Time = 5s
Step 14000 | Order = 0.0037579334906859569 | Time = 5s
Step 15000 | Order = 0.0055208629574636523 | Time = 5s
Step 16000 | Order = 0.029839898428853873 | Time = 6s
Step 17000 | Order = 0.015531778959307338 | Time = 6s
Step 18000 | Order = 0.0021403297066161318 | Time = 6s
Step 19000 | Order = 0.0034059580520052622 | Time = 7s
Step 20000 | Order = 0.017200233815387888 | Time = 7s
Step 21000 | Order = 0.015311015695140441 | Time = 7s
Step 22000 | Order = 0.02138578781252037 | Time = 8s
Step 23000 | Order = 0.015153220454966226 | Time = 8s
Step 24000 | Order = 0.016774863988330457 | Time = 9s
Step 25000 | Order = 0.010523768168925316 | Time = 9s
Step 26000 | Order = 0.032099569872790744 | Time = 9s
Step 27000 | Order = 0.021435433106597575 | Time = 10s
Step 28000 | Order = 0.0077647332946713119 | Time = 10s
Step 29000 | Order = 0.017898063984562253 | Time = 10s
Step 30000 | Order = 0.019107587514097628 | Time = 11s
Step 31000 | Order = 0.020137181636375984 | Time = 11s
Step 32000 | Order = 0.016093913535426684 | Time = 11s
Step 33000 | Order = 0.020002601739253417 | Time = 12s
Step 34000 | Order = 0.022999792002705275 | Time = 12s
Step 35000 | Order = 0.025313162559120181 | Time = 13s
Step 36000 | Order = 0.013937510192144214 | Time = 13s
Step 37000 | Order = 0.0087952484948443429 | Time = 13s
Step 38000 | Order = 0.016697756559044073 | Time = 14s
Step 39000 | Order = 0.017965664957173652 | Time = 14s
Step 40000 | Order = 0.032037971565166815 | Time = 14s
Step 41000 | Order = 0.028532454553061436 | Time = 15s
Step 42000 | Order = 0.018557669628514281 | Time = 15s
Step 43000 | Order = 0.013546530803271563 | Time = 15s
Step 44000 | Order = 0.020198073195869984 | Time = 16s
Step 45000 | Order = 0.029919144516128343 | Time = 16s
Step 46000 | Order = 0.012160583462072513 | Time = 17s
Step 47000 | Order = 0.016688647919592087 | Time = 17s
Step 48000 | Order = 0.015873610886166019 | Time = 17s
Step 49000 | Order = 0.023366640452780679 | Time = 18s
Step 50000 | Order = 0.017228540363892989 | Time = 18s
Step 51000 | Order = 0.018437888998650287 | Time = 19s
Step 52000 | Order = 0.022359935790832404 | Time = 19s
Step 53000 | Order = 0.030404355865728323 | Time = 19s
Step 54000 | Order = 0.013178414519009087 | Time = 20s
Step 55000 | Order = 0.017637686910645999 | Time = 20s
Step 56000 | Order = 0.015527559015484584 | Time = 20s
Step 57000 | Order = 0.014755546322923941 | Time = 21s
Step 58000 | Order = 0.016507352974999109 | Time = 21s
