Simulation #17, Parameters: eta = 0.799578 | rho = 0.109936 | v0 = 0.799578s
Step 0 | Order = 0.012307765436119982 | Time = 0s
Step 1000 | Order = 0.013990038371895544 | Time = 0s
Step 2000 | Order = 0.013990038371895544 | Time = 0s
Step 3000 | Order = 0.013990038371895544 | Time = 0s
Step 4000 | Order = 0.013990038371895542 | Time = 0s
Step 5000 | Order = 0.013990038371895544 | Time = 1s
Step 6000 | Order = 0.013990038371895544 | Time = 1s
Step 7000 | Order = 0.013990038371895544 | Time = 1s
Step 8000 | Order = 0.013990038371895544 | Time = 1s
Step 9000 | Order = 0.013990038371895544 | Time = 1s
Step 10000 | Order = 0.013990038371895544 | Time = 1s
Step 11000 | Order = 0.013990038371895544 | Time = 2s
Step 12000 | Order = 0.013990038371895545 | Time = 2s
Step 13000 | Order = 0.013990038371895547 | Time = 2s
Step 14000 | Order = 0.013990038371895544 | Time = 2s
Step 15000 | Order = 0.013990038371895544 | Time = 2s
Step 16000 | Order = 0.013990038371895547 | Time = 2s
Step 17000 | Order = 0.013990038371895544 | Time = 2s
Step 18000 | Order = 0.013990038371895544 | Time = 3s
Step 19000 | Order = 0.013990038371895544 | Time = 3s
Step 20000 | Order = 0.013990038371895544 | Time = 3s
Step 21000 | Order = 0.013990038371895544 | Time = 3s
Step 22000 | Order = 0.013990038371895545 | Time = 3s
Step 23000 | Order = 0.013990038371895545 | Time = 3s
Step 24000 | Order = 0.013990038371895544 | Time = 3s
Step 25000 | Order = 0.013990038371895545 | Time = 4s
Step 26000 | Order = 0.013990038371895547 | Time = 4s
Step 27000 | Order = 0.013990038371895544 | Time = 4s
Step 28000 | Order = 0.013990038371895542 | Time = 4s
Step 29000 | Order = 0.013990038371895544 | Time = 4s
Step 30000 | Order = 0.01399003837189554 | Time = 4s
Step 31000 | Order = 0.013990038371895545 | Time = 4s
Step 32000 | Order = 0.013990038371895544 | Time = 5s
Step 33000 | Order = 0.013990038371895544 | Time = 5s
Step 34000 | Order = 0.013990038371895544 | Time = 5s
Step 35000 | Order = 0.013990038371895547 | Time = 5s
Step 36000 | Order = 0.013990038371895544 | Time = 5s
Step 37000 | Order = 0.013990038371895544 | Time = 5s
Step 38000 | Order = 0.013990038371895544 | Time = 6s
Step 39000 | Order = 0.013990038371895544 | Time = 6s
Step 40000 | Order = 0.013990038371895544 | Time = 6s
Step 41000 | Order = 0.013990038371895544 | Time = 6s
Step 42000 | Order = 0.013990038371895545 | Time = 6s
Step 43000 | Order = 0.013990038371895545 | Time = 6s
Step 44000 | Order = 0.013990038371895542 | Time = 6s
Step 45000 | Order = 0.013990038371895545 | Time = 7s
Step 46000 | Order = 0.013990038371895544 | Time = 7s
Step 47000 | Order = 0.013990038371895545 | Time = 7s
Step 48000 | Order = 0.013990038371895544 | Time = 7s
Step 49000 | Order = 0.013990038371895544 | Time = 7s
Step 50000 | Order = 0.013990038371895547 | Time = 7s
Step 51000 | Order = 0.013990038371895544 | Time = 8s
Step 52000 | Order = 0.013990038371895544 | Time = 8s
Step 53000 | Order = 0.013990038371895544 | Time = 8s
Step 54000 | Order = 0.013990038371895545 | Time = 8s
Step 55000 | Order = 0.013990038371895544 | Time = 8s
Step 56000 | Order = 0.013990038371895542 | Time = 8s
Step 57000 | Order = 0.013990038371895545 | Time = 8s
Step 58000 | Order = 0.013990038371895544 | Time = 9s
Step 59000 | Order = 0.013990038371895544 | Time = 9s
Step 60000 | Order = 0.013990038371895542 | Time = 9s
Step 61000 | Order = 0.013990038371895545 | Time = 9s
Step 62000 | Order = 0.013990038371895544 | Time = 9s
Step 63000 | Order = 0.013990038371895545 | Time = 9s
Step 64000 | Order = 0.013990038371895545 | Time = 10s
Step 65000 | Order = 0.013990038371895545 | Time = 10s
Step 66000 | Order = 0.013990038371895549 | Time = 10s
Step 67000 | Order = 0.013990038371895544 | Time = 10s
Step 68000 | Order = 0.013990038371895542 | Time = 10s
Step 69000 | Order = 0.013990038371895544 | Time = 10s
Step 70000 | Order = 0.013990038371895544 | Time = 10s
Step 71000 | Order = 0.013990038371895544 | Time = 11s
Step 72000 | Order = 0.013990038371895544 | Time = 11s
Step 73000 | Order = 0.013990038371895544 | Time = 11s
Step 74000 | Order = 0.013990038371895547 | Time = 11s
Step 75000 | Order = 0.013990038371895544 | Time = 11s
Step 76000 | Order = 0.013990038371895544 | Time = 11s
Step 77000 | Order = 0.013990038371895542 | Time = 11s
Step 78000 | Order = 0.013990038371895545 | Time = 12s
Step 79000 | Order = 0.013990038371895544 | Time = 12s
Step 80000 | Order = 0.013990038371895547 | Time = 12s
Step 81000 | Order = 0.013990038371895544 | Time = 12s
Step 82000 | Order = 0.013990038371895544 | Time = 12s
Step 83000 | Order = 0.013990038371895545 | Time = 12s
Step 84000 | Order = 0.013990038371895544 | Time = 12s
Step 85000 | Order = 0.013990038371895544 | Time = 13s
Step 86000 | Order = 0.013990038371895542 | Time = 13s
Step 87000 | Order = 0.013990038371895547 | Time = 13s
Step 88000 | Order = 0.013990038371895545 | Time = 13s
Step 89000 | Order = 0.013990038371895547 | Time = 13s
Step 90000 | Order = 0.013990038371895545 | Time = 13s
Step 91000 | Order = 0.013990038371895544 | Time = 13s
Step 92000 | Order = 0.013990038371895547 | Time = 14s
Step 93000 | Order = 0.013990038371895545 | Time = 14s
Step 94000 | Order = 0.013990038371895545 | Time = 14s
Step 95000 | Order = 0.013990038371895545 | Time = 14s
Step 96000 | Order = 0.013990038371895542 | Time = 14s
Step 97000 | Order = 0.013990038371895547 | Time = 14s
Step 98000 | Order = 0.013990038371895545 | Time = 14s
Step 99000 | Order = 0.013990038371895545 | Time = 15s
Step 100000 | Order = 0.013990038371895542 | Time = 15s
Step 101000 | Order = 0.013990038371895544 | Time = 15s
Step 102000 | Order = 0.013990038371895547 | Time = 15s
Step 103000 | Order = 0.013990038371895544 | Time = 15s
Step 104000 | Order = 0.013990038371895545 | Time = 16s
Step 105000 | Order = 0.013990038371895544 | Time = 16s
Step 106000 | Order = 0.013990038371895544 | Time = 16s
Step 107000 | Order = 0.013990038371895545 | Time = 16s
Step 108000 | Order = 0.013990038371895544 | Time = 16s
Step 109000 | Order = 0.013990038371895545 | Time = 16s
Step 110000 | Order = 0.013990038371895544 | Time = 16s
Step 111000 | Order = 0.013990038371895545 | Time = 17s
Step 112000 | Order = 0.013990038371895544 | Time = 17s
Step 113000 | Order = 0.013990038371895545 | Time = 17s
Step 114000 | Order = 0.013990038371895544 | Time = 17s
Step 115000 | Order = 0.013990038371895544 | Time = 17s
Step 116000 | Order = 0.013990038371895544 | Time = 17s
Step 117000 | Order = 0.013990038371895544 | Time = 17s
Step 118000 | Order = 0.013990038371895547 | Time = 18s
Step 119000 | Order = 0.013990038371895544 | Time = 18s
Step 120000 | Order = 0.013990038371895545 | Time = 18s
Step 121000 | Order = 0.013990038371895545 | Time = 18s
Step 122000 | Order = 0.013990038371895544 | Time = 18s
Step 123000 | Order = 0.013990038371895544 | Time = 18s
Step 124000 | Order = 0.013990038371895542 | Time = 19s
Step 125000 | Order = 0.013990038371895544 | Time = 19s
Step 126000 | Order = 0.013990038371895544 | Time = 19s
Step 127000 | Order = 0.013990038371895545 | Time = 19s
Step 128000 | Order = 0.013990038371895547 | Time = 19s
Step 129000 | Order = 0.013990038371895542 | Time = 19s
Step 130000 | Order = 0.013990038371895545 | Time = 19s
Step 131000 | Order = 0.013990038371895544 | Time = 20s
Step 132000 | Order = 0.013990038371895544 | Time = 20s
Step 133000 | Order = 0.013990038371895544 | Time = 20s
Step 134000 | Order = 0.013990038371895544 | Time = 20s
Step 135000 | Order = 0.013990038371895547 | Time = 20s
Step 136000 | Order = 0.013990038371895545 | Time = 20s
Step 137000 | Order = 0.013990038371895544 | Time = 20s
Step 138000 | Order = 0.013990038371895545 | Time = 21s
Step 139000 | Order = 0.013990038371895544 | Time = 21s
Step 140000 | Order = 0.013990038371895544 | Time = 21s
Step 141000 | Order = 0.013990038371895544 | Time = 21s
Step 142000 | Order = 0.013990038371895544 | Time = 21s
Step 143000 | Order = 0.013990038371895545 | Time = 21s
Step 144000 | Order = 0.013990038371895544 | Time = 21s
Step 145000 | Order = 0.013990038371895544 | Time = 22s
Step 146000 | Order = 0.013990038371895544 | Time = 22s
Step 147000 | Order = 0.013990038371895544 | Time = 22s
Step 148000 | Order = 0.013990038371895544 | Time = 22s
Step 149000 | Order = 0.013990038371895544 | Time = 22s
Step 150000 | Order = 0.013990038371895544 | Time = 23s
Step 151000 | Order = 0.013990038371895545 | Time = 23s
Step 152000 | Order = 0.013990038371895544 | Time = 23s
Step 153000 | Order = 0.013990038371895547 | Time = 23s
Step 154000 | Order = 0.013990038371895544 | Time = 23s
Step 155000 | Order = 0.013990038371895544 | Time = 24s
Step 156000 | Order = 0.013990038371895544 | Time = 24s
Step 157000 | Order = 0.013990038371895544 | Time = 24s
Step 158000 | Order = 0.013990038371895545 | Time = 24s
Step 159000 | Order = 0.013990038371895544 | Time = 24s
Step 160000 | Order = 0.013990038371895544 | Time = 24s
Step 161000 | Order = 0.013990038371895544 | Time = 24s
Step 162000 | Order = 0.013990038371895545 | Time = 25s
Step 163000 | Order = 0.013990038371895544 | Time = 25s
Step 164000 | Order = 0.013990038371895544 | Time = 25s
Step 165000 | Order = 0.013990038371895545 | Time = 25s
Step 166000 | Order = 0.013990038371895544 | Time = 25s
Step 167000 | Order = 0.013990038371895545 | Time = 25s
Step 168000 | Order = 0.013990038371895544 | Time = 25s
Step 169000 | Order = 0.013990038371895545 | Time = 26s
Step 170000 | Order = 0.013990038371895544 | Time = 26s
Step 171000 | Order = 0.013990038371895544 | Time = 26s
Step 172000 | Order = 0.013990038371895544 | Time = 26s
Step 173000 | Order = 0.013990038371895544 | Time = 26s
Step 174000 | Order = 0.013990038371895545 | Time = 26s
Step 175000 | Order = 0.013990038371895544 | Time = 26s
Step 176000 | Order = 0.013990038371895544 | Time = 27s
Step 177000 | Order = 0.013990038371895544 | Time = 27s
Step 178000 | Order = 0.013990038371895547 | Time = 27s
Step 179000 | Order = 0.013990038371895544 | Time = 27s
Step 180000 | Order = 0.013990038371895545 | Time = 27s
Step 181000 | Order = 0.013990038371895544 | Time = 27s
Step 182000 | Order = 0.013990038371895544 | Time = 27s
Step 183000 | Order = 0.013990038371895544 | Time = 28s
Step 184000 | Order = 0.013990038371895544 | Time = 28s
Step 185000 | Order = 0.013990038371895544 | Time = 28s
Step 186000 | Order = 0.013990038371895544 | Time = 28s
Step 187000 | Order = 0.013990038371895544 | Time = 28s
Step 188000 | Order = 0.013990038371895545 | Time = 28s
Step 189000 | Order = 0.013990038371895544 | Time = 29s
Step 190000 | Order = 0.013990038371895544 | Time = 29s
Step 191000 | Order = 0.013990038371895544 | Time = 29s
Step 192000 | Order = 0.013990038371895544 | Time = 29s
Step 193000 | Order = 0.013990038371895545 | Time = 29s
Step 194000 | Order = 0.013990038371895544 | Time = 29s
Step 195000 | Order = 0.013990038371895544 | Time = 29s
Step 196000 | Order = 0.013990038371895542 | Time = 30s
Step 197000 | Order = 0.013990038371895542 | Time = 30s
Step 198000 | Order = 0.013990038371895544 | Time = 30s
Step 199000 | Order = 0.013990038371895544 | Time = 30s
Step 200000 | Order = 0.013990038371895544 | Time = 30s
