Simulation #39, Parameters: eta = 0.423391 | rho = 0.316163 | v0 = 0.423391s
Step 0 | Order = 0.012789252551895348 | Time = 0s
Step 1000 | Order = 0.021632355265594896 | Time = 0s
Step 2000 | Order = 0.021632355265594896 | Time = 1s
Step 3000 | Order = 0.021632355265594896 | Time = 1s
Step 4000 | Order = 0.021632355265594892 | Time = 2s
Step 5000 | Order = 0.021632355265594896 | Time = 2s
Step 6000 | Order = 0.021632355265594892 | Time = 3s
Step 7000 | Order = 0.021632355265594896 | Time = 3s
Step 8000 | Order = 0.021632355265594896 | Time = 3s
Step 9000 | Order = 0.021632355265594892 | Time = 4s
Step 10000 | Order = 0.021632355265594892 | Time = 4s
Step 11000 | Order = 0.021632355265594896 | Time = 5s
Step 12000 | Order = 0.021632355265594892 | Time = 5s
Step 13000 | Order = 0.021632355265594892 | Time = 6s
Step 14000 | Order = 0.021632355265594892 | Time = 6s
Step 15000 | Order = 0.021632355265594892 | Time = 7s
Step 16000 | Order = 0.021632355265594892 | Time = 7s
Step 17000 | Order = 0.021632355265594896 | Time = 7s
Step 18000 | Order = 0.021632355265594896 | Time = 8s
Step 19000 | Order = 0.021632355265594899 | Time = 8s
Step 20000 | Order = 0.021632355265594896 | Time = 9s
Step 21000 | Order = 0.021632355265594896 | Time = 9s
Step 22000 | Order = 0.021632355265594899 | Time = 10s
Step 23000 | Order = 0.021632355265594896 | Time = 10s
Step 24000 | Order = 0.021632355265594892 | Time = 11s
Step 25000 | Order = 0.021632355265594896 | Time = 11s
Step 26000 | Order = 0.021632355265594896 | Time = 11s
Step 27000 | Order = 0.021632355265594892 | Time = 12s
Step 28000 | Order = 0.021632355265594896 | Time = 12s
Step 29000 | Order = 0.021632355265594892 | Time = 13s
Step 30000 | Order = 0.021632355265594892 | Time = 13s
Step 31000 | Order = 0.021632355265594896 | Time = 14s
Step 32000 | Order = 0.021632355265594896 | Time = 14s
Step 33000 | Order = 0.021632355265594892 | Time = 15s
Step 34000 | Order = 0.021632355265594896 | Time = 15s
Step 35000 | Order = 0.021632355265594896 | Time = 15s
Step 36000 | Order = 0.021632355265594892 | Time = 16s
Step 37000 | Order = 0.021632355265594896 | Time = 16s
Step 38000 | Order = 0.021632355265594892 | Time = 17s
Step 39000 | Order = 0.021632355265594896 | Time = 17s
Step 40000 | Order = 0.021632355265594896 | Time = 18s
Step 41000 | Order = 0.021632355265594896 | Time = 18s
Step 42000 | Order = 0.021632355265594892 | Time = 19s
Step 43000 | Order = 0.021632355265594896 | Time = 19s
Step 44000 | Order = 0.021632355265594899 | Time = 20s
Step 45000 | Order = 0.021632355265594892 | Time = 20s
Step 46000 | Order = 0.021632355265594892 | Time = 21s
Step 47000 | Order = 0.021632355265594896 | Time = 21s
Step 48000 | Order = 0.021632355265594892 | Time = 22s
Step 49000 | Order = 0.021632355265594892 | Time = 22s
Step 50000 | Order = 0.021632355265594896 | Time = 23s
Step 51000 | Order = 0.021632355265594896 | Time = 23s
Step 52000 | Order = 0.021632355265594892 | Time = 24s
Step 53000 | Order = 0.021632355265594896 | Time = 24s
Step 54000 | Order = 0.021632355265594892 | Time = 25s
Step 55000 | Order = 0.021632355265594896 | Time = 25s
Step 56000 | Order = 0.021632355265594896 | Time = 25s
Step 57000 | Order = 0.021632355265594896 | Time = 26s
Step 58000 | Order = 0.021632355265594896 | Time = 26s
Step 59000 | Order = 0.021632355265594896 | Time = 27s
Step 60000 | Order = 0.021632355265594892 | Time = 27s
Step 61000 | Order = 0.021632355265594896 | Time = 28s
Step 62000 | Order = 0.021632355265594896 | Time = 28s
Step 63000 | Order = 0.021632355265594896 | Time = 29s
Step 64000 | Order = 0.021632355265594899 | Time = 29s
Step 65000 | Order = 0.021632355265594896 | Time = 29s
Step 66000 | Order = 0.021632355265594899 | Time = 30s
Step 67000 | Order = 0.021632355265594896 | Time = 30s
Step 68000 | Order = 0.021632355265594892 | Time = 31s
Step 69000 | Order = 0.021632355265594896 | Time = 31s
Step 70000 | Order = 0.021632355265594892 | Time = 32s
Step 71000 | Order = 0.021632355265594896 | Time = 33s
Step 72000 | Order = 0.021632355265594896 | Time = 33s
Step 73000 | Order = 0.021632355265594892 | Time = 34s
Step 74000 | Order = 0.021632355265594892 | Time = 34s
Step 75000 | Order = 0.021632355265594899 | Time = 35s
Step 76000 | Order = 0.021632355265594896 | Time = 35s
Step 77000 | Order = 0.021632355265594896 | Time = 36s
Step 78000 | Order = 0.021632355265594892 | Time = 36s
Step 79000 | Order = 0.021632355265594892 | Time = 37s
Step 80000 | Order = 0.021632355265594896 | Time = 37s
Step 81000 | Order = 0.021632355265594896 | Time = 37s
Step 82000 | Order = 0.021632355265594892 | Time = 38s
Step 83000 | Order = 0.021632355265594892 | Time = 38s
Step 84000 | Order = 0.021632355265594896 | Time = 39s
Step 85000 | Order = 0.021632355265594896 | Time = 39s
Step 86000 | Order = 0.021632355265594899 | Time = 40s
Step 87000 | Order = 0.021632355265594892 | Time = 40s
Step 88000 | Order = 0.021632355265594896 | Time = 41s
Step 89000 | Order = 0.021632355265594892 | Time = 41s
Step 90000 | Order = 0.021632355265594892 | Time = 42s
Step 91000 | Order = 0.021632355265594896 | Time = 42s
Step 92000 | Order = 0.021632355265594892 | Time = 43s
Step 93000 | Order = 0.021632355265594896 | Time = 43s
Step 94000 | Order = 0.021632355265594892 | Time = 44s
Step 95000 | Order = 0.021632355265594896 | Time = 44s
Step 96000 | Order = 0.021632355265594896 | Time = 45s
Step 97000 | Order = 0.021632355265594892 | Time = 45s
Step 98000 | Order = 0.021632355265594896 | Time = 46s
Step 99000 | Order = 0.021632355265594899 | Time = 46s
Step 100000 | Order = 0.021632355265594899 | Time = 46s
Step 101000 | Order = 0.021632355265594892 | Time = 47s
Step 102000 | Order = 0.021632355265594896 | Time = 47s
Step 103000 | Order = 0.021632355265594892 | Time = 48s
Step 104000 | Order = 0.021632355265594896 | Time = 48s
Step 105000 | Order = 0.021632355265594896 | Time = 49s
Step 106000 | Order = 0.021632355265594892 | Time = 49s
Step 107000 | Order = 0.021632355265594896 | Time = 50s
Step 108000 | Order = 0.021632355265594896 | Time = 50s
Step 109000 | Order = 0.021632355265594896 | Time = 51s
Step 110000 | Order = 0.021632355265594896 | Time = 51s
Step 111000 | Order = 0.021632355265594896 | Time = 52s
Step 112000 | Order = 0.021632355265594896 | Time = 52s
Step 113000 | Order = 0.021632355265594896 | Time = 53s
Step 114000 | Order = 0.021632355265594896 | Time = 53s
Step 115000 | Order = 0.021632355265594892 | Time = 54s
Step 116000 | Order = 0.021632355265594896 | Time = 54s
Step 117000 | Order = 0.021632355265594896 | Time = 54s
Step 118000 | Order = 0.021632355265594896 | Time = 55s
Step 119000 | Order = 0.021632355265594896 | Time = 55s
Step 120000 | Order = 0.021632355265594896 | Time = 56s
Step 121000 | Order = 0.021632355265594892 | Time = 56s
Step 122000 | Order = 0.021632355265594892 | Time = 57s
Step 123000 | Order = 0.021632355265594896 | Time = 57s
Step 124000 | Order = 0.021632355265594889 | Time = 58s
Step 125000 | Order = 0.021632355265594899 | Time = 58s
Step 126000 | Order = 0.021632355265594892 | Time = 58s
Step 127000 | Order = 0.021632355265594896 | Time = 59s
Step 128000 | Order = 0.021632355265594896 | Time = 59s
Step 129000 | Order = 0.021632355265594892 | Time = 60s
Step 130000 | Order = 0.021632355265594896 | Time = 60s
Step 131000 | Order = 0.021632355265594892 | Time = 61s
Step 132000 | Order = 0.021632355265594896 | Time = 61s
Step 133000 | Order = 0.021632355265594892 | Time = 62s
Step 134000 | Order = 0.021632355265594896 | Time = 62s
Step 135000 | Order = 0.021632355265594896 | Time = 62s
Step 136000 | Order = 0.021632355265594896 | Time = 63s
Step 137000 | Order = 0.021632355265594892 | Time = 63s
Step 138000 | Order = 0.021632355265594896 | Time = 64s
Step 139000 | Order = 0.021632355265594896 | Time = 64s
Step 140000 | Order = 0.021632355265594896 | Time = 65s
Step 141000 | Order = 0.021632355265594892 | Time = 65s
Step 142000 | Order = 0.021632355265594892 | Time = 66s
Step 143000 | Order = 0.021632355265594896 | Time = 66s
Step 144000 | Order = 0.021632355265594896 | Time = 67s
Step 145000 | Order = 0.021632355265594896 | Time = 67s
Step 146000 | Order = 0.021632355265594896 | Time = 68s
Step 147000 | Order = 0.021632355265594899 | Time = 68s
Step 148000 | Order = 0.021632355265594896 | Time = 69s
Step 149000 | Order = 0.021632355265594896 | Time = 69s
Step 150000 | Order = 0.021632355265594896 | Time = 70s
Step 151000 | Order = 0.021632355265594892 | Time = 70s
Step 152000 | Order = 0.021632355265594896 | Time = 71s
Step 153000 | Order = 0.021632355265594896 | Time = 71s
Step 154000 | Order = 0.021632355265594896 | Time = 72s
Step 155000 | Order = 0.021632355265594892 | Time = 72s
Step 156000 | Order = 0.021632355265594896 | Time = 72s
Step 157000 | Order = 0.021632355265594892 | Time = 73s
Step 158000 | Order = 0.021632355265594892 | Time = 73s
Step 159000 | Order = 0.021632355265594892 | Time = 74s
Step 160000 | Order = 0.021632355265594892 | Time = 74s
Step 161000 | Order = 0.021632355265594896 | Time = 75s
Step 162000 | Order = 0.021632355265594896 | Time = 75s
Step 163000 | Order = 0.021632355265594896 | Time = 76s
Step 164000 | Order = 0.021632355265594896 | Time = 76s
Step 165000 | Order = 0.021632355265594896 | Time = 77s
Step 166000 | Order = 0.021632355265594892 | Time = 77s
Step 167000 | Order = 0.021632355265594896 | Time = 77s
Step 168000 | Order = 0.021632355265594892 | Time = 78s
Step 169000 | Order = 0.021632355265594896 | Time = 78s
Step 170000 | Order = 0.021632355265594896 | Time = 79s
Step 171000 | Order = 0.021632355265594896 | Time = 79s
Step 172000 | Order = 0.021632355265594896 | Time = 80s
Step 173000 | Order = 0.021632355265594896 | Time = 80s
Step 174000 | Order = 0.021632355265594892 | Time = 81s
Step 175000 | Order = 0.021632355265594896 | Time = 81s
Step 176000 | Order = 0.021632355265594896 | Time = 82s
Step 177000 | Order = 0.021632355265594896 | Time = 82s
Step 178000 | Order = 0.021632355265594896 | Time = 82s
Step 179000 | Order = 0.021632355265594896 | Time = 83s
Step 180000 | Order = 0.021632355265594892 | Time = 83s
Step 181000 | Order = 0.021632355265594896 | Time = 84s
Step 182000 | Order = 0.021632355265594896 | Time = 84s
Step 183000 | Order = 0.021632355265594896 | Time = 85s
Step 184000 | Order = 0.021632355265594896 | Time = 85s
Step 185000 | Order = 0.021632355265594892 | Time = 85s
Step 186000 | Order = 0.021632355265594896 | Time = 86s
Step 187000 | Order = 0.021632355265594896 | Time = 86s
Step 188000 | Order = 0.021632355265594896 | Time = 87s
Step 189000 | Order = 0.021632355265594896 | Time = 87s
Step 190000 | Order = 0.021632355265594896 | Time = 88s
Step 191000 | Order = 0.021632355265594892 | Time = 88s
Step 192000 | Order = 0.021632355265594892 | Time = 89s
Step 193000 | Order = 0.021632355265594896 | Time = 89s
Step 194000 | Order = 0.021632355265594892 | Time = 89s
Step 195000 | Order = 0.021632355265594896 | Time = 90s
Step 196000 | Order = 0.021632355265594899 | Time = 90s
Step 197000 | Order = 0.021632355265594896 | Time = 91s
Step 198000 | Order = 0.021632355265594899 | Time = 91s
Step 199000 | Order = 0.021632355265594892 | Time = 92s
Step 200000 | Order = 0.021632355265594892 | Time = 92s
Step 201000 | Order = 0.021632355265594892 | Time = 93s
Step 202000 | Order = 0.021632355265594896 | Time = 93s
Step 203000 | Order = 0.021632355265594899 | Time = 94s
Step 204000 | Order = 0.021632355265594899 | Time = 94s
Step 205000 | Order = 0.021632355265594899 | Time = 95s
Step 206000 | Order = 0.021632355265594899 | Time = 95s
Step 207000 | Order = 0.021632355265594892 | Time = 96s
Step 208000 | Order = 0.021632355265594892 | Time = 96s
Step 209000 | Order = 0.021632355265594899 | Time = 97s
Step 210000 | Order = 0.021632355265594896 | Time = 97s
Step 211000 | Order = 0.021632355265594899 | Time = 98s
Step 212000 | Order = 0.021632355265594899 | Time = 98s
Step 213000 | Order = 0.021632355265594896 | Time = 98s
Step 214000 | Order = 0.021632355265594896 | Time = 99s
Step 215000 | Order = 0.021632355265594896 | Time = 99s
Step 216000 | Order = 0.021632355265594892 | Time = 100s
Step 217000 | Order = 0.021632355265594896 | Time = 100s
Step 218000 | Order = 0.021632355265594892 | Time = 101s
Step 219000 | Order = 0.021632355265594892 | Time = 101s
Step 220000 | Order = 0.021632355265594892 | Time = 102s
Step 221000 | Order = 0.021632355265594892 | Time = 102s
Step 222000 | Order = 0.021632355265594892 | Time = 102s
Step 223000 | Order = 0.021632355265594896 | Time = 103s
Step 224000 | Order = 0.021632355265594892 | Time = 103s
Step 225000 | Order = 0.021632355265594899 | Time = 104s
Step 226000 | Order = 0.021632355265594899 | Time = 104s
Step 227000 | Order = 0.021632355265594899 | Time = 105s
Step 228000 | Order = 0.021632355265594896 | Time = 105s
Step 229000 | Order = 0.021632355265594896 | Time = 106s
Step 230000 | Order = 0.021632355265594896 | Time = 106s
Step 231000 | Order = 0.021632355265594899 | Time = 106s
Step 232000 | Order = 0.021632355265594896 | Time = 107s
Step 233000 | Order = 0.021632355265594899 | Time = 107s
Step 234000 | Order = 0.021632355265594892 | Time = 108s
Step 235000 | Order = 0.021632355265594892 | Time = 108s
Step 236000 | Order = 0.021632355265594896 | Time = 109s
Step 237000 | Order = 0.021632355265594896 | Time = 109s
Step 238000 | Order = 0.021632355265594896 | Time = 110s
Step 239000 | Order = 0.021632355265594896 | Time = 110s
Step 240000 | Order = 0.021632355265594896 | Time = 111s
Step 241000 | Order = 0.021632355265594896 | Time = 111s
Step 242000 | Order = 0.021632355265594892 | Time = 112s
Step 243000 | Order = 0.021632355265594892 | Time = 112s
Step 244000 | Order = 0.021632355265594892 | Time = 112s
Step 245000 | Order = 0.021632355265594892 | Time = 113s
Step 246000 | Order = 0.021632355265594896 | Time = 113s
Step 247000 | Order = 0.021632355265594896 | Time = 114s
Step 248000 | Order = 0.021632355265594899 | Time = 114s
Step 249000 | Order = 0.021632355265594892 | Time = 115s
Step 250000 | Order = 0.021632355265594896 | Time = 115s
Step 251000 | Order = 0.021632355265594896 | Time = 116s
Step 252000 | Order = 0.021632355265594892 | Time = 116s
Step 253000 | Order = 0.021632355265594896 | Time = 117s
Step 254000 | Order = 0.021632355265594892 | Time = 117s
Step 255000 | Order = 0.021632355265594896 | Time = 118s
Step 256000 | Order = 0.021632355265594896 | Time = 118s
Step 257000 | Order = 0.021632355265594892 | Time = 118s
Step 258000 | Order = 0.021632355265594896 | Time = 119s
Step 259000 | Order = 0.021632355265594896 | Time = 119s
Step 260000 | Order = 0.021632355265594896 | Time = 120s
Step 261000 | Order = 0.021632355265594896 | Time = 120s
Step 262000 | Order = 0.021632355265594896 | Time = 121s
Step 263000 | Order = 0.021632355265594899 | Time = 121s
Step 264000 | Order = 0.021632355265594892 | Time = 122s
Step 265000 | Order = 0.021632355265594896 | Time = 122s
Step 266000 | Order = 0.021632355265594892 | Time = 122s
Step 267000 | Order = 0.021632355265594896 | Time = 123s
Step 268000 | Order = 0.021632355265594896 | Time = 123s
Step 269000 | Order = 0.021632355265594896 | Time = 124s
Step 270000 | Order = 0.021632355265594896 | Time = 124s
Step 271000 | Order = 0.021632355265594896 | Time = 125s
Step 272000 | Order = 0.021632355265594892 | Time = 125s
Step 273000 | Order = 0.021632355265594896 | Time = 126s
Step 274000 | Order = 0.021632355265594892 | Time = 126s
Step 275000 | Order = 0.021632355265594892 | Time = 127s
Step 276000 | Order = 0.021632355265594896 | Time = 127s
Step 277000 | Order = 0.021632355265594892 | Time = 127s
Step 278000 | Order = 0.021632355265594896 | Time = 128s
Step 279000 | Order = 0.021632355265594896 | Time = 128s
Step 280000 | Order = 0.021632355265594899 | Time = 129s
Step 281000 | Order = 0.021632355265594892 | Time = 129s
Step 282000 | Order = 0.021632355265594899 | Time = 130s
Step 283000 | Order = 0.021632355265594892 | Time = 130s
Step 284000 | Order = 0.021632355265594896 | Time = 131s
Step 285000 | Order = 0.021632355265594896 | Time = 131s
Step 286000 | Order = 0.021632355265594899 | Time = 131s
Step 287000 | Order = 0.021632355265594896 | Time = 132s
Step 288000 | Order = 0.021632355265594896 | Time = 132s
Step 289000 | Order = 0.021632355265594899 | Time = 133s
Step 290000 | Order = 0.021632355265594896 | Time = 133s
Step 291000 | Order = 0.021632355265594899 | Time = 134s
Step 292000 | Order = 0.021632355265594892 | Time = 134s
Step 293000 | Order = 0.021632355265594892 | Time = 135s
Step 294000 | Order = 0.021632355265594896 | Time = 135s
Step 295000 | Order = 0.021632355265594896 | Time = 135s
Step 296000 | Order = 0.021632355265594892 | Time = 136s
Step 297000 | Order = 0.021632355265594896 | Time = 136s
Step 298000 | Order = 0.021632355265594896 | Time = 137s
Step 299000 | Order = 0.021632355265594896 | Time = 137s
Step 300000 | Order = 0.021632355265594896 | Time = 138s
