Simulation #27, Parameters: eta = 0.475704 | rho = 0.114517 | v0 = 0.0253606s
Step 0 | Order = 0.023932693108557553 | Time = 0s
Step 1000 | Order = 0.023766842984288696 | Time = 0s
Step 2000 | Order = 0.040134030722705313 | Time = 0s
Step 3000 | Order = 0.019865865064523796 | Time = 1s
Step 4000 | Order = 0.019012176122682922 | Time = 1s
Step 5000 | Order = 0.011626148106329547 | Time = 1s
Step 6000 | Order = 0.0058874107571605791 | Time = 1s
Step 7000 | Order = 0.028802228329856613 | Time = 1s
Step 8000 | Order = 0.030191221898810485 | Time = 2s
Step 9000 | Order = 0.027815093347762967 | Time = 2s
Step 10000 | Order = 0.022597609903869734 | Time = 2s
Step 11000 | Order = 0.037406081241990081 | Time = 2s
Step 12000 | Order = 0.040159337549677807 | Time = 3s
Step 13000 | Order = 0.031558668971673115 | Time = 3s
Step 14000 | Order = 0.044808672278102972 | Time = 3s
Step 15000 | Order = 0.020158341230070549 | Time = 3s
Step 16000 | Order = 0.029793344360640354 | Time = 4s
Step 17000 | Order = 0.041862847237002426 | Time = 4s
Step 18000 | Order = 0.020916832532713755 | Time = 4s
Step 19000 | Order = 0.032419763709940416 | Time = 4s
Step 20000 | Order = 0.035506017238739973 | Time = 4s
Step 21000 | Order = 0.027094709308266116 | Time = 5s
Step 22000 | Order = 0.0072036046197273577 | Time = 5s
Step 23000 | Order = 0.029114637571367372 | Time = 5s
Step 24000 | Order = 0.018525930515374399 | Time = 5s
Step 25000 | Order = 0.0097020931264204906 | Time = 5s
Step 26000 | Order = 0.013958562152697265 | Time = 6s
Step 27000 | Order = 0.022501164903411332 | Time = 6s
Step 28000 | Order = 0.0062334850804069706 | Time = 6s
Step 29000 | Order = 0.022491531116370259 | Time = 6s
Step 30000 | Order = 0.025385007871158098 | Time = 7s
Step 31000 | Order = 0.041165727089762204 | Time = 7s
Step 32000 | Order = 0.031711689175412915 | Time = 7s
Step 33000 | Order = 0.042884479327622987 | Time = 7s
Step 34000 | Order = 0.031490114354487397 | Time = 7s
Step 35000 | Order = 0.052758041618643892 | Time = 8s
Step 36000 | Order = 0.036117768802875996 | Time = 8s
Step 37000 | Order = 0.032412888129834651 | Time = 8s
Step 38000 | Order = 0.027786328524035165 | Time = 8s
Step 39000 | Order = 0.013284234721653299 | Time = 8s
Step 40000 | Order = 0.048897016363287124 | Time = 9s
Step 41000 | Order = 0.0087504385249750471 | Time = 9s
Step 42000 | Order = 0.043792788852687378 | Time = 9s
Step 43000 | Order = 0.011849681430788413 | Time = 9s
Step 44000 | Order = 0.019677776908734967 | Time = 10s
Step 45000 | Order = 0.03080105135202376 | Time = 10s
Step 46000 | Order = 0.029361311065823431 | Time = 10s
Step 47000 | Order = 0.015245961231240416 | Time = 10s
Step 48000 | Order = 0.007929046569274548 | Time = 11s
Step 49000 | Order = 0.0076156061560646538 | Time = 11s
Step 50000 | Order = 0.025158309865290381 | Time = 11s
Step 51000 | Order = 0.042012092104185703 | Time = 11s
Step 52000 | Order = 0.040676752210303535 | Time = 12s
Step 53000 | Order = 0.069841338504636558 | Time = 12s
Step 54000 | Order = 0.021590185759050886 | Time = 12s
Step 55000 | Order = 0.006783540888038302 | Time = 12s
Step 56000 | Order = 0.042839659250192161 | Time = 13s
Step 57000 | Order = 0.025436837165817756 | Time = 13s
Step 58000 | Order = 0.0068868141115657226 | Time = 13s
Step 59000 | Order = 0.024608844012275127 | Time = 13s
Step 60000 | Order = 0.034625193993484953 | Time = 13s
Step 61000 | Order = 0.035200766980342718 | Time = 14s
Step 62000 | Order = 0.037976192049523072 | Time = 14s
Step 63000 | Order = 0.054307498351060385 | Time = 14s
Step 64000 | Order = 0.034666359015673422 | Time = 14s
