Simulation #145, Parameters: eta = 0.436006 | rho = 0.212487 | v0 = 0.418249s
Step 0 | Order = 0.038413727817295885 | Time = 0s
Step 1000 | Order = 0.017363084013767804 | Time = 2s
Step 2000 | Order = 0.032378167559164887 | Time = 2s
Step 3000 | Order = 0.019761644148882897 | Time = 2s
Step 4000 | Order = 0.020998114808996885 | Time = 3s
Step 5000 | Order = 0.011151824717267299 | Time = 3s
Step 6000 | Order = 0.02555531267848897 | Time = 3s
Step 7000 | Order = 0.020356686251086421 | Time = 4s
Step 8000 | Order = 0.026158504826541602 | Time = 4s
Step 9000 | Order = 0.051787314189179555 | Time = 5s
Step 10000 | Order = 0.011885464116370932 | Time = 5s
Step 11000 | Order = 0.033555963106283469 | Time = 5s
Step 12000 | Order = 0.04456192689958189 | Time = 6s
Step 13000 | Order = 0.0072695655866034884 | Time = 6s
Step 14000 | Order = 0.021239814592581376 | Time = 6s
Step 15000 | Order = 0.020049518805915274 | Time = 7s
Step 16000 | Order = 0.017644993697271918 | Time = 7s
Step 17000 | Order = 0.0025108004113159311 | Time = 7s
Step 18000 | Order = 0.017360595037846559 | Time = 8s
Step 19000 | Order = 0.013000380503405143 | Time = 8s
Step 20000 | Order = 0.015781417490511884 | Time = 8s
Step 21000 | Order = 0.029018562486711769 | Time = 9s
Step 22000 | Order = 0.017336041825219681 | Time = 9s
Step 23000 | Order = 0.034452959293816122 | Time = 10s
Step 24000 | Order = 0.043839240696909823 | Time = 10s
Step 25000 | Order = 0.032193450173224933 | Time = 10s
Step 26000 | Order = 0.016973617142916213 | Time = 11s
Step 27000 | Order = 0.042125192732144538 | Time = 11s
Step 28000 | Order = 0.032597968474900506 | Time = 11s
Step 29000 | Order = 0.033115646789802347 | Time = 12s
Step 30000 | Order = 0.01448721166482967 | Time = 12s
Step 31000 | Order = 0.0291060846898855 | Time = 12s
Step 32000 | Order = 0.016908264516489573 | Time = 13s
Step 33000 | Order = 0.025806852154016777 | Time = 13s
Step 34000 | Order = 0.0076401684007570657 | Time = 14s
Step 35000 | Order = 0.02179271613947114 | Time = 14s
Step 36000 | Order = 0.013626578472743017 | Time = 14s
Step 37000 | Order = 0.016380978136760246 | Time = 15s
Step 38000 | Order = 0.0058664033624188788 | Time = 15s
Step 39000 | Order = 0.010959062234388674 | Time = 15s
Step 40000 | Order = 0.02746636543075363 | Time = 16s
Step 41000 | Order = 0.013606351739631831 | Time = 16s
Step 42000 | Order = 0.0097850151154000933 | Time = 16s
Step 43000 | Order = 0.014138657027835632 | Time = 17s
Step 44000 | Order = 0.016900048290385161 | Time = 17s
Step 45000 | Order = 0.023974138030095498 | Time = 18s
Step 46000 | Order = 0.045420108116213873 | Time = 18s
Step 47000 | Order = 0.0038374130570078126 | Time = 18s
Step 48000 | Order = 0.021187428165595525 | Time = 19s
Step 49000 | Order = 0.030906892260280809 | Time = 19s
Step 50000 | Order = 0.013373420633930252 | Time = 19s
Step 51000 | Order = 0.016783484344185872 | Time = 20s
Step 52000 | Order = 0.04813324388459931 | Time = 20s
Step 53000 | Order = 0.022208436583357614 | Time = 21s
Step 54000 | Order = 0.029583549530417877 | Time = 21s
Step 55000 | Order = 0.012664348140356788 | Time = 22s
Step 56000 | Order = 0.021871463710532252 | Time = 22s
Step 57000 | Order = 0.027331287223366987 | Time = 22s
Step 58000 | Order = 0.016486908905621028 | Time = 23s
Step 59000 | Order = 0.0086259300616174615 | Time = 23s
Step 60000 | Order = 0.012587816699522494 | Time = 23s
Step 61000 | Order = 0.032262728872357496 | Time = 24s
Step 62000 | Order = 0.014982529799537009 | Time = 24s
Step 63000 | Order = 0.027430848458024942 | Time = 24s
Step 64000 | Order = 0.010199411175978243 | Time = 25s
Step 65000 | Order = 0.014546441067847323 | Time = 25s
Step 66000 | Order = 0.038476927863767323 | Time = 26s
Step 67000 | Order = 0.041048444637720227 | Time = 26s
Step 68000 | Order = 0.025739060508125928 | Time = 26s
Step 69000 | Order = 0.012216115439144559 | Time = 27s
Step 70000 | Order = 0.0075780784416826777 | Time = 27s
Step 71000 | Order = 0.030176809190679072 | Time = 27s
Step 72000 | Order = 0.029148661683042164 | Time = 28s
Step 73000 | Order = 0.037605431793555154 | Time = 28s
Step 74000 | Order = 0.038837597885141018 | Time = 28s
Step 75000 | Order = 0.038761620073754832 | Time = 29s
Step 76000 | Order = 0.003781123908744266 | Time = 29s
Step 77000 | Order = 0.021724762319698353 | Time = 30s
Step 78000 | Order = 0.024451354804934423 | Time = 30s
Step 79000 | Order = 0.025300161103065284 | Time = 30s
Step 80000 | Order = 0.057453198266377084 | Time = 31s
Step 81000 | Order = 0.014345560762677843 | Time = 31s
Step 82000 | Order = 0.017245674008449095 | Time = 31s
Step 83000 | Order = 0.010314231697660209 | Time = 32s
Step 84000 | Order = 0.026638098919557027 | Time = 32s
Step 85000 | Order = 0.043611191480316044 | Time = 32s
Step 86000 | Order = 0.014069077221961912 | Time = 33s
Step 87000 | Order = 0.0316651983352704 | Time = 33s
Step 88000 | Order = 0.038369868651493728 | Time = 34s
Step 89000 | Order = 0.022232111691865484 | Time = 34s
Step 90000 | Order = 0.015399552601986893 | Time = 34s
Step 91000 | Order = 0.040838979631952994 | Time = 35s
Step 92000 | Order = 0.012144485303608007 | Time = 35s
Step 93000 | Order = 0.016787504869610264 | Time = 35s
Step 94000 | Order = 0.02991372322606287 | Time = 36s
Step 95000 | Order = 0.0057260499487503547 | Time = 36s
Step 96000 | Order = 0.012435528157184073 | Time = 36s
Step 97000 | Order = 0.018452123469498767 | Time = 37s
Step 98000 | Order = 0.020579401250206714 | Time = 37s
Step 99000 | Order = 0.010785065859470569 | Time = 38s
Step 100000 | Order = 0.021310385961037549 | Time = 38s
Step 101000 | Order = 0.023162332900253508 | Time = 38s
Step 102000 | Order = 0.025188371746838963 | Time = 39s
Step 103000 | Order = 0.013570323065272673 | Time = 39s
Step 104000 | Order = 0.0066487301579785741 | Time = 39s
Step 105000 | Order = 0.028633167573864891 | Time = 40s
Step 106000 | Order = 0.039506669544966302 | Time = 40s
Step 107000 | Order = 0.0204151431276356 | Time = 41s
Step 108000 | Order = 0.026027003456385287 | Time = 41s
Step 109000 | Order = 0.017283069762760919 | Time = 41s
Step 110000 | Order = 0.031867598459466948 | Time = 42s
Step 111000 | Order = 0.027410507980586456 | Time = 42s
Step 112000 | Order = 0.017557498509242549 | Time = 42s
Step 113000 | Order = 0.039056993484892166 | Time = 43s
Step 114000 | Order = 0.022054071926532304 | Time = 43s
Step 115000 | Order = 0.028219892363405781 | Time = 43s
Step 116000 | Order = 0.025236087655265846 | Time = 44s
Step 117000 | Order = 0.014725812924478592 | Time = 44s
Step 118000 | Order = 0.044891524894450592 | Time = 45s
Step 119000 | Order = 0.041386258677436345 | Time = 45s
Step 120000 | Order = 0.028059685022093606 | Time = 45s
Step 121000 | Order = 0.013540682319121127 | Time = 46s
Step 122000 | Order = 0.034416490263997429 | Time = 46s
Step 123000 | Order = 0.015808135577752121 | Time = 46s
Step 124000 | Order = 0.013971342275901888 | Time = 47s
Step 125000 | Order = 0.018790043091387799 | Time = 47s
Step 126000 | Order = 0.017514050287060667 | Time = 47s
Step 127000 | Order = 0.025815101157798948 | Time = 48s
Step 128000 | Order = 0.0077120726776722338 | Time = 48s
Step 129000 | Order = 0.025627632800484593 | Time = 49s
Step 130000 | Order = 0.011371996920023525 | Time = 49s
Step 131000 | Order = 0.011426513117120292 | Time = 49s
Step 132000 | Order = 0.0091295484989043722 | Time = 50s
Step 133000 | Order = 0.0064498626187572735 | Time = 50s
Step 134000 | Order = 0.022388438589584756 | Time = 50s
Step 135000 | Order = 0.010896542439029338 | Time = 51s
Step 136000 | Order = 0.0055622182061313783 | Time = 51s
Step 137000 | Order = 0.03481035561735614 | Time = 51s
Step 138000 | Order = 0.02443435730935439 | Time = 52s
Step 139000 | Order = 0.011733032965900243 | Time = 52s
Step 140000 | Order = 0.0079896056290710334 | Time = 53s
Step 141000 | Order = 0.0059558365160192099 | Time = 53s
Step 142000 | Order = 0.0082356583074237721 | Time = 53s
Step 143000 | Order = 0.022671834152987597 | Time = 54s
Step 144000 | Order = 0.014877262202348286 | Time = 54s
Step 145000 | Order = 0.016414492292788553 | Time = 54s
Step 146000 | Order = 0.018561219449760226 | Time = 55s
Step 147000 | Order = 0.020687854891989495 | Time = 55s
Step 148000 | Order = 0.040472951794299813 | Time = 55s
Step 149000 | Order = 0.024355186211133476 | Time = 56s
Step 150000 | Order = 0.015226978045412438 | Time = 56s
Step 151000 | Order = 0.013462329025240824 | Time = 57s
Step 152000 | Order = 0.005669756960781324 | Time = 57s
Step 153000 | Order = 0.0086005473713947293 | Time = 58s
