Simulation #156, Parameters: eta = 0.696888 | rho = 0.222250 | v0 = 0.119648s
Step 0 | Order = 0.016799724524281107 | Time = 0s
Step 1000 | Order = 0.011615322747748407 | Time = 0s
Step 2000 | Order = 0.01154516448732807 | Time = 0s
Step 3000 | Order = 0.004171973912646898 | Time = 0s
Step 4000 | Order = 0.024321460940760542 | Time = 1s
Step 5000 | Order = 0.013796238705452615 | Time = 1s
Step 6000 | Order = 0.0077803762904747826 | Time = 1s
Step 7000 | Order = 0.032302144314697044 | Time = 1s
Step 8000 | Order = 0.003906856666091427 | Time = 2s
Step 9000 | Order = 0.015267216034868887 | Time = 2s
Step 10000 | Order = 0.0057565787658915247 | Time = 2s
Step 11000 | Order = 0.0074704328067075644 | Time = 2s
Step 12000 | Order = 0.014669158954122604 | Time = 3s
Step 13000 | Order = 0.012283519512667889 | Time = 3s
Step 14000 | Order = 0.019655895890257718 | Time = 3s
Step 15000 | Order = 0.023615942492389203 | Time = 3s
Step 16000 | Order = 0.021589423457172192 | Time = 4s
Step 17000 | Order = 0.0080963588314036331 | Time = 4s
Step 18000 | Order = 0.0094059275022844984 | Time = 4s
Step 19000 | Order = 0.012928837705951393 | Time = 4s
Step 20000 | Order = 0.017434013424011786 | Time = 5s
Step 21000 | Order = 0.0063395408671301319 | Time = 5s
Step 22000 | Order = 0.012061570350930086 | Time = 5s
Step 23000 | Order = 0.033797731188626279 | Time = 5s
Step 24000 | Order = 0.028365350009137334 | Time = 6s
Step 25000 | Order = 0.011579587476505438 | Time = 6s
Step 26000 | Order = 0.020993844641949314 | Time = 6s
Step 27000 | Order = 0.028633447930207008 | Time = 6s
Step 28000 | Order = 0.01417708995758258 | Time = 7s
Step 29000 | Order = 0.018419025044793518 | Time = 7s
Step 30000 | Order = 0.015318589483097484 | Time = 7s
Step 31000 | Order = 0.0023781332885189333 | Time = 7s
Step 32000 | Order = 0.0071778559896970122 | Time = 8s
Step 33000 | Order = 0.027619363098603224 | Time = 8s
