Simulation #177, Parameters: eta = 0.775342 | rho = 0.128558 | v0 = 0.0215303s
Step 0 | Order = 0.013709009763450804 | Time = 0s
Step 1000 | Order = 0.012225707986553692 | Time = 0s
Step 2000 | Order = 0.01212692934631562 | Time = 0s
Step 3000 | Order = 0.0085451330367952525 | Time = 0s
Step 4000 | Order = 0.020477482243794733 | Time = 0s
Step 5000 | Order = 0.029690121331495598 | Time = 1s
Step 6000 | Order = 0.0081844926162741149 | Time = 1s
Step 7000 | Order = 0.0038274581638836312 | Time = 1s
Step 8000 | Order = 0.010852093476603411 | Time = 1s
Step 9000 | Order = 0.035124167329616381 | Time = 1s
Step 10000 | Order = 0.033564658297178161 | Time = 2s
Step 11000 | Order = 0.026792084113596185 | Time = 2s
Step 12000 | Order = 0.016395477373182889 | Time = 2s
Step 13000 | Order = 0.011556323166879297 | Time = 2s
Step 14000 | Order = 0.016855018554953596 | Time = 3s
Step 15000 | Order = 0.010461780576320977 | Time = 3s
Step 16000 | Order = 0.040164438400144359 | Time = 3s
Step 17000 | Order = 0.0096855152068156519 | Time = 3s
Step 18000 | Order = 0.0087288950453929485 | Time = 3s
Step 19000 | Order = 0.0071455765941531718 | Time = 4s
Step 20000 | Order = 0.0017933838176778238 | Time = 4s
Step 21000 | Order = 0.034933803967423113 | Time = 4s
Step 22000 | Order = 0.008846098160712447 | Time = 4s
Step 23000 | Order = 0.017014152496432837 | Time = 4s
Step 24000 | Order = 0.020302293382440086 | Time = 5s
Step 25000 | Order = 0.036624581912413502 | Time = 5s
Step 26000 | Order = 0.0043029397691044724 | Time = 5s
Step 27000 | Order = 0.016502441402072462 | Time = 5s
Step 28000 | Order = 0.0081412029443474702 | Time = 5s
Step 29000 | Order = 0.01363734140768802 | Time = 6s
Step 30000 | Order = 0.022920494992914164 | Time = 6s
Step 31000 | Order = 0.013043515521556496 | Time = 6s
Step 32000 | Order = 0.028682774724511605 | Time = 6s
Step 33000 | Order = 0.006431973056280087 | Time = 6s
Step 34000 | Order = 0.04208161487883226 | Time = 7s
Step 35000 | Order = 0.0035917957470183314 | Time = 7s
Step 36000 | Order = 0.012449254009977035 | Time = 7s
Step 37000 | Order = 0.0079729282887837389 | Time = 7s
Step 38000 | Order = 0.018589910796225302 | Time = 7s
Step 39000 | Order = 0.019093282286685977 | Time = 8s
Step 40000 | Order = 0.017733408863528595 | Time = 8s
Step 41000 | Order = 0.0087293270514048667 | Time = 8s
Step 42000 | Order = 0.0077470170544953511 | Time = 8s
Step 43000 | Order = 0.033382966820171292 | Time = 8s
Step 44000 | Order = 0.0047353596428624375 | Time = 9s
Step 45000 | Order = 0.021277276192405485 | Time = 9s
Step 46000 | Order = 0.0061712729283918983 | Time = 9s
Step 47000 | Order = 0.011432919164012758 | Time = 9s
Step 48000 | Order = 0.037042419572696265 | Time = 9s
Step 49000 | Order = 0.02961766018820413 | Time = 10s
Step 50000 | Order = 0.0067262117608686165 | Time = 10s
Step 51000 | Order = 0.030636231973288245 | Time = 10s
Step 52000 | Order = 0.014319125696238345 | Time = 10s
Step 53000 | Order = 0.02530671736772892 | Time = 11s
Step 54000 | Order = 0.0065298821349136556 | Time = 11s
Step 55000 | Order = 0.0035456700424801378 | Time = 11s
Step 56000 | Order = 0.021667911957906055 | Time = 11s
Step 57000 | Order = 0.02598382659937715 | Time = 11s
Step 58000 | Order = 0.035867087137070063 | Time = 12s
Step 59000 | Order = 0.036143591764269706 | Time = 12s
Step 60000 | Order = 0.017342173969236235 | Time = 12s
Step 61000 | Order = 0.035536095745915319 | Time = 12s
Step 62000 | Order = 0.00855905810317973 | Time = 12s
Step 63000 | Order = 0.04895879581485197 | Time = 13s
Step 64000 | Order = 0.017184268512870325 | Time = 13s
Step 65000 | Order = 0.029101001207574147 | Time = 13s
Step 66000 | Order = 0.022372914954085381 | Time = 13s
Step 67000 | Order = 0.024693934991742137 | Time = 14s
Step 68000 | Order = 0.023169903080131359 | Time = 14s
Step 69000 | Order = 0.026103440271586287 | Time = 14s
Step 70000 | Order = 0.019543482500923109 | Time = 14s
Step 71000 | Order = 0.010769921215024864 | Time = 14s
Step 72000 | Order = 0.034458802823147464 | Time = 15s
Step 73000 | Order = 0.01948412347665502 | Time = 15s
Step 74000 | Order = 0.018730561810219988 | Time = 15s
Step 75000 | Order = 0.021939180786162363 | Time = 15s
Step 76000 | Order = 0.032143172191297129 | Time = 15s
Step 77000 | Order = 0.022152343408879744 | Time = 16s
Step 78000 | Order = 0.022565899316022504 | Time = 16s
Step 79000 | Order = 0.031507258043791987 | Time = 16s
Step 80000 | Order = 0.010993727862996622 | Time = 16s
Step 81000 | Order = 0.0086235976934212581 | Time = 16s
Step 82000 | Order = 0.016206383413692127 | Time = 17s
Step 83000 | Order = 0.017833853570255995 | Time = 17s
Step 84000 | Order = 0.027507453077639694 | Time = 17s
Step 85000 | Order = 0.032711558523273898 | Time = 17s
Step 86000 | Order = 0.0053504456085402457 | Time = 17s
Step 87000 | Order = 0.01511138540831939 | Time = 18s
Step 88000 | Order = 0.016849439122402818 | Time = 18s
Step 89000 | Order = 0.028513041518430766 | Time = 18s
Step 90000 | Order = 0.018958044015787563 | Time = 18s
Step 91000 | Order = 0.022644490341329867 | Time = 18s
Step 92000 | Order = 0.034740408304005495 | Time = 19s
Step 93000 | Order = 0.017440598181289124 | Time = 19s
Step 94000 | Order = 0.012374252571206628 | Time = 19s
Step 95000 | Order = 0.0090034366643227566 | Time = 19s
Step 96000 | Order = 0.024629912202814932 | Time = 19s
Step 97000 | Order = 0.034774756138850976 | Time = 20s
Step 98000 | Order = 0.018079458176720735 | Time = 20s
Step 99000 | Order = 0.024003229933949145 | Time = 20s
Step 100000 | Order = 0.013492862501973218 | Time = 20s
Step 101000 | Order = 0.020937976603744596 | Time = 22s
Step 102000 | Order = 0.024162294979952481 | Time = 23s
Step 103000 | Order = 0.025882915689993395 | Time = 23s
Step 104000 | Order = 0.019083249013455268 | Time = 23s
Step 105000 | Order = 0.040790326416619692 | Time = 23s
Step 106000 | Order = 0.017014623486638483 | Time = 23s
Step 107000 | Order = 0.025100800676063184 | Time = 24s
Step 108000 | Order = 0.027023451188116204 | Time = 24s
Step 109000 | Order = 0.014509218751719902 | Time = 24s
Step 110000 | Order = 0.01065699549182981 | Time = 24s
Step 111000 | Order = 0.022523143251796298 | Time = 24s
Step 112000 | Order = 0.015789720904706601 | Time = 25s
Step 113000 | Order = 0.014050830501590584 | Time = 25s
Step 114000 | Order = 0.016753067415748203 | Time = 25s
Step 115000 | Order = 0.031852949020903409 | Time = 25s
Step 116000 | Order = 0.017644712148355873 | Time = 25s
Step 117000 | Order = 0.014431268995830257 | Time = 26s
Step 118000 | Order = 0.0058874411762068974 | Time = 26s
Step 119000 | Order = 0.026498143411265534 | Time = 26s
Step 120000 | Order = 0.032775719526259885 | Time = 26s
Step 121000 | Order = 0.026944394794960941 | Time = 26s
Step 122000 | Order = 0.011208939409378041 | Time = 27s
Step 123000 | Order = 0.037813375716642429 | Time = 27s
Step 124000 | Order = 0.011449314635329761 | Time = 27s
Step 125000 | Order = 0.017907086763792525 | Time = 27s
Step 126000 | Order = 0.01017776510017322 | Time = 27s
Step 127000 | Order = 0.015090704695305133 | Time = 28s
Step 128000 | Order = 0.030585688350580079 | Time = 28s
Step 129000 | Order = 0.044255369622913723 | Time = 28s
Step 130000 | Order = 0.02482899566232841 | Time = 28s
Step 131000 | Order = 0.025780169304695417 | Time = 28s
Step 132000 | Order = 0.017344889450325258 | Time = 29s
Step 133000 | Order = 0.023402443470621277 | Time = 29s
Step 134000 | Order = 0.021738564031913314 | Time = 29s
Step 135000 | Order = 0.021523765307110442 | Time = 29s
Step 136000 | Order = 0.017747644365913594 | Time = 29s
Step 137000 | Order = 0.025506574177743397 | Time = 30s
Step 138000 | Order = 0.023682040280075631 | Time = 30s
Step 139000 | Order = 0.020573948065380515 | Time = 30s
Step 140000 | Order = 0.01293186292960343 | Time = 30s
Step 141000 | Order = 0.019877058790310008 | Time = 30s
Step 142000 | Order = 0.024056458856811541 | Time = 31s
Step 143000 | Order = 0.010194527590657211 | Time = 31s
Step 144000 | Order = 0.018148549215711237 | Time = 31s
Step 145000 | Order = 0.04577016558271086 | Time = 31s
Step 146000 | Order = 0.021752822337751773 | Time = 31s
Step 147000 | Order = 0.01397249584074412 | Time = 32s
Step 148000 | Order = 0.036029399549986546 | Time = 32s
Step 149000 | Order = 0.019824071054221303 | Time = 32s
Step 150000 | Order = 0.025587951804954576 | Time = 32s
Step 151000 | Order = 0.011680291364364567 | Time = 34s
Step 152000 | Order = 0.0086452021707111009 | Time = 34s
Step 153000 | Order = 0.013368737592059836 | Time = 34s
Step 154000 | Order = 0.0082176784512738594 | Time = 34s
Step 155000 | Order = 0.027336528846304154 | Time = 34s
Step 156000 | Order = 0.010929091082314654 | Time = 35s
Step 157000 | Order = 0.016764838812354736 | Time = 35s
Step 158000 | Order = 0.029369568935574585 | Time = 35s
Step 159000 | Order = 0.030600480083409203 | Time = 35s
Step 160000 | Order = 0.016109478892203346 | Time = 35s
Step 161000 | Order = 0.021125326250071453 | Time = 36s
Step 162000 | Order = 0.03190242640900167 | Time = 36s
Step 163000 | Order = 0.019303659006597824 | Time = 36s
Step 164000 | Order = 0.019713621363209071 | Time = 36s
Step 165000 | Order = 0.0306860034551945 | Time = 36s
Step 166000 | Order = 0.018084466177019649 | Time = 37s
Step 167000 | Order = 0.030775045104823578 | Time = 37s
Step 168000 | Order = 0.016910531866512927 | Time = 37s
Step 169000 | Order = 0.013378737035735942 | Time = 37s
Step 170000 | Order = 0.017751286647399934 | Time = 37s
Step 171000 | Order = 0.038151456734578489 | Time = 38s
Step 172000 | Order = 0.01831221360684079 | Time = 38s
Step 173000 | Order = 0.023211186538707507 | Time = 38s
Step 174000 | Order = 0.023063525205991173 | Time = 38s
