Simulation #30, Parameters: eta = 0.404331 | rho = 0.583294 | v0 = 0.404331s
Step 0 | Order = 0.0091332559011754848 | Time = 0s
Step 1000 | Order = 0.01821336959472359 | Time = 1s
Step 2000 | Order = 0.018213368172115774 | Time = 2s
Step 3000 | Order = 0.018213368172110479 | Time = 3s
Step 4000 | Order = 0.018213368172110483 | Time = 4s
Step 5000 | Order = 0.018213368172110479 | Time = 5s
Step 6000 | Order = 0.018213368172110479 | Time = 6s
Step 7000 | Order = 0.018213368172110479 | Time = 7s
Step 8000 | Order = 0.018213368172110483 | Time = 8s
Step 9000 | Order = 0.018213368172110479 | Time = 9s
Step 10000 | Order = 0.018213368172110479 | Time = 10s
Step 11000 | Order = 0.018213368172110479 | Time = 11s
Step 12000 | Order = 0.018213368172110479 | Time = 12s
Step 13000 | Order = 0.018213368172110479 | Time = 14s
Step 14000 | Order = 0.018213368172110479 | Time = 15s
Step 15000 | Order = 0.018213368172110479 | Time = 16s
Step 16000 | Order = 0.018213368172110486 | Time = 18s
Step 17000 | Order = 0.018213368172110479 | Time = 24s
Step 18000 | Order = 0.018213368172110483 | Time = 28s
Step 19000 | Order = 0.018213368172110479 | Time = 29s
Step 20000 | Order = 0.018213368172110479 | Time = 30s
Step 21000 | Order = 0.018213368172110479 | Time = 31s
Step 22000 | Order = 0.018213368172110479 | Time = 32s
Step 23000 | Order = 0.018213368172110479 | Time = 33s
Step 24000 | Order = 0.018213368172110483 | Time = 33s
Step 25000 | Order = 0.018213368172110483 | Time = 34s
Step 26000 | Order = 0.018213368172110479 | Time = 35s
Step 27000 | Order = 0.018213368172110479 | Time = 36s
Step 28000 | Order = 0.018213368172110479 | Time = 37s
Step 29000 | Order = 0.018213368172110479 | Time = 38s
Step 30000 | Order = 0.018213368172110479 | Time = 39s
Step 31000 | Order = 0.018213368172110479 | Time = 40s
Step 32000 | Order = 0.018213368172110479 | Time = 41s
Step 33000 | Order = 0.018213368172110483 | Time = 42s
Step 34000 | Order = 0.018213368172110479 | Time = 43s
Step 35000 | Order = 0.018213368172110479 | Time = 44s
Step 36000 | Order = 0.018213368172110479 | Time = 45s
Step 37000 | Order = 0.018213368172110483 | Time = 46s
Step 38000 | Order = 0.018213368172110479 | Time = 47s
Step 39000 | Order = 0.018213368172110486 | Time = 48s
Step 40000 | Order = 0.018213368172110479 | Time = 49s
Step 41000 | Order = 0.018213368172110479 | Time = 50s
Step 42000 | Order = 0.018213368172110479 | Time = 51s
Step 43000 | Order = 0.018213368172110479 | Time = 52s
Step 44000 | Order = 0.018213368172110479 | Time = 53s
Step 45000 | Order = 0.018213368172110486 | Time = 53s
Step 46000 | Order = 0.018213368172110479 | Time = 54s
Step 47000 | Order = 0.018213368172110483 | Time = 55s
Step 48000 | Order = 0.018213368172110479 | Time = 56s
Step 49000 | Order = 0.018213368172110479 | Time = 57s
Step 50000 | Order = 0.018213368172110479 | Time = 58s
Step 51000 | Order = 0.018213368172110479 | Time = 60s
Step 52000 | Order = 0.018213368172110479 | Time = 61s
Step 53000 | Order = 0.018213368172110479 | Time = 62s
Step 54000 | Order = 0.018213368172110479 | Time = 62s
Step 55000 | Order = 0.018213368172110479 | Time = 63s
Step 56000 | Order = 0.018213368172110479 | Time = 64s
Step 57000 | Order = 0.018213368172110479 | Time = 65s
Step 58000 | Order = 0.018213368172110483 | Time = 66s
Step 59000 | Order = 0.018213368172110479 | Time = 67s
Step 60000 | Order = 0.018213368172110479 | Time = 68s
Step 61000 | Order = 0.018213368172110479 | Time = 69s
Step 62000 | Order = 0.018213368172110479 | Time = 70s
Step 63000 | Order = 0.018213368172110483 | Time = 72s
Step 64000 | Order = 0.018213368172110479 | Time = 74s
Step 65000 | Order = 0.018213368172110479 | Time = 75s
Step 66000 | Order = 0.018213368172110479 | Time = 76s
Step 67000 | Order = 0.018213368172110483 | Time = 77s
Step 68000 | Order = 0.018213368172110479 | Time = 78s
Step 69000 | Order = 0.018213368172110483 | Time = 79s
Step 70000 | Order = 0.018213368172110479 | Time = 80s
Step 71000 | Order = 0.018213368172110479 | Time = 81s
Step 72000 | Order = 0.018213368172110479 | Time = 82s
Step 73000 | Order = 0.018213368172110479 | Time = 84s
Step 74000 | Order = 0.018213368172110479 | Time = 85s
Step 75000 | Order = 0.018213368172110479 | Time = 86s
Step 76000 | Order = 0.018213368172110479 | Time = 87s
Step 77000 | Order = 0.018213368172110479 | Time = 88s
Step 78000 | Order = 0.018213368172110479 | Time = 89s
Step 79000 | Order = 0.018213368172110479 | Time = 91s
Step 80000 | Order = 0.018213368172110479 | Time = 92s
Step 81000 | Order = 0.018213368172110479 | Time = 93s
Step 82000 | Order = 0.018213368172110479 | Time = 94s
Step 83000 | Order = 0.018213368172110479 | Time = 95s
Step 84000 | Order = 0.018213368172110479 | Time = 96s
Step 85000 | Order = 0.018213368172110483 | Time = 97s
Step 86000 | Order = 0.018213368172110479 | Time = 98s
Step 87000 | Order = 0.018213368172110479 | Time = 99s
Step 88000 | Order = 0.018213368172110479 | Time = 100s
Step 89000 | Order = 0.018213368172110483 | Time = 102s
Step 90000 | Order = 0.018213368172110479 | Time = 117s
Step 91000 | Order = 0.018213368172110479 | Time = 129s
Step 92000 | Order = 0.018213368172110479 | Time = 137s
Step 93000 | Order = 0.018213368172110479 | Time = 142s
Step 94000 | Order = 0.018213368172110479 | Time = 145s
Step 95000 | Order = 0.018213368172110479 | Time = 149s
Step 96000 | Order = 0.018213368172110479 | Time = 152s
Step 97000 | Order = 0.018213368172110483 | Time = 153s
Step 98000 | Order = 0.018213368172110479 | Time = 154s
Step 99000 | Order = 0.018213368172110479 | Time = 158s
Step 100000 | Order = 0.018213368172110479 | Time = 160s
