Simulation #4, Parameters: eta = 0.774406 | rho = 0.660335 | v0 = 0.774406s
Step 0 | Order = 0.014586771287788637 | Time = 0s
Step 1000 | Order = 0.029484696589953296 | Time = 1s
Step 2000 | Order = 0.029485382743922841 | Time = 3s
Step 3000 | Order = 0.029485389814513954 | Time = 4s
Step 4000 | Order = 0.029485389874435247 | Time = 6s
Step 5000 | Order = 0.029485389874942338 | Time = 7s
Step 6000 | Order = 0.029485389874946623 | Time = 9s
Step 7000 | Order = 0.029485389874946664 | Time = 10s
Step 8000 | Order = 0.029485389874946664 | Time = 14s
Step 9000 | Order = 0.029485389874946664 | Time = 15s
Step 10000 | Order = 0.029485389874946664 | Time = 16s
Step 11000 | Order = 0.029485389874946664 | Time = 17s
Step 12000 | Order = 0.029485389874946664 | Time = 19s
Step 13000 | Order = 0.029485389874946664 | Time = 21s
Step 14000 | Order = 0.029485389874946664 | Time = 22s
Step 15000 | Order = 0.029485389874946664 | Time = 23s
Step 16000 | Order = 0.029485389874946664 | Time = 24s
Step 17000 | Order = 0.029485389874946664 | Time = 25s
Step 18000 | Order = 0.029485389874946664 | Time = 27s
Step 19000 | Order = 0.029485389874946664 | Time = 28s
Step 20000 | Order = 0.029485389874946664 | Time = 29s
Step 21000 | Order = 0.029485389874946668 | Time = 30s
Step 22000 | Order = 0.029485389874946664 | Time = 31s
Step 23000 | Order = 0.029485389874946664 | Time = 32s
Step 24000 | Order = 0.029485389874946664 | Time = 33s
Step 25000 | Order = 0.029485389874946664 | Time = 34s
Step 26000 | Order = 0.029485389874946664 | Time = 36s
Step 27000 | Order = 0.029485389874946664 | Time = 37s
Step 28000 | Order = 0.029485389874946664 | Time = 38s
Step 29000 | Order = 0.029485389874946664 | Time = 39s
Step 30000 | Order = 0.029485389874946664 | Time = 40s
Step 31000 | Order = 0.029485389874946658 | Time = 41s
Step 32000 | Order = 0.029485389874946664 | Time = 42s
Step 33000 | Order = 0.029485389874946664 | Time = 43s
Step 34000 | Order = 0.029485389874946664 | Time = 44s
Step 35000 | Order = 0.029485389874946664 | Time = 45s
Step 36000 | Order = 0.029485389874946664 | Time = 46s
Step 37000 | Order = 0.029485389874946664 | Time = 47s
Step 38000 | Order = 0.029485389874946664 | Time = 48s
Step 39000 | Order = 0.029485389874946664 | Time = 49s
Step 40000 | Order = 0.029485389874946664 | Time = 50s
Step 41000 | Order = 0.029485389874946664 | Time = 51s
Step 42000 | Order = 0.029485389874946664 | Time = 52s
Step 43000 | Order = 0.029485389874946658 | Time = 53s
Step 44000 | Order = 0.029485389874946664 | Time = 54s
Step 45000 | Order = 0.029485389874946664 | Time = 55s
Step 46000 | Order = 0.029485389874946664 | Time = 56s
