0,1,2,3
0.8998157492324256,0.6652390693451102,0.0008951320747030422,0
0.9021089692936548,0.666617226533395,3.029157704848018e-05,0
0.9335600548814846,0.6666404098642582,1.720456272968907e-05,0
0.7564449782508345,0.6622870500393945,0.0019591134204521854,0
0.22928833257794412,0.5046359608110627,0.008340160400287913,2
0.9367255421724379,0.6666384592059245,1.862713510847325e-05,0
0.9060979398762397,0.666631888704309,2.148303419058362e-05,0
0.9336447832604248,0.6666391129101361,1.808718539175747e-05,0
0.8217823225381141,0.666597823875648,3.498702823345745e-05,0
0.6412182066068568,0.6613436212673094,0.0016892131488553397,0
0.5970210687604582,0.6647050300708004,0.0005352244748086932,0
0.9877707924670445,0.6666655542868347,8.1432970977513e-07,0
0.9787371755181433,0.6666623433585144,3.11970993327471e-06,0
0.7526860151405177,0.6661469814623995,0.00022469699450544667,0
0.9452431466546989,0.6666419058099433,1.666129664212868e-05,0
0.670701094731954,0.6618667585336404,0.0017503712268173155,0
0.868413280992394,0.6666161208625324,2.87346699155977e-05,0
0.9810093564477295,0.6666619702959788,3.39456170361796e-06,0
0.9095303514585807,0.6665110317937332,9.732666987960492e-05,0
0.7630360819252608,0.6661379742586695,0.00023394290291367525,0
0.9420666504239036,0.6666566542526013,6.68088443389614e-06,0
0.8961496352918551,0.6665786122625743,5.334108338184151e-05,0
0.8368727016406048,0.666611018776297,2.934969156886957e-05,0
0.9696514369087702,0.666656365158685,7.27458120675095e-06,0
0.7790092058807321,0.6664236161627342,0.00011134608942864332,0
0.9997005482127233,0.6666666581629407,6.37444119711e-09,0
0.7416532804421166,0.6664498540445458,8.984517174370765e-05,0
0.8987255537762628,0.6666321173792336,2.099025008328592e-05,0
0.8528266791692649,0.6665759625809964,4.969813413324697e-05,0
0.6041063250124301,0.6645831675450149,0.0005780288539017908,0
0.8044747454330443,0.6663609828444368,0.00014995092396019594,0
0.10032510921773816,0.3702033120695577,0.0026937788589858503,1
0.9085400214014466,0.6666006487676861,4.089032665621772e-05,0
0.8187824324253811,0.6665923386685904,3.752740218232464e-05,0
0.967193682346034,0.6666558627404975,7.58702060676963e-06,0
0.6255688438678936,0.6552673529234335,0.003647798735349095,0
0.9016230491135179,0.666575158909476,5.605014211829129e-05,0
0.8176339310440536,0.6663290327585312,0.0001706565306729413,0
0.924722803255545,0.6665530676731934,7.321447767116851e-05,0
0.8706051072220777,0.666619216295488,2.707510424604376e-05,0
0.8071247097252382,0.6663101393981964,0.00017569658144223066,0
0.9828559563313182,0.6666627612135203,2.83171358228529e-06,0
0.9784341975150599,0.6666524863857985,1.020024339526415e-05,0
0.9987760786753173,0.6666666441174893,1.687321737887e-08,0
0.6741465257281438,0.6626538624024165,0.0014132426253760655,0
0.8501795683796767,0.6661606915011486,0.0002767144627295881,0
0.9997462935659873,0.6666666643422818,1.74241787665e-09,0
0.7749419850953185,0.6604000569217263,0.003182674288766285,0
0.9178931883136899,0.6666146927810417,3.305810140208365e-05,0
0.8639417112475731,0.6664589429869319,0.0001171162552255911,0
0.9817483220554394,0.6666646993961665,1.42293467353394e-06,0
0.9636056381927753,0.6666481453764281,1.29124149965687e-05,0
0.6819798623055061,0.6653423685795989,0.0004778972992617869,0
0.7345633107562872,0.6655976699711416,0.00044176877548829374,0
