eta,rho,v0,label
0.0970816641624863,0.3217681549773403,0.0025231292867159,0.0
0.0114155373669406,0.3215349400150696,3.71586307084e-05,0.0
0.0045986324761648,0.2719386311195738,6.5282916016e-06,0.0
0.0133375441073202,0.3567624028947223,4.55032530353e-05,0.0
0.8767226856277839,0.6659179626053153,0.0004380431273502,1.0
0.0078267455807579,0.3349608531774466,1.55328245383e-05,0.0
0.0528816146440811,0.3490215398383981,0.0007592035327253,0.0
0.0121251401651624,0.311962906491828,4.70203515378e-05,0.0
0.9936915957441108,0.6666634237831949,2.4049780811e-06,1.0
0.888161443941122,0.6664826723435097,0.0001096721311805,1.0
0.0132937215299669,0.3702806258582533,4.96942041445e-05,0.0
0.0050640624954277,0.3187363815931883,7.4886918191e-06,0.0
0.0248671901244191,0.3944880665382996,0.000136548538398,0.0
0.1241546211841322,0.3692185579198702,0.0039142241422367,0.0
0.6181003941123941,0.6628697039697231,0.0011341880820611,1.0
0.0861591460234569,0.2784986647522532,0.0024552267651765,0.0
0.0298714664807795,0.3331139480716394,0.000278155068754,0.0
0.1107372246209391,0.3495684372597544,0.003168705655939,0.0
0.0156340744118672,0.3843855589577448,5.83215972488e-05,0.0
0.9996354869736264,0.6666666338622282,2.45905283e-08,1.0
0.0718329349280393,0.378403765477329,0.001317610414327,0.0
0.8986885734932704,0.6655205912658555,0.0007102123970538,1.0
0.0058198274738802,0.3294107315015429,9.4317276178e-06,0.0
0.0187619749490697,0.4055321621056927,7.46995418441e-05,0.0
0.0223105503316583,0.3434944027639336,0.0001219394192447,0.0
0.0155541549236954,0.3530621373955593,6.49395423513e-05,0.0
0.0058613554017746,0.3307709072022913,9.1354818189e-06,0.0
0.8438381374549723,0.6655585452554356,0.0005969165084298,1.0
0.4000966118247528,0.5579442787908164,0.0155028288233375,2.0
0.3265571778237922,0.4883088782863725,0.0180348768165577,2.0
0.8338371857764416,0.6650121783163064,0.0009014417265353,1.0
0.3121498293931328,0.5269820736451516,0.0128202242370257,2.0
0.0044218772776342,0.2922536067567829,5.7820799848e-06,0.0
0.2037788594168146,0.4349332205289212,0.0096041322227309,2.0
0.7992360306169379,0.6638100877089175,0.0014277907501978,1.0
0.0162475354156443,0.2826531805896355,8.195309315e-05,0.0
0.0172290878870735,0.296207483746115,7.99263710282e-05,0.0
0.6819346506832177,0.6660473995326248,0.0002194027301851,1.0
0.007040040059766,0.363417561579308,1.21247566687e-05,0.0
0.0153568505246005,0.3216193232416322,6.74792339542e-05,0.0
0.0197118145095526,0.301353574654116,0.0001131157566807,0.0
0.0118613374170468,0.3212188148075032,4.02275748067e-05,0.0
0.0114864380753509,0.3505509750636563,3.68684897097e-05,0.0
0.8085807072465118,0.6661256584201032,0.0002676052347627,1.0
0.1037614658779701,0.280319590001501,0.0030412417651891,0.0
0.0169330390442842,0.3788520615747672,7.23074302893e-05,0.0
0.0083029821115783,0.3544305716987327,1.89983035363e-05,0.0
0.6013374262072951,0.6507863144241441,0.0047803505931623,1.0
0.5267613490307972,0.6471751581348855,0.0050755240499248,2.0
0.0105273481466356,0.3398921423511473,2.82950591375e-05,0.0
0.0105221980363681,0.3471592332085068,2.82164620644e-05,0.0
0.0202502831061389,0.3450938501629155,0.0001072872372787,0.0
