Simulation #160, Parameters: eta = 0.339183 | rho = 0.131496 | v0 = 0.0179504s
Step 0 | Order = 0.018666858752178293 | Time = 0s
Step 1000 | Order = 0.052259443513353009 | Time = 0s
Step 2000 | Order = 0.013891827320375047 | Time = 0s
Step 3000 | Order = 0.024255566050948113 | Time = 0s
Step 4000 | Order = 0.0059238502394490869 | Time = 1s
Step 5000 | Order = 0.036773568356343475 | Time = 1s
Step 6000 | Order = 0.044120253178039019 | Time = 1s
Step 7000 | Order = 0.036297436790372797 | Time = 1s
Step 8000 | Order = 0.020950792059393878 | Time = 2s
Step 9000 | Order = 0.02124957606839285 | Time = 2s
Step 10000 | Order = 0.020027751066093506 | Time = 2s
Step 11000 | Order = 0.041139220497230768 | Time = 2s
Step 12000 | Order = 0.012477787923866881 | Time = 3s
Step 13000 | Order = 0.031894150906141831 | Time = 3s
Step 14000 | Order = 0.03083760419762642 | Time = 3s
Step 15000 | Order = 0.047311069831853791 | Time = 3s
Step 16000 | Order = 0.0021448002266762039 | Time = 3s
Step 17000 | Order = 0.010590610393843502 | Time = 4s
Step 18000 | Order = 0.03954615601628661 | Time = 4s
Step 19000 | Order = 0.013781597783576705 | Time = 4s
Step 20000 | Order = 0.067580333637491441 | Time = 4s
Step 21000 | Order = 0.045682773347488152 | Time = 5s
Step 22000 | Order = 0.011727229172391667 | Time = 5s
Step 23000 | Order = 0.034102862580001746 | Time = 5s
Step 24000 | Order = 0.031926445361853364 | Time = 5s
Step 25000 | Order = 0.014039533054457118 | Time = 6s
Step 26000 | Order = 0.02483966369287003 | Time = 6s
Step 27000 | Order = 0.0065500267615423722 | Time = 6s
Step 28000 | Order = 0.027492499302056293 | Time = 6s
Step 29000 | Order = 0.022139546758036432 | Time = 6s
Step 30000 | Order = 0.054219357340413561 | Time = 7s
Step 31000 | Order = 0.033013969908346465 | Time = 7s
Step 32000 | Order = 0.016333585315937225 | Time = 7s
Step 33000 | Order = 0.0320025441182352 | Time = 7s
Step 34000 | Order = 0.049427868791095154 | Time = 8s
Step 35000 | Order = 0.025981267138313391 | Time = 8s
Step 36000 | Order = 0.012305201759889545 | Time = 8s
Step 37000 | Order = 0.014703062479063124 | Time = 8s
Step 38000 | Order = 0.04478242617433336 | Time = 8s
Step 39000 | Order = 0.046898979942930109 | Time = 9s
Step 40000 | Order = 0.010641183720296543 | Time = 9s
Step 41000 | Order = 0.030309666487902339 | Time = 9s
Step 42000 | Order = 0.041418061554743917 | Time = 9s
Step 43000 | Order = 0.044573459614180876 | Time = 10s
Step 44000 | Order = 0.030126833114215462 | Time = 10s
Step 45000 | Order = 0.034965553725779551 | Time = 10s
Step 46000 | Order = 0.028887806994070651 | Time = 10s
Step 47000 | Order = 0.018171986632163482 | Time = 11s
Step 48000 | Order = 0.068366179748388892 | Time = 11s
Step 49000 | Order = 0.021978776204052985 | Time = 11s
Step 50000 | Order = 0.030904343821796767 | Time = 11s
Step 51000 | Order = 0.068294061463844771 | Time = 12s
Step 52000 | Order = 0.003098416535968423 | Time = 12s
Step 53000 | Order = 0.052432698294235157 | Time = 12s
Step 54000 | Order = 0.019168639758824834 | Time = 12s
Step 55000 | Order = 0.034727738032659571 | Time = 13s
Step 56000 | Order = 0.018760674960354894 | Time = 13s
Step 57000 | Order = 0.019044610338166578 | Time = 13s
Step 58000 | Order = 0.032360881585764702 | Time = 13s
Step 59000 | Order = 0.062133875923492302 | Time = 14s
Step 60000 | Order = 0.066858589257936404 | Time = 14s
Step 61000 | Order = 0.021647196941787954 | Time = 14s
Step 62000 | Order = 0.042102699402644911 | Time = 14s
Step 63000 | Order = 0.038030242478478644 | Time = 15s
Step 64000 | Order = 0.028624543799255567 | Time = 15s
Step 65000 | Order = 0.0040892068032426822 | Time = 15s
