Simulation #16, Parameters: eta = 0.049154 | rho = 0.232920 | v0 = 0.35586s
Step 0 | Order = 0.024931085782473453 | Time = 0s
Step 1000 | Order = 0.63796451738713278 | Time = 1s
Step 2000 | Order = 0.91653012213457818 | Time = 1s
Step 3000 | Order = 0.95151905407380999 | Time = 2s
Step 4000 | Order = 0.95887665840758152 | Time = 2s
Step 5000 | Order = 0.95225054819070243 | Time = 3s
Step 6000 | Order = 0.95927196711829099 | Time = 4s
Step 7000 | Order = 0.9535883003844069 | Time = 4s
Step 8000 | Order = 0.96102055147051835 | Time = 4s
Step 9000 | Order = 0.95248260354328229 | Time = 5s
Step 10000 | Order = 0.95441611033476148 | Time = 5s
Step 11000 | Order = 0.95889971696945653 | Time = 6s
Step 12000 | Order = 0.96086517377537539 | Time = 6s
Step 13000 | Order = 0.95503929543475918 | Time = 7s
Step 14000 | Order = 0.94478735970833494 | Time = 7s
Step 15000 | Order = 0.95187368358488444 | Time = 7s
Step 16000 | Order = 0.94756869662655363 | Time = 8s
Step 17000 | Order = 0.94861818308064838 | Time = 8s
Step 18000 | Order = 0.956011167331136 | Time = 9s
Step 19000 | Order = 0.9660936959590074 | Time = 9s
Step 20000 | Order = 0.96019503266317241 | Time = 10s
Step 21000 | Order = 0.96103733178997763 | Time = 10s
Step 22000 | Order = 0.95353139722378522 | Time = 11s
Step 23000 | Order = 0.95988441202488561 | Time = 11s
Step 24000 | Order = 0.95404998854219747 | Time = 11s
Step 25000 | Order = 0.96158340343938842 | Time = 12s
Step 26000 | Order = 0.95111367098506239 | Time = 12s
Step 27000 | Order = 0.9377115728018629 | Time = 13s
Step 28000 | Order = 0.96035340027866589 | Time = 13s
Step 29000 | Order = 0.9535082996140738 | Time = 13s
Step 30000 | Order = 0.95611781488037706 | Time = 14s
Step 31000 | Order = 0.95530313228763264 | Time = 14s
Step 32000 | Order = 0.95062151302860542 | Time = 15s
Step 33000 | Order = 0.95174416047003785 | Time = 15s
Step 34000 | Order = 0.94450042676716917 | Time = 15s
Step 35000 | Order = 0.94840199040043094 | Time = 16s
Step 36000 | Order = 0.9577657335559554 | Time = 16s
Step 37000 | Order = 0.95546798655252385 | Time = 17s
Step 38000 | Order = 0.95586579888005052 | Time = 17s
Step 39000 | Order = 0.95823900480039248 | Time = 18s
Step 40000 | Order = 0.95176492746496899 | Time = 18s
Step 41000 | Order = 0.95259453900073998 | Time = 19s
Step 42000 | Order = 0.95600655267963375 | Time = 19s
Step 43000 | Order = 0.95645578108604568 | Time = 19s
Step 44000 | Order = 0.95685804068413016 | Time = 20s
Step 45000 | Order = 0.95691751174627404 | Time = 20s
Step 46000 | Order = 0.95699684988549361 | Time = 21s
Step 47000 | Order = 0.95796234123389046 | Time = 21s
Step 48000 | Order = 0.95287687208511862 | Time = 21s
Step 49000 | Order = 0.95761151603496297 | Time = 22s
Step 50000 | Order = 0.94004089199468976 | Time = 22s
Step 51000 | Order = 0.96478132865100241 | Time = 24s
Step 52000 | Order = 0.9548305574888809 | Time = 24s
Step 53000 | Order = 0.96190201811315035 | Time = 25s
Step 54000 | Order = 0.95637657334187942 | Time = 25s
