Simulation #162, Parameters: eta = 0.753493 | rho = 0.121285 | v0 = 0.144252s
Step 0 | Order = 0.017046824772949092 | Time = 0s
Step 1000 | Order = 0.051715117781336056 | Time = 0s
Step 2000 | Order = 0.014883146238666588 | Time = 0s
Step 3000 | Order = 0.02186414475693298 | Time = 0s
Step 4000 | Order = 0.024833042583266116 | Time = 0s
Step 5000 | Order = 0.0030925691948273577 | Time = 0s
Step 6000 | Order = 0.0082670379524956619 | Time = 0s
Step 7000 | Order = 0.02612369535667404 | Time = 1s
Step 8000 | Order = 0.016787798387296955 | Time = 1s
Step 9000 | Order = 0.01575813621194274 | Time = 1s
Step 10000 | Order = 0.030875504174311192 | Time = 1s
Step 11000 | Order = 0.018575512818546379 | Time = 1s
Step 12000 | Order = 0.032438023092011839 | Time = 1s
Step 13000 | Order = 0.027101913612190272 | Time = 1s
Step 14000 | Order = 0.053167718788853992 | Time = 2s
Step 15000 | Order = 0.013112040712059812 | Time = 2s
Step 16000 | Order = 0.039693738285032074 | Time = 2s
Step 17000 | Order = 0.0071145291082297356 | Time = 2s
Step 18000 | Order = 0.017158637648189395 | Time = 2s
Step 19000 | Order = 0.019028873269332426 | Time = 2s
Step 20000 | Order = 0.017573047988825745 | Time = 2s
Step 21000 | Order = 0.0054083748849287818 | Time = 2s
Step 22000 | Order = 0.017964681785863489 | Time = 3s
Step 23000 | Order = 0.03994207688539695 | Time = 3s
Step 24000 | Order = 0.0093151665302122662 | Time = 3s
Step 25000 | Order = 0.022872104379065606 | Time = 3s
Step 26000 | Order = 0.024903618883690061 | Time = 3s
Step 27000 | Order = 0.0052629731028261814 | Time = 3s
Step 28000 | Order = 0.01960579680416746 | Time = 3s
Step 29000 | Order = 0.016341991019644491 | Time = 4s
Step 30000 | Order = 0.019444876246199592 | Time = 4s
Step 31000 | Order = 0.024550568122250482 | Time = 4s
Step 32000 | Order = 0.014505630670553606 | Time = 4s
Step 33000 | Order = 0.021572262541473469 | Time = 4s
Step 34000 | Order = 0.020725979625464824 | Time = 4s
Step 35000 | Order = 0.021269402909211785 | Time = 4s
Step 36000 | Order = 0.018844882418281337 | Time = 4s
Step 37000 | Order = 0.01678626215553938 | Time = 5s
Step 38000 | Order = 0.042272246028993384 | Time = 5s
Step 39000 | Order = 0.018059136758731133 | Time = 5s
Step 40000 | Order = 0.011224165154238066 | Time = 5s
Step 41000 | Order = 0.027551929770518003 | Time = 5s
Step 42000 | Order = 0.0078139080059958128 | Time = 5s
Step 43000 | Order = 0.017041879217502578 | Time = 5s
Step 44000 | Order = 0.018424645243681273 | Time = 6s
Step 45000 | Order = 0.044220009070546171 | Time = 6s
Step 46000 | Order = 0.0089383720776684134 | Time = 6s
Step 47000 | Order = 0.0148205537289948 | Time = 6s
Step 48000 | Order = 0.035466637991591311 | Time = 6s
Step 49000 | Order = 0.019115220934783184 | Time = 6s
Step 50000 | Order = 0.030882211045769367 | Time = 6s
Step 51000 | Order = 0.013410594392099325 | Time = 7s
Step 52000 | Order = 0.015205250366655638 | Time = 7s
Step 53000 | Order = 0.022629743171485747 | Time = 7s
Step 54000 | Order = 0.014148189608683933 | Time = 7s
Step 55000 | Order = 0.0056669315559871028 | Time = 8s
Step 56000 | Order = 0.024432854054114893 | Time = 8s
Step 57000 | Order = 0.011809978973456339 | Time = 8s
Step 58000 | Order = 0.015079865304983245 | Time = 8s
Step 59000 | Order = 0.011273044255945237 | Time = 8s
Step 60000 | Order = 0.014524979795685187 | Time = 8s
Step 61000 | Order = 0.022969487250322544 | Time = 8s
Step 62000 | Order = 0.012896747505822393 | Time = 8s
Step 63000 | Order = 0.0042417227828804088 | Time = 9s
Step 64000 | Order = 0.019815442373953666 | Time = 9s
Step 65000 | Order = 0.0090913317789878666 | Time = 9s
Step 66000 | Order = 0.023465887174178468 | Time = 9s
Step 67000 | Order = 0.020010124421024383 | Time = 9s
Step 68000 | Order = 0.028752836275970417 | Time = 9s
Step 69000 | Order = 0.033415345199770075 | Time = 9s
Step 70000 | Order = 0.0067270729237632176 | Time = 10s
Step 71000 | Order = 0.038799996340531606 | Time = 10s
Step 72000 | Order = 0.03605968782796988 | Time = 10s
Step 73000 | Order = 0.018325223929652384 | Time = 10s
Step 74000 | Order = 0.011631796138908223 | Time = 10s
Step 75000 | Order = 0.025640994080688907 | Time = 10s
Step 76000 | Order = 0.010502518271834443 | Time = 10s
Step 77000 | Order = 0.019373228855143976 | Time = 10s
