Simulation #26, Parameters: eta = 0.184161 | rho = 0.251924 | v0 = 0.184161s
Step 0 | Order = 0.023106065775109912 | Time = 0s
Step 1000 | Order = 0.026217650178451714 | Time = 0s
Step 2000 | Order = 0.026217650178451714 | Time = 1s
Step 3000 | Order = 0.026217650178451717 | Time = 1s
Step 4000 | Order = 0.026217650178451714 | Time = 2s
Step 5000 | Order = 0.026217650178451714 | Time = 2s
Step 6000 | Order = 0.026217650178451717 | Time = 2s
Step 7000 | Order = 0.026217650178451714 | Time = 3s
Step 8000 | Order = 0.026217650178451714 | Time = 3s
Step 9000 | Order = 0.026217650178451714 | Time = 3s
Step 10000 | Order = 0.026217650178451714 | Time = 4s
Step 11000 | Order = 0.026217650178451714 | Time = 4s
Step 12000 | Order = 0.026217650178451714 | Time = 4s
Step 13000 | Order = 0.02621765017845171 | Time = 5s
Step 14000 | Order = 0.026217650178451714 | Time = 5s
Step 15000 | Order = 0.026217650178451714 | Time = 5s
Step 16000 | Order = 0.026217650178451721 | Time = 6s
Step 17000 | Order = 0.026217650178451714 | Time = 6s
Step 18000 | Order = 0.026217650178451714 | Time = 6s
Step 19000 | Order = 0.026217650178451714 | Time = 7s
Step 20000 | Order = 0.026217650178451717 | Time = 7s
Step 21000 | Order = 0.026217650178451714 | Time = 7s
Step 22000 | Order = 0.026217650178451714 | Time = 8s
Step 23000 | Order = 0.026217650178451714 | Time = 8s
Step 24000 | Order = 0.026217650178451714 | Time = 8s
Step 25000 | Order = 0.026217650178451717 | Time = 9s
Step 26000 | Order = 0.026217650178451714 | Time = 9s
Step 27000 | Order = 0.02621765017845171 | Time = 10s
Step 28000 | Order = 0.026217650178451714 | Time = 10s
Step 29000 | Order = 0.02621765017845171 | Time = 10s
Step 30000 | Order = 0.02621765017845171 | Time = 11s
Step 31000 | Order = 0.02621765017845171 | Time = 11s
Step 32000 | Order = 0.026217650178451714 | Time = 11s
Step 33000 | Order = 0.026217650178451714 | Time = 12s
Step 34000 | Order = 0.026217650178451717 | Time = 12s
Step 35000 | Order = 0.026217650178451714 | Time = 12s
Step 36000 | Order = 0.026217650178451714 | Time = 13s
Step 37000 | Order = 0.026217650178451714 | Time = 13s
Step 38000 | Order = 0.026217650178451721 | Time = 13s
Step 39000 | Order = 0.026217650178451714 | Time = 14s
Step 40000 | Order = 0.026217650178451714 | Time = 14s
Step 41000 | Order = 0.026217650178451714 | Time = 14s
Step 42000 | Order = 0.026217650178451717 | Time = 15s
Step 43000 | Order = 0.026217650178451714 | Time = 15s
Step 44000 | Order = 0.026217650178451714 | Time = 15s
Step 45000 | Order = 0.026217650178451714 | Time = 16s
Step 46000 | Order = 0.026217650178451714 | Time = 17s
Step 47000 | Order = 0.026217650178451714 | Time = 17s
Step 48000 | Order = 0.02621765017845171 | Time = 18s
Step 49000 | Order = 0.02621765017845171 | Time = 18s
Step 50000 | Order = 0.026217650178451714 | Time = 18s
Step 51000 | Order = 0.026217650178451717 | Time = 19s
Step 52000 | Order = 0.026217650178451714 | Time = 19s
Step 53000 | Order = 0.026217650178451714 | Time = 20s
Step 54000 | Order = 0.026217650178451714 | Time = 20s
Step 55000 | Order = 0.026217650178451714 | Time = 20s
Step 56000 | Order = 0.026217650178451717 | Time = 21s
Step 57000 | Order = 0.026217650178451714 | Time = 21s
Step 58000 | Order = 0.02621765017845171 | Time = 21s
Step 59000 | Order = 0.026217650178451714 | Time = 22s
Step 60000 | Order = 0.026217650178451714 | Time = 22s
Step 61000 | Order = 0.026217650178451714 | Time = 22s
Step 62000 | Order = 0.026217650178451714 | Time = 23s
Step 63000 | Order = 0.026217650178451717 | Time = 23s
Step 64000 | Order = 0.026217650178451714 | Time = 23s
Step 65000 | Order = 0.02621765017845171 | Time = 24s
Step 66000 | Order = 0.026217650178451714 | Time = 24s
Step 67000 | Order = 0.026217650178451714 | Time = 25s
Step 68000 | Order = 0.026217650178451717 | Time = 25s
Step 69000 | Order = 0.026217650178451714 | Time = 25s
Step 70000 | Order = 0.026217650178451714 | Time = 26s
Step 71000 | Order = 0.026217650178451714 | Time = 26s
Step 72000 | Order = 0.026217650178451714 | Time = 26s
Step 73000 | Order = 0.026217650178451714 | Time = 27s
Step 74000 | Order = 0.026217650178451714 | Time = 27s
Step 75000 | Order = 0.026217650178451714 | Time = 27s
Step 76000 | Order = 0.026217650178451714 | Time = 28s
Step 77000 | Order = 0.026217650178451714 | Time = 28s
Step 78000 | Order = 0.026217650178451714 | Time = 28s
Step 79000 | Order = 0.026217650178451714 | Time = 29s
Step 80000 | Order = 0.02621765017845171 | Time = 29s
Step 81000 | Order = 0.026217650178451714 | Time = 29s
Step 82000 | Order = 0.026217650178451714 | Time = 30s
Step 83000 | Order = 0.026217650178451714 | Time = 30s
Step 84000 | Order = 0.026217650178451714 | Time = 30s
Step 85000 | Order = 0.026217650178451717 | Time = 31s
Step 86000 | Order = 0.026217650178451714 | Time = 31s
Step 87000 | Order = 0.02621765017845171 | Time = 32s
Step 88000 | Order = 0.026217650178451714 | Time = 32s
Step 89000 | Order = 0.026217650178451714 | Time = 32s
Step 90000 | Order = 0.026217650178451714 | Time = 33s
Step 91000 | Order = 0.026217650178451714 | Time = 33s
Step 92000 | Order = 0.026217650178451714 | Time = 34s
Step 93000 | Order = 0.026217650178451714 | Time = 34s
Step 94000 | Order = 0.026217650178451714 | Time = 34s
Step 95000 | Order = 0.026217650178451714 | Time = 35s
Step 96000 | Order = 0.026217650178451714 | Time = 35s
Step 97000 | Order = 0.026217650178451714 | Time = 35s
Step 98000 | Order = 0.026217650178451714 | Time = 36s
Step 99000 | Order = 0.02621765017845171 | Time = 36s
Step 100000 | Order = 0.026217650178451717 | Time = 36s
Step 101000 | Order = 0.026217650178451714 | Time = 37s
Step 102000 | Order = 0.026217650178451717 | Time = 37s
Step 103000 | Order = 0.026217650178451714 | Time = 38s
Step 104000 | Order = 0.026217650178451714 | Time = 38s
Step 105000 | Order = 0.026217650178451714 | Time = 39s
Step 106000 | Order = 0.026217650178451714 | Time = 39s
Step 107000 | Order = 0.026217650178451714 | Time = 39s
Step 108000 | Order = 0.026217650178451717 | Time = 40s
Step 109000 | Order = 0.026217650178451714 | Time = 40s
Step 110000 | Order = 0.026217650178451714 | Time = 40s
Step 111000 | Order = 0.026217650178451714 | Time = 41s
Step 112000 | Order = 0.026217650178451717 | Time = 41s
Step 113000 | Order = 0.026217650178451714 | Time = 41s
Step 114000 | Order = 0.026217650178451717 | Time = 42s
Step 115000 | Order = 0.026217650178451714 | Time = 42s
Step 116000 | Order = 0.026217650178451714 | Time = 42s
Step 117000 | Order = 0.026217650178451714 | Time = 43s
Step 118000 | Order = 0.026217650178451714 | Time = 43s
Step 119000 | Order = 0.026217650178451714 | Time = 43s
Step 120000 | Order = 0.026217650178451714 | Time = 44s
Step 121000 | Order = 0.026217650178451714 | Time = 44s
Step 122000 | Order = 0.026217650178451717 | Time = 44s
Step 123000 | Order = 0.026217650178451717 | Time = 45s
Step 124000 | Order = 0.026217650178451714 | Time = 45s
Step 125000 | Order = 0.026217650178451714 | Time = 46s
Step 126000 | Order = 0.026217650178451717 | Time = 46s
Step 127000 | Order = 0.026217650178451714 | Time = 46s
Step 128000 | Order = 0.026217650178451714 | Time = 47s
Step 129000 | Order = 0.026217650178451714 | Time = 47s
Step 130000 | Order = 0.026217650178451717 | Time = 47s
Step 131000 | Order = 0.026217650178451714 | Time = 48s
Step 132000 | Order = 0.026217650178451714 | Time = 48s
Step 133000 | Order = 0.026217650178451714 | Time = 48s
Step 134000 | Order = 0.026217650178451714 | Time = 49s
Step 135000 | Order = 0.026217650178451714 | Time = 49s
Step 136000 | Order = 0.026217650178451714 | Time = 49s
Step 137000 | Order = 0.026217650178451714 | Time = 50s
Step 138000 | Order = 0.026217650178451714 | Time = 50s
Step 139000 | Order = 0.026217650178451717 | Time = 51s
Step 140000 | Order = 0.026217650178451714 | Time = 51s
Step 141000 | Order = 0.026217650178451714 | Time = 52s
Step 142000 | Order = 0.026217650178451717 | Time = 52s
Step 143000 | Order = 0.026217650178451714 | Time = 52s
Step 144000 | Order = 0.026217650178451714 | Time = 53s
Step 145000 | Order = 0.026217650178451714 | Time = 53s
Step 146000 | Order = 0.026217650178451714 | Time = 53s
Step 147000 | Order = 0.026217650178451717 | Time = 54s
Step 148000 | Order = 0.026217650178451714 | Time = 54s
Step 149000 | Order = 0.026217650178451714 | Time = 55s
Step 150000 | Order = 0.026217650178451717 | Time = 55s
