Simulation #105, Parameters: eta = 0.399976 | rho = 0.327959 | v0 = 0.314172s
Step 0 | Order = 0.011649673282981596 | Time = 0s
Step 1000 | Order = 0.029135918784898251 | Time = 0s
Step 2000 | Order = 0.056656928640663629 | Time = 1s
Step 3000 | Order = 0.038456498141757174 | Time = 1s
Step 4000 | Order = 0.0220100334279223 | Time = 1s
Step 5000 | Order = 0.012366045525029908 | Time = 2s
Step 6000 | Order = 0.039780721517618647 | Time = 2s
Step 7000 | Order = 0.025458132901175476 | Time = 3s
Step 8000 | Order = 0.024750624055140797 | Time = 3s
Step 9000 | Order = 0.013950269888761909 | Time = 3s
Step 10000 | Order = 0.043197066520558082 | Time = 4s
Step 11000 | Order = 0.0081945655822531788 | Time = 4s
Step 12000 | Order = 0.01383367722874056 | Time = 5s
Step 13000 | Order = 0.024894786113365885 | Time = 5s
Step 14000 | Order = 0.024717548132758439 | Time = 6s
Step 15000 | Order = 0.015184117822089069 | Time = 6s
Step 16000 | Order = 0.02482407833025671 | Time = 6s
Step 17000 | Order = 0.031585573196143558 | Time = 7s
Step 18000 | Order = 0.0087615371831046337 | Time = 7s
Step 19000 | Order = 0.023716555606200552 | Time = 8s
Step 20000 | Order = 0.017904888896263901 | Time = 8s
Step 21000 | Order = 0.011804032633040373 | Time = 8s
Step 22000 | Order = 0.018608555024724856 | Time = 9s
Step 23000 | Order = 0.040179909548893278 | Time = 9s
Step 24000 | Order = 0.023724565499878079 | Time = 10s
Step 25000 | Order = 0.019813126784026268 | Time = 10s
Step 26000 | Order = 0.027416467640481473 | Time = 11s
Step 27000 | Order = 0.023437104309270165 | Time = 11s
Step 28000 | Order = 0.037793916265941495 | Time = 11s
Step 29000 | Order = 0.042850566439241601 | Time = 12s
Step 30000 | Order = 0.027682960160217034 | Time = 12s
Step 31000 | Order = 0.0074406789929378925 | Time = 13s
Step 32000 | Order = 0.022589942892953588 | Time = 13s
Step 33000 | Order = 0.027004850163265245 | Time = 13s
Step 34000 | Order = 0.02132529734922382 | Time = 14s
Step 35000 | Order = 0.018778085353442345 | Time = 14s
Step 36000 | Order = 0.029416924727864772 | Time = 15s
Step 37000 | Order = 0.025146201641786398 | Time = 15s
Step 38000 | Order = 0.071739985037938853 | Time = 16s
Step 39000 | Order = 0.017950249878413104 | Time = 16s
Step 40000 | Order = 0.0078923473619127403 | Time = 16s
Step 41000 | Order = 0.023677925204068445 | Time = 17s
Step 42000 | Order = 0.0092112604965783936 | Time = 17s
Step 43000 | Order = 0.0071631090643788113 | Time = 18s
Step 44000 | Order = 0.052009514552784498 | Time = 18s
Step 45000 | Order = 0.034562320171979855 | Time = 18s
Step 46000 | Order = 0.032278688634914579 | Time = 19s
Step 47000 | Order = 0.018092204081797392 | Time = 19s
Step 48000 | Order = 0.019821733464468444 | Time = 20s
Step 49000 | Order = 0.018558438736160521 | Time = 20s
Step 50000 | Order = 0.022457090668210392 | Time = 21s
Step 51000 | Order = 0.018630611851026511 | Time = 21s
Step 52000 | Order = 0.02390101010385327 | Time = 22s
Step 53000 | Order = 0.028090575576917527 | Time = 22s
Step 54000 | Order = 0.03021780080071531 | Time = 23s
Step 55000 | Order = 0.017384253766371014 | Time = 23s
Step 56000 | Order = 0.019488885185938647 | Time = 23s
Step 57000 | Order = 0.046068299070699557 | Time = 24s
Step 58000 | Order = 0.029704827740989592 | Time = 24s
Step 59000 | Order = 0.0088201682587178629 | Time = 25s
Step 60000 | Order = 0.0054619927506876446 | Time = 25s
Step 61000 | Order = 0.054140084369759769 | Time = 26s
Step 62000 | Order = 0.031362325787665124 | Time = 26s
Step 63000 | Order = 0.018937783172720511 | Time = 26s
Step 64000 | Order = 0.018110122244748752 | Time = 27s
Step 65000 | Order = 0.016779094798373508 | Time = 27s
Step 66000 | Order = 0.030009922177906073 | Time = 28s
Step 67000 | Order = 0.03446914367662627 | Time = 28s
Step 68000 | Order = 0.043875732198270102 | Time = 28s
Step 69000 | Order = 0.017081014742119573 | Time = 29s
Step 70000 | Order = 0.018548887029631755 | Time = 29s
Step 71000 | Order = 0.024184138916353494 | Time = 30s
Step 72000 | Order = 0.010605675791175934 | Time = 30s
Step 73000 | Order = 0.024665592469220843 | Time = 31s
Step 74000 | Order = 0.013439978704262015 | Time = 31s
Step 75000 | Order = 0.04699035727522962 | Time = 31s
Step 76000 | Order = 0.015770805523699419 | Time = 32s
Step 77000 | Order = 0.013867077802372034 | Time = 32s
Step 78000 | Order = 0.021027883943892763 | Time = 33s
Step 79000 | Order = 0.017958031073935107 | Time = 33s
Step 80000 | Order = 0.02743966786472329 | Time = 33s
Step 81000 | Order = 0.012239989668686163 | Time = 34s
Step 82000 | Order = 0.028773250044224079 | Time = 34s
Step 83000 | Order = 0.02376067031419998 | Time = 35s
Step 84000 | Order = 0.022087143003930866 | Time = 35s
Step 85000 | Order = 0.025048327431194055 | Time = 36s
Step 86000 | Order = 0.027852929680449199 | Time = 36s
Step 87000 | Order = 0.020241384651642321 | Time = 36s
Step 88000 | Order = 0.0040864235064309697 | Time = 37s
Step 89000 | Order = 0.023628808883609534 | Time = 37s
Step 90000 | Order = 0.0258575917096227 | Time = 38s
Step 91000 | Order = 0.0056659867364021723 | Time = 38s
Step 92000 | Order = 0.013271092604715002 | Time = 38s
Step 93000 | Order = 0.042581162919590181 | Time = 39s
Step 94000 | Order = 0.022073521582893284 | Time = 39s
Step 95000 | Order = 0.011720958503642713 | Time = 40s
Step 96000 | Order = 0.0097056716772243156 | Time = 40s
Step 97000 | Order = 0.028537600016530801 | Time = 41s
Step 98000 | Order = 0.020278566281148661 | Time = 41s
Step 99000 | Order = 0.024314188494760688 | Time = 41s
Step 100000 | Order = 0.045138168472394276 | Time = 42s
Step 101000 | Order = 0.024967730337565962 | Time = 43s
Step 102000 | Order = 0.024447905511037715 | Time = 43s
Step 103000 | Order = 0.011373126140506533 | Time = 43s
Step 104000 | Order = 0.005059481711160883 | Time = 44s
Step 105000 | Order = 0.032497188837827151 | Time = 44s
Step 106000 | Order = 0.02778738272035761 | Time = 45s
Step 107000 | Order = 0.028959801213807587 | Time = 45s
Step 108000 | Order = 0.028012918740138695 | Time = 45s
Step 109000 | Order = 0.018751644937624514 | Time = 46s
Step 110000 | Order = 0.02511594463002367 | Time = 46s
Step 111000 | Order = 0.028718154816275088 | Time = 47s
Step 112000 | Order = 0.020195625939973535 | Time = 47s
Step 113000 | Order = 0.015984723543124 | Time = 48s
Step 114000 | Order = 0.058622642628791848 | Time = 48s
Step 115000 | Order = 0.023083162133011478 | Time = 48s
Step 116000 | Order = 0.045767870648873339 | Time = 49s
Step 117000 | Order = 0.025989474931851209 | Time = 49s
Step 118000 | Order = 0.026003451791239945 | Time = 50s
Step 119000 | Order = 0.0052324039363941923 | Time = 50s
Step 120000 | Order = 0.01413824428906587 | Time = 50s
Step 121000 | Order = 0.017715588834464398 | Time = 51s
Step 122000 | Order = 0.045236323716979422 | Time = 51s
Step 123000 | Order = 0.023002240117168556 | Time = 52s
Step 124000 | Order = 0.0023532904568388142 | Time = 52s
Step 125000 | Order = 0.0022225681075876648 | Time = 53s
Step 126000 | Order = 0.0093719716236876274 | Time = 53s
Step 127000 | Order = 0.02679543486991454 | Time = 53s
Step 128000 | Order = 0.031315680247475428 | Time = 54s
Step 129000 | Order = 0.0049742349442261488 | Time = 54s
Step 130000 | Order = 0.016354437624549259 | Time = 55s
Step 131000 | Order = 0.023018367559685619 | Time = 55s
Step 132000 | Order = 0.014367877753110903 | Time = 55s
Step 133000 | Order = 0.038970122110575517 | Time = 56s
Step 134000 | Order = 0.040628733294954922 | Time = 56s
Step 135000 | Order = 0.049911239592011054 | Time = 57s
Step 136000 | Order = 0.024474574895455722 | Time = 57s
Step 137000 | Order = 0.022307002315356587 | Time = 58s
Step 138000 | Order = 0.018738434458541016 | Time = 58s
Step 139000 | Order = 0.013630192858004011 | Time = 58s
Step 140000 | Order = 0.026423473844072103 | Time = 59s
Step 141000 | Order = 0.03179551930021824 | Time = 59s
Step 142000 | Order = 0.015925955975830446 | Time = 60s
Step 143000 | Order = 0.019766477454748747 | Time = 60s
Step 144000 | Order = 0.013332100180023584 | Time = 60s
Step 145000 | Order = 0.0095801695795714303 | Time = 61s
Step 146000 | Order = 0.020812374390977311 | Time = 61s
Step 147000 | Order = 0.023885181087511347 | Time = 62s
Step 148000 | Order = 0.007738195580332243 | Time = 62s
Step 149000 | Order = 0.010514684861050677 | Time = 63s
Step 150000 | Order = 0.020424438205372025 | Time = 63s
Step 151000 | Order = 0.0052658263081444738 | Time = 64s
Step 152000 | Order = 0.023960696273363738 | Time = 64s
Step 153000 | Order = 0.036085753475470037 | Time = 64s
Step 154000 | Order = 0.019125174464236883 | Time = 65s
Step 155000 | Order = 0.028425703208673405 | Time = 65s
Step 156000 | Order = 0.016903443767930921 | Time = 66s
Step 157000 | Order = 0.02198750440687906 | Time = 66s
Step 158000 | Order = 0.01672027667336299 | Time = 66s
Step 159000 | Order = 0.0093760387804084511 | Time = 67s
Step 160000 | Order = 0.021550221528255913 | Time = 67s
Step 161000 | Order = 0.028420616958747168 | Time = 68s
Step 162000 | Order = 0.058994027835001378 | Time = 68s
Step 163000 | Order = 0.0058092338257654296 | Time = 69s
Step 164000 | Order = 0.00807445670069179 | Time = 69s
Step 165000 | Order = 0.0038206114280883103 | Time = 69s
Step 166000 | Order = 0.036922391555713752 | Time = 70s
Step 167000 | Order = 0.024820401498524453 | Time = 70s
