Simulation #168, Parameters: eta = 0.911068 | rho = 0.209721 | v0 = 0.0141699s
Step 0 | Order = 0.015466268245984564 | Time = 0s
Step 1000 | Order = 0.0078622210979654144 | Time = 0s
Step 2000 | Order = 0.019914380194107292 | Time = 0s
Step 3000 | Order = 0.0098622202595173049 | Time = 1s
Step 4000 | Order = 0.029843195946770391 | Time = 1s
Step 5000 | Order = 0.011386955315571086 | Time = 1s
Step 6000 | Order = 0.02562518791081746 | Time = 2s
Step 7000 | Order = 0.019520427484566463 | Time = 2s
Step 8000 | Order = 0.019724657636406965 | Time = 2s
Step 9000 | Order = 0.012797551075159536 | Time = 3s
Step 10000 | Order = 0.010330793352035784 | Time = 3s
Step 11000 | Order = 0.0029375299289306194 | Time = 3s
Step 12000 | Order = 0.015111905580421713 | Time = 4s
Step 13000 | Order = 0.0091095452760063082 | Time = 4s
Step 14000 | Order = 0.012601912552539334 | Time = 5s
Step 15000 | Order = 0.011038153195447384 | Time = 5s
Step 16000 | Order = 0.015297791049323708 | Time = 5s
Step 17000 | Order = 0.024491922325065432 | Time = 6s
Step 18000 | Order = 0.015190093224125765 | Time = 6s
Step 19000 | Order = 0.0028842146783295158 | Time = 6s
Step 20000 | Order = 0.013121519459434832 | Time = 7s
Step 21000 | Order = 0.021946378292566057 | Time = 7s
Step 22000 | Order = 0.01061536834201644 | Time = 7s
Step 23000 | Order = 0.024187654511304321 | Time = 8s
Step 24000 | Order = 0.013879795039778247 | Time = 8s
Step 25000 | Order = 0.0072502225805921271 | Time = 8s
Step 26000 | Order = 0.0078425841142361463 | Time = 9s
Step 27000 | Order = 0.015915615475063014 | Time = 9s
Step 28000 | Order = 0.02501333944423173 | Time = 9s
Step 29000 | Order = 0.010224027465952319 | Time = 10s
Step 30000 | Order = 0.027026135011603222 | Time = 10s
Step 31000 | Order = 0.0049753320839922141 | Time = 10s
Step 32000 | Order = 0.013592715175931783 | Time = 11s
Step 33000 | Order = 0.0032767667790712467 | Time = 11s
Step 34000 | Order = 0.0029030345924013381 | Time = 11s
Step 35000 | Order = 0.030266203345277402 | Time = 12s
Step 36000 | Order = 0.01129282624431832 | Time = 12s
Step 37000 | Order = 0.017027282530423293 | Time = 13s
Step 38000 | Order = 0.0048168861141809341 | Time = 13s
Step 39000 | Order = 0.022802035884222041 | Time = 13s
Step 40000 | Order = 0.020807014965751335 | Time = 14s
Step 41000 | Order = 0.011546555911981948 | Time = 14s
Step 42000 | Order = 0.0048484650892369335 | Time = 14s
Step 43000 | Order = 0.025038156110242266 | Time = 15s
Step 44000 | Order = 0.0072601270915930161 | Time = 15s
Step 45000 | Order = 0.0077772289121190606 | Time = 15s
Step 46000 | Order = 0.011059586716119426 | Time = 16s
Step 47000 | Order = 0.0045071852102557585 | Time = 16s
Step 48000 | Order = 0.0097162887488719575 | Time = 16s
Step 49000 | Order = 0.0020578979643801078 | Time = 17s
Step 50000 | Order = 0.015700599614997934 | Time = 17s
Step 51000 | Order = 0.025434325132032417 | Time = 18s
Step 52000 | Order = 0.0068119878645634541 | Time = 18s
Step 53000 | Order = 0.013552656134749817 | Time = 18s
Step 54000 | Order = 0.014089221814525732 | Time = 19s
Step 55000 | Order = 0.0064733772128795202 | Time = 19s
Step 56000 | Order = 0.020998540085128865 | Time = 19s
Step 57000 | Order = 0.023475804509994907 | Time = 20s
Step 58000 | Order = 0.013579364001177645 | Time = 20s
Step 59000 | Order = 0.019637830048192809 | Time = 20s
Step 60000 | Order = 0.020114030189146231 | Time = 21s
Step 61000 | Order = 0.030801906536454822 | Time = 21s
Step 62000 | Order = 0.0072823637238949189 | Time = 21s
Step 63000 | Order = 0.014272274632671552 | Time = 22s
Step 64000 | Order = 0.016755798533771297 | Time = 22s
Step 65000 | Order = 0.019996628634644277 | Time = 22s
Step 66000 | Order = 0.01486536728770806 | Time = 23s
Step 67000 | Order = 0.012029970088208762 | Time = 23s
Step 68000 | Order = 0.029473968958865268 | Time = 24s
Step 69000 | Order = 0.011166425027800778 | Time = 24s
Step 70000 | Order = 0.0096199373260454496 | Time = 24s
Step 71000 | Order = 0.001711480656924136 | Time = 25s
Step 72000 | Order = 0.0078421376706261682 | Time = 25s
Step 73000 | Order = 0.01189703448104521 | Time = 25s
Step 74000 | Order = 0.012324608742798646 | Time = 26s
Step 75000 | Order = 0.0026865807750509375 | Time = 26s
Step 76000 | Order = 0.018428414790811143 | Time = 26s
Step 77000 | Order = 0.017988230354650817 | Time = 27s
Step 78000 | Order = 0.0059510934667778266 | Time = 27s
Step 79000 | Order = 0.026273955358257054 | Time = 27s
Step 80000 | Order = 0.007784097481600926 | Time = 28s
Step 81000 | Order = 0.0060700735414238698 | Time = 28s
Step 82000 | Order = 0.0092474092322465447 | Time = 28s
Step 83000 | Order = 0.0058199012854395406 | Time = 29s
Step 84000 | Order = 0.023255216850316965 | Time = 29s
Step 85000 | Order = 0.015872425595675713 | Time = 29s
Step 86000 | Order = 0.02206852858587114 | Time = 30s
Step 87000 | Order = 0.01816228921733469 | Time = 30s
Step 88000 | Order = 0.0097528841959728038 | Time = 31s
Step 89000 | Order = 0.022915494433688947 | Time = 31s
Step 90000 | Order = 0.021407529039405768 | Time = 31s
Step 91000 | Order = 0.018245077018484393 | Time = 32s
Step 92000 | Order = 0.016619973702576236 | Time = 32s
Step 93000 | Order = 0.01087912064692052 | Time = 32s
Step 94000 | Order = 0.011625742374616646 | Time = 33s
Step 95000 | Order = 0.022252486211343195 | Time = 33s
Step 96000 | Order = 0.01219200570227901 | Time = 33s
Step 97000 | Order = 0.017742391328239134 | Time = 34s
Step 98000 | Order = 0.01422188388180857 | Time = 34s
Step 99000 | Order = 0.015066273461456059 | Time = 34s
Step 100000 | Order = 0.0090574019907477318 | Time = 35s
Step 101000 | Order = 0.018870169327436903 | Time = 35s
Step 102000 | Order = 0.015991013847675817 | Time = 36s
Step 103000 | Order = 0.012684209551884047 | Time = 36s
Step 104000 | Order = 0.0019801393066001339 | Time = 36s
Step 105000 | Order = 0.029115367941383932 | Time = 37s
Step 106000 | Order = 0.012366138598370373 | Time = 37s
Step 107000 | Order = 0.01736407129354511 | Time = 37s
Step 108000 | Order = 0.017843485720160767 | Time = 38s
Step 109000 | Order = 0.016391120479459169 | Time = 38s
Step 110000 | Order = 0.022959847878083046 | Time = 39s
Step 111000 | Order = 0.029904954501914882 | Time = 39s
Step 112000 | Order = 0.011477630468876969 | Time = 39s
Step 113000 | Order = 0.016275727352075706 | Time = 40s
Step 114000 | Order = 0.0026656255055596337 | Time = 40s
Step 115000 | Order = 0.029098391064143411 | Time = 40s
Step 116000 | Order = 0.014601646838774067 | Time = 41s
Step 117000 | Order = 0.021402182367598291 | Time = 41s
Step 118000 | Order = 0.0083401251390108726 | Time = 41s
Step 119000 | Order = 0.019565693873101968 | Time = 42s
Step 120000 | Order = 0.015607672231040365 | Time = 42s
Step 121000 | Order = 0.0069570457677808678 | Time = 42s
Step 122000 | Order = 0.0076348681405230389 | Time = 43s
Step 123000 | Order = 0.022826183767521425 | Time = 43s
Step 124000 | Order = 0.0083333827491437543 | Time = 43s
Step 125000 | Order = 0.026521587304044848 | Time = 44s
Step 126000 | Order = 0.012681396379905773 | Time = 44s
Step 127000 | Order = 0.018314624177882453 | Time = 45s
Step 128000 | Order = 0.026277918517452079 | Time = 45s
Step 129000 | Order = 0.029232160884921414 | Time = 45s
Step 130000 | Order = 0.024198692707331253 | Time = 46s
Step 131000 | Order = 0.02349454164168507 | Time = 46s
Step 132000 | Order = 0.020538158788056541 | Time = 46s
Step 133000 | Order = 0.033414219653235384 | Time = 47s
Step 134000 | Order = 0.017956475987963308 | Time = 48s
Step 135000 | Order = 0.031108242691194662 | Time = 48s
Step 136000 | Order = 0.033146892997337536 | Time = 48s
Step 137000 | Order = 0.019448642098546572 | Time = 49s
Step 138000 | Order = 0.014214153676251836 | Time = 49s
Step 139000 | Order = 0.016659993005575177 | Time = 49s
Step 140000 | Order = 0.0026786400702322041 | Time = 50s
Step 141000 | Order = 0.0052459673299732135 | Time = 50s
Step 142000 | Order = 0.015510945629945103 | Time = 50s
Step 143000 | Order = 0.034486205369286406 | Time = 51s
Step 144000 | Order = 0.012576578904172754 | Time = 51s
Step 145000 | Order = 0.016146291602325918 | Time = 51s
Step 146000 | Order = 0.0063657170372776939 | Time = 52s
Step 147000 | Order = 0.0082843142910431853 | Time = 52s
Step 148000 | Order = 0.011426385973905292 | Time = 53s
Step 149000 | Order = 0.019674823823890727 | Time = 53s
Step 150000 | Order = 0.0032652605392518306 | Time = 53s
Step 151000 | Order = 0.020364519917692357 | Time = 54s
Step 152000 | Order = 0.0066004068393463941 | Time = 54s
Step 153000 | Order = 0.0012293693766984885 | Time = 55s
Step 154000 | Order = 0.016443176025885908 | Time = 55s
Step 155000 | Order = 0.0037168831896003405 | Time = 55s
Step 156000 | Order = 0.023143417255926751 | Time = 56s
Step 157000 | Order = 0.011611960258201061 | Time = 56s
Step 158000 | Order = 0.00060264639825575105 | Time = 56s
Step 159000 | Order = 0.0077675975583259508 | Time = 57s
Step 160000 | Order = 0.021191387908672449 | Time = 57s
Step 161000 | Order = 0.0089954557877327864 | Time = 57s
Step 162000 | Order = 0.016831028138278602 | Time = 58s
Step 163000 | Order = 0.01521857422935829 | Time = 58s
Step 164000 | Order = 0.0082994693574752285 | Time = 58s
Step 165000 | Order = 0.017729730081576984 | Time = 59s
Step 166000 | Order = 0.017342646811737115 | Time = 59s
Step 167000 | Order = 0.018914584480091989 | Time = 59s
Step 168000 | Order = 0.018912038351977706 | Time = 60s
Step 169000 | Order = 0.01326512550728667 | Time = 60s
Step 170000 | Order = 0.020932847968041401 | Time = 60s
Step 171000 | Order = 0.0064619055692136133 | Time = 61s
Step 172000 | Order = 0.0068920251489187831 | Time = 61s
Step 173000 | Order = 0.006085477888857836 | Time = 61s
Step 174000 | Order = 0.018304994602429143 | Time = 62s
Step 175000 | Order = 0.015669400766864308 | Time = 62s
Step 176000 | Order = 0.018998176951798285 | Time = 63s
Step 177000 | Order = 0.021080016432916932 | Time = 63s
Step 178000 | Order = 0.029062979666296548 | Time = 63s
Step 179000 | Order = 0.0052815461949159963 | Time = 64s
Step 180000 | Order = 0.023089857145449273 | Time = 64s
Step 181000 | Order = 0.025261264878849686 | Time = 64s
Step 182000 | Order = 0.012317639792558536 | Time = 65s
Step 183000 | Order = 0.018559822804825054 | Time = 65s
Step 184000 | Order = 0.024134471813361764 | Time = 65s
Step 185000 | Order = 0.021247236904772437 | Time = 66s
Step 186000 | Order = 0.0092406315302223322 | Time = 66s
Step 187000 | Order = 0.020461050164695363 | Time = 66s
