Simulation #10, Parameters: eta = 0.010563 | rho = 0.619660 | v0 = 0.0105633s
Step 0 | Order = 0.017525201161007288 | Time = 0s
Step 1000 | Order = 0.032789753447687725 | Time = 1s
Step 2000 | Order = 0.032789562461045377 | Time = 2s
Step 3000 | Order = 0.032789562371699908 | Time = 3s
Step 4000 | Order = 0.032789562371654993 | Time = 4s
Step 5000 | Order = 0.032789562371654972 | Time = 5s
Step 6000 | Order = 0.032789562371654972 | Time = 6s
Step 7000 | Order = 0.032789562371654972 | Time = 7s
Step 8000 | Order = 0.032789562371654972 | Time = 8s
Step 9000 | Order = 0.032789562371654972 | Time = 9s
Step 10000 | Order = 0.032789562371654979 | Time = 10s
Step 11000 | Order = 0.032789562371654965 | Time = 11s
Step 12000 | Order = 0.032789562371654972 | Time = 12s
Step 13000 | Order = 0.032789562371654972 | Time = 13s
Step 14000 | Order = 0.032789562371654972 | Time = 14s
Step 15000 | Order = 0.032789562371654972 | Time = 15s
Step 16000 | Order = 0.032789562371654972 | Time = 16s
Step 17000 | Order = 0.032789562371654972 | Time = 17s
Step 18000 | Order = 0.032789562371654965 | Time = 18s
Step 19000 | Order = 0.032789562371654965 | Time = 19s
Step 20000 | Order = 0.032789562371654965 | Time = 20s
Step 21000 | Order = 0.032789562371654972 | Time = 21s
Step 22000 | Order = 0.032789562371654972 | Time = 22s
Step 23000 | Order = 0.032789562371654972 | Time = 23s
Step 24000 | Order = 0.032789562371654979 | Time = 24s
Step 25000 | Order = 0.032789562371654972 | Time = 25s
Step 26000 | Order = 0.032789562371654972 | Time = 26s
Step 27000 | Order = 0.032789562371654972 | Time = 28s
Step 28000 | Order = 0.032789562371654972 | Time = 29s
Step 29000 | Order = 0.032789562371654965 | Time = 30s
Step 30000 | Order = 0.032789562371654972 | Time = 31s
Step 31000 | Order = 0.032789562371654972 | Time = 32s
Step 32000 | Order = 0.032789562371654972 | Time = 33s
Step 33000 | Order = 0.032789562371654972 | Time = 34s
Step 34000 | Order = 0.032789562371654972 | Time = 35s
Step 35000 | Order = 0.032789562371654972 | Time = 36s
Step 36000 | Order = 0.032789562371654972 | Time = 38s
Step 37000 | Order = 0.032789562371654972 | Time = 39s
Step 38000 | Order = 0.032789562371654965 | Time = 40s
Step 39000 | Order = 0.032789562371654972 | Time = 41s
Step 40000 | Order = 0.032789562371654972 | Time = 42s
Step 41000 | Order = 0.032789562371654972 | Time = 43s
Step 42000 | Order = 0.032789562371654972 | Time = 44s
Step 43000 | Order = 0.032789562371654972 | Time = 44s
Step 44000 | Order = 0.032789562371654972 | Time = 45s
Step 45000 | Order = 0.032789562371654972 | Time = 46s
Step 46000 | Order = 0.032789562371654972 | Time = 47s
Step 47000 | Order = 0.032789562371654972 | Time = 48s
Step 48000 | Order = 0.032789562371654965 | Time = 49s
Step 49000 | Order = 0.032789562371654972 | Time = 50s
Step 50000 | Order = 0.032789562371654972 | Time = 51s
Step 51000 | Order = 0.032789562371654972 | Time = 52s
Step 52000 | Order = 0.032789562371654972 | Time = 53s
Step 53000 | Order = 0.032789562371654972 | Time = 54s
Step 54000 | Order = 0.032789562371654965 | Time = 55s
Step 55000 | Order = 0.032789562371654965 | Time = 56s
Step 56000 | Order = 0.032789562371654972 | Time = 57s
Step 57000 | Order = 0.032789562371654972 | Time = 58s
Step 58000 | Order = 0.032789562371654972 | Time = 58s
Step 59000 | Order = 0.032789562371654972 | Time = 59s
Step 60000 | Order = 0.032789562371654979 | Time = 60s
Step 61000 | Order = 0.032789562371654965 | Time = 61s
Step 62000 | Order = 0.032789562371654979 | Time = 62s
Step 63000 | Order = 0.032789562371654972 | Time = 63s
Step 64000 | Order = 0.032789562371654965 | Time = 64s
Step 65000 | Order = 0.032789562371654972 | Time = 65s
Step 66000 | Order = 0.032789562371654972 | Time = 66s
Step 67000 | Order = 0.032789562371654972 | Time = 67s
Step 68000 | Order = 0.032789562371654972 | Time = 68s
Step 69000 | Order = 0.032789562371654972 | Time = 69s
Step 70000 | Order = 0.032789562371654972 | Time = 70s
Step 71000 | Order = 0.032789562371654972 | Time = 71s
Step 72000 | Order = 0.032789562371654972 | Time = 72s
Step 73000 | Order = 0.032789562371654972 | Time = 73s
