Simulation #0, Parameters: eta = 0.813919 | rho = 0.382139 | v0 = 0.113207s
Step 0 | Order = 0.02590163471327199 | Time = 0s
Step 1000 | Order = 0.013188752903727426 | Time = 1s
Step 2000 | Order = 0.011735371128008876 | Time = 1s
Step 3000 | Order = 0.012950385859153911 | Time = 2s
Step 4000 | Order = 0.0021879727835407963 | Time = 2s
Step 5000 | Order = 0.016586244306732834 | Time = 2s
Step 6000 | Order = 0.007652269915412682 | Time = 3s
Step 7000 | Order = 0.011929931950884324 | Time = 3s
Step 8000 | Order = 0.0085698313917398905 | Time = 4s
Step 9000 | Order = 0.003313844589744755 | Time = 4s
Step 10000 | Order = 0.011221274933027093 | Time = 5s
Step 11000 | Order = 0.016237776710059992 | Time = 5s
Step 12000 | Order = 0.015742767881378857 | Time = 6s
Step 13000 | Order = 0.0069820470190965472 | Time = 6s
Step 14000 | Order = 0.010955126604738583 | Time = 6s
Step 15000 | Order = 0.013211538895026725 | Time = 7s
Step 16000 | Order = 0.011967793932273783 | Time = 7s
Step 17000 | Order = 0.014708825725063161 | Time = 8s
Step 18000 | Order = 0.021530907385414425 | Time = 8s
Step 19000 | Order = 0.012340227452340509 | Time = 9s
Step 20000 | Order = 0.0038540435039789173 | Time = 9s
Step 21000 | Order = 0.012762017441885409 | Time = 10s
Step 22000 | Order = 0.010885150567749623 | Time = 10s
Step 23000 | Order = 0.0049761067388855145 | Time = 10s
Step 24000 | Order = 0.014051157994766616 | Time = 11s
Step 25000 | Order = 0.0065955661321239357 | Time = 11s
Step 26000 | Order = 0.0054318855069761009 | Time = 12s
Step 27000 | Order = 0.027909481197029993 | Time = 12s
Step 28000 | Order = 0.016619275379365788 | Time = 13s
Step 29000 | Order = 0.021665110820093807 | Time = 13s
Step 30000 | Order = 0.0070144113290775724 | Time = 14s
Step 31000 | Order = 0.020662362459564959 | Time = 14s
Step 32000 | Order = 0.015098654919455968 | Time = 15s
Step 33000 | Order = 0.0027529155311058467 | Time = 15s
Step 34000 | Order = 0.017623840983051715 | Time = 15s
Step 35000 | Order = 0.01872470800583375 | Time = 16s
Step 36000 | Order = 0.013555392268259303 | Time = 16s
Step 37000 | Order = 0.0039374181937570822 | Time = 17s
Step 38000 | Order = 0.013487137002450108 | Time = 17s
Step 39000 | Order = 0.0050786601319639324 | Time = 18s
Step 40000 | Order = 0.0045300321698470702 | Time = 18s
Step 41000 | Order = 0.003414375306043803 | Time = 19s
Step 42000 | Order = 0.011174089412955801 | Time = 19s
Step 43000 | Order = 0.014488214054917251 | Time = 19s
Step 44000 | Order = 0.016580469234194199 | Time = 20s
Step 45000 | Order = 0.0093214657471181132 | Time = 20s
Step 46000 | Order = 0.012706245098613657 | Time = 21s
Step 47000 | Order = 0.0093991041812143145 | Time = 21s
Step 48000 | Order = 0.019881482149976027 | Time = 22s
Step 49000 | Order = 0.016720080869191849 | Time = 22s
Step 50000 | Order = 0.0166613538232511 | Time = 23s
Step 51000 | Order = 0.019198445562929396 | Time = 23s
Step 52000 | Order = 0.012617821152752956 | Time = 24s
Step 53000 | Order = 0.010486155453037542 | Time = 24s
Step 54000 | Order = 0.012175058162369679 | Time = 25s
Step 55000 | Order = 0.011760984679488743 | Time = 25s
Step 56000 | Order = 0.0087958244560767153 | Time = 25s
Step 57000 | Order = 0.0054264013200829289 | Time = 26s
Step 58000 | Order = 0.016853166623815741 | Time = 26s
Step 59000 | Order = 0.024823772407777368 | Time = 27s
Step 60000 | Order = 0.016914497314906803 | Time = 27s
Step 61000 | Order = 0.0025984738629223751 | Time = 28s
Step 62000 | Order = 0.0079002971115127614 | Time = 28s
Step 63000 | Order = 0.017543973140805958 | Time = 29s
Step 64000 | Order = 0.0053893816715303569 | Time = 29s
Step 65000 | Order = 0.031920477743912233 | Time = 30s
Step 66000 | Order = 0.021068770645326231 | Time = 30s
Step 67000 | Order = 0.012721858773289083 | Time = 30s
Step 68000 | Order = 0.0028408368252624324 | Time = 31s
Step 69000 | Order = 0.010546597378129399 | Time = 31s
Step 70000 | Order = 0.0087664472573261865 | Time = 32s
Step 71000 | Order = 0.009601390619717539 | Time = 32s
Step 72000 | Order = 0.011712532077624266 | Time = 33s
Step 73000 | Order = 0.0091969912223607009 | Time = 33s
Step 74000 | Order = 0.014903574469613143 | Time = 34s
Step 75000 | Order = 0.0061631412904766735 | Time = 34s
Step 76000 | Order = 0.010489401386114856 | Time = 34s
Step 77000 | Order = 0.010311909634336282 | Time = 35s
Step 78000 | Order = 0.012683774414021041 | Time = 35s
Step 79000 | Order = 0.014619653784153858 | Time = 36s
Step 80000 | Order = 0.0098594835778946111 | Time = 36s
Step 81000 | Order = 0.013565560656386011 | Time = 37s
Step 82000 | Order = 0.0064036219733699948 | Time = 37s
