Simulation #20, Parameters: eta = 0.102477 | rho = 0.243300 | v0 = 0.102477s
Step 0 | Order = 0.011909237424974869 | Time = 0s
Step 1000 | Order = 0.010249927020808368 | Time = 0s
Step 2000 | Order = 0.010249927020808368 | Time = 1s
Step 3000 | Order = 0.010249927020808366 | Time = 1s
Step 4000 | Order = 0.010249927020808368 | Time = 2s
Step 5000 | Order = 0.010249927020808368 | Time = 2s
Step 6000 | Order = 0.010249927020808368 | Time = 2s
Step 7000 | Order = 0.010249927020808368 | Time = 3s
Step 8000 | Order = 0.01024992702080837 | Time = 3s
Step 9000 | Order = 0.010249927020808368 | Time = 3s
Step 10000 | Order = 0.010249927020808368 | Time = 4s
Step 11000 | Order = 0.010249927020808368 | Time = 4s
Step 12000 | Order = 0.010249927020808368 | Time = 4s
Step 13000 | Order = 0.010249927020808368 | Time = 5s
Step 14000 | Order = 0.010249927020808366 | Time = 5s
Step 15000 | Order = 0.010249927020808368 | Time = 6s
Step 16000 | Order = 0.010249927020808368 | Time = 6s
Step 17000 | Order = 0.010249927020808368 | Time = 6s
Step 18000 | Order = 0.010249927020808366 | Time = 6s
Step 19000 | Order = 0.010249927020808368 | Time = 7s
Step 20000 | Order = 0.010249927020808368 | Time = 7s
Step 21000 | Order = 0.010249927020808366 | Time = 7s
Step 22000 | Order = 0.010249927020808368 | Time = 8s
Step 23000 | Order = 0.010249927020808368 | Time = 8s
Step 24000 | Order = 0.010249927020808368 | Time = 8s
Step 25000 | Order = 0.010249927020808368 | Time = 9s
Step 26000 | Order = 0.010249927020808368 | Time = 9s
Step 27000 | Order = 0.010249927020808368 | Time = 9s
Step 28000 | Order = 0.010249927020808366 | Time = 10s
Step 29000 | Order = 0.010249927020808368 | Time = 10s
Step 30000 | Order = 0.010249927020808368 | Time = 10s
Step 31000 | Order = 0.010249927020808368 | Time = 11s
Step 32000 | Order = 0.010249927020808368 | Time = 11s
Step 33000 | Order = 0.010249927020808366 | Time = 11s
Step 34000 | Order = 0.010249927020808366 | Time = 12s
Step 35000 | Order = 0.010249927020808366 | Time = 12s
Step 36000 | Order = 0.010249927020808366 | Time = 13s
Step 37000 | Order = 0.010249927020808366 | Time = 13s
Step 38000 | Order = 0.010249927020808368 | Time = 13s
Step 39000 | Order = 0.010249927020808368 | Time = 13s
Step 40000 | Order = 0.010249927020808368 | Time = 14s
Step 41000 | Order = 0.010249927020808368 | Time = 14s
Step 42000 | Order = 0.010249927020808368 | Time = 14s
Step 43000 | Order = 0.010249927020808366 | Time = 15s
Step 44000 | Order = 0.010249927020808368 | Time = 15s
Step 45000 | Order = 0.010249927020808368 | Time = 16s
Step 46000 | Order = 0.010249927020808368 | Time = 16s
Step 47000 | Order = 0.010249927020808366 | Time = 16s
Step 48000 | Order = 0.010249927020808366 | Time = 17s
Step 49000 | Order = 0.010249927020808366 | Time = 17s
Step 50000 | Order = 0.010249927020808368 | Time = 17s
Step 51000 | Order = 0.010249927020808366 | Time = 18s
Step 52000 | Order = 0.01024992702080837 | Time = 18s
Step 53000 | Order = 0.010249927020808366 | Time = 19s
Step 54000 | Order = 0.010249927020808366 | Time = 19s
Step 55000 | Order = 0.010249927020808366 | Time = 19s
Step 56000 | Order = 0.010249927020808368 | Time = 20s
Step 57000 | Order = 0.010249927020808368 | Time = 20s
Step 58000 | Order = 0.010249927020808368 | Time = 20s
Step 59000 | Order = 0.010249927020808366 | Time = 21s
Step 60000 | Order = 0.010249927020808366 | Time = 21s
Step 61000 | Order = 0.010249927020808368 | Time = 21s
Step 62000 | Order = 0.010249927020808366 | Time = 22s
