Simulation #176, Parameters: eta = 0.877846 | rho = 0.100974 | v0 = 0.235963s
Step 0 | Order = 0.022264711074081508 | Time = 0s
Step 1000 | Order = 0.036965258889022745 | Time = 0s
Step 2000 | Order = 0.029681037206053251 | Time = 0s
Step 3000 | Order = 0.0069810177393796217 | Time = 0s
Step 4000 | Order = 0.029395326126775652 | Time = 1s
Step 5000 | Order = 0.0196266326641223 | Time = 1s
Step 6000 | Order = 0.035381890103800891 | Time = 1s
Step 7000 | Order = 0.026504497828321497 | Time = 1s
Step 8000 | Order = 0.012602302784090269 | Time = 1s
Step 9000 | Order = 0.044312466734637124 | Time = 1s
Step 10000 | Order = 0.015013620458734101 | Time = 2s
Step 11000 | Order = 0.015962214047927751 | Time = 2s
Step 12000 | Order = 0.0049496918701921622 | Time = 2s
Step 13000 | Order = 0.034591740026250033 | Time = 2s
Step 14000 | Order = 0.023899566524400687 | Time = 2s
Step 15000 | Order = 0.013361050034046895 | Time = 2s
Step 16000 | Order = 0.013788980166419036 | Time = 3s
Step 17000 | Order = 0.020634656154620741 | Time = 3s
Step 18000 | Order = 0.0027829959495444955 | Time = 3s
Step 19000 | Order = 0.015940307451114862 | Time = 3s
Step 20000 | Order = 0.018899108631567487 | Time = 3s
Step 21000 | Order = 0.019623562498763705 | Time = 3s
Step 22000 | Order = 0.013995353897864026 | Time = 4s
Step 23000 | Order = 0.044115416532975009 | Time = 4s
Step 24000 | Order = 0.033374336722338298 | Time = 4s
Step 25000 | Order = 0.020012076318690813 | Time = 4s
Step 26000 | Order = 0.018277331100316548 | Time = 4s
Step 27000 | Order = 0.010550528185544894 | Time = 4s
Step 28000 | Order = 0.034675090808236067 | Time = 4s
Step 29000 | Order = 0.014239330329362043 | Time = 5s
Step 30000 | Order = 0.0071829225939880632 | Time = 5s
Step 31000 | Order = 0.023105143480965162 | Time = 5s
Step 32000 | Order = 0.015344705667339694 | Time = 5s
Step 33000 | Order = 0.02156432960350323 | Time = 5s
Step 34000 | Order = 0.0054727033693944783 | Time = 5s
Step 35000 | Order = 0.0051530434805239439 | Time = 6s
Step 36000 | Order = 0.025280507943274664 | Time = 6s
Step 37000 | Order = 0.012810466908278815 | Time = 6s
Step 38000 | Order = 0.014239178620443453 | Time = 6s
Step 39000 | Order = 0.032496106700293931 | Time = 6s
Step 40000 | Order = 0.0067156022869379016 | Time = 6s
Step 41000 | Order = 0.030533511960191533 | Time = 7s
Step 42000 | Order = 0.024450406392772038 | Time = 7s
Step 43000 | Order = 0.042636258393690112 | Time = 7s
Step 44000 | Order = 0.041853460764585522 | Time = 7s
Step 45000 | Order = 0.028623845944020013 | Time = 7s
Step 46000 | Order = 0.026964535275455219 | Time = 7s
Step 47000 | Order = 0.021279227287483406 | Time = 8s
Step 48000 | Order = 0.014051617049108189 | Time = 8s
Step 49000 | Order = 0.031798159213024361 | Time = 8s
Step 50000 | Order = 0.026672401136590699 | Time = 8s
Step 51000 | Order = 0.031833409080459479 | Time = 9s
Step 52000 | Order = 0.021360176489133253 | Time = 9s
Step 53000 | Order = 0.0073029741963393426 | Time = 9s
Step 54000 | Order = 0.010098524994614064 | Time = 9s
Step 55000 | Order = 0.025983079698548316 | Time = 9s
Step 56000 | Order = 0.025676530591372503 | Time = 9s
Step 57000 | Order = 0.043228957288900742 | Time = 10s
Step 58000 | Order = 0.023752617759039193 | Time = 10s
Step 59000 | Order = 0.012953975091858458 | Time = 10s
Step 60000 | Order = 0.025170596355878306 | Time = 10s
Step 61000 | Order = 0.045130242242051317 | Time = 10s
Step 62000 | Order = 0.0070328673834749592 | Time = 10s
Step 63000 | Order = 0.044010456810810047 | Time = 11s
Step 64000 | Order = 0.049316529033831422 | Time = 11s
Step 65000 | Order = 0.021089648564188684 | Time = 11s
Step 66000 | Order = 0.031724553340532272 | Time = 11s
Step 67000 | Order = 0.027601997407253831 | Time = 11s
Step 68000 | Order = 0.014804288967343029 | Time = 11s
Step 69000 | Order = 0.00738082685681383 | Time = 11s
Step 70000 | Order = 0.021362686696322162 | Time = 12s
Step 71000 | Order = 0.0070832676545852045 | Time = 12s
Step 72000 | Order = 0.01796974453037389 | Time = 12s
Step 73000 | Order = 0.01462554333150418 | Time = 12s
Step 74000 | Order = 0.0053804712277679247 | Time = 12s
Step 75000 | Order = 0.033213638976914289 | Time = 12s
Step 76000 | Order = 0.028783771945996774 | Time = 13s
Step 77000 | Order = 0.01967599638137776 | Time = 13s
Step 78000 | Order = 0.0019795826458495662 | Time = 13s
Step 79000 | Order = 0.0061042623668765093 | Time = 13s
Step 80000 | Order = 0.033263419514126473 | Time = 13s
Step 81000 | Order = 0.041189204634048973 | Time = 13s
Step 82000 | Order = 0.020076050023991057 | Time = 14s
Step 83000 | Order = 0.018503822213517686 | Time = 14s
Step 84000 | Order = 0.034187448922212878 | Time = 14s
Step 85000 | Order = 0.015941685554261373 | Time = 14s
Step 86000 | Order = 0.036678130454691836 | Time = 14s
Step 87000 | Order = 0.025530911912973252 | Time = 14s
Step 88000 | Order = 0.042178348827641723 | Time = 15s
Step 89000 | Order = 0.043059628042064126 | Time = 15s
Step 90000 | Order = 0.048643762620911225 | Time = 15s
Step 91000 | Order = 0.011626436551594923 | Time = 15s
Step 92000 | Order = 0.013104060085444852 | Time = 15s
Step 93000 | Order = 0.01516355222088279 | Time = 15s
Step 94000 | Order = 0.022362223602371233 | Time = 16s
Step 95000 | Order = 0.031664562978630288 | Time = 16s
Step 96000 | Order = 0.013380353987782046 | Time = 16s
Step 97000 | Order = 0.0062050304837533042 | Time = 16s
Step 98000 | Order = 0.010886830361153572 | Time = 16s
Step 99000 | Order = 0.011027112003160739 | Time = 16s
Step 100000 | Order = 0.0060329741350258499 | Time = 16s
Step 101000 | Order = 0.014871941003049642 | Time = 17s
Step 102000 | Order = 0.010832255268448559 | Time = 17s
Step 103000 | Order = 0.018255312615181808 | Time = 17s
Step 104000 | Order = 0.027177640220181792 | Time = 17s
Step 105000 | Order = 0.020277293263270782 | Time = 17s
Step 106000 | Order = 0.0030715456637537887 | Time = 18s
Step 107000 | Order = 0.015928951250610491 | Time = 18s
Step 108000 | Order = 0.0196871107655874 | Time = 18s
Step 109000 | Order = 0.024737750743012887 | Time = 18s
Step 110000 | Order = 0.024880063038123651 | Time = 18s
Step 111000 | Order = 0.016674491556501372 | Time = 18s
Step 112000 | Order = 0.0097952885501068759 | Time = 19s
Step 113000 | Order = 0.0093313782407339271 | Time = 19s
Step 114000 | Order = 0.017914586314766751 | Time = 19s
Step 115000 | Order = 0.021393283764058132 | Time = 19s
Step 116000 | Order = 0.027601288183822622 | Time = 19s
Step 117000 | Order = 0.012341542731823738 | Time = 19s
Step 118000 | Order = 0.0056182202300733139 | Time = 20s
Step 119000 | Order = 0.021640874928490175 | Time = 20s
Step 120000 | Order = 0.025625218522277473 | Time = 20s
Step 121000 | Order = 0.044778873895109116 | Time = 20s
Step 122000 | Order = 0.016054550780202383 | Time = 20s
Step 123000 | Order = 0.032518561941674996 | Time = 20s
Step 124000 | Order = 0.020217622381189175 | Time = 21s
Step 125000 | Order = 0.012565351079402765 | Time = 21s
Step 126000 | Order = 0.015241855258561598 | Time = 21s
Step 127000 | Order = 0.029895247545789233 | Time = 21s
Step 128000 | Order = 0.025588280417109872 | Time = 21s
Step 129000 | Order = 0.0055356406818937703 | Time = 21s
Step 130000 | Order = 0.0066803832215242016 | Time = 21s
Step 131000 | Order = 0.022594295402672882 | Time = 22s
Step 132000 | Order = 0.031365721022810732 | Time = 22s
Step 133000 | Order = 0.041731495679785034 | Time = 22s
Step 134000 | Order = 0.042407507806708739 | Time = 22s
Step 135000 | Order = 0.0091103181230996998 | Time = 22s
Step 136000 | Order = 0.013498006823784084 | Time = 22s
Step 137000 | Order = 0.034567737335420477 | Time = 23s
Step 138000 | Order = 0.040816743999829659 | Time = 23s
Step 139000 | Order = 0.01506487597645048 | Time = 23s
Step 140000 | Order = 0.018175629308492005 | Time = 23s
Step 141000 | Order = 0.023379744551316153 | Time = 23s
Step 142000 | Order = 0.023244933054083719 | Time = 23s
Step 143000 | Order = 0.022723179222671936 | Time = 24s
Step 144000 | Order = 0.016268458257122018 | Time = 24s
Step 145000 | Order = 0.0023085035471264704 | Time = 24s
Step 146000 | Order = 0.034285806624283238 | Time = 24s
Step 147000 | Order = 0.032215168461064488 | Time = 24s
Step 148000 | Order = 0.015665288790120864 | Time = 24s
Step 149000 | Order = 0.005842367733555503 | Time = 25s
Step 150000 | Order = 0.03753437446558857 | Time = 25s
Step 151000 | Order = 0.0083747986507662006 | Time = 25s
Step 152000 | Order = 0.017274144349943166 | Time = 26s
