Simulation #116, Parameters: eta = 0.889689 | rho = 0.143414 | v0 = 0.0244753s
Step 0 | Order = 0.018593790109301879 | Time = 0s
Step 1000 | Order = 0.010826265925094091 | Time = 0s
Step 2000 | Order = 0.0026943607560128624 | Time = 0s
Step 3000 | Order = 0.028433018277291531 | Time = 0s
Step 4000 | Order = 0.021161627381810683 | Time = 0s
Step 5000 | Order = 0.013730755387767505 | Time = 1s
Step 6000 | Order = 0.034451144687514541 | Time = 1s
Step 7000 | Order = 0.019369624726556515 | Time = 1s
Step 8000 | Order = 0.011088346063747248 | Time = 1s
Step 9000 | Order = 0.035046126642810899 | Time = 1s
Step 10000 | Order = 0.012303907498591535 | Time = 1s
Step 11000 | Order = 0.037978639208776997 | Time = 2s
Step 12000 | Order = 0.011676036407003414 | Time = 2s
Step 13000 | Order = 0.0030383234745400829 | Time = 2s
Step 14000 | Order = 0.015241982424984257 | Time = 2s
Step 15000 | Order = 0.014565509861143031 | Time = 2s
Step 16000 | Order = 0.03172981213060877 | Time = 2s
Step 17000 | Order = 0.0050238233746942784 | Time = 3s
Step 18000 | Order = 0.021406407902935114 | Time = 3s
Step 19000 | Order = 0.023410711697604985 | Time = 3s
Step 20000 | Order = 0.016414298713077737 | Time = 3s
Step 21000 | Order = 0.0025967699010850903 | Time = 3s
Step 22000 | Order = 0.025229437196479621 | Time = 3s
Step 23000 | Order = 0.020818525839355333 | Time = 3s
Step 24000 | Order = 0.02945314071135741 | Time = 4s
Step 25000 | Order = 0.022436964333447454 | Time = 4s
Step 26000 | Order = 0.011369658296293057 | Time = 4s
Step 27000 | Order = 0.025730632950328861 | Time = 4s
Step 28000 | Order = 0.012854314395850185 | Time = 4s
Step 29000 | Order = 0.016951784403016239 | Time = 4s
Step 30000 | Order = 0.025470876375112715 | Time = 5s
Step 31000 | Order = 0.0017590919907915187 | Time = 5s
Step 32000 | Order = 0.040590653046029962 | Time = 5s
Step 33000 | Order = 0.017031634195859659 | Time = 5s
Step 34000 | Order = 0.018241388104159963 | Time = 5s
Step 35000 | Order = 0.0043620530500458081 | Time = 5s
Step 36000 | Order = 0.017877954354432249 | Time = 5s
Step 37000 | Order = 0.016741049346537508 | Time = 6s
Step 38000 | Order = 0.023110971875574118 | Time = 6s
Step 39000 | Order = 0.011787174808647091 | Time = 6s
Step 40000 | Order = 0.032580727144610133 | Time = 6s
Step 41000 | Order = 0.017460372748345748 | Time = 6s
Step 42000 | Order = 0.027251800248882352 | Time = 6s
Step 43000 | Order = 0.022353774471817356 | Time = 7s
Step 44000 | Order = 0.015001525289102374 | Time = 7s
Step 45000 | Order = 0.025613070031706296 | Time = 7s
Step 46000 | Order = 0.015221820093698024 | Time = 7s
Step 47000 | Order = 0.024804487118107788 | Time = 7s
Step 48000 | Order = 0.010987266627570869 | Time = 7s
Step 49000 | Order = 0.023805199066233015 | Time = 8s
Step 50000 | Order = 0.030822259371887168 | Time = 8s
Step 51000 | Order = 0.016353465762327435 | Time = 8s
Step 52000 | Order = 0.015342395773921914 | Time = 8s
Step 53000 | Order = 0.0076419876529081878 | Time = 8s
Step 54000 | Order = 0.035137800271687697 | Time = 9s
Step 55000 | Order = 0.022428774244095319 | Time = 9s
Step 56000 | Order = 0.01596336932974525 | Time = 9s
Step 57000 | Order = 0.024128695973408717 | Time = 9s
Step 58000 | Order = 0.0083003147041651893 | Time = 9s
Step 59000 | Order = 0.0097710773712688138 | Time = 9s
Step 60000 | Order = 0.011024512086590747 | Time = 9s
Step 61000 | Order = 0.037563966687314959 | Time = 10s
Step 62000 | Order = 0.030612489009646741 | Time = 10s
Step 63000 | Order = 0.027119288674464392 | Time = 10s
Step 64000 | Order = 0.022267369821742336 | Time = 10s
Step 65000 | Order = 0.037847010003236592 | Time = 10s
Step 66000 | Order = 0.0019737955547711812 | Time = 10s
Step 67000 | Order = 0.0062963932801631808 | Time = 11s
Step 68000 | Order = 0.020371962445984368 | Time = 11s
Step 69000 | Order = 0.0028892231570510547 | Time = 11s
Step 70000 | Order = 0.015884831702120059 | Time = 11s
Step 71000 | Order = 0.0074377300821406441 | Time = 11s
Step 72000 | Order = 0.018457378009791761 | Time = 11s
Step 73000 | Order = 0.0088828117256159606 | Time = 11s
Step 74000 | Order = 0.0097432626946179594 | Time = 12s
Step 75000 | Order = 0.024281017046746622 | Time = 12s
Step 76000 | Order = 0.012688356549385315 | Time = 12s
Step 77000 | Order = 0.033194615373763711 | Time = 12s
Step 78000 | Order = 0.015733252721448522 | Time = 12s
Step 79000 | Order = 0.0046072237217439325 | Time = 12s
Step 80000 | Order = 0.023961448368203579 | Time = 13s
Step 81000 | Order = 0.016515596339398801 | Time = 13s
Step 82000 | Order = 0.0092429778506834814 | Time = 13s
Step 83000 | Order = 0.011885145541140759 | Time = 13s
Step 84000 | Order = 0.023450842692453708 | Time = 13s
Step 85000 | Order = 0.011786149734985653 | Time = 13s
Step 86000 | Order = 0.058537121841852842 | Time = 14s
Step 87000 | Order = 0.020199169456359144 | Time = 14s
Step 88000 | Order = 0.033793901019568966 | Time = 14s
Step 89000 | Order = 0.014296298499819244 | Time = 14s
Step 90000 | Order = 0.010081936406961601 | Time = 14s
Step 91000 | Order = 0.029184317135571066 | Time = 14s
Step 92000 | Order = 0.018767367759966052 | Time = 14s
Step 93000 | Order = 0.00030438907386586776 | Time = 15s
Step 94000 | Order = 0.00172033163832061 | Time = 15s
Step 95000 | Order = 0.020505936752516819 | Time = 15s
Step 96000 | Order = 0.0034453316177894917 | Time = 15s
Step 97000 | Order = 0.010210257043708293 | Time = 15s
Step 98000 | Order = 0.018971509339659801 | Time = 15s
Step 99000 | Order = 0.019068296918906973 | Time = 16s
Step 100000 | Order = 0.026936868025267846 | Time = 16s
Step 101000 | Order = 0.019490948377134307 | Time = 16s
Step 102000 | Order = 0.038200598056758392 | Time = 16s
Step 103000 | Order = 0.005817879692092515 | Time = 16s
Step 104000 | Order = 0.01271054748168552 | Time = 16s
Step 105000 | Order = 0.0064959092458207589 | Time = 17s
Step 106000 | Order = 0.029669429224361433 | Time = 17s
Step 107000 | Order = 0.0040832137726353806 | Time = 17s
Step 108000 | Order = 0.019048073522848808 | Time = 17s
Step 109000 | Order = 0.016254730307891652 | Time = 17s
Step 110000 | Order = 0.014844290422483648 | Time = 17s
Step 111000 | Order = 0.021957120236199803 | Time = 18s
Step 112000 | Order = 0.02370145651620461 | Time = 18s
Step 113000 | Order = 0.013575689132556303 | Time = 18s
Step 114000 | Order = 0.032768181357062713 | Time = 18s
Step 115000 | Order = 0.025877338991865954 | Time = 18s
Step 116000 | Order = 0.036258834335451996 | Time = 18s
Step 117000 | Order = 0.0092250792575902744 | Time = 19s
Step 118000 | Order = 0.019643340214140416 | Time = 19s
Step 119000 | Order = 0.012664956303187749 | Time = 19s
Step 120000 | Order = 0.017406354532252921 | Time = 19s
Step 121000 | Order = 0.018539072888775959 | Time = 19s
Step 122000 | Order = 0.004799777971004374 | Time = 19s
Step 123000 | Order = 0.010253870334511098 | Time = 19s
Step 124000 | Order = 0.018083209855234688 | Time = 20s
Step 125000 | Order = 0.026759523199741533 | Time = 20s
Step 126000 | Order = 0.0092427428966264501 | Time = 20s
Step 127000 | Order = 0.019025420694963033 | Time = 20s
Step 128000 | Order = 0.039461392082662139 | Time = 20s
Step 129000 | Order = 0.022952163299333108 | Time = 20s
Step 130000 | Order = 0.023899843281681283 | Time = 21s
Step 131000 | Order = 0.0019564155758425255 | Time = 21s
Step 132000 | Order = 0.0050467481537801824 | Time = 21s
Step 133000 | Order = 0.013051820575995422 | Time = 21s
Step 134000 | Order = 0.0089165747608219992 | Time = 21s
Step 135000 | Order = 0.011099638294451167 | Time = 21s
Step 136000 | Order = 0.031736646533657091 | Time = 22s
Step 137000 | Order = 0.011061257949287523 | Time = 22s
Step 138000 | Order = 0.014168650905077492 | Time = 22s
Step 139000 | Order = 0.026289838601728076 | Time = 22s
Step 140000 | Order = 0.0087026986249710593 | Time = 22s
Step 141000 | Order = 0.020172884840422636 | Time = 22s
Step 142000 | Order = 0.024981953042145615 | Time = 22s
Step 143000 | Order = 0.011652859861476756 | Time = 23s
Step 144000 | Order = 0.018503178331067915 | Time = 23s
Step 145000 | Order = 0.031973951782765117 | Time = 23s
Step 146000 | Order = 0.0033268401520368837 | Time = 23s
Step 147000 | Order = 0.014771045613349324 | Time = 23s
Step 148000 | Order = 0.035872895316033403 | Time = 23s
Step 149000 | Order = 0.0267592387313327 | Time = 24s
Step 150000 | Order = 0.019018094867887084 | Time = 24s
Step 151000 | Order = 0.038000742333476521 | Time = 24s
Step 152000 | Order = 0.015713463191526229 | Time = 24s
Step 153000 | Order = 0.0094531931733218832 | Time = 24s
Step 154000 | Order = 0.0083400511604578252 | Time = 25s
Step 155000 | Order = 0.019258652695873648 | Time = 25s
Step 156000 | Order = 0.025831539521164425 | Time = 25s
Step 157000 | Order = 0.0080696304121761226 | Time = 25s
Step 158000 | Order = 0.015889163046025334 | Time = 25s
Step 159000 | Order = 0.017032483469179495 | Time = 25s
Step 160000 | Order = 0.028544637409904539 | Time = 26s
Step 161000 | Order = 0.023011103592220403 | Time = 26s
Step 162000 | Order = 0.0043329561512013602 | Time = 27s
Step 163000 | Order = 0.020854290612073549 | Time = 27s
Step 164000 | Order = 0.018910670287213712 | Time = 27s
Step 165000 | Order = 0.0039814455100850524 | Time = 27s
Step 166000 | Order = 0.014826539789662875 | Time = 27s
Step 167000 | Order = 0.01111169240084499 | Time = 27s
Step 168000 | Order = 0.014756225893118006 | Time = 27s
Step 169000 | Order = 0.033634291313404119 | Time = 28s
Step 170000 | Order = 0.011602385488981256 | Time = 28s
Step 171000 | Order = 0.016958817909536201 | Time = 28s
Step 172000 | Order = 0.011345024199830803 | Time = 28s
Step 173000 | Order = 0.018208872943621543 | Time = 28s
Step 174000 | Order = 0.0066462003287156013 | Time = 28s
Step 175000 | Order = 0.010526358131291326 | Time = 29s
Step 176000 | Order = 0.035647404638494883 | Time = 29s
Step 177000 | Order = 0.023151083478154758 | Time = 29s
Step 178000 | Order = 0.027564124906092412 | Time = 29s
Step 179000 | Order = 0.016737674623725402 | Time = 29s
Step 180000 | Order = 0.014157874059387451 | Time = 29s
Step 181000 | Order = 0.02825869245230711 | Time = 30s
Step 182000 | Order = 0.032586337702095694 | Time = 30s
Step 183000 | Order = 0.014070790065761328 | Time = 30s
Step 184000 | Order = 0.015709288093296886 | Time = 30s
Step 185000 | Order = 0.032348884375170819 | Time = 30s
Step 186000 | Order = 0.010101094341968193 | Time = 30s
Step 187000 | Order = 0.0056949824263715226 | Time = 30s
Step 188000 | Order = 0.0062906874820116759 | Time = 31s
Step 189000 | Order = 0.012613333770628102 | Time = 31s
Step 190000 | Order = 0.011952481368227637 | Time = 31s
Step 191000 | Order = 0.013452816032416407 | Time = 31s
Step 192000 | Order = 0.027263512287301287 | Time = 31s
Step 193000 | Order = 0.0045787273802074483 | Time = 31s
Step 194000 | Order = 0.022805705377336928 | Time = 32s
Step 195000 | Order = 0.0092081013049852955 | Time = 32s
Step 196000 | Order = 0.021842020381593892 | Time = 32s
Step 197000 | Order = 0.019599718098250226 | Time = 32s
Step 198000 | Order = 0.027470021388553385 | Time = 32s
Step 199000 | Order = 0.013256442679606181 | Time = 32s
Step 200000 | Order = 0.020424790682013718 | Time = 32s
Step 201000 | Order = 0.030290380271840164 | Time = 33s
Step 202000 | Order = 0.0085461929091146648 | Time = 33s
Step 203000 | Order = 0.011340761850266739 | Time = 33s
Step 204000 | Order = 0.0070881316776743412 | Time = 33s
Step 205000 | Order = 0.001363743345461002 | Time = 33s
Step 206000 | Order = 0.017916507324772821 | Time = 34s
Step 207000 | Order = 0.016759015813145116 | Time = 34s
Step 208000 | Order = 0.029305820113151193 | Time = 34s
Step 209000 | Order = 0.019106590634057143 | Time = 34s
Step 210000 | Order = 0.0069212702602207141 | Time = 34s
Step 211000 | Order = 0.011878769671476256 | Time = 34s
Step 212000 | Order = 0.013880562822627536 | Time = 34s
Step 213000 | Order = 0.027072976154666563 | Time = 35s
Step 214000 | Order = 0.017111799629645895 | Time = 35s
Step 215000 | Order = 0.013269058674521142 | Time = 35s
Step 216000 | Order = 0.022660635668168675 | Time = 35s
Step 217000 | Order = 0.015110579036735213 | Time = 35s
