Simulation #152, Parameters: eta = 0.582711 | rho = 0.238520 | v0 = 0.256918s
Step 0 | Order = 0.027957231081980727 | Time = 0s
Step 1000 | Order = 0.0058416845081148494 | Time = 0s
Step 2000 | Order = 0.019737165756181264 | Time = 0s
Step 3000 | Order = 0.01135385286153833 | Time = 1s
Step 4000 | Order = 0.012830656452955235 | Time = 1s
Step 5000 | Order = 0.015728650055052883 | Time = 1s
Step 6000 | Order = 0.0077266123350793608 | Time = 1s
Step 7000 | Order = 0.0099520077804470149 | Time = 2s
Step 8000 | Order = 0.0085822763469135185 | Time = 2s
Step 9000 | Order = 0.029888898757642897 | Time = 2s
Step 10000 | Order = 0.045058398713426442 | Time = 3s
Step 11000 | Order = 0.008117826014305116 | Time = 3s
Step 12000 | Order = 0.010738095011159746 | Time = 3s
Step 13000 | Order = 0.019263400526488266 | Time = 3s
Step 14000 | Order = 0.023597206094862225 | Time = 4s
Step 15000 | Order = 0.011799437086992404 | Time = 4s
Step 16000 | Order = 0.0046775420943690462 | Time = 4s
Step 17000 | Order = 0.016572006059530197 | Time = 5s
Step 18000 | Order = 0.015814362766866034 | Time = 5s
Step 19000 | Order = 0.016461667001797742 | Time = 5s
Step 20000 | Order = 0.0015611565049543838 | Time = 5s
Step 21000 | Order = 0.018347878838205094 | Time = 6s
Step 22000 | Order = 0.019070838197466203 | Time = 6s
Step 23000 | Order = 0.015227346850172706 | Time = 6s
Step 24000 | Order = 0.015805222525383088 | Time = 6s
Step 25000 | Order = 0.013669177667865766 | Time = 7s
Step 26000 | Order = 0.041560450532912539 | Time = 7s
Step 27000 | Order = 0.02245116237158894 | Time = 7s
Step 28000 | Order = 0.013447602454655394 | Time = 8s
Step 29000 | Order = 0.01267385971020402 | Time = 8s
Step 30000 | Order = 0.0014574491687227959 | Time = 8s
Step 31000 | Order = 0.016755160101292067 | Time = 8s
Step 32000 | Order = 0.01950232240331436 | Time = 9s
Step 33000 | Order = 0.019763639055579416 | Time = 9s
Step 34000 | Order = 0.019955077556386439 | Time = 9s
Step 35000 | Order = 0.0075266045404678173 | Time = 9s
Step 36000 | Order = 0.015370950779812351 | Time = 10s
Step 37000 | Order = 0.024521947586812649 | Time = 10s
Step 38000 | Order = 0.017129812163806168 | Time = 10s
Step 39000 | Order = 0.018620509596009201 | Time = 11s
Step 40000 | Order = 0.011271633732735578 | Time = 11s
Step 41000 | Order = 0.008828015761684866 | Time = 11s
Step 42000 | Order = 0.015764139299405473 | Time = 11s
Step 43000 | Order = 0.028975958583479462 | Time = 12s
Step 44000 | Order = 0.016662402338937392 | Time = 12s
Step 45000 | Order = 0.017083439139649961 | Time = 12s
Step 46000 | Order = 0.0092475280399039149 | Time = 12s
Step 47000 | Order = 0.014849472925490813 | Time = 13s
Step 48000 | Order = 0.016930344414354256 | Time = 13s
Step 49000 | Order = 0.0068815792198963256 | Time = 13s
Step 50000 | Order = 0.027322159591732991 | Time = 14s
Step 51000 | Order = 0.0059170561069560876 | Time = 14s
Step 52000 | Order = 0.020465266789079565 | Time = 14s
Step 53000 | Order = 0.011039194343447998 | Time = 14s
Step 54000 | Order = 0.016801511267466339 | Time = 15s
Step 55000 | Order = 0.023965506305847092 | Time = 15s
Step 56000 | Order = 0.0057142240101953016 | Time = 15s
Step 57000 | Order = 0.037359051070472285 | Time = 16s
Step 58000 | Order = 0.012332205170867364 | Time = 16s
Step 59000 | Order = 0.019885799423447689 | Time = 16s
Step 60000 | Order = 0.012634541557726475 | Time = 16s
Step 61000 | Order = 0.024646330700963951 | Time = 17s
Step 62000 | Order = 0.016032901863328525 | Time = 17s
Step 63000 | Order = 0.0023144172547028738 | Time = 17s
Step 64000 | Order = 0.022761352039231898 | Time = 18s
Step 65000 | Order = 0.018435120498646568 | Time = 18s
Step 66000 | Order = 0.016319652516203029 | Time = 18s
Step 67000 | Order = 0.013751550970265895 | Time = 18s
Step 68000 | Order = 0.010425088995360342 | Time = 19s
Step 69000 | Order = 0.02192999253627255 | Time = 19s
Step 70000 | Order = 0.0059457756629020661 | Time = 19s
Step 71000 | Order = 0.0046917427020267081 | Time = 19s
Step 72000 | Order = 0.021947464164475395 | Time = 20s
Step 73000 | Order = 0.011080358283162615 | Time = 20s
Step 74000 | Order = 0.0099119426174420922 | Time = 20s
Step 75000 | Order = 0.010457097458544739 | Time = 21s
Step 76000 | Order = 0.011773159074639954 | Time = 21s
Step 77000 | Order = 0.0075933705394128368 | Time = 21s
Step 78000 | Order = 0.032812427033979193 | Time = 21s
Step 79000 | Order = 0.030486798137988411 | Time = 22s
