Simulation #52, Parameters: eta = 0.631757 | rho = 1.044846 | v0 = 0.631757s
Step 0 | Order = 0.010454276251396383 | Time = 0s
Step 1000 | Order = 0.02820386539315799 | Time = 2s
Step 2000 | Order = 0.028376676301185032 | Time = 5s
Step 3000 | Order = 0.02790702518923386 | Time = 7s
Step 4000 | Order = 0.027770442878180361 | Time = 10s
Step 5000 | Order = 0.027734391099463913 | Time = 12s
Step 6000 | Order = 0.027724771941061047 | Time = 14s
Step 7000 | Order = 0.027722073387656816 | Time = 17s
Step 8000 | Order = 0.027721247356639916 | Time = 19s
Step 9000 | Order = 0.027720963664065994 | Time = 21s
Step 10000 | Order = 0.027720853577608898 | Time = 24s
Step 11000 | Order = 0.027720806298364129 | Time = 26s
Step 12000 | Order = 0.027720784545524148 | Time = 28s
Step 13000 | Order = 0.027720774108775787 | Time = 30s
Step 14000 | Order = 0.02772076899740555 | Time = 32s
Step 15000 | Order = 0.027720766458943301 | Time = 35s
Step 16000 | Order = 0.027720765189335948 | Time = 37s
Step 17000 | Order = 0.02772076455260607 | Time = 39s
Step 18000 | Order = 0.027720764233417745 | Time = 41s
Step 19000 | Order = 0.027720764073114978 | Time = 44s
Step 20000 | Order = 0.02772076399248009 | Time = 47s
Step 21000 | Order = 0.027720763951847808 | Time = 49s
Step 22000 | Order = 0.027720763931420728 | Time = 51s
Step 23000 | Order = 0.027720763921134248 | Time = 53s
Step 24000 | Order = 0.027720763915946862 | Time = 55s
Step 25000 | Order = 0.027720763913331999 | Time = 57s
Step 26000 | Order = 0.027720763912014022 | Time = 59s
Step 27000 | Order = 0.027720763911348801 | Time = 61s
Step 28000 | Order = 0.027720763911012899 | Time = 63s
Step 29000 | Order = 0.027720763910843386 | Time = 65s
Step 30000 | Order = 0.027720763910757774 | Time = 67s
Step 31000 | Order = 0.027720763910714544 | Time = 69s
Step 32000 | Order = 0.027720763910692708 | Time = 71s
Step 33000 | Order = 0.027720763910681647 | Time = 73s
Step 34000 | Order = 0.027720763910676058 | Time = 75s
Step 35000 | Order = 0.02772076391067323 | Time = 77s
Step 36000 | Order = 0.02772076391067179 | Time = 80s
Step 37000 | Order = 0.027720763910671065 | Time = 82s
Step 38000 | Order = 0.027720763910670711 | Time = 84s
Step 39000 | Order = 0.027720763910670528 | Time = 86s
Step 40000 | Order = 0.027720763910670462 | Time = 89s
Step 41000 | Order = 0.02772076391067041 | Time = 91s
Step 42000 | Order = 0.027720763910670146 | Time = 93s
Step 43000 | Order = 0.027720763910669969 | Time = 96s
Step 44000 | Order = 0.027720763910669965 | Time = 98s
Step 45000 | Order = 0.027720763910669969 | Time = 101s
Step 46000 | Order = 0.027720763910669969 | Time = 103s
Step 47000 | Order = 0.027720763910669965 | Time = 105s
Step 48000 | Order = 0.027720763910669969 | Time = 107s
Step 49000 | Order = 0.027720763910669969 | Time = 109s
Step 50000 | Order = 0.027720763910669969 | Time = 111s
Step 51000 | Order = 0.027720763910669969 | Time = 113s
Step 52000 | Order = 0.027720763910669969 | Time = 115s
Step 53000 | Order = 0.027720763910669969 | Time = 117s
Step 54000 | Order = 0.027720763910669969 | Time = 119s
Step 55000 | Order = 0.027720763910669965 | Time = 121s
Step 56000 | Order = 0.027720763910669969 | Time = 123s
Step 57000 | Order = 0.027720763910669969 | Time = 125s
Step 58000 | Order = 0.027720763910669969 | Time = 127s
Step 59000 | Order = 0.027720763910669965 | Time = 129s
Step 60000 | Order = 0.027720763910669969 | Time = 131s
Step 61000 | Order = 0.027720763910669969 | Time = 133s
Step 62000 | Order = 0.027720763910669969 | Time = 135s
Step 63000 | Order = 0.027720763910669969 | Time = 137s
Step 64000 | Order = 0.027720763910669969 | Time = 139s
Step 65000 | Order = 0.027720763910669969 | Time = 142s
Step 66000 | Order = 0.027720763910669969 | Time = 144s
Step 67000 | Order = 0.027720763910669965 | Time = 146s
Step 68000 | Order = 0.027720763910669965 | Time = 149s
Step 69000 | Order = 0.027720763910669969 | Time = 151s
Step 70000 | Order = 0.027720763910669969 | Time = 153s
Step 71000 | Order = 0.027720763910669969 | Time = 156s
Step 72000 | Order = 0.027720763910669965 | Time = 158s
Step 73000 | Order = 0.027720763910669969 | Time = 160s
Step 74000 | Order = 0.027720763910669969 | Time = 163s
Step 75000 | Order = 0.027720763910669969 | Time = 165s
Step 76000 | Order = 0.027720763910669969 | Time = 167s
Step 77000 | Order = 0.027720763910669969 | Time = 169s
Step 78000 | Order = 0.027720763910669969 | Time = 171s
Step 79000 | Order = 0.027720763910669969 | Time = 173s
Step 80000 | Order = 0.027720763910669969 | Time = 174s
Step 81000 | Order = 0.027720763910669969 | Time = 176s
Step 82000 | Order = 0.027720763910669969 | Time = 178s
Step 83000 | Order = 0.027720763910669965 | Time = 180s
Step 84000 | Order = 0.027720763910669969 | Time = 182s
Step 85000 | Order = 0.027720763910669969 | Time = 184s
Step 86000 | Order = 0.027720763910669969 | Time = 186s
Step 87000 | Order = 0.027720763910669969 | Time = 188s
Step 88000 | Order = 0.027720763910669972 | Time = 190s
Step 89000 | Order = 0.027720763910669965 | Time = 192s
Step 90000 | Order = 0.027720763910669969 | Time = 194s
Step 91000 | Order = 0.027720763910669969 | Time = 196s
Step 92000 | Order = 0.027720763910669969 | Time = 198s
Step 93000 | Order = 0.027720763910669965 | Time = 200s
Step 94000 | Order = 0.027720763910669965 | Time = 203s
Step 95000 | Order = 0.027720763910669969 | Time = 206s
Step 96000 | Order = 0.027720763910669972 | Time = 208s
Step 97000 | Order = 0.027720763910669965 | Time = 210s
Step 98000 | Order = 0.027720763910669969 | Time = 213s
Step 99000 | Order = 0.027720763910669972 | Time = 216s
Step 100000 | Order = 0.027720763910669969 | Time = 218s
