Simulation #117, Parameters: eta = 0.542766 | rho = 0.126872 | v0 = 0.208095s
Step 0 | Order = 0.015899755637071494 | Time = 0s
Step 1000 | Order = 0.032465947400926454 | Time = 0s
Step 2000 | Order = 0.046947811688734332 | Time = 0s
Step 3000 | Order = 0.032269628910557714 | Time = 0s
Step 4000 | Order = 0.0025245459190692339 | Time = 1s
Step 5000 | Order = 0.01942118477237937 | Time = 1s
Step 6000 | Order = 0.0065423961980866849 | Time = 1s
Step 7000 | Order = 0.010507497333720485 | Time = 1s
Step 8000 | Order = 0.029215373720104871 | Time = 1s
Step 9000 | Order = 0.010731372034504852 | Time = 2s
Step 10000 | Order = 0.019961903243915426 | Time = 2s
Step 11000 | Order = 0.0096987179843821564 | Time = 2s
Step 12000 | Order = 0.026598715577042076 | Time = 2s
Step 13000 | Order = 0.025908002698766742 | Time = 2s
Step 14000 | Order = 0.013309489440722628 | Time = 3s
Step 15000 | Order = 0.026012690179660649 | Time = 3s
Step 16000 | Order = 0.022114212108229968 | Time = 3s
Step 17000 | Order = 0.019133778624330196 | Time = 3s
Step 18000 | Order = 0.039152659651615594 | Time = 3s
Step 19000 | Order = 0.034426553153855566 | Time = 4s
Step 20000 | Order = 0.011148190980156906 | Time = 4s
Step 21000 | Order = 0.027410124455694632 | Time = 4s
Step 22000 | Order = 0.0044128263061861579 | Time = 4s
Step 23000 | Order = 0.033094288319956588 | Time = 5s
Step 24000 | Order = 0.027096429617013574 | Time = 5s
Step 25000 | Order = 0.0076012466156105216 | Time = 5s
Step 26000 | Order = 0.02129186979099968 | Time = 5s
Step 27000 | Order = 0.0077056322623881507 | Time = 5s
Step 28000 | Order = 0.0068810730561361258 | Time = 6s
Step 29000 | Order = 0.021637759943383732 | Time = 6s
Step 30000 | Order = 0.03789330759297338 | Time = 6s
Step 31000 | Order = 0.012382481251669774 | Time = 6s
Step 32000 | Order = 0.0026641839677749198 | Time = 6s
Step 33000 | Order = 0.054912849883941343 | Time = 7s
Step 34000 | Order = 0.02802497313888351 | Time = 7s
Step 35000 | Order = 0.014482442238075046 | Time = 7s
Step 36000 | Order = 0.012417598008814689 | Time = 7s
Step 37000 | Order = 0.0041095516253570157 | Time = 8s
Step 38000 | Order = 0.032299384721423401 | Time = 8s
Step 39000 | Order = 0.019177590559318617 | Time = 8s
Step 40000 | Order = 0.0074025710861847956 | Time = 8s
Step 41000 | Order = 0.026189624500967179 | Time = 8s
Step 42000 | Order = 0.011976091999961542 | Time = 9s
Step 43000 | Order = 0.030459739329063946 | Time = 9s
Step 44000 | Order = 0.012443770507979497 | Time = 9s
Step 45000 | Order = 0.011859533436416474 | Time = 9s
Step 46000 | Order = 0.013849464257806018 | Time = 9s
Step 47000 | Order = 0.0018615964139356627 | Time = 10s
Step 48000 | Order = 0.036024692154164498 | Time = 10s
Step 49000 | Order = 0.010862937537118016 | Time = 10s
Step 50000 | Order = 0.016723671184798911 | Time = 10s
Step 51000 | Order = 0.049825232483735923 | Time = 11s
Step 52000 | Order = 0.038746966143150464 | Time = 11s
Step 53000 | Order = 0.020600030879180161 | Time = 12s
Step 54000 | Order = 0.010491243308398623 | Time = 12s
Step 55000 | Order = 0.017591432047414354 | Time = 12s
Step 56000 | Order = 0.012271803763381221 | Time = 12s
Step 57000 | Order = 0.036486035148133776 | Time = 12s
Step 58000 | Order = 0.0044794968763179959 | Time = 13s
Step 59000 | Order = 0.025607833163074835 | Time = 13s
Step 60000 | Order = 0.0064583245159355596 | Time = 13s
Step 61000 | Order = 0.016910006677480674 | Time = 13s
Step 62000 | Order = 0.045968375881220498 | Time = 14s
Step 63000 | Order = 0.023731701258096205 | Time = 14s
Step 64000 | Order = 0.033765110192027402 | Time = 14s
Step 65000 | Order = 0.016136067883918151 | Time = 14s
Step 66000 | Order = 0.03477031074158559 | Time = 14s
Step 67000 | Order = 0.014914470278986154 | Time = 15s
Step 68000 | Order = 0.015284428628459013 | Time = 15s
Step 69000 | Order = 0.0087038477680897279 | Time = 15s
Step 70000 | Order = 0.025370336547983246 | Time = 15s
Step 71000 | Order = 0.02998350630131582 | Time = 15s
Step 72000 | Order = 0.027507279175126808 | Time = 16s
Step 73000 | Order = 0.0035718777332468437 | Time = 16s
Step 74000 | Order = 0.029017486787852615 | Time = 16s
Step 75000 | Order = 0.036812899228925541 | Time = 16s
Step 76000 | Order = 0.021005087976483868 | Time = 16s
Step 77000 | Order = 0.022449352754449984 | Time = 17s
Step 78000 | Order = 0.032467436320744204 | Time = 17s
Step 79000 | Order = 0.022626023605288124 | Time = 17s
Step 80000 | Order = 0.032155874472547301 | Time = 17s
Step 81000 | Order = 0.028213486759525081 | Time = 18s
Step 82000 | Order = 0.038020039915931031 | Time = 18s
Step 83000 | Order = 0.011416012754735243 | Time = 18s
Step 84000 | Order = 0.027564811248611314 | Time = 18s
Step 85000 | Order = 0.012194560348170527 | Time = 18s
Step 86000 | Order = 0.010897251060730537 | Time = 19s
Step 87000 | Order = 0.01323340932896981 | Time = 19s
Step 88000 | Order = 0.015359057095808166 | Time = 19s
Step 89000 | Order = 0.037210312987105622 | Time = 19s
Step 90000 | Order = 0.025447587662624387 | Time = 19s
Step 91000 | Order = 0.035021031572049284 | Time = 20s
Step 92000 | Order = 0.018966881774719349 | Time = 20s
Step 93000 | Order = 0.010442000609919389 | Time = 20s
Step 94000 | Order = 0.037720951872217988 | Time = 20s
Step 95000 | Order = 0.024766567740429835 | Time = 20s
Step 96000 | Order = 0.038908805436947344 | Time = 21s
Step 97000 | Order = 0.02268636525374218 | Time = 21s
Step 98000 | Order = 0.036912081124305503 | Time = 21s
Step 99000 | Order = 0.019513312414406705 | Time = 21s
Step 100000 | Order = 0.040797234921350047 | Time = 22s
Step 101000 | Order = 0.011000926564550109 | Time = 22s
Step 102000 | Order = 0.010183368797309508 | Time = 22s
Step 103000 | Order = 0.017235827428566421 | Time = 22s
Step 104000 | Order = 0.045531185026926768 | Time = 23s
Step 105000 | Order = 0.016399521054179435 | Time = 23s
Step 106000 | Order = 0.018819755539742772 | Time = 23s
Step 107000 | Order = 0.01971676340833409 | Time = 23s
Step 108000 | Order = 0.0082983136363525469 | Time = 23s
Step 109000 | Order = 0.033335111521387017 | Time = 24s
Step 110000 | Order = 0.018251932951751322 | Time = 24s
Step 111000 | Order = 0.011992384111502292 | Time = 24s
Step 112000 | Order = 0.022930890953764008 | Time = 24s
Step 113000 | Order = 0.017659488265763877 | Time = 25s
Step 114000 | Order = 0.021822661119337838 | Time = 25s
Step 115000 | Order = 0.01914314073495366 | Time = 25s
Step 116000 | Order = 0.0079814447254143543 | Time = 25s
Step 117000 | Order = 0.031239610086973763 | Time = 25s
Step 118000 | Order = 0.0033472403537694586 | Time = 26s
Step 119000 | Order = 0.021227145200899779 | Time = 26s
Step 120000 | Order = 0.017467184015411724 | Time = 26s
Step 121000 | Order = 0.026920746265065583 | Time = 26s
Step 122000 | Order = 0.038820499837931073 | Time = 26s
Step 123000 | Order = 0.0097055216564376004 | Time = 27s
Step 124000 | Order = 0.010981719293606742 | Time = 27s
Step 125000 | Order = 0.02221287926472601 | Time = 27s
Step 126000 | Order = 0.018930402840929911 | Time = 27s
Step 127000 | Order = 0.01220650436697817 | Time = 28s
Step 128000 | Order = 0.043712735868534337 | Time = 28s
Step 129000 | Order = 0.030531204372413981 | Time = 28s
Step 130000 | Order = 0.0056222255320786847 | Time = 28s
Step 131000 | Order = 0.019836336022798478 | Time = 28s
Step 132000 | Order = 0.021005713253042346 | Time = 29s
Step 133000 | Order = 0.007848948828018015 | Time = 29s
Step 134000 | Order = 0.0139167749777833 | Time = 29s
Step 135000 | Order = 0.010232452843362777 | Time = 29s
Step 136000 | Order = 0.010537602606097814 | Time = 29s
Step 137000 | Order = 0.0080073206912375586 | Time = 30s
Step 138000 | Order = 0.014873453222230387 | Time = 30s
Step 139000 | Order = 0.029275840525947332 | Time = 30s
Step 140000 | Order = 0.011945384050659036 | Time = 30s
Step 141000 | Order = 0.018633733528836818 | Time = 30s
Step 142000 | Order = 0.045383803661615388 | Time = 31s
Step 143000 | Order = 0.0027628021653302026 | Time = 31s
Step 144000 | Order = 0.0094113036385120152 | Time = 31s
Step 145000 | Order = 0.0073829957939764383 | Time = 31s
Step 146000 | Order = 0.0076145418535828692 | Time = 32s
Step 147000 | Order = 0.026086203509939027 | Time = 32s
Step 148000 | Order = 0.028879620140436792 | Time = 32s
Step 149000 | Order = 0.036431033579742922 | Time = 32s
Step 150000 | Order = 0.044506541676827806 | Time = 32s
Step 151000 | Order = 0.0087454543728283114 | Time = 33s
Step 152000 | Order = 0.017044136231866198 | Time = 33s
Step 153000 | Order = 0.024913687563379448 | Time = 33s
Step 154000 | Order = 0.027516166516834726 | Time = 33s
Step 155000 | Order = 0.011609780782260904 | Time = 34s
Step 156000 | Order = 0.039386927476702499 | Time = 34s
Step 157000 | Order = 0.036142384016861685 | Time = 34s
Step 158000 | Order = 0.022998174287878939 | Time = 34s
Step 159000 | Order = 0.039732510299182767 | Time = 34s
Step 160000 | Order = 0.03196535544355382 | Time = 35s
Step 161000 | Order = 0.015565005058661879 | Time = 35s
Step 162000 | Order = 0.020549810912493274 | Time = 35s
Step 163000 | Order = 0.0058896502813629613 | Time = 35s
Step 164000 | Order = 0.017823875769158896 | Time = 35s
