Simulation #5, Parameters: eta = 0.824178 | rho = 0.203223 | v0 = 0.0105289s
Step 0 | Order = 0.018705361412007352 | Time = 0s
Step 1000 | Order = 0.015924704138727101 | Time = 0s
Step 2000 | Order = 0.011026066203468831 | Time = 1s
Step 3000 | Order = 0.0038795595592299456 | Time = 1s
Step 4000 | Order = 0.027342945737038504 | Time = 1s
Step 5000 | Order = 0.0045590272885833501 | Time = 2s
Step 6000 | Order = 0.016268704419164361 | Time = 2s
Step 7000 | Order = 0.024757194188258766 | Time = 2s
Step 8000 | Order = 0.023373795833901461 | Time = 2s
Step 9000 | Order = 0.0072508112721648083 | Time = 3s
Step 10000 | Order = 0.011487421929256237 | Time = 3s
Step 11000 | Order = 0.03023675429330696 | Time = 3s
Step 12000 | Order = 0.020285899955727993 | Time = 3s
Step 13000 | Order = 0.004500321454022964 | Time = 4s
Step 14000 | Order = 0.01961440071683496 | Time = 4s
Step 15000 | Order = 0.030070557226594477 | Time = 4s
Step 16000 | Order = 0.019077352944088178 | Time = 5s
Step 17000 | Order = 0.018210474760483191 | Time = 5s
Step 18000 | Order = 0.0089087034928151208 | Time = 5s
Step 19000 | Order = 0.026060338505824166 | Time = 5s
Step 20000 | Order = 0.011824376334071806 | Time = 6s
Step 21000 | Order = 0.01365302487007093 | Time = 6s
Step 22000 | Order = 0.015647355805363791 | Time = 6s
Step 23000 | Order = 0.0046329063277545986 | Time = 6s
Step 24000 | Order = 0.010482012601844436 | Time = 7s
Step 25000 | Order = 0.024905056371277073 | Time = 7s
Step 26000 | Order = 0.011567192920089266 | Time = 7s
Step 27000 | Order = 0.017093364369226715 | Time = 8s
Step 28000 | Order = 0.0028852292426950346 | Time = 8s
Step 29000 | Order = 0.022053019274139558 | Time = 8s
Step 30000 | Order = 0.023980794222576079 | Time = 8s
Step 31000 | Order = 0.015410710647505597 | Time = 9s
Step 32000 | Order = 0.0076659284651557635 | Time = 9s
Step 33000 | Order = 0.015446023250819401 | Time = 9s
Step 34000 | Order = 0.004649415715962577 | Time = 9s
Step 35000 | Order = 0.021999775669239368 | Time = 10s
Step 36000 | Order = 0.016130230173719652 | Time = 10s
Step 37000 | Order = 0.017537374302481389 | Time = 10s
Step 38000 | Order = 0.011366137077600386 | Time = 10s
Step 39000 | Order = 0.013546185906071062 | Time = 11s
Step 40000 | Order = 0.02125800087505025 | Time = 11s
Step 41000 | Order = 0.011909716200221574 | Time = 11s
Step 42000 | Order = 0.026760625634710437 | Time = 11s
Step 43000 | Order = 0.019830983596375414 | Time = 11s
Step 44000 | Order = 0.018425948898238197 | Time = 12s
Step 45000 | Order = 0.020272591965162894 | Time = 12s
Step 46000 | Order = 0.0085448434071117955 | Time = 12s
Step 47000 | Order = 0.0043660329276950507 | Time = 13s
Step 48000 | Order = 0.018431755936790493 | Time = 13s
Step 49000 | Order = 0.011426902124632531 | Time = 13s
Step 50000 | Order = 0.012677641818270672 | Time = 13s
Step 51000 | Order = 0.014066613500896588 | Time = 14s
Step 52000 | Order = 0.018491825907129587 | Time = 14s
Step 53000 | Order = 0.016427724011359369 | Time = 15s
Step 54000 | Order = 0.0062313981456727221 | Time = 15s
Step 55000 | Order = 0.026937680564102087 | Time = 15s
Step 56000 | Order = 0.023806306155061407 | Time = 16s
Step 57000 | Order = 0.016824917403709724 | Time = 16s
Step 58000 | Order = 0.022320064028524836 | Time = 16s
Step 59000 | Order = 0.022369558962577061 | Time = 16s
Step 60000 | Order = 0.0065591670287188097 | Time = 17s
Step 61000 | Order = 0.012919246270857141 | Time = 17s
