Simulation #126, Parameters: eta = 0.161287 | rho = 0.217366 | v0 = 0.106977s
Step 0 | Order = 0.017666794663498041 | Time = 0s
Step 1000 | Order = 0.15601530455250415 | Time = 3s
Step 2000 | Order = 0.11551702147626497 | Time = 3s
Step 3000 | Order = 0.20175741861714722 | Time = 4s
Step 4000 | Order = 0.15021386028491365 | Time = 4s
Step 5000 | Order = 0.2170736520779866 | Time = 5s
Step 6000 | Order = 0.27228239029215962 | Time = 5s
Step 7000 | Order = 0.21521621884911923 | Time = 6s
Step 8000 | Order = 0.23155685115691399 | Time = 6s
Step 9000 | Order = 0.28671910879953494 | Time = 7s
Step 10000 | Order = 0.2488592782109092 | Time = 7s
Step 11000 | Order = 0.22297163952444191 | Time = 8s
Step 12000 | Order = 0.35255442163402445 | Time = 8s
Step 13000 | Order = 0.27742422577741616 | Time = 8s
Step 14000 | Order = 0.31432361196633801 | Time = 9s
Step 15000 | Order = 0.20006784871594377 | Time = 9s
Step 16000 | Order = 0.22817973451850151 | Time = 10s
Step 17000 | Order = 0.2045652927419522 | Time = 10s
Step 18000 | Order = 0.15046287149885429 | Time = 11s
Step 19000 | Order = 0.22635323011894476 | Time = 11s
Step 20000 | Order = 0.12457083813703816 | Time = 12s
Step 21000 | Order = 0.22545854485866651 | Time = 12s
Step 22000 | Order = 0.23990520159773809 | Time = 13s
Step 23000 | Order = 0.30436551068102724 | Time = 13s
Step 24000 | Order = 0.22812260913482144 | Time = 14s
Step 25000 | Order = 0.12652932258416935 | Time = 14s
Step 26000 | Order = 0.22029746118180285 | Time = 14s
Step 27000 | Order = 0.18006807029470259 | Time = 15s
Step 28000 | Order = 0.25570028023437963 | Time = 15s
Step 29000 | Order = 0.34607051747787987 | Time = 16s
Step 30000 | Order = 0.17216123307725353 | Time = 16s
Step 31000 | Order = 0.23241875049398444 | Time = 17s
Step 32000 | Order = 0.26760328374388664 | Time = 17s
Step 33000 | Order = 0.24574792338632995 | Time = 18s
Step 34000 | Order = 0.14791697859323624 | Time = 18s
Step 35000 | Order = 0.25248017193531169 | Time = 19s
Step 36000 | Order = 0.36285279302379797 | Time = 19s
Step 37000 | Order = 0.31501641312001283 | Time = 20s
Step 38000 | Order = 0.44077899903402284 | Time = 20s
Step 39000 | Order = 0.2381724497195746 | Time = 21s
Step 40000 | Order = 0.3216501220843565 | Time = 21s
Step 41000 | Order = 0.20810438406693185 | Time = 21s
Step 42000 | Order = 0.057047140863002804 | Time = 22s
Step 43000 | Order = 0.18571546415313833 | Time = 22s
Step 44000 | Order = 0.11988747320778208 | Time = 23s
Step 45000 | Order = 0.25725808261673666 | Time = 23s
Step 46000 | Order = 0.13884834743088886 | Time = 24s
Step 47000 | Order = 0.29579554145754738 | Time = 24s
