Simulation #155, Parameters: eta = 0.362522 | rho = 0.335411 | v0 = 0.0670021s
Step 0 | Order = 0.031299623523902143 | Time = 0s
Step 1000 | Order = 0.0074860975275196024 | Time = 0s
Step 2000 | Order = 0.028854620197760424 | Time = 1s
Step 3000 | Order = 0.046509244077730195 | Time = 1s
Step 4000 | Order = 0.042155605547821169 | Time = 1s
Step 5000 | Order = 0.017221290745380716 | Time = 2s
Step 6000 | Order = 0.039456599509313656 | Time = 2s
Step 7000 | Order = 0.030381518304677321 | Time = 3s
Step 8000 | Order = 0.0032476086246355134 | Time = 3s
Step 9000 | Order = 0.015017645446602869 | Time = 4s
Step 10000 | Order = 0.010368994096816124 | Time = 4s
Step 11000 | Order = 0.045204851803653891 | Time = 5s
Step 12000 | Order = 0.028307362758441274 | Time = 5s
Step 13000 | Order = 0.011076498811809271 | Time = 6s
Step 14000 | Order = 0.035448723463945904 | Time = 6s
Step 15000 | Order = 0.03525737839257595 | Time = 7s
Step 16000 | Order = 0.059852960154981531 | Time = 7s
Step 17000 | Order = 0.05884031653498209 | Time = 7s
Step 18000 | Order = 0.019478061731175337 | Time = 8s
Step 19000 | Order = 0.022148091988565349 | Time = 8s
Step 20000 | Order = 0.011702321976273158 | Time = 9s
Step 21000 | Order = 0.021515176759038374 | Time = 9s
Step 22000 | Order = 0.039656445347858886 | Time = 10s
Step 23000 | Order = 0.023646533854926838 | Time = 10s
Step 24000 | Order = 0.0236906737849812 | Time = 11s
Step 25000 | Order = 0.007840996070836697 | Time = 11s
Step 26000 | Order = 0.027644708039510593 | Time = 12s
Step 27000 | Order = 0.036799503924752675 | Time = 12s
Step 28000 | Order = 0.029071182047473165 | Time = 12s
Step 29000 | Order = 0.040480100995543992 | Time = 13s
Step 30000 | Order = 0.014672593541453801 | Time = 13s
Step 31000 | Order = 0.028139863336430909 | Time = 14s
Step 32000 | Order = 0.038285803681162925 | Time = 14s
Step 33000 | Order = 0.056541502156675277 | Time = 15s
Step 34000 | Order = 0.072631018493482927 | Time = 15s
Step 35000 | Order = 0.029671666937489526 | Time = 16s
Step 36000 | Order = 0.036640039399837232 | Time = 16s
Step 37000 | Order = 0.027239718816435544 | Time = 17s
Step 38000 | Order = 0.025677520460646343 | Time = 17s
Step 39000 | Order = 0.027138685809811339 | Time = 17s
Step 40000 | Order = 0.03047423954218062 | Time = 18s
Step 41000 | Order = 0.014198104370192961 | Time = 18s
Step 42000 | Order = 0.024702816730924705 | Time = 19s
Step 43000 | Order = 0.029106699796347803 | Time = 19s
Step 44000 | Order = 0.037591419434691041 | Time = 20s
Step 45000 | Order = 0.022320272551717479 | Time = 20s
Step 46000 | Order = 0.047034774513563971 | Time = 21s
Step 47000 | Order = 0.021849778053582881 | Time = 21s
Step 48000 | Order = 0.047526844516543772 | Time = 22s
Step 49000 | Order = 0.041584925597552516 | Time = 22s
Step 50000 | Order = 0.041844269728593821 | Time = 23s
Step 51000 | Order = 0.014771711483693165 | Time = 23s
Step 52000 | Order = 0.028052195187498831 | Time = 24s
Step 53000 | Order = 0.01648610085829097 | Time = 24s
Step 54000 | Order = 0.0021630229311318271 | Time = 24s
Step 55000 | Order = 0.011399328827660449 | Time = 25s
Step 56000 | Order = 0.010443327392150769 | Time = 25s
Step 57000 | Order = 0.020627516509475419 | Time = 26s
Step 58000 | Order = 0.027190462114121832 | Time = 26s
Step 59000 | Order = 0.029940466505795911 | Time = 27s
Step 60000 | Order = 0.013167839847782551 | Time = 27s
Step 61000 | Order = 0.013186507885138058 | Time = 28s
Step 62000 | Order = 0.016023354072486756 | Time = 28s
Step 63000 | Order = 0.01574989893694291 | Time = 29s
Step 64000 | Order = 0.030045632203804313 | Time = 29s
Step 65000 | Order = 0.028448370971192325 | Time = 29s
Step 66000 | Order = 0.055856433857750368 | Time = 30s
Step 67000 | Order = 0.048303634940938707 | Time = 30s
Step 68000 | Order = 0.014676840346687127 | Time = 31s
Step 69000 | Order = 0.047552837135188201 | Time = 31s
Step 70000 | Order = 0.041108667496166082 | Time = 32s
Step 71000 | Order = 0.059333933870256532 | Time = 32s
Step 72000 | Order = 0.015285785880053918 | Time = 33s
Step 73000 | Order = 0.040904827254384588 | Time = 33s
Step 74000 | Order = 0.023581264950141238 | Time = 34s
Step 75000 | Order = 0.033365680985735828 | Time = 34s
Step 76000 | Order = 0.035243168043486164 | Time = 35s
Step 77000 | Order = 0.01460365137959478 | Time = 35s
Step 78000 | Order = 0.02869019088957471 | Time = 35s
Step 79000 | Order = 0.017567939571126616 | Time = 36s
Step 80000 | Order = 0.020307194780042687 | Time = 36s
Step 81000 | Order = 0.023255453781961744 | Time = 37s
Step 82000 | Order = 0.04492710765615638 | Time = 37s
Step 83000 | Order = 0.015135121183930917 | Time = 38s
Step 84000 | Order = 0.029003501025303656 | Time = 38s
Step 85000 | Order = 0.036684166109909981 | Time = 39s
Step 86000 | Order = 0.011042765202033953 | Time = 39s
Step 87000 | Order = 0.03495386964186771 | Time = 40s
Step 88000 | Order = 0.023309570346575291 | Time = 40s
Step 89000 | Order = 0.017890924688180494 | Time = 40s
Step 90000 | Order = 0.050906690425157892 | Time = 41s
Step 91000 | Order = 0.019651886523616935 | Time = 41s
Step 92000 | Order = 0.014658848555440692 | Time = 42s
Step 93000 | Order = 0.048766742785902192 | Time = 42s
Step 94000 | Order = 0.034180509504133427 | Time = 43s
Step 95000 | Order = 0.0062658807900675996 | Time = 43s
Step 96000 | Order = 0.012967818393439265 | Time = 44s
Step 97000 | Order = 0.0078901306669896028 | Time = 44s
Step 98000 | Order = 0.029949480544612932 | Time = 45s
Step 99000 | Order = 0.0099040680382194157 | Time = 45s
Step 100000 | Order = 0.062789783371653557 | Time = 45s
Step 101000 | Order = 0.037235659808074154 | Time = 46s
Step 102000 | Order = 0.024390611925429333 | Time = 47s
Step 103000 | Order = 0.020845566640402564 | Time = 47s
Step 104000 | Order = 0.019636651549539932 | Time = 48s
Step 105000 | Order = 0.057576921567098198 | Time = 48s
Step 106000 | Order = 0.014650689857850381 | Time = 48s
Step 107000 | Order = 0.036550133599280075 | Time = 49s
Step 108000 | Order = 0.020781234649647484 | Time = 49s
Step 109000 | Order = 0.059093164768655539 | Time = 50s
Step 110000 | Order = 0.066830284025269873 | Time = 50s
Step 111000 | Order = 0.046361507678754528 | Time = 51s
Step 112000 | Order = 0.041421006188007307 | Time = 51s
Step 113000 | Order = 0.044703738916771943 | Time = 52s
Step 114000 | Order = 0.036781953417978901 | Time = 52s
Step 115000 | Order = 0.0058914878198323148 | Time = 53s
Step 116000 | Order = 0.041475668471405838 | Time = 53s
Step 117000 | Order = 0.041312520324441229 | Time = 53s
Step 118000 | Order = 0.043289125865813988 | Time = 54s
Step 119000 | Order = 0.028136928695230913 | Time = 54s
Step 120000 | Order = 0.030662158451779165 | Time = 55s
Step 121000 | Order = 0.019649058186157427 | Time = 55s
Step 122000 | Order = 0.035796530600828984 | Time = 56s
Step 123000 | Order = 0.017434457419288042 | Time = 56s
Step 124000 | Order = 0.0079659324786719617 | Time = 57s
Step 125000 | Order = 0.02218929747411065 | Time = 57s
Step 126000 | Order = 0.022677451064352164 | Time = 58s
Step 127000 | Order = 0.019841797288487843 | Time = 58s
Step 128000 | Order = 0.053350286423107698 | Time = 58s
Step 129000 | Order = 0.021176106865559426 | Time = 59s
Step 130000 | Order = 0.042699160353763539 | Time = 59s
Step 131000 | Order = 0.019832857199813279 | Time = 60s
Step 132000 | Order = 0.026717249756327374 | Time = 60s
Step 133000 | Order = 0.035913069491644078 | Time = 61s
Step 134000 | Order = 0.033032899533770747 | Time = 61s
Step 135000 | Order = 0.059153500066305313 | Time = 62s
Step 136000 | Order = 0.066575666587645077 | Time = 62s
Step 137000 | Order = 0.021842606981863147 | Time = 63s
Step 138000 | Order = 0.024060399300310922 | Time = 63s
Step 139000 | Order = 0.036573594273140157 | Time = 63s
Step 140000 | Order = 0.023519849839999517 | Time = 64s
Step 141000 | Order = 0.026091253831421114 | Time = 64s
Step 142000 | Order = 0.0045177196479781424 | Time = 65s
Step 143000 | Order = 0.014671021252156987 | Time = 65s
Step 144000 | Order = 0.041649154333893983 | Time = 66s
Step 145000 | Order = 0.026754959538272716 | Time = 66s
Step 146000 | Order = 0.033245812787942683 | Time = 67s
Step 147000 | Order = 0.056522607853550302 | Time = 67s
Step 148000 | Order = 0.057332171853999997 | Time = 68s
Step 149000 | Order = 0.023206824465513257 | Time = 68s
Step 150000 | Order = 0.064745487353814982 | Time = 68s
Step 151000 | Order = 0.034527796002861037 | Time = 69s
Step 152000 | Order = 0.035077415713969863 | Time = 70s
Step 153000 | Order = 0.031409511357993684 | Time = 70s
Step 154000 | Order = 0.040624214616191756 | Time = 70s
Step 155000 | Order = 0.0088274269287365262 | Time = 71s
Step 156000 | Order = 0.01964520788859199 | Time = 71s
Step 157000 | Order = 0.061629456519361907 | Time = 72s
Step 158000 | Order = 0.038993373658229885 | Time = 72s
Step 159000 | Order = 0.021418625745809758 | Time = 73s
Step 160000 | Order = 0.021090658384477368 | Time = 73s
Step 161000 | Order = 0.064753269484004533 | Time = 74s
Step 162000 | Order = 0.051983536728323385 | Time = 74s
Step 163000 | Order = 0.029119167090666385 | Time = 75s
Step 164000 | Order = 0.041642532857342915 | Time = 75s
Step 165000 | Order = 0.025660685234356877 | Time = 76s
Step 166000 | Order = 0.013177635499650861 | Time = 76s
Step 167000 | Order = 0.044775898036133216 | Time = 76s
Step 168000 | Order = 0.0062455662067323076 | Time = 77s
Step 169000 | Order = 0.040358769268720424 | Time = 77s
Step 170000 | Order = 0.037052596153938841 | Time = 78s
Step 171000 | Order = 0.037481400407940922 | Time = 78s
Step 172000 | Order = 0.029173086158177347 | Time = 79s
Step 173000 | Order = 0.016895915024632464 | Time = 79s
Step 174000 | Order = 0.030346533586140756 | Time = 80s
Step 175000 | Order = 0.035733369730928291 | Time = 80s
Step 176000 | Order = 0.030572760215947469 | Time = 81s
Step 177000 | Order = 0.049057882697338358 | Time = 81s
Step 178000 | Order = 0.016820260412230434 | Time = 81s
Step 179000 | Order = 0.0081321945560805138 | Time = 82s
Step 180000 | Order = 0.041528377276433423 | Time = 82s
Step 181000 | Order = 0.024343259559452705 | Time = 83s
Step 182000 | Order = 0.00081603583078994292 | Time = 83s
Step 183000 | Order = 0.019704785956926554 | Time = 84s
Step 184000 | Order = 0.040290475061131314 | Time = 85s
Step 185000 | Order = 0.0223706209145361 | Time = 85s
Step 186000 | Order = 0.019131496859475607 | Time = 86s
Step 187000 | Order = 0.040203685552993348 | Time = 86s
Step 188000 | Order = 0.011795320355448695 | Time = 87s
Step 189000 | Order = 0.040350887126825774 | Time = 87s
Step 190000 | Order = 0.036151370751095042 | Time = 88s
Step 191000 | Order = 0.037395408640115126 | Time = 88s
Step 192000 | Order = 0.022224596290265554 | Time = 89s
Step 193000 | Order = 0.02581930239748546 | Time = 89s
Step 194000 | Order = 0.0086787986522487374 | Time = 89s
Step 195000 | Order = 0.051215791714093822 | Time = 90s
Step 196000 | Order = 0.052421896705896781 | Time = 90s
Step 197000 | Order = 0.0059316920789611793 | Time = 91s
Step 198000 | Order = 0.033923346763125653 | Time = 91s
Step 199000 | Order = 0.042089313313365712 | Time = 92s
Step 200000 | Order = 0.025315435966874821 | Time = 92s
Step 201000 | Order = 0.015544442015844115 | Time = 93s
