
#0:
#108:
   ##0 - order: 0.086, binder: 0.278
   ##1 - order: 0.086, binder: 0.34
   ##2 - order: 0.088, binder: 0.37
   ##3 - order: 0.083, binder: 0.258
   ##4 - order: 0.087, binder: 0.368
   Final - Mean Order: 0.086, Mean Binder: 0.323

#109:
   ##0 - order: 0.03, binder: 0.333
   ##1 - order: 0.033, binder: 0.4
   ##2 - order: 0.031, binder: 0.343
   ##3 - order: 0.033, binder: 0.334
   ##4 - order: 0.032, binder: 0.348
   Final - Mean Order: 0.032, Mean Binder: 0.352

#110:
   ##0 - order: 0.111, binder: 0.35
   ##1 - order: 0.112, binder: 0.398
   ##2 - order: 0.111, binder: 0.361
   ##3 - order: 0.12, binder: 0.393
   ##4 - order: 0.112, binder: 0.41
   Final - Mean Order: 0.113, Mean Binder: 0.382

#111:
   ##0 - order: 0.016, binder: 0.384
   ##1 - order: 0.015, binder: 0.375
   ##2 - order: 0.017, binder: 0.4
   ##3 - order: 0.015, binder: 0.293
   ##4 - order: 0.016, binder: 0.325
   Final - Mean Order: 0.016, Mean Binder: 0.355

#112:
   ##0 - order: 1.0, binder: 0.667
   ##1 - order: 0.999, binder: 0.667
   ##2 - order: 1.0, binder: 0.667
   ##3 - order: 0.999, binder: 0.667
   ##4 - order: 1.0, binder: 0.667
   Final - Mean Order: 1.0, Mean Binder: 0.667

#113:
   ##0 - order: 0.072, binder: 0.378
   ##1 - order: 0.07, binder: 0.391
   ##2 - order: 0.067, binder: 0.426
   ##3 - order: 0.069, binder: 0.407
   ##4 - order: 0.077, binder: 0.395
   Final - Mean Order: 0.071, Mean Binder: 0.399

#114:
   ##0 - order: 0.899, binder: 0.666
   ##1 - order: 0.886, binder: 0.665
   ##2 - order: 0.899, binder: 0.666
   ##3 - order: 0.879, binder: 0.664
   ##4 - order: 0.886, binder: 0.665
   Final - Mean Order: 0.89, Mean Binder: 0.665

#115:
   ##0 - order: 0.006, binder: 0.329
   ##1 - order: 0.005, binder: 0.298
   ##2 - order: 0.005, binder: 0.335
   ##3 - order: 0.005, binder: 0.322
   ##4 - order: 0.006, binder: 0.438
   Final - Mean Order: 0.006, Mean Binder: 0.345

#116:
   ##0 - order: 0.019, binder: 0.406
   ##1 - order: 0.018, binder: 0.271
   ##2 - order: 0.019, binder: 0.308
   ##3 - order: 0.018, binder: 0.391
   ##4 - order: 0.019, binder: 0.375
   Final - Mean Order: 0.019, Mean Binder: 0.35

#117:
   ##0 - order: 0.022, binder: 0.343
   ##1 - order: 0.021, binder: 0.314
   ##2 - order: 0.022, binder: 0.369
   ##3 - order: 0.022, binder: 0.336
   ##4 - order: 0.02, binder: 0.273
   Final - Mean Order: 0.022, Mean Binder: 0.327

#118:
   ##0 - order: 0.016, binder: 0.353
   ##1 - order: 0.014, binder: 0.309
   ##2 - order: 0.014, binder: 0.32
   ##3 - order: 0.014, binder: 0.291
   ##4 - order: 0.014, binder: 0.287
   Final - Mean Order: 0.014, Mean Binder: 0.312

#119:
   ##0 - order: 0.006, binder: 0.331
   ##1 - order: 0.006, binder: 0.41
   ##2 - order: 0.006, binder: 0.361
   ##3 - order: 0.005, binder: 0.364
   ##4 - order: 0.006, binder: 0.312
   Final - Mean Order: 0.006, Mean Binder: 0.356

#120:
   ##0 - order: 0.844, binder: 0.666
   ##1 - order: 0.85, binder: 0.665
   ##2 - order: 0.847, binder: 0.665
   ##3 - order: 0.846, binder: 0.665
   ##4 - order: 0.843, binder: 0.665
   Final - Mean Order: 0.846, Mean Binder: 0.665

#121:
   ##0 - order: 0.4, binder: 0.558
   ##1 - order: 0.484, binder: 0.616
   ##2 - order: 0.432, binder: 0.577
   ##3 - order: 0.459, binder: 0.606
   ##4 - order: 0.485, binder: 0.613
   Final - Mean Order: 0.452, Mean Binder: 0.594

#122:
   ##0 - order: 0.327, binder: 0.488
   ##1 - order: 0.334, binder: 0.495
   ##2 - order: 0.359, binder: 0.529
   ##3 - order: 0.314, binder: 0.495
   ##4 - order: 0.329, binder: 0.522
   Final - Mean Order: 0.332, Mean Binder: 0.506

#123:
   ##0 - order: 0.834, binder: 0.665
   ##1 - order: 0.839, binder: 0.665
   ##2 - order: 0.84, binder: 0.665
   ##3 - order: 0.836, binder: 0.665
   ##4 - order: 0.843, binder: 0.665
   Final - Mean Order: 0.838, Mean Binder: 0.665

#124:
   ##0 - order: 0.312, binder: 0.527
   ##1 - order: 0.317, binder: 0.526
   ##2 - order: 0.326, binder: 0.518
   ##3 - order: 0.291, binder: 0.496
   ##4 - order: 0.329, binder: 0.521
   Final - Mean Order: 0.315, Mean Binder: 0.518

#125:
   ##0 - order: 0.004, binder: 0.292
   ##1 - order: 0.004, binder: 0.374
   ##2 - order: 0.004, binder: 0.313
   ##3 - order: 0.004, binder: 0.273
   ##4 - order: 0.004, binder: 0.35
   Final - Mean Order: 0.004, Mean Binder: 0.32

#126:
   ##0 - order: 0.204, binder: 0.435
   ##1 - order: 0.198, binder: 0.449
   ##2 - order: 0.203, binder: 0.429
   ##3 - order: 0.218, binder: 0.482
   ##4 - order: 0.201, binder: 0.471
   Final - Mean Order: 0.205, Mean Binder: 0.453

#127:
   ##0 - order: 0.799, binder: 0.664
   ##1 - order: 0.798, binder: 0.663
   ##2 - order: 0.792, binder: 0.661
   ##3 - order: 0.803, binder: 0.661
   ##4 - order: 0.8, binder: 0.664
   Final - Mean Order: 0.799, Mean Binder: 0.663

#128:
   ##0 - order: 0.016, binder: 0.283
   ##1 - order: 0.014, binder: 0.242
   ##2 - order: 0.015, binder: 0.317
   ##3 - order: 0.014, binder: 0.317
   ##4 - order: 0.014, binder: 0.373
   Final - Mean Order: 0.015, Mean Binder: 0.306

#129:
   ##0 - order: 0.017, binder: 0.296
   ##1 - order: 0.018, binder: 0.314
   ##2 - order: 0.017, binder: 0.368
   ##3 - order: 0.019, binder: 0.345
   ##4 - order: 0.017, binder: 0.425
   Final - Mean Order: 0.018, Mean Binder: 0.35

#130:
   ##0 - order: 0.682, binder: 0.666
   ##1 - order: 0.685, binder: 0.666
   ##2 - order: 0.684, binder: 0.666
   ##3 - order: 0.681, binder: 0.666
   ##4 - order: 0.685, binder: 0.666
   Final - Mean Order: 0.683, Mean Binder: 0.666

#131:
   ##0 - order: 0.007, binder: 0.363
   ##1 - order: 0.007, binder: 0.35
   ##2 - order: 0.007, binder: 0.34
   ##3 - order: 0.007, binder: 0.266
   ##4 - order: 0.007, binder: 0.259
   Final - Mean Order: 0.007, Mean Binder: 0.316

#132:
   ##0 - order: 0.015, binder: 0.322
   ##1 - order: 0.015, binder: 0.38
   ##2 - order: 0.015, binder: 0.364
   ##3 - order: 0.016, binder: 0.338
   ##4 - order: 0.015, binder: 0.203
   Final - Mean Order: 0.015, Mean Binder: 0.321

#133:
   ##0 - order: 0.02, binder: 0.301
   ##1 - order: 0.021, binder: 0.328
   ##2 - order: 0.02, binder: 0.409
   ##3 - order: 0.021, binder: 0.38
   ##4 - order: 0.021, binder: 0.287
   Final - Mean Order: 0.02, Mean Binder: 0.341

#134:
   ##0 - order: 0.012, binder: 0.321
   ##1 - order: 0.011, binder: 0.351
   ##2 - order: 0.011, binder: 0.349
   ##3 - order: 0.011, binder: 0.337
   ##4 - order: 0.011, binder: 0.229
   Final - Mean Order: 0.011, Mean Binder: 0.317

#135:
   ##0 - order: 0.011, binder: 0.351
   ##1 - order: 0.011, binder: 0.251
   ##2 - order: 0.012, binder: 0.38
   ##3 - order: 0.012, binder: 0.319
   ##4 - order: 0.012, binder: 0.262
   Final - Mean Order: 0.012, Mean Binder: 0.313

#136:
   ##0 - order: 0.809, binder: 0.666
   ##1 - order: 0.809, binder: 0.666
   ##2 - order: 0.809, binder: 0.666
   ##3 - order: 0.811, binder: 0.666
   ##4 - order: 0.809, binder: 0.666
   Final - Mean Order: 0.809, Mean Binder: 0.666

#137:
   ##0 - order: 0.104, binder: 0.28
   ##1 - order: 0.105, binder: 0.397
   ##2 - order: 0.11, binder: 0.429
   ##3 - order: 0.109, binder: 0.355
   ##4 - order: 0.102, binder: 0.256
   Final - Mean Order: 0.106, Mean Binder: 0.343

#138:
   ##0 - order: 0.017, binder: 0.379
   ##1 - order: 0.017, binder: 0.391
   ##2 - order: 0.016, binder: 0.296
   ##3 - order: 0.016, binder: 0.375
   ##4 - order: 0.015, binder: 0.336
   Final - Mean Order: 0.016, Mean Binder: 0.355

#139:
   ##0 - order: 0.008, binder: 0.354
   ##1 - order: 0.008, binder: 0.332
   ##2 - order: 0.007, binder: 0.37
   ##3 - order: 0.008, binder: 0.319
   ##4 - order: 0.008, binder: 0.298
   Final - Mean Order: 0.008, Mean Binder: 0.335

#140:
   ##0 - order: 0.601, binder: 0.651
   ##1 - order: 0.599, binder: 0.64
   ##2 - order: 0.589, binder: 0.648
   ##3 - order: 0.584, binder: 0.641
   ##4 - order: 0.616, binder: 0.65
   Final - Mean Order: 0.598, Mean Binder: 0.646

#141:
   ##0 - order: 0.527, binder: 0.647
   ##1 - order: 0.514, binder: 0.641
   ##2 - order: 0.521, binder: 0.636
   ##3 - order: 0.534, binder: 0.654
   ##4 - order: 0.516, binder: 0.639
   Final - Mean Order: 0.522, Mean Binder: 0.643

#142:
   ##0 - order: 0.011, binder: 0.34
   ##1 - order: 0.01, binder: 0.375
   ##2 - order: 0.01, binder: 0.417
   ##3 - order: 0.01, binder: 0.41
   ##4 - order: 0.011, binder: 0.331
   Final - Mean Order: 0.01, Mean Binder: 0.375

#143:
   ##0 - order: 0.011, binder: 0.347
   ##1 - order: 0.009, binder: 0.354
   ##2 - order: 0.009, binder: 0.387
   ##3 - order: 0.01, binder: 0.345
   ##4 - order: 0.01, binder: 0.351
   Final - Mean Order: 0.01, Mean Binder: 0.357

#144:
   ##0 - order: 0.02, binder: 0.345
   ##1 - order: 0.021, binder: 0.387
   ##2 - order: 0.02, binder: 0.355
   ##3 - order: 0.019, binder: 0.247
   ##4 - order: 0.021, binder: 0.272
   Final - Mean Order: 0.02, Mean Binder: 0.321

#145:
   ##0 - order: 0.021, binder: 0.366
   ##1 - order: 0.021, binder: 0.299
   ##2 - order: 0.021, binder: 0.349
   ##3 - order: 0.021, binder: 0.403
   ##4 - order: 0.022, binder: 0.395
   Final - Mean Order: 0.021, Mean Binder: 0.362

#146:
   ##0 - order: 0.247, binder: 0.551
   ##1 - order: 0.261, binder: 0.531
   ##2 - order: 0.23, binder: 0.478
   ##3 - order: 0.237, binder: 0.534
   ##4 - order: 0.237, binder: 0.458
   Final - Mean Order: 0.243, Mean Binder: 0.511

#147:
   ##0 - order: 0.01, binder: 0.38
   ##1 - order: 0.01, binder: 0.284
   ##2 - order: 0.01, binder: 0.405
   ##3 - order: 0.01, binder: 0.316
   ##4 - order: 0.009, binder: 0.315
   Final - Mean Order: 0.01, Mean Binder: 0.34

#148:
   ##0 - order: 0.673, binder: 0.658
   ##1 - order: 0.675, binder: 0.658
   ##2 - order: 0.66, binder: 0.653
   ##3 - order: 0.643, binder: 0.656
   ##4 - order: 0.653, binder: 0.653
   Final - Mean Order: 0.661, Mean Binder: 0.656

#149:
   ##0 - order: 0.014, binder: 0.398
   ##1 - order: 0.013, binder: 0.353
   ##2 - order: 0.013, binder: 0.365
   ##3 - order: 0.013, binder: 0.385
   ##4 - order: 0.013, binder: 0.32
   Final - Mean Order: 0.013, Mean Binder: 0.364

#150:
   ##0 - order: 0.153, binder: 0.414
   ##1 - order: 0.12, binder: 0.376
   ##2 - order: 0.161, binder: 0.467
   ##3 - order: 0.139, binder: 0.413
   ##4 - order: 0.142, binder: 0.35
   Final - Mean Order: 0.143, Mean Binder: 0.404

#151:
   ##0 - order: 0.478, binder: 0.572
   ##1 - order: 0.467, binder: 0.594
   ##2 - order: 0.476, binder: 0.556
   ##3 - order: 0.416, binder: 0.503
   ##4 - order: 0.489, binder: 0.539
   Final - Mean Order: 0.465, Mean Binder: 0.552

#152:
   ##0 - order: 0.017, binder: 0.376
   ##1 - order: 0.017, binder: 0.319
   ##2 - order: 0.016, binder: 0.356
   ##3 - order: 0.017, binder: 0.34
   ##4 - order: 0.016, binder: 0.338
   Final - Mean Order: 0.017, Mean Binder: 0.346

#153:
   ##0 - order: 0.173, binder: 0.358
   ##1 - order: 0.199, binder: 0.472
   ##2 - order: 0.183, binder: 0.367
   ##3 - order: 0.178, binder: 0.421
   ##4 - order: 0.193, binder: 0.472
   Final - Mean Order: 0.185, Mean Binder: 0.418

#154:
   ##0 - order: 0.019, binder: 0.306
   ##1 - order: 0.019, binder: 0.353
   ##2 - order: 0.018, binder: 0.321
   ##3 - order: 0.018, binder: 0.306
   ##4 - order: 0.018, binder: 0.382
   Final - Mean Order: 0.018, Mean Binder: 0.334

#155:
   ##0 - order: 0.029, binder: 0.347
   ##1 - order: 0.031, binder: 0.41
   ##2 - order: 0.031, binder: 0.342
   ##3 - order: 0.032, binder: 0.238
   ##4 - order: 0.032, binder: 0.392
   Final - Mean Order: 0.031, Mean Binder: 0.346

#156:
   ##0 - order: 0.016, binder: 0.358
   ##1 - order: 0.016, binder: 0.312
   ##2 - order: 0.016, binder: 0.352
   ##3 - order: 0.016, binder: 0.372
   ##4 - order: 0.015, binder: 0.335
   Final - Mean Order: 0.016, Mean Binder: 0.346

#157:
   ##0 - order: 0.025, binder: 0.308
   ##1 - order: 0.025, binder: 0.365
   ##2 - order: 0.024, binder: 0.272
   ##3 - order: 0.025, binder: 0.307
   ##4 - order: 0.023, binder: 0.273
   Final - Mean Order: 0.024, Mean Binder: 0.305

#158:
   ##0 - order: 0.011, binder: 0.308
   ##1 - order: 0.011, binder: 0.242
   ##2 - order: 0.011, binder: 0.349
   ##3 - order: 0.013, binder: 0.342
   ##4 - order: 0.012, binder: 0.297
   Final - Mean Order: 0.012, Mean Binder: 0.308

#159:
   ##0 - order: 0.591, binder: 0.641
   ##1 - order: 0.666, binder: 0.662
   ##2 - order: 0.631, binder: 0.662
   ##3 - order: 0.646, binder: 0.659
   ##4 - order: 0.631, binder: 0.657
   Final - Mean Order: 0.633, Mean Binder: 0.656

#160:
   ##0 - order: 0.03, binder: 0.302
   ##1 - order: 0.032, binder: 0.279
   ##2 - order: 0.029, binder: 0.33
   ##3 - order: 0.032, binder: 0.374
   ##4 - order: 0.031, binder: 0.369
   Final - Mean Order: 0.031, Mean Binder: 0.331

#161:
   ##0 - order: 0.009, binder: 0.392
   ##1 - order: 0.009, binder: 0.359
   ##2 - order: 0.009, binder: 0.351
   ##3 - order: 0.009, binder: 0.37
   ##4 - order: 0.009, binder: 0.285
   Final - Mean Order: 0.009, Mean Binder: 0.351

#162:
   ##0 - order: 0.021, binder: 0.342
   ##1 - order: 0.02, binder: 0.31
   ##2 - order: 0.021, binder: 0.375
   ##3 - order: 0.019, binder: 0.26
   ##4 - order: 0.02, binder: 0.337
   Final - Mean Order: 0.02, Mean Binder: 0.325

#163:
   ##0 - order: 0.004, binder: 0.377
   ##1 - order: 0.004, binder: 0.361
   ##2 - order: 0.004, binder: 0.358
   ##3 - order: 0.004, binder: 0.282
   ##4 - order: 0.004, binder: 0.341
   Final - Mean Order: 0.004, Mean Binder: 0.344

#164:
   ##0 - order: 0.006, binder: 0.345
   ##1 - order: 0.006, binder: 0.352
   ##2 - order: 0.006, binder: 0.225
   ##3 - order: 0.006, binder: 0.312
   ##4 - order: 0.006, binder: 0.174
   Final - Mean Order: 0.006, Mean Binder: 0.282

#165:
   ##0 - order: 0.437, binder: 0.547
   ##1 - order: 0.436, binder: 0.559
   ##2 - order: 0.367, binder: 0.486
   ##3 - order: 0.407, binder: 0.542
   ##4 - order: 0.425, binder: 0.578
   Final - Mean Order: 0.414, Mean Binder: 0.542

#166:
   ##0 - order: 0.025, binder: 0.32
   ##1 - order: 0.025, binder: 0.288
   ##2 - order: 0.027, binder: 0.369
   ##3 - order: 0.025, binder: 0.366
   ##4 - order: 0.025, binder: 0.38
   Final - Mean Order: 0.025, Mean Binder: 0.345

#167:
   ##0 - order: 0.006, binder: 0.381
   ##1 - order: 0.007, binder: 0.4
   ##2 - order: 0.007, binder: 0.331
   ##3 - order: 0.006, binder: 0.272
   ##4 - order: 0.007, binder: 0.313
   Final - Mean Order: 0.007, Mean Binder: 0.339

#168:
   ##0 - order: 0.015, binder: 0.381
   ##1 - order: 0.015, binder: 0.359
   ##2 - order: 0.015, binder: 0.377
   ##3 - order: 0.015, binder: 0.388
   ##4 - order: 0.015, binder: 0.366
   Final - Mean Order: 0.015, Mean Binder: 0.374

#169:
   ##0 - order: 0.025, binder: 0.387
   ##1 - order: 0.026, binder: 0.344
   ##2 - order: 0.024, binder: 0.353
   ##3 - order: 0.025, binder: 0.269
   ##4 - order: 0.025, binder: 0.317
   Final - Mean Order: 0.025, Mean Binder: 0.334

#170:
   ##0 - order: 0.682, binder: 0.657
   ##1 - order: 0.698, binder: 0.66
   ##2 - order: 0.721, binder: 0.663
   ##3 - order: 0.711, binder: 0.66
   ##4 - order: 0.715, binder: 0.664
   Final - Mean Order: 0.705, Mean Binder: 0.661

#171:
   ##0 - order: 0.01, binder: 0.384
   ##1 - order: 0.01, binder: 0.31
   ##2 - order: 0.01, binder: 0.343
   ##3 - order: 0.01, binder: 0.375
   ##4 - order: 0.01, binder: 0.343
   Final - Mean Order: 0.01, Mean Binder: 0.351

#172:
   ##0 - order: 0.021, binder: 0.351
   ##1 - order: 0.022, binder: 0.434
   ##2 - order: 0.021, binder: 0.372
   ##3 - order: 0.021, binder: 0.316
   ##4 - order: 0.021, binder: 0.366
   Final - Mean Order: 0.021, Mean Binder: 0.368

#173:
   ##0 - order: 0.026, binder: 0.338
   ##1 - order: 0.028, binder: 0.364
   ##2 - order: 0.028, binder: 0.369
   ##3 - order: 0.028, binder: 0.327
   ##4 - order: 0.029, binder: 0.387
   Final - Mean Order: 0.028, Mean Binder: 0.357

#174:
   ##0 - order: 0.013, binder: 0.348
   ##1 - order: 0.013, binder: 0.385
   ##2 - order: 0.014, binder: 0.269
   ##3 - order: 0.014, binder: 0.38
   ##4 - order: 0.014, binder: 0.307
   Final - Mean Order: 0.014, Mean Binder: 0.338

#175:
   ##0 - order: 0.02, binder: 0.335
   ##1 - order: 0.021, binder: 0.353
   ##2 - order: 0.019, binder: 0.321
   ##3 - order: 0.02, binder: 0.339
   ##4 - order: 0.021, binder: 0.333
   Final - Mean Order: 0.02, Mean Binder: 0.336

#176:
   ##0 - order: 0.022, binder: 0.313
   ##1 - order: 0.022, binder: 0.304
   ##2 - order: 0.023, binder: 0.345
   ##3 - order: 0.024, binder: 0.393
   ##4 - order: 0.023, binder: 0.386
   Final - Mean Order: 0.023, Mean Binder: 0.348

#177:
   ##0 - order: 0.02, binder: 0.334
   ##1 - order: 0.02, binder: 0.375
   ##2 - order: 0.02, binder: 0.387
   ##3 - order: 0.021, binder: 0.294
   ##4 - order: 0.02, binder: 0.366
   Final - Mean Order: 0.02, Mean Binder: 0.351

#178:
   ##0 - order: 0.021, binder: 0.281
   ##1 - order: 0.021, binder: 0.389
   ##2 - order: 0.02, binder: 0.374
   ##3 - order: 0.02, binder: 0.332
   ##4 - order: 0.019, binder: 0.337
   Final - Mean Order: 0.02, Mean Binder: 0.342

#179:
   ##0 - order: 0.022, binder: 0.403
   ##1 - order: 0.019, binder: 0.417
   ##2 - order: 0.019, binder: 0.385
   ##3 - order: 0.02, binder: 0.145
   ##4 - order: 0.022, binder: 0.341
   Final - Mean Order: 0.02, Mean Binder: 0.338

#180:
   ##0 - order: 0.017, binder: 0.293
   ##1 - order: 0.016, binder: 0.317
   ##2 - order: 0.016, binder: 0.321
   ##3 - order: 0.015, binder: 0.342
   ##4 - order: 0.016, binder: 0.321
   Final - Mean Order: 0.016, Mean Binder: 0.319

#181:
   ##0 - order: 0.81, binder: 0.664
   ##1 - order: 0.806, binder: 0.663
   ##2 - order: 0.806, binder: 0.664
   ##3 - order: 0.81, binder: 0.665
   ##4 - order: 0.799, binder: 0.663
   Final - Mean Order: 0.806, Mean Binder: 0.664

#182:
   ##0 - order: 0.68, binder: 0.662
   ##1 - order: 0.679, binder: 0.661
   ##2 - order: 0.691, binder: 0.662
   ##3 - order: 0.686, binder: 0.662
   ##4 - order: 0.68, binder: 0.66
   Final - Mean Order: 0.683, Mean Binder: 0.662

#183:
   ##0 - order: 0.13, binder: 0.426
   ##1 - order: 0.132, binder: 0.426
   ##2 - order: 0.127, binder: 0.408
   ##3 - order: 0.131, binder: 0.431
   ##4 - order: 0.13, binder: 0.329
   Final - Mean Order: 0.13, Mean Binder: 0.404

#184:
   ##0 - order: 0.007, binder: 0.299
   ##1 - order: 0.007, binder: 0.341
   ##2 - order: 0.007, binder: 0.384
   ##3 - order: 0.007, binder: 0.397
   ##4 - order: 0.007, binder: 0.342
   Final - Mean Order: 0.007, Mean Binder: 0.353

#185:
   ##0 - order: 0.019, binder: 0.405
   ##1 - order: 0.019, binder: 0.339
   ##2 - order: 0.019, binder: 0.341
   ##3 - order: 0.019, binder: 0.42
   ##4 - order: 0.018, binder: 0.377
   Final - Mean Order: 0.019, Mean Binder: 0.376

#186:
   ##0 - order: 0.005, binder: 0.292
   ##1 - order: 0.005, binder: 0.369
   ##2 - order: 0.005, binder: 0.293
   ##3 - order: 0.005, binder: 0.234
   ##4 - order: 0.005, binder: 0.304
   Final - Mean Order: 0.005, Mean Binder: 0.298

#187:
   ##0 - order: 0.017, binder: 0.407
   ##1 - order: 0.017, binder: 0.34
   ##2 - order: 0.017, binder: 0.275
   ##3 - order: 0.016, binder: 0.289
   ##4 - order: 0.017, binder: 0.3
   Final - Mean Order: 0.017, Mean Binder: 0.322

#188:
   ##0 - order: 0.005, binder: 0.377
   ##1 - order: 0.005, binder: 0.293
   ##2 - order: 0.005, binder: 0.312
   ##3 - order: 0.005, binder: 0.329
   ##4 - order: 0.006, binder: 0.405
   Final - Mean Order: 0.005, Mean Binder: 0.343

#189:
   ##0 - order: 0.006, binder: 0.356
   ##1 - order: 0.005, binder: 0.265
   ##2 - order: 0.005, binder: 0.331
   ##3 - order: 0.006, binder: 0.405
   ##4 - order: 0.005, binder: 0.331
   Final - Mean Order: 0.005, Mean Binder: 0.338

#190:
   ##0 - order: 0.016, binder: 0.325
   ##1 - order: 0.016, binder: 0.36
   ##2 - order: 0.016, binder: 0.329
   ##3 - order: 0.018, binder: 0.424
   ##4 - order: 0.017, binder: 0.385
   Final - Mean Order: 0.017, Mean Binder: 0.364

#191:
   ##0 - order: 0.012, binder: 0.304
   ##1 - order: 0.012, binder: 0.355
   ##2 - order: 0.011, binder: 0.255
   ##3 - order: 0.011, binder: 0.314
   ##4 - order: 0.012, binder: 0.325
   Final - Mean Order: 0.012, Mean Binder: 0.311

#192:
   ##0 - order: 0.121, binder: 0.39
   ##1 - order: 0.112, binder: 0.461
   ##2 - order: 0.12, binder: 0.362
   ##3 - order: 0.119, binder: 0.416
   ##4 - order: 0.126, binder: 0.406
   Final - Mean Order: 0.12, Mean Binder: 0.407

#193:
   ##0 - order: 0.014, binder: 0.356
   ##1 - order: 0.015, binder: 0.372
   ##2 - order: 0.015, binder: 0.34
   ##3 - order: 0.015, binder: 0.361
   ##4 - order: 0.014, binder: 0.388
   Final - Mean Order: 0.015, Mean Binder: 0.363

#194:
   ##0 - order: 0.768, binder: 0.655
   ##1 - order: 0.79, binder: 0.66
   ##2 - order: 0.727, binder: 0.636
   ##3 - order: 0.691, binder: 0.601
   ##4 - order: 0.778, binder: 0.659
   Final - Mean Order: 0.751, Mean Binder: 0.642

#195:
   ##0 - order: 0.711, binder: 0.666
   ##1 - order: 0.706, binder: 0.666
   ##2 - order: 0.71, binder: 0.666
   ##3 - order: 0.714, binder: 0.666
   ##4 - order: 0.71, binder: 0.666
   Final - Mean Order: 0.71, Mean Binder: 0.666

#196:
   ##0 - order: 0.954, binder: 0.667
   ##1 - order: 0.951, binder: 0.667
   ##2 - order: 0.953, binder: 0.667
   ##3 - order: 0.952, binder: 0.667
   ##4 - order: 0.954, binder: 0.667
   Final - Mean Order: 0.953, Mean Binder: 0.667

#197:
   ##0 - order: 0.188, binder: 0.444
   ##1 - order: 0.147, binder: 0.423
   ##2 - order: 0.169, binder: 0.436
   ##3 - order: 0.177, binder: 0.423
   ##4 - order: 0.158, binder: 0.464
   Final - Mean Order: 0.168, Mean Binder: 0.438

#198:
   ##0 - order: 0.008, binder: 0.348
   ##1 - order: 0.008, binder: 0.361
   ##2 - order: 0.008, binder: 0.382
   ##3 - order: 0.008, binder: 0.352
   ##4 - order: 0.008, binder: 0.34
   Final - Mean Order: 0.008, Mean Binder: 0.357
