Simulation #177, Parameters: eta = 0.775342 | rho = 0.128558 | v0 = 0.0215303s
Step 0 | Order = 0.022362187971801558 | Time = 0s
Step 1000 | Order = 0.01439065748496187 | Time = 0s
Step 2000 | Order = 0.017803854095885325 | Time = 0s
Step 3000 | Order = 0.013396427314372718 | Time = 0s
Step 4000 | Order = 0.014799765948723818 | Time = 0s
Step 5000 | Order = 0.026333432227914951 | Time = 1s
Step 6000 | Order = 0.030004228631369763 | Time = 1s
Step 7000 | Order = 0.0067111418429751006 | Time = 1s
Step 8000 | Order = 0.0084459541433373371 | Time = 1s
Step 9000 | Order = 0.020202335113481646 | Time = 1s
Step 10000 | Order = 0.0098671956572907102 | Time = 1s
Step 11000 | Order = 0.023823440556912923 | Time = 1s
Step 12000 | Order = 0.0063451259036209455 | Time = 2s
Step 13000 | Order = 0.010120196889182868 | Time = 2s
Step 14000 | Order = 0.036073330213326267 | Time = 2s
Step 15000 | Order = 0.030024137768283599 | Time = 2s
Step 16000 | Order = 0.031503421748850458 | Time = 2s
Step 17000 | Order = 0.010678380580852164 | Time = 2s
Step 18000 | Order = 0.01766863171667294 | Time = 2s
Step 19000 | Order = 0.021193264141876375 | Time = 3s
Step 20000 | Order = 0.021567404582645878 | Time = 3s
Step 21000 | Order = 0.032601098941849288 | Time = 3s
Step 22000 | Order = 0.02650497107433774 | Time = 3s
Step 23000 | Order = 0.036886810353404256 | Time = 3s
Step 24000 | Order = 0.0081692031049913315 | Time = 3s
Step 25000 | Order = 0.022915761543631254 | Time = 3s
Step 26000 | Order = 0.025728158417182487 | Time = 4s
Step 27000 | Order = 0.021135865990434741 | Time = 4s
Step 28000 | Order = 0.028428337787489981 | Time = 4s
Step 29000 | Order = 0.026315494925361387 | Time = 4s
Step 30000 | Order = 0.016931823664805418 | Time = 4s
Step 31000 | Order = 0.010156286557015316 | Time = 4s
Step 32000 | Order = 0.012675437567397179 | Time = 4s
Step 33000 | Order = 0.025198462490246171 | Time = 5s
Step 34000 | Order = 0.0079746171078511341 | Time = 5s
Step 35000 | Order = 0.022714278228623239 | Time = 5s
Step 36000 | Order = 0.0085801701239656934 | Time = 5s
Step 37000 | Order = 0.0065254739358724927 | Time = 5s
Step 38000 | Order = 0.041650175387712103 | Time = 5s
Step 39000 | Order = 0.0042858661750406575 | Time = 5s
Step 40000 | Order = 0.02787964530458692 | Time = 5s
Step 41000 | Order = 0.0031583593928135667 | Time = 6s
