Simulation #133, Parameters: eta = 0.574797 | rho = 0.137520 | v0 = 0.399776s
Step 0 | Order = 0.01315701621172707 | Time = 0s
Step 1000 | Order = 0.023835752986155985 | Time = 0s
Step 2000 | Order = 0.011074054702579994 | Time = 0s
Step 3000 | Order = 0.027491577399830727 | Time = 1s
Step 4000 | Order = 0.010417887315120142 | Time = 1s
Step 5000 | Order = 0.018626138079806478 | Time = 1s
Step 6000 | Order = 0.018987969412901956 | Time = 1s
Step 7000 | Order = 0.036301030170624388 | Time = 2s
Step 8000 | Order = 0.012383730547029086 | Time = 2s
Step 9000 | Order = 0.012542458038752926 | Time = 2s
Step 10000 | Order = 0.013991018108814741 | Time = 2s
Step 11000 | Order = 0.0131797017095957 | Time = 2s
Step 12000 | Order = 0.010895966203280616 | Time = 3s
Step 13000 | Order = 0.012282778279457451 | Time = 3s
Step 14000 | Order = 0.025009880387032269 | Time = 3s
Step 15000 | Order = 0.026226372264536519 | Time = 3s
Step 16000 | Order = 0.025628074096106873 | Time = 4s
Step 17000 | Order = 0.012518873602213822 | Time = 4s
Step 18000 | Order = 0.011340690849051384 | Time = 4s
Step 19000 | Order = 0.016335104104903179 | Time = 4s
Step 20000 | Order = 0.032339185246848895 | Time = 4s
Step 21000 | Order = 0.0095885767936518748 | Time = 5s
Step 22000 | Order = 0.030455556349714606 | Time = 5s
Step 23000 | Order = 0.017605818708754939 | Time = 5s
Step 24000 | Order = 0.0048473130232903243 | Time = 5s
Step 25000 | Order = 0.022456707895653912 | Time = 6s
Step 26000 | Order = 0.018458333071948101 | Time = 6s
Step 27000 | Order = 0.020932098643707327 | Time = 6s
Step 28000 | Order = 0.010785352642062415 | Time = 6s
Step 29000 | Order = 0.018070142094887828 | Time = 7s
Step 30000 | Order = 0.017745021176211906 | Time = 7s
Step 31000 | Order = 0.024260857795551965 | Time = 7s
Step 32000 | Order = 0.034412464563923717 | Time = 7s
Step 33000 | Order = 0.038952720327761245 | Time = 7s
Step 34000 | Order = 0.013204364915832389 | Time = 8s
Step 35000 | Order = 0.025901983492232994 | Time = 8s
Step 36000 | Order = 0.015976598123886947 | Time = 8s
Step 37000 | Order = 0.010143580938887068 | Time = 8s
Step 38000 | Order = 0.017679170241970327 | Time = 9s
Step 39000 | Order = 0.022291993913693568 | Time = 9s
Step 40000 | Order = 0.0065377725946260063 | Time = 9s
Step 41000 | Order = 0.019924805044632315 | Time = 9s
Step 42000 | Order = 0.0090221176199446786 | Time = 10s
Step 43000 | Order = 0.026512954590859849 | Time = 10s
Step 44000 | Order = 0.022297228144847147 | Time = 10s
Step 45000 | Order = 0.010751600175502871 | Time = 10s
Step 46000 | Order = 0.045258856395895566 | Time = 10s
Step 47000 | Order = 0.018870648974409755 | Time = 11s
Step 48000 | Order = 0.011088777304383833 | Time = 11s
Step 49000 | Order = 0.016190148196341726 | Time = 11s
Step 50000 | Order = 0.010699446406681037 | Time = 11s
Step 51000 | Order = 0.024058615230186688 | Time = 12s
Step 52000 | Order = 0.010172826003478377 | Time = 12s
Step 53000 | Order = 0.0043468253624443032 | Time = 12s
Step 54000 | Order = 0.017072007341747335 | Time = 12s
Step 55000 | Order = 0.01814792918245044 | Time = 13s
Step 56000 | Order = 0.035797280921528209 | Time = 13s
Step 57000 | Order = 0.03134824876020232 | Time = 13s
Step 58000 | Order = 0.023931007027190847 | Time = 13s
Step 59000 | Order = 0.015162903406050629 | Time = 14s
Step 60000 | Order = 0.030868957536223963 | Time = 14s
Step 61000 | Order = 0.018845048160646589 | Time = 14s
Step 62000 | Order = 0.0061843619220855219 | Time = 14s
Step 63000 | Order = 0.018380442748873786 | Time = 14s
Step 64000 | Order = 0.036012326986737439 | Time = 15s
Step 65000 | Order = 0.033905081880422468 | Time = 15s
Step 66000 | Order = 0.0096698983695827009 | Time = 15s
Step 67000 | Order = 0.023596072544173039 | Time = 15s
Step 68000 | Order = 0.041121769195442061 | Time = 16s
Step 69000 | Order = 0.012339592526298751 | Time = 16s
Step 70000 | Order = 0.014072878973971196 | Time = 16s
Step 71000 | Order = 0.011875312151248022 | Time = 16s
Step 72000 | Order = 0.034229234236068877 | Time = 17s
Step 73000 | Order = 0.014640179797047044 | Time = 17s
Step 74000 | Order = 0.0066493390875044358 | Time = 17s
Step 75000 | Order = 0.027807631409082115 | Time = 17s
Step 76000 | Order = 0.019773320641373021 | Time = 17s
Step 77000 | Order = 0.018700658157441315 | Time = 18s
Step 78000 | Order = 0.018133130956503703 | Time = 18s
Step 79000 | Order = 0.013662018788524371 | Time = 18s
Step 80000 | Order = 0.01514353604209911 | Time = 18s
Step 81000 | Order = 0.011140313921133491 | Time = 19s
Step 82000 | Order = 0.0087664846690533801 | Time = 19s
Step 83000 | Order = 0.021523970505551208 | Time = 19s
Step 84000 | Order = 0.041502234384865895 | Time = 19s
Step 85000 | Order = 0.026134003008107826 | Time = 20s
Step 86000 | Order = 0.023378196884722546 | Time = 20s
Step 87000 | Order = 0.011411850167026588 | Time = 20s
Step 88000 | Order = 0.011270507673903866 | Time = 20s
Step 89000 | Order = 0.023133551144628967 | Time = 20s
Step 90000 | Order = 0.018445280262121482 | Time = 21s
Step 91000 | Order = 0.027104207243586916 | Time = 21s
Step 92000 | Order = 0.016529984949626007 | Time = 21s
Step 93000 | Order = 0.0036891888233764178 | Time = 21s
Step 94000 | Order = 0.022057018545065504 | Time = 22s
Step 95000 | Order = 0.0070840643148260716 | Time = 22s
Step 96000 | Order = 0.042871988212805849 | Time = 22s
Step 97000 | Order = 0.0380156789841328 | Time = 22s
Step 98000 | Order = 0.036963701206505772 | Time = 23s
Step 99000 | Order = 0.029101379418956297 | Time = 23s
Step 100000 | Order = 0.014320158222206109 | Time = 23s
Step 101000 | Order = 0.029022935502962612 | Time = 24s
Step 102000 | Order = 0.019978417326678686 | Time = 24s
Step 103000 | Order = 0.0011107682344710802 | Time = 24s
Step 104000 | Order = 0.051824848770827707 | Time = 25s
Step 105000 | Order = 0.013559643099866627 | Time = 25s
Step 106000 | Order = 0.036816471953673054 | Time = 25s
Step 107000 | Order = 0.024711742342155642 | Time = 25s
Step 108000 | Order = 0.02681825002762582 | Time = 25s
Step 109000 | Order = 0.013103687021241969 | Time = 26s
Step 110000 | Order = 0.041480962522818417 | Time = 26s
