Simulation #144, Parameters: eta = 0.685934 | rho = 0.133944 | v0 = 0.100571s
Step 0 | Order = 0.036008666199842429 | Time = 0s
Step 1000 | Order = 0.01841173828719472 | Time = 1s
Step 2000 | Order = 0.011121226318206863 | Time = 1s
Step 3000 | Order = 0.0062111305909017629 | Time = 1s
Step 4000 | Order = 0.031656068077101397 | Time = 2s
Step 5000 | Order = 0.049754561117752907 | Time = 2s
Step 6000 | Order = 0.016161503185844642 | Time = 2s
Step 7000 | Order = 0.032118487085231691 | Time = 2s
Step 8000 | Order = 0.018518537146785339 | Time = 3s
Step 9000 | Order = 0.023829698831639705 | Time = 3s
Step 10000 | Order = 0.020848604832361634 | Time = 3s
Step 11000 | Order = 0.0074333022257880169 | Time = 3s
Step 12000 | Order = 0.012681455911496947 | Time = 3s
Step 13000 | Order = 0.016582538920618065 | Time = 4s
Step 14000 | Order = 0.010604176432218657 | Time = 4s
Step 15000 | Order = 0.0093253288947058397 | Time = 4s
Step 16000 | Order = 0.00061052040100724339 | Time = 4s
Step 17000 | Order = 0.043370538490755929 | Time = 5s
Step 18000 | Order = 0.039907604710925165 | Time = 5s
Step 19000 | Order = 0.013965748874366156 | Time = 5s
Step 20000 | Order = 0.011678500652290171 | Time = 5s
Step 21000 | Order = 0.015236725476520038 | Time = 5s
Step 22000 | Order = 0.025789191723776785 | Time = 6s
Step 23000 | Order = 0.013662903803457842 | Time = 6s
Step 24000 | Order = 0.0037044808934207588 | Time = 6s
Step 25000 | Order = 0.014058953676316379 | Time = 6s
Step 26000 | Order = 0.04220842787219739 | Time = 7s
Step 27000 | Order = 0.0048772984410277468 | Time = 7s
Step 28000 | Order = 0.018612283938731319 | Time = 7s
Step 29000 | Order = 0.022145533988366158 | Time = 7s
Step 30000 | Order = 0.025218788788594477 | Time = 8s
Step 31000 | Order = 0.039411120498195187 | Time = 8s
Step 32000 | Order = 0.0079114507093098075 | Time = 8s
Step 33000 | Order = 0.018118442503236812 | Time = 8s
Step 34000 | Order = 0.0051696055477356033 | Time = 8s
Step 35000 | Order = 0.016417059514237893 | Time = 9s
Step 36000 | Order = 0.025416084684778059 | Time = 9s
Step 37000 | Order = 0.010425729536304086 | Time = 9s
Step 38000 | Order = 0.018491896510716182 | Time = 9s
Step 39000 | Order = 0.014977005291523402 | Time = 10s
Step 40000 | Order = 0.0074449453082128057 | Time = 10s
Step 41000 | Order = 0.019674521816385761 | Time = 10s
Step 42000 | Order = 0.032768916356161075 | Time = 10s
Step 43000 | Order = 0.028887069457459232 | Time = 10s
Step 44000 | Order = 0.012132871662840881 | Time = 11s
Step 45000 | Order = 0.028352439195128011 | Time = 11s
Step 46000 | Order = 0.028193202837078071 | Time = 11s
Step 47000 | Order = 0.025937189345115658 | Time = 11s
Step 48000 | Order = 0.011326765647856712 | Time = 12s
Step 49000 | Order = 0.011460081913435647 | Time = 12s
Step 50000 | Order = 0.012930002340778513 | Time = 12s
Step 51000 | Order = 0.0041947095681840844 | Time = 12s
Step 52000 | Order = 0.022342839897392337 | Time = 13s
Step 53000 | Order = 0.010367811148513095 | Time = 13s
Step 54000 | Order = 0.015734404670993952 | Time = 13s
Step 55000 | Order = 0.028735896393342369 | Time = 13s
Step 56000 | Order = 0.015894309216224058 | Time = 13s
Step 57000 | Order = 0.010095011265642138 | Time = 14s
Step 58000 | Order = 0.017125046854912885 | Time = 14s
Step 59000 | Order = 0.014913993006825927 | Time = 14s
Step 60000 | Order = 0.0051334582983128974 | Time = 14s
Step 61000 | Order = 0.030167451612080714 | Time = 15s
Step 62000 | Order = 0.0071796706834673842 | Time = 15s
Step 63000 | Order = 0.013339658346192386 | Time = 15s
Step 64000 | Order = 0.030592034283465658 | Time = 15s
Step 65000 | Order = 0.03075295761779755 | Time = 16s
Step 66000 | Order = 0.017514734139418134 | Time = 16s
Step 67000 | Order = 0.0033831941944574497 | Time = 16s
Step 68000 | Order = 0.0025333652264518504 | Time = 16s
Step 69000 | Order = 0.014084681967937166 | Time = 16s
Step 70000 | Order = 0.012965219323403601 | Time = 17s
Step 71000 | Order = 0.014192718653784677 | Time = 17s
Step 72000 | Order = 0.017297847608914101 | Time = 17s
Step 73000 | Order = 0.019741205999557584 | Time = 17s
Step 74000 | Order = 0.016902585604646761 | Time = 18s
Step 75000 | Order = 0.031274025279482053 | Time = 18s
Step 76000 | Order = 0.02162526444387592 | Time = 18s
Step 77000 | Order = 0.01589685230894301 | Time = 18s
Step 78000 | Order = 0.039979267964333168 | Time = 18s
Step 79000 | Order = 0.0080811764814669156 | Time = 19s
Step 80000 | Order = 0.039523132362138079 | Time = 19s
Step 81000 | Order = 0.0076471181318814967 | Time = 19s
Step 82000 | Order = 0.013729908892342319 | Time = 19s
Step 83000 | Order = 0.0084225203595927316 | Time = 20s
Step 84000 | Order = 0.017630422622311275 | Time = 20s
Step 85000 | Order = 0.0046821937188528794 | Time = 20s
Step 86000 | Order = 0.031718656340181575 | Time = 20s
Step 87000 | Order = 0.0038736477943286532 | Time = 20s
Step 88000 | Order = 0.030248996488805632 | Time = 21s
Step 89000 | Order = 0.015627559584178264 | Time = 21s
Step 90000 | Order = 0.0069534224721511497 | Time = 21s
Step 91000 | Order = 0.0233316591079335 | Time = 21s
Step 92000 | Order = 0.014102384397402447 | Time = 22s
Step 93000 | Order = 0.023664875114212669 | Time = 22s
Step 94000 | Order = 0.014473884805144369 | Time = 22s
Step 95000 | Order = 0.0122537793568293 | Time = 22s
Step 96000 | Order = 0.016450415642551629 | Time = 23s
Step 97000 | Order = 0.015949392009308425 | Time = 23s
Step 98000 | Order = 0.022406887506287724 | Time = 23s
Step 99000 | Order = 0.04800438258968711 | Time = 23s
Step 100000 | Order = 0.027535244868103419 | Time = 23s
Step 101000 | Order = 0.012129009876310012 | Time = 24s
Step 102000 | Order = 0.0078751006543193638 | Time = 24s
Step 103000 | Order = 0.028464923226683203 | Time = 24s
Step 104000 | Order = 0.026385764427056958 | Time = 24s
Step 105000 | Order = 0.033412846602308893 | Time = 25s
Step 106000 | Order = 0.03322073687350701 | Time = 25s
Step 107000 | Order = 0.0027684841180757847 | Time = 25s
Step 108000 | Order = 0.023996165353823679 | Time = 25s
Step 109000 | Order = 0.017857027704504709 | Time = 26s
Step 110000 | Order = 0.027554981838805448 | Time = 26s
Step 111000 | Order = 0.016454147432457933 | Time = 26s
Step 112000 | Order = 0.016526396169086775 | Time = 26s
Step 113000 | Order = 0.022216550983548019 | Time = 26s
Step 114000 | Order = 0.012658656772315167 | Time = 27s
Step 115000 | Order = 0.019990722255782651 | Time = 27s
Step 116000 | Order = 0.018030074071206648 | Time = 27s
Step 117000 | Order = 0.058650103228121933 | Time = 27s
Step 118000 | Order = 0.024499683846332748 | Time = 28s
Step 119000 | Order = 0.02421332421584918 | Time = 28s
Step 120000 | Order = 0.018184696898066576 | Time = 28s
Step 121000 | Order = 0.020567449351050846 | Time = 28s
Step 122000 | Order = 0.023654750642192354 | Time = 28s
Step 123000 | Order = 0.01189299627881382 | Time = 29s
Step 124000 | Order = 0.037898397252944652 | Time = 29s
Step 125000 | Order = 0.0087720823544156796 | Time = 29s
Step 126000 | Order = 0.01920688686129262 | Time = 29s
Step 127000 | Order = 0.015202155585577424 | Time = 30s
Step 128000 | Order = 0.033431015402993675 | Time = 30s
Step 129000 | Order = 0.012152294967380671 | Time = 30s
Step 130000 | Order = 0.0023456542270740219 | Time = 30s
Step 131000 | Order = 0.011543789469025139 | Time = 30s
Step 132000 | Order = 0.020398770903664348 | Time = 31s
Step 133000 | Order = 0.013006123032853877 | Time = 31s
Step 134000 | Order = 0.014149749103887284 | Time = 31s
Step 135000 | Order = 0.0062285480179667552 | Time = 31s
Step 136000 | Order = 0.0091769570014126282 | Time = 32s
Step 137000 | Order = 0.019024970809568938 | Time = 32s
Step 138000 | Order = 0.0037336868689334746 | Time = 32s
Step 139000 | Order = 0.021646842975798327 | Time = 32s
Step 140000 | Order = 0.03368963079052615 | Time = 33s
Step 141000 | Order = 0.015500266314810369 | Time = 33s
Step 142000 | Order = 0.035812532556700381 | Time = 33s
Step 143000 | Order = 0.012114277799564468 | Time = 33s
Step 144000 | Order = 0.030551414976944333 | Time = 33s
Step 145000 | Order = 0.020229966080440955 | Time = 34s
Step 146000 | Order = 0.03451311941294688 | Time = 34s
Step 147000 | Order = 0.007792480786035577 | Time = 34s
Step 148000 | Order = 0.028224947855746408 | Time = 34s
Step 149000 | Order = 0.038410219975076876 | Time = 35s
Step 150000 | Order = 0.02529090601356334 | Time = 35s
Step 151000 | Order = 0.022358405142343139 | Time = 36s
Step 152000 | Order = 0.047528204866002746 | Time = 36s
Step 153000 | Order = 0.018031466563392738 | Time = 36s
Step 154000 | Order = 0.031527506870302695 | Time = 37s
Step 155000 | Order = 0.026601452845518795 | Time = 37s
Step 156000 | Order = 0.015271653793674324 | Time = 37s
Step 157000 | Order = 0.031283774725112873 | Time = 37s
Step 158000 | Order = 0.011521356120112573 | Time = 38s
Step 159000 | Order = 0.024569316401227993 | Time = 38s
Step 160000 | Order = 0.033591310832413498 | Time = 38s
Step 161000 | Order = 0.013595162873527881 | Time = 38s
Step 162000 | Order = 0.012655467430993519 | Time = 38s
Step 163000 | Order = 0.019579295214166615 | Time = 39s
Step 164000 | Order = 0.013733854540535865 | Time = 39s
Step 165000 | Order = 0.01295590149266313 | Time = 39s
Step 166000 | Order = 0.0039285325736063206 | Time = 39s
Step 167000 | Order = 0.017016243215149281 | Time = 40s
Step 168000 | Order = 0.012381504244003803 | Time = 40s
Step 169000 | Order = 0.025065777111541392 | Time = 40s
Step 170000 | Order = 0.013817788130602436 | Time = 40s
Step 171000 | Order = 0.017179277627062485 | Time = 40s
Step 172000 | Order = 0.0024328690259795335 | Time = 41s
Step 173000 | Order = 0.0098204636105610529 | Time = 41s
Step 174000 | Order = 0.017418088211044663 | Time = 41s
Step 175000 | Order = 0.015611478433053546 | Time = 41s
Step 176000 | Order = 0.012033688705283601 | Time = 42s
Step 177000 | Order = 0.0055182864168061277 | Time = 42s
Step 178000 | Order = 0.0098829053168085282 | Time = 42s
Step 179000 | Order = 0.016269194955333976 | Time = 42s
Step 180000 | Order = 0.023098345913451983 | Time = 43s
Step 181000 | Order = 0.017429064159729817 | Time = 43s
Step 182000 | Order = 0.0052840500962882623 | Time = 43s
Step 183000 | Order = 0.021372557861517996 | Time = 43s
Step 184000 | Order = 0.020715967690343663 | Time = 43s
Step 185000 | Order = 0.021606759934667985 | Time = 44s
Step 186000 | Order = 0.02976946317225964 | Time = 44s
Step 187000 | Order = 0.014466028187425914 | Time = 44s
Step 188000 | Order = 0.017755517312371728 | Time = 44s
Step 189000 | Order = 0.028410074552643629 | Time = 45s
Step 190000 | Order = 0.025001299296948422 | Time = 45s
Step 191000 | Order = 0.064813090858895347 | Time = 45s
