Simulation #132, Parameters: eta = 0.957663 | rho = 0.205192 | v0 = 0.0486612s
Step 0 | Order = 0.023482838412880618 | Time = 0s
Step 1000 | Order = 0.0088337530139015272 | Time = 0s
Step 2000 | Order = 0.0044756166692759679 | Time = 0s
Step 3000 | Order = 0.0051731614506372904 | Time = 1s
Step 4000 | Order = 0.0085436168587455803 | Time = 1s
Step 5000 | Order = 0.012332430970951092 | Time = 1s
Step 6000 | Order = 0.023986463919735895 | Time = 2s
Step 7000 | Order = 0.022146075190315653 | Time = 2s
Step 8000 | Order = 0.014867479752967041 | Time = 2s
Step 9000 | Order = 0.018766909450450703 | Time = 3s
Step 10000 | Order = 0.030676749090735856 | Time = 3s
Step 11000 | Order = 0.017972581462111867 | Time = 3s
Step 12000 | Order = 0.021390781835353808 | Time = 4s
Step 13000 | Order = 0.011111690164175556 | Time = 4s
Step 14000 | Order = 0.0064517576623067258 | Time = 4s
Step 15000 | Order = 0.021878520760519101 | Time = 5s
Step 16000 | Order = 0.0025102874727115109 | Time = 5s
Step 17000 | Order = 0.015250113736433079 | Time = 6s
Step 18000 | Order = 0.015922948685605794 | Time = 6s
Step 19000 | Order = 0.022385755871014684 | Time = 6s
Step 20000 | Order = 0.0078188179103448156 | Time = 7s
Step 21000 | Order = 0.014589756527102303 | Time = 7s
Step 22000 | Order = 0.013958709276453476 | Time = 7s
Step 23000 | Order = 0.011081744385150248 | Time = 8s
Step 24000 | Order = 0.011288281911990234 | Time = 8s
Step 25000 | Order = 0.014997539186185939 | Time = 8s
Step 26000 | Order = 0.022220244509677523 | Time = 9s
Step 27000 | Order = 0.012112847309204023 | Time = 9s
Step 28000 | Order = 0.0072732492163513629 | Time = 9s
Step 29000 | Order = 0.0076934718044805259 | Time = 10s
Step 30000 | Order = 0.022460636497416496 | Time = 10s
Step 31000 | Order = 0.036195866960969839 | Time = 10s
Step 32000 | Order = 0.017701995338763588 | Time = 11s
Step 33000 | Order = 0.021003460458502207 | Time = 11s
Step 34000 | Order = 0.013826552680018249 | Time = 11s
Step 35000 | Order = 0.026080424225254393 | Time = 12s
Step 36000 | Order = 0.010009301887836655 | Time = 12s
Step 37000 | Order = 0.015602867704072149 | Time = 12s
Step 38000 | Order = 0.020510998027567652 | Time = 13s
Step 39000 | Order = 0.0090329700480868101 | Time = 13s
Step 40000 | Order = 0.010034452767702665 | Time = 13s
Step 41000 | Order = 0.012690825747525569 | Time = 14s
Step 42000 | Order = 0.02971467641148547 | Time = 14s
Step 43000 | Order = 0.0060593058604845301 | Time = 14s
Step 44000 | Order = 0.019850615837293001 | Time = 15s
Step 45000 | Order = 0.011054925167339424 | Time = 15s
Step 46000 | Order = 0.0030543812708469305 | Time = 15s
Step 47000 | Order = 0.010551080147159733 | Time = 16s
Step 48000 | Order = 0.014973346708987043 | Time = 16s
Step 49000 | Order = 0.039955482297438047 | Time = 16s
Step 50000 | Order = 0.0065846772766642745 | Time = 17s
Step 51000 | Order = 0.010186338723321838 | Time = 17s
Step 52000 | Order = 0.0016481372385158738 | Time = 18s
Step 53000 | Order = 0.023429580095580868 | Time = 18s
Step 54000 | Order = 0.010735981544751519 | Time = 18s
Step 55000 | Order = 0.024817512166124905 | Time = 19s
Step 56000 | Order = 0.023022931802014656 | Time = 19s
Step 57000 | Order = 0.010297119154670886 | Time = 19s
Step 58000 | Order = 0.0083693725200774463 | Time = 20s
Step 59000 | Order = 0.005057967000952142 | Time = 20s
Step 60000 | Order = 0.018581408923176813 | Time = 20s
Step 61000 | Order = 0.016311560622482534 | Time = 21s
Step 62000 | Order = 0.0068364084415780567 | Time = 21s
Step 63000 | Order = 0.017254161252829196 | Time = 21s
Step 64000 | Order = 0.0040624638165430559 | Time = 22s
Step 65000 | Order = 0.010758604976690034 | Time = 22s
Step 66000 | Order = 0.0029549380193708581 | Time = 22s
Step 67000 | Order = 0.015713463850322892 | Time = 23s
Step 68000 | Order = 0.016992494172855619 | Time = 23s
Step 69000 | Order = 0.0059474339102103162 | Time = 23s
