Simulation #178, Parameters: eta = 0.575634 | rho = 0.141524 | v0 = 0.111513s
Step 0 | Order = 0.031402831375753525 | Time = 0s
Step 1000 | Order = 0.020298499596596315 | Time = 1s
Step 2000 | Order = 0.017963519579494113 | Time = 1s
Step 3000 | Order = 0.018529996065923097 | Time = 1s
Step 4000 | Order = 0.0023930431608566952 | Time = 1s
Step 5000 | Order = 0.0086162461284125611 | Time = 2s
Step 6000 | Order = 0.02871553538132985 | Time = 2s
Step 7000 | Order = 0.018410668161281792 | Time = 2s
Step 8000 | Order = 0.041040450672718554 | Time = 2s
Step 9000 | Order = 0.020670300169379586 | Time = 3s
Step 10000 | Order = 0.034355335949163811 | Time = 3s
Step 11000 | Order = 0.025762839368256556 | Time = 3s
Step 12000 | Order = 0.031549897495834464 | Time = 3s
Step 13000 | Order = 0.026345686917978749 | Time = 3s
Step 14000 | Order = 0.029802798654116208 | Time = 4s
Step 15000 | Order = 0.0236231812352002 | Time = 4s
Step 16000 | Order = 0.012719677143954149 | Time = 4s
Step 17000 | Order = 0.021759753444253294 | Time = 4s
Step 18000 | Order = 0.01375004732237408 | Time = 5s
Step 19000 | Order = 0.037841099285927611 | Time = 5s
Step 20000 | Order = 0.028992420684445498 | Time = 5s
Step 21000 | Order = 0.020845458401009084 | Time = 5s
Step 22000 | Order = 0.022858138916927246 | Time = 5s
Step 23000 | Order = 0.028113801910076956 | Time = 6s
Step 24000 | Order = 0.0075968356741046373 | Time = 6s
Step 25000 | Order = 0.016525228420379914 | Time = 6s
Step 26000 | Order = 0.028765497030794441 | Time = 6s
Step 27000 | Order = 0.022924438574997274 | Time = 7s
Step 28000 | Order = 0.01886663762320601 | Time = 7s
Step 29000 | Order = 0.013000567057425975 | Time = 7s
Step 30000 | Order = 0.01395574149968011 | Time = 7s
Step 31000 | Order = 0.021708226773935958 | Time = 7s
Step 32000 | Order = 0.028084066875470288 | Time = 8s
Step 33000 | Order = 0.022963616079425941 | Time = 8s
Step 34000 | Order = 0.0059152139393660709 | Time = 8s
Step 35000 | Order = 0.021015223220236582 | Time = 8s
Step 36000 | Order = 0.020391052599274276 | Time = 9s
Step 37000 | Order = 0.026384258891235132 | Time = 9s
Step 38000 | Order = 0.024027828279556598 | Time = 9s
Step 39000 | Order = 0.0087050287478559144 | Time = 9s
Step 40000 | Order = 0.043835046446298861 | Time = 9s
Step 41000 | Order = 0.037040273863923071 | Time = 10s
Step 42000 | Order = 0.0025349843400615181 | Time = 10s
Step 43000 | Order = 0.032422701393210622 | Time = 10s
Step 44000 | Order = 0.032418894813378431 | Time = 10s
Step 45000 | Order = 0.028844461145309849 | Time = 11s
Step 46000 | Order = 0.031677121556137208 | Time = 11s
Step 47000 | Order = 0.0061594001254896957 | Time = 11s
Step 48000 | Order = 0.018382842320406427 | Time = 11s
Step 49000 | Order = 0.021361922483177778 | Time = 11s
Step 50000 | Order = 0.0080455286063471389 | Time = 12s
Step 51000 | Order = 0.017338776061448694 | Time = 12s
Step 52000 | Order = 0.019455721966079705 | Time = 12s
Step 53000 | Order = 0.015016682396952492 | Time = 12s
Step 54000 | Order = 0.015352994987428929 | Time = 13s
Step 55000 | Order = 0.016493181146131613 | Time = 13s
Step 56000 | Order = 0.018704699836196704 | Time = 13s
Step 57000 | Order = 0.013749949488310646 | Time = 13s
Step 58000 | Order = 0.0077545055720441326 | Time = 14s
Step 59000 | Order = 0.020912660918627014 | Time = 14s
Step 60000 | Order = 0.028007315281590058 | Time = 14s
Step 61000 | Order = 0.032948096210633396 | Time = 14s
Step 62000 | Order = 0.022056957334205089 | Time = 14s
Step 63000 | Order = 0.016755397611171625 | Time = 15s
Step 64000 | Order = 0.014651771609245478 | Time = 15s
Step 65000 | Order = 0.015654434892281952 | Time = 15s
Step 66000 | Order = 0.018403703032807573 | Time = 15s
Step 67000 | Order = 0.02016384034693694 | Time = 16s
Step 68000 | Order = 0.0043627029980217655 | Time = 16s
Step 69000 | Order = 0.0070858403086374649 | Time = 16s
Step 70000 | Order = 0.010505877206324725 | Time = 16s
Step 71000 | Order = 0.0097669263377656232 | Time = 16s
Step 72000 | Order = 0.021800193891944975 | Time = 17s
Step 73000 | Order = 0.016860488832363144 | Time = 17s
Step 74000 | Order = 0.011426438400706502 | Time = 17s
Step 75000 | Order = 0.02172441469947502 | Time = 17s
Step 76000 | Order = 0.020675665581437016 | Time = 18s
Step 77000 | Order = 0.0067573245699082546 | Time = 18s
Step 78000 | Order = 0.033156112103029434 | Time = 18s
Step 79000 | Order = 0.033477097500514336 | Time = 18s
Step 80000 | Order = 0.0049065844231505193 | Time = 18s
Step 81000 | Order = 0.034370113219172743 | Time = 19s
Step 82000 | Order = 0.022935037318194615 | Time = 19s
Step 83000 | Order = 0.010410063462771924 | Time = 19s
Step 84000 | Order = 0.021078387605980853 | Time = 19s
Step 85000 | Order = 0.039639821256958085 | Time = 20s
Step 86000 | Order = 0.022710855100878717 | Time = 20s
Step 87000 | Order = 0.025323841521234902 | Time = 20s
Step 88000 | Order = 0.040136352788934924 | Time = 20s
Step 89000 | Order = 0.015954474907093154 | Time = 20s
Step 90000 | Order = 0.0078391889639987215 | Time = 21s
Step 91000 | Order = 0.0085597434128847488 | Time = 21s
Step 92000 | Order = 0.0071991406994639578 | Time = 21s
Step 93000 | Order = 0.0070403771898745202 | Time = 21s
Step 94000 | Order = 0.01559797248326018 | Time = 22s
Step 95000 | Order = 0.0544138024238612 | Time = 22s
Step 96000 | Order = 0.032171577195420131 | Time = 22s
Step 97000 | Order = 0.014714151497816351 | Time = 22s
Step 98000 | Order = 0.021380800543696173 | Time = 22s
Step 99000 | Order = 0.020306416602564787 | Time = 23s
Step 100000 | Order = 0.012090110850622469 | Time = 23s
Step 101000 | Order = 0.0074335532214016209 | Time = 24s
Step 102000 | Order = 0.0079212604744574311 | Time = 24s
Step 103000 | Order = 0.014114883120765191 | Time = 24s
Step 104000 | Order = 0.013779321719671871 | Time = 24s
Step 105000 | Order = 0.017058180868703723 | Time = 24s
Step 106000 | Order = 0.014040647547250549 | Time = 25s
Step 107000 | Order = 0.0056683757167580199 | Time = 25s
Step 108000 | Order = 0.016103933126566453 | Time = 25s
Step 109000 | Order = 0.029578412249470647 | Time = 25s
Step 110000 | Order = 0.035661238483107031 | Time = 26s
Step 111000 | Order = 0.01722585256512536 | Time = 26s
Step 112000 | Order = 0.013904419894821425 | Time = 26s
Step 113000 | Order = 0.0094811798025476457 | Time = 26s
Step 114000 | Order = 0.014425043652371877 | Time = 26s
Step 115000 | Order = 0.014470417138830073 | Time = 27s
Step 116000 | Order = 0.020438797662218393 | Time = 27s
Step 117000 | Order = 0.024988093755810167 | Time = 27s
Step 118000 | Order = 0.01908470731560679 | Time = 27s
Step 119000 | Order = 0.0064810054430155528 | Time = 28s
Step 120000 | Order = 0.0065587594664474943 | Time = 28s
Step 121000 | Order = 0.012145579889183781 | Time = 28s
Step 122000 | Order = 0.037854316274440955 | Time = 28s
Step 123000 | Order = 0.0074772377793227542 | Time = 28s
Step 124000 | Order = 0.012328960737972247 | Time = 29s
Step 125000 | Order = 0.0043055133779192544 | Time = 29s
Step 126000 | Order = 0.016698692236447158 | Time = 29s
Step 127000 | Order = 0.0126837483973509 | Time = 29s
Step 128000 | Order = 0.014294228247782616 | Time = 30s
Step 129000 | Order = 0.010695584646951167 | Time = 30s
Step 130000 | Order = 0.017698846962223867 | Time = 30s
