Simulation #42, Parameters: eta = 0.651826 | rho = 0.994719 | v0 = 0.651826s
Step 0 | Order = 0.01752615270003165 | Time = 0s
Step 1000 | Order = 0.011483453868249413 | Time = 2s
Step 2000 | Order = 0.011760501015734292 | Time = 4s
Step 3000 | Order = 0.011767612847524292 | Time = 6s
Step 4000 | Order = 0.011767681823006644 | Time = 8s
Step 5000 | Order = 0.011767663810796736 | Time = 10s
Step 6000 | Order = 0.011767662845514372 | Time = 12s
Step 7000 | Order = 0.011767663432397244 | Time = 14s
Step 8000 | Order = 0.011767663688707958 | Time = 16s
Step 9000 | Order = 0.011767663763535025 | Time = 18s
Step 10000 | Order = 0.011767663782216197 | Time = 20s
Step 11000 | Order = 0.011767663786539985 | Time = 22s
Step 12000 | Order = 0.011767663787493908 | Time = 23s
Step 13000 | Order = 0.011767663787698111 | Time = 25s
Step 14000 | Order = 0.011767663787741023 | Time = 27s
Step 15000 | Order = 0.011767663787749882 | Time = 29s
Step 16000 | Order = 0.01176766378775123 | Time = 31s
Step 17000 | Order = 0.011767663787751593 | Time = 33s
Step 18000 | Order = 0.011767663787751943 | Time = 35s
Step 19000 | Order = 0.011767663787751957 | Time = 37s
Step 20000 | Order = 0.011767663787751957 | Time = 39s
Step 21000 | Order = 0.011767663787751957 | Time = 41s
Step 22000 | Order = 0.011767663787751957 | Time = 43s
Step 23000 | Order = 0.011767663787751957 | Time = 45s
Step 24000 | Order = 0.011767663787751957 | Time = 47s
Step 25000 | Order = 0.011767663787751959 | Time = 48s
Step 26000 | Order = 0.011767663787751959 | Time = 50s
Step 27000 | Order = 0.011767663787751957 | Time = 52s
Step 28000 | Order = 0.011767663787751957 | Time = 54s
Step 29000 | Order = 0.011767663787751957 | Time = 56s
Step 30000 | Order = 0.011767663787751957 | Time = 58s
Step 31000 | Order = 0.011767663787751957 | Time = 60s
Step 32000 | Order = 0.011767663787751957 | Time = 62s
Step 33000 | Order = 0.011767663787751957 | Time = 64s
Step 34000 | Order = 0.011767663787751957 | Time = 66s
Step 35000 | Order = 0.011767663787751957 | Time = 68s
Step 36000 | Order = 0.011767663787751957 | Time = 70s
Step 37000 | Order = 0.011767663787751959 | Time = 71s
Step 38000 | Order = 0.011767663787751959 | Time = 73s
Step 39000 | Order = 0.011767663787751957 | Time = 75s
Step 40000 | Order = 0.011767663787751957 | Time = 77s
Step 41000 | Order = 0.011767663787751957 | Time = 79s
Step 42000 | Order = 0.011767663787751957 | Time = 81s
Step 43000 | Order = 0.011767663787751957 | Time = 83s
Step 44000 | Order = 0.011767663787751957 | Time = 85s
Step 45000 | Order = 0.011767663787751957 | Time = 87s
Step 46000 | Order = 0.011767663787751959 | Time = 89s
Step 47000 | Order = 0.011767663787751957 | Time = 91s
Step 48000 | Order = 0.011767663787751957 | Time = 93s
Step 49000 | Order = 0.011767663787751955 | Time = 95s
Step 50000 | Order = 0.011767663787751957 | Time = 96s
Step 51000 | Order = 0.011767663787751957 | Time = 99s
Step 52000 | Order = 0.011767663787751957 | Time = 101s
Step 53000 | Order = 0.011767663787751957 | Time = 103s
Step 54000 | Order = 0.011767663787751957 | Time = 104s
Step 55000 | Order = 0.011767663787751959 | Time = 106s
Step 56000 | Order = 0.011767663787751957 | Time = 108s
Step 57000 | Order = 0.011767663787751957 | Time = 110s
Step 58000 | Order = 0.011767663787751957 | Time = 112s
Step 59000 | Order = 0.011767663787751959 | Time = 114s
Step 60000 | Order = 0.011767663787751959 | Time = 116s
Step 61000 | Order = 0.011767663787751957 | Time = 118s
Step 62000 | Order = 0.011767663787751959 | Time = 120s
Step 63000 | Order = 0.011767663787751957 | Time = 122s
Step 64000 | Order = 0.011767663787751957 | Time = 124s
Step 65000 | Order = 0.011767663787751957 | Time = 126s
Step 66000 | Order = 0.011767663787751959 | Time = 128s
Step 67000 | Order = 0.011767663787751957 | Time = 130s
Step 68000 | Order = 0.011767663787751957 | Time = 132s
Step 69000 | Order = 0.011767663787751959 | Time = 133s
Step 70000 | Order = 0.011767663787751957 | Time = 136s
Step 71000 | Order = 0.011767663787751957 | Time = 137s
Step 72000 | Order = 0.011767663787751959 | Time = 139s
Step 73000 | Order = 0.011767663787751957 | Time = 141s
Step 74000 | Order = 0.011767663787751957 | Time = 143s
Step 75000 | Order = 0.011767663787751957 | Time = 145s
Step 76000 | Order = 0.011767663787751957 | Time = 147s
Step 77000 | Order = 0.011767663787751957 | Time = 149s
Step 78000 | Order = 0.011767663787751957 | Time = 151s
Step 79000 | Order = 0.011767663787751959 | Time = 153s
Step 80000 | Order = 0.011767663787751959 | Time = 154s
Step 81000 | Order = 0.011767663787751957 | Time = 157s
Step 82000 | Order = 0.011767663787751957 | Time = 158s
Step 83000 | Order = 0.011767663787751957 | Time = 160s
Step 84000 | Order = 0.011767663787751957 | Time = 162s
Step 85000 | Order = 0.011767663787751957 | Time = 164s
Step 86000 | Order = 0.011767663787751957 | Time = 166s
Step 87000 | Order = 0.011767663787751957 | Time = 168s
Step 88000 | Order = 0.011767663787751959 | Time = 170s
Step 89000 | Order = 0.011767663787751957 | Time = 172s
Step 90000 | Order = 0.011767663787751957 | Time = 174s
Step 91000 | Order = 0.011767663787751959 | Time = 176s
Step 92000 | Order = 0.011767663787751957 | Time = 178s
Step 93000 | Order = 0.011767663787751957 | Time = 180s
Step 94000 | Order = 0.011767663787751957 | Time = 182s
Step 95000 | Order = 0.011767663787751957 | Time = 184s
Step 96000 | Order = 0.011767663787751957 | Time = 186s
Step 97000 | Order = 0.011767663787751957 | Time = 187s
Step 98000 | Order = 0.011767663787751957 | Time = 189s
Step 99000 | Order = 0.011767663787751957 | Time = 191s
Step 100000 | Order = 0.011767663787751957 | Time = 193s
