Simulation #122, Parameters: eta = 0.095840 | rho = 0.106524 | v0 = 0.0634708s
Step 0 | Order = 0.047601949042724863 | Time = 0s
Step 1000 | Order = 0.20759458180495552 | Time = 4s
Step 2000 | Order = 0.15333065986834962 | Time = 5s
Step 3000 | Order = 0.19590050645413315 | Time = 5s
Step 4000 | Order = 0.1692217919292523 | Time = 5s
Step 5000 | Order = 0.31144428956720061 | Time = 5s
Step 6000 | Order = 0.16230279263186217 | Time = 6s
Step 7000 | Order = 0.035628598981432689 | Time = 6s
Step 8000 | Order = 0.13323394278520309 | Time = 6s
Step 9000 | Order = 0.36176619011630823 | Time = 6s
Step 10000 | Order = 0.30442486812197495 | Time = 7s
Step 11000 | Order = 0.30817953639901652 | Time = 7s
Step 12000 | Order = 0.12114446007661911 | Time = 7s
Step 13000 | Order = 0.23686903543060372 | Time = 7s
Step 14000 | Order = 0.3631980957276425 | Time = 8s
Step 15000 | Order = 0.50848918451278524 | Time = 8s
Step 16000 | Order = 0.49199536600163007 | Time = 8s
Step 17000 | Order = 0.5056110027481866 | Time = 8s
Step 18000 | Order = 0.50507222029973675 | Time = 9s
Step 19000 | Order = 0.58191674285517481 | Time = 9s
Step 20000 | Order = 0.56437522928967099 | Time = 9s
Step 21000 | Order = 0.51478153195997911 | Time = 10s
Step 22000 | Order = 0.39663242777245089 | Time = 10s
Step 23000 | Order = 0.45900089408045275 | Time = 10s
Step 24000 | Order = 0.36103736853292462 | Time = 10s
Step 25000 | Order = 0.34761777040585423 | Time = 11s
Step 26000 | Order = 0.37803394956032038 | Time = 11s
Step 27000 | Order = 0.29465571156027631 | Time = 11s
Step 28000 | Order = 0.26751991545671011 | Time = 11s
Step 29000 | Order = 0.38633711064773874 | Time = 12s
Step 30000 | Order = 0.40161020925844582 | Time = 12s
Step 31000 | Order = 0.41388015846325937 | Time = 12s
Step 32000 | Order = 0.53671016776837077 | Time = 12s
Step 33000 | Order = 0.52585556641475817 | Time = 13s
Step 34000 | Order = 0.47913242335659834 | Time = 13s
Step 35000 | Order = 0.34334444235029449 | Time = 13s
Step 36000 | Order = 0.38882872935191809 | Time = 13s
Step 37000 | Order = 0.44646932373132797 | Time = 14s
Step 38000 | Order = 0.49522303424680414 | Time = 14s
Step 39000 | Order = 0.42175600822589804 | Time = 14s
Step 40000 | Order = 0.30259851593635784 | Time = 14s
Step 41000 | Order = 0.13797157495227172 | Time = 15s
Step 42000 | Order = 0.18630276484184111 | Time = 15s
Step 43000 | Order = 0.325285943476602 | Time = 15s
Step 44000 | Order = 0.21264832828805677 | Time = 15s
Step 45000 | Order = 0.30946215257135684 | Time = 16s
Step 46000 | Order = 0.48600810083334961 | Time = 16s
Step 47000 | Order = 0.59985860218604381 | Time = 16s
Step 48000 | Order = 0.55235405606044996 | Time = 16s
Step 49000 | Order = 0.5575594964084255 | Time = 17s
Step 50000 | Order = 0.47290851925652444 | Time = 17s
Step 51000 | Order = 0.69515233589504111 | Time = 20s
Step 52000 | Order = 0.58295004172148146 | Time = 20s
Step 53000 | Order = 0.49884718660751776 | Time = 21s
Step 54000 | Order = 0.50988534457473289 | Time = 21s
Step 55000 | Order = 0.55784593466826937 | Time = 21s
Step 56000 | Order = 0.56628591376811133 | Time = 21s
Step 57000 | Order = 0.56570076300961702 | Time = 22s
Step 58000 | Order = 0.52649427137022597 | Time = 22s
Step 59000 | Order = 0.40123952699998927 | Time = 22s
Step 60000 | Order = 0.38136485543524878 | Time = 22s
Step 61000 | Order = 0.31656613229670572 | Time = 23s
Step 62000 | Order = 0.28336061098751864 | Time = 23s
Step 63000 | Order = 0.29600126716603764 | Time = 23s
Step 64000 | Order = 0.37990321314879244 | Time = 23s
Step 65000 | Order = 0.43535452224711119 | Time = 24s
Step 66000 | Order = 0.64249831230767074 | Time = 24s
Step 67000 | Order = 0.50201497673334083 | Time = 24s
Step 68000 | Order = 0.31437959396247772 | Time = 24s
Step 69000 | Order = 0.40565447827576628 | Time = 25s
Step 70000 | Order = 0.25947529082434845 | Time = 25s
Step 71000 | Order = 0.1705094218210417 | Time = 25s
Step 72000 | Order = 0.2734768137946757 | Time = 25s
Step 73000 | Order = 0.27431782541883337 | Time = 26s
Step 74000 | Order = 0.43085002182521653 | Time = 26s
Step 75000 | Order = 0.26236325623599627 | Time = 26s
Step 76000 | Order = 0.31776352646701117 | Time = 26s
Step 77000 | Order = 0.33188785362168338 | Time = 27s
