Simulation #126, Parameters: eta = 0.161287 | rho = 0.217366 | v0 = 0.106977s
Step 0 | Order = 0.012327159021538265 | Time = 0s
Step 1000 | Order = 0.23471473665326373 | Time = 0s
Step 2000 | Order = 0.14441313447741089 | Time = 1s
Step 3000 | Order = 0.050640652718124055 | Time = 1s
Step 4000 | Order = 0.22573902003303364 | Time = 2s
Step 5000 | Order = 0.23029289518588289 | Time = 2s
Step 6000 | Order = 0.21280330669096362 | Time = 3s
Step 7000 | Order = 0.23781968558367497 | Time = 3s
Step 8000 | Order = 0.22667819627483421 | Time = 4s
Step 9000 | Order = 0.19966225787324182 | Time = 4s
Step 10000 | Order = 0.16225817274215967 | Time = 5s
Step 11000 | Order = 0.24252870217687056 | Time = 5s
Step 12000 | Order = 0.24428938891190083 | Time = 6s
Step 13000 | Order = 0.44522724397294239 | Time = 6s
Step 14000 | Order = 0.41934487718393487 | Time = 7s
Step 15000 | Order = 0.45703076757818473 | Time = 8s
Step 16000 | Order = 0.31556755972002476 | Time = 8s
Step 17000 | Order = 0.37243875960337247 | Time = 9s
Step 18000 | Order = 0.31459565924992677 | Time = 9s
Step 19000 | Order = 0.21378893380570613 | Time = 10s
Step 20000 | Order = 0.18575245612014243 | Time = 10s
Step 21000 | Order = 0.15488646875535583 | Time = 11s
Step 22000 | Order = 0.23886807882104225 | Time = 11s
Step 23000 | Order = 0.21421845627395364 | Time = 12s
Step 24000 | Order = 0.28789447549325675 | Time = 12s
Step 25000 | Order = 0.35161546657373943 | Time = 13s
Step 26000 | Order = 0.26421238262341479 | Time = 13s
Step 27000 | Order = 0.18393943416342398 | Time = 14s
Step 28000 | Order = 0.19271364344932101 | Time = 14s
Step 29000 | Order = 0.29250785547572578 | Time = 15s
Step 30000 | Order = 0.23991096372029044 | Time = 15s
Step 31000 | Order = 0.27620945385854517 | Time = 16s
Step 32000 | Order = 0.22636744565456879 | Time = 16s
Step 33000 | Order = 0.31903339074321219 | Time = 17s
Step 34000 | Order = 0.33135369536133386 | Time = 17s
Step 35000 | Order = 0.31065956836444625 | Time = 18s
Step 36000 | Order = 0.28769874459010836 | Time = 18s
Step 37000 | Order = 0.20451124045247843 | Time = 18s
Step 38000 | Order = 0.27631678637244994 | Time = 19s
Step 39000 | Order = 0.1758189008179345 | Time = 19s
Step 40000 | Order = 0.17543900519693029 | Time = 20s
Step 41000 | Order = 0.28156735573073988 | Time = 20s
Step 42000 | Order = 0.36807178283889086 | Time = 21s
Step 43000 | Order = 0.23975345558049377 | Time = 21s
Step 44000 | Order = 0.25947309176410033 | Time = 22s
Step 45000 | Order = 0.12266074981510405 | Time = 22s
Step 46000 | Order = 0.21462143523069174 | Time = 23s
Step 47000 | Order = 0.1095615507043793 | Time = 23s
Step 48000 | Order = 0.21122896102411653 | Time = 24s
Step 49000 | Order = 0.04780983276116247 | Time = 24s
Step 50000 | Order = 0.060874333324890284 | Time = 25s
Step 51000 | Order = 0.074619094140349909 | Time = 26s
Step 52000 | Order = 0.20553316144972739 | Time = 26s
Step 53000 | Order = 0.17900446399751643 | Time = 27s
Step 54000 | Order = 0.055472254239101196 | Time = 27s
Step 55000 | Order = 0.073513948217595493 | Time = 27s
Step 56000 | Order = 0.19041599683221089 | Time = 28s
Step 57000 | Order = 0.32469396944003626 | Time = 28s
Step 58000 | Order = 0.20305858225576018 | Time = 29s
Step 59000 | Order = 0.30521604056927171 | Time = 29s
Step 60000 | Order = 0.36523220187642647 | Time = 30s
Step 61000 | Order = 0.35061365491635937 | Time = 30s
Step 62000 | Order = 0.22113659261030749 | Time = 31s
Step 63000 | Order = 0.16272356893953316 | Time = 31s
Step 64000 | Order = 0.38622670770863893 | Time = 32s
Step 65000 | Order = 0.38600330403376604 | Time = 32s
Step 66000 | Order = 0.34898980758724329 | Time = 33s
Step 67000 | Order = 0.10350019356693872 | Time = 33s
Step 68000 | Order = 0.079512172126834521 | Time = 34s
Step 69000 | Order = 0.12009918911695615 | Time = 34s
Step 70000 | Order = 0.20943678439683511 | Time = 35s
Step 71000 | Order = 0.21336220124148164 | Time = 35s
Step 72000 | Order = 0.22512510891349799 | Time = 36s
Step 73000 | Order = 0.22022331441332454 | Time = 36s
Step 74000 | Order = 0.26613243030804418 | Time = 37s
Step 75000 | Order = 0.28738932076407669 | Time = 37s
Step 76000 | Order = 0.31822539838544633 | Time = 38s
Step 77000 | Order = 0.23828968770621134 | Time = 38s
