Simulation #169, Parameters: eta = 0.393816 | rho = 0.163819 | v0 = 0.0161762s
Step 0 | Order = 0.0042667001944116309 | Time = 0s
Step 1000 | Order = 0.025562208424879791 | Time = 1s
Step 2000 | Order = 0.02526625441736802 | Time = 2s
Step 3000 | Order = 0.040895750081485147 | Time = 2s
Step 4000 | Order = 0.0097670452969192759 | Time = 2s
Step 5000 | Order = 0.020991021538204573 | Time = 2s
Step 6000 | Order = 0.013744687913150685 | Time = 2s
Step 7000 | Order = 0.012485282799940975 | Time = 2s
Step 8000 | Order = 0.010944834705572669 | Time = 3s
Step 9000 | Order = 0.0069719905621330796 | Time = 3s
Step 10000 | Order = 0.04786416220382763 | Time = 3s
Step 11000 | Order = 0.042279734505871483 | Time = 3s
Step 12000 | Order = 0.0070025505334191142 | Time = 3s
Step 13000 | Order = 0.012018264629000368 | Time = 4s
Step 14000 | Order = 0.031051323546376536 | Time = 4s
Step 15000 | Order = 0.018334686786555969 | Time = 4s
Step 16000 | Order = 0.035041578283014109 | Time = 4s
Step 17000 | Order = 0.044905953110275447 | Time = 4s
Step 18000 | Order = 0.024899718172551322 | Time = 5s
Step 19000 | Order = 0.026350290603219483 | Time = 5s
Step 20000 | Order = 0.034742509448145081 | Time = 5s
Step 21000 | Order = 0.018003416801031055 | Time = 5s
Step 22000 | Order = 0.032229188832313814 | Time = 5s
Step 23000 | Order = 0.0071118871334291522 | Time = 6s
Step 24000 | Order = 0.017181811243760427 | Time = 6s
Step 25000 | Order = 0.012926041053285505 | Time = 6s
Step 26000 | Order = 0.022797179185494759 | Time = 6s
Step 27000 | Order = 0.04135163670049908 | Time = 6s
Step 28000 | Order = 0.035608043518002043 | Time = 6s
Step 29000 | Order = 0.038963161183300218 | Time = 7s
Step 30000 | Order = 0.039155495972222031 | Time = 7s
Step 31000 | Order = 0.0326693016290601 | Time = 7s
Step 32000 | Order = 0.035810061030528507 | Time = 7s
Step 33000 | Order = 0.029257646967527948 | Time = 7s
Step 34000 | Order = 0.054705475309666476 | Time = 8s
Step 35000 | Order = 0.018154152439128119 | Time = 8s
Step 36000 | Order = 0.023587659602890491 | Time = 8s
Step 37000 | Order = 0.027656974736707696 | Time = 8s
Step 38000 | Order = 0.017416739454725976 | Time = 8s
Step 39000 | Order = 0.0203620535669716 | Time = 9s
Step 40000 | Order = 0.028517286100541415 | Time = 9s
Step 41000 | Order = 0.040095387927684259 | Time = 9s
Step 42000 | Order = 0.022897770648963405 | Time = 9s
