Simulation #16, Parameters: eta = 0.049154 | rho = 0.232920 | v0 = 0.35586s
Step 0 | Order = 0.015370744502155004 | Time = 0s
Step 1000 | Order = 0.71141008323605803 | Time = 0s
Step 2000 | Order = 0.9232046965441334 | Time = 1s
Step 3000 | Order = 0.96059229671037949 | Time = 2s
Step 4000 | Order = 0.95813972977862616 | Time = 2s
Step 5000 | Order = 0.9523467863919538 | Time = 3s
Step 6000 | Order = 0.96295168124890784 | Time = 3s
Step 7000 | Order = 0.94820309604362574 | Time = 4s
Step 8000 | Order = 0.95305702578887341 | Time = 4s
Step 9000 | Order = 0.95877112212397797 | Time = 4s
Step 10000 | Order = 0.95555342884552452 | Time = 5s
Step 11000 | Order = 0.95670268625679422 | Time = 5s
Step 12000 | Order = 0.95590601740671033 | Time = 6s
Step 13000 | Order = 0.95346667638025495 | Time = 6s
Step 14000 | Order = 0.94625609470125571 | Time = 6s
Step 15000 | Order = 0.96160645370312303 | Time = 7s
Step 16000 | Order = 0.94656330630570351 | Time = 7s
Step 17000 | Order = 0.95507547432347817 | Time = 8s
Step 18000 | Order = 0.94895537794132523 | Time = 8s
Step 19000 | Order = 0.95298309471768927 | Time = 9s
Step 20000 | Order = 0.9541415986111409 | Time = 9s
Step 21000 | Order = 0.95428783618186852 | Time = 9s
Step 22000 | Order = 0.94703510472292363 | Time = 10s
Step 23000 | Order = 0.95624801918523361 | Time = 10s
Step 24000 | Order = 0.95584175589768061 | Time = 11s
Step 25000 | Order = 0.94873868629034275 | Time = 11s
Step 26000 | Order = 0.9643334466430421 | Time = 12s
Step 27000 | Order = 0.96235503602577466 | Time = 12s
Step 28000 | Order = 0.95153551604170383 | Time = 12s
Step 29000 | Order = 0.94769396246145998 | Time = 13s
Step 30000 | Order = 0.95768865083718169 | Time = 13s
Step 31000 | Order = 0.95730433996906938 | Time = 14s
Step 32000 | Order = 0.96037614970794871 | Time = 14s
Step 33000 | Order = 0.94934581736782953 | Time = 14s
Step 34000 | Order = 0.94841389555654354 | Time = 15s
Step 35000 | Order = 0.95889101849302549 | Time = 15s
Step 36000 | Order = 0.95530391043296936 | Time = 16s
Step 37000 | Order = 0.95311164374324642 | Time = 16s
Step 38000 | Order = 0.95395001550479341 | Time = 17s
Step 39000 | Order = 0.94945223001156376 | Time = 17s
Step 40000 | Order = 0.95890385636675446 | Time = 17s
Step 41000 | Order = 0.96120198606071172 | Time = 18s
Step 42000 | Order = 0.95166327050728439 | Time = 18s
Step 43000 | Order = 0.95110258857446983 | Time = 19s
Step 44000 | Order = 0.95187547302562692 | Time = 19s
Step 45000 | Order = 0.95659601110782044 | Time = 19s
Step 46000 | Order = 0.94779143000233568 | Time = 20s
Step 47000 | Order = 0.95154486112194359 | Time = 20s
Step 48000 | Order = 0.95509248685932147 | Time = 21s
Step 49000 | Order = 0.94563506436500888 | Time = 21s
Step 50000 | Order = 0.95614292037815729 | Time = 22s
Step 51000 | Order = 0.95397146284541323 | Time = 22s
Step 52000 | Order = 0.96210575305412727 | Time = 22s
Step 53000 | Order = 0.94650019455990619 | Time = 23s
Step 54000 | Order = 0.9496801845712155 | Time = 23s
Step 55000 | Order = 0.93661709742786747 | Time = 24s
Step 56000 | Order = 0.9586571762702909 | Time = 24s
Step 57000 | Order = 0.95592121057474022 | Time = 25s
Step 58000 | Order = 0.95507250575544556 | Time = 25s
Step 59000 | Order = 0.94982314185596906 | Time = 25s
Step 60000 | Order = 0.95069109874496849 | Time = 26s
Step 61000 | Order = 0.95365636918021235 | Time = 26s
Step 62000 | Order = 0.95672301212205058 | Time = 27s
Step 63000 | Order = 0.95092950912245344 | Time = 27s
Step 64000 | Order = 0.95556582345634877 | Time = 28s
Step 65000 | Order = 0.95883185972035712 | Time = 28s
Step 66000 | Order = 0.95495768438338324 | Time = 28s
Step 67000 | Order = 0.94915526322540156 | Time = 29s
Step 68000 | Order = 0.95947642660089238 | Time = 29s
Step 69000 | Order = 0.95104440618030539 | Time = 30s
Step 70000 | Order = 0.95397919950055898 | Time = 30s
Step 71000 | Order = 0.96504210371471633 | Time = 31s
Step 72000 | Order = 0.95296572409892044 | Time = 31s
Step 73000 | Order = 0.95387339743982413 | Time = 31s
Step 74000 | Order = 0.94466537152635177 | Time = 32s
Step 75000 | Order = 0.95384274034757899 | Time = 32s
Step 76000 | Order = 0.95407925035985186 | Time = 33s
Step 77000 | Order = 0.95289624818830454 | Time = 33s
Step 78000 | Order = 0.946500752355946 | Time = 34s
Step 79000 | Order = 0.94395573585466697 | Time = 34s
Step 80000 | Order = 0.9484464094169669 | Time = 34s
Step 81000 | Order = 0.95292801069330035 | Time = 35s
Step 82000 | Order = 0.95100703550208465 | Time = 35s
Step 83000 | Order = 0.95548554307494704 | Time = 36s
Step 84000 | Order = 0.95253958233625657 | Time = 36s
Step 85000 | Order = 0.95304287050479575 | Time = 36s
Step 86000 | Order = 0.9572334453947916 | Time = 37s
Step 87000 | Order = 0.94663706180678853 | Time = 37s
Step 88000 | Order = 0.94685198055023267 | Time = 38s
Step 89000 | Order = 0.95416882565865813 | Time = 38s
Step 90000 | Order = 0.95124343707232117 | Time = 38s
Step 91000 | Order = 0.95914162835516192 | Time = 39s
Step 92000 | Order = 0.95325358575180219 | Time = 39s
Step 93000 | Order = 0.94907639589980131 | Time = 40s
Step 94000 | Order = 0.95649382354675638 | Time = 40s
Step 95000 | Order = 0.95480232809607846 | Time = 41s
Step 96000 | Order = 0.95856243257151108 | Time = 41s
Step 97000 | Order = 0.95053864457665826 | Time = 41s
Step 98000 | Order = 0.95400557611860581 | Time = 42s
Step 99000 | Order = 0.94596824262929713 | Time = 42s
Step 100000 | Order = 0.9532516090469767 | Time = 43s
Step 101000 | Order = 0.94560186381794509 | Time = 43s
Step 102000 | Order = 0.96096589581569947 | Time = 43s
Step 103000 | Order = 0.94298563967857751 | Time = 44s
Step 104000 | Order = 0.95180111885520469 | Time = 44s
Step 105000 | Order = 0.95176205906990485 | Time = 45s
Step 106000 | Order = 0.9511883486216941 | Time = 45s
Step 107000 | Order = 0.94880280431819497 | Time = 46s
Step 108000 | Order = 0.95128136289226806 | Time = 46s
Step 109000 | Order = 0.95298641698218634 | Time = 46s
Step 110000 | Order = 0.94959243049054642 | Time = 47s
Step 111000 | Order = 0.95208300566299808 | Time = 47s
Step 112000 | Order = 0.9522321673476799 | Time = 48s
