Simulation #124, Parameters: eta = 0.122804 | rho = 0.174472 | v0 = 0.0589605s
Step 0 | Order = 0.024940405939806204 | Time = 0s
Step 1000 | Order = 0.049725037175375332 | Time = 2s
Step 2000 | Order = 0.13078004964171597 | Time = 3s
Step 3000 | Order = 0.23394634861809374 | Time = 3s
Step 4000 | Order = 0.20264268077821609 | Time = 3s
Step 5000 | Order = 0.11831426248439916 | Time = 4s
Step 6000 | Order = 0.11354770910297747 | Time = 4s
Step 7000 | Order = 0.18401996763151798 | Time = 4s
Step 8000 | Order = 0.29386391349729774 | Time = 5s
Step 9000 | Order = 0.41296725523804972 | Time = 5s
Step 10000 | Order = 0.37468080142697135 | Time = 5s
Step 11000 | Order = 0.37442678996547052 | Time = 6s
Step 12000 | Order = 0.49383256509178342 | Time = 6s
Step 13000 | Order = 0.33759921411864752 | Time = 6s
Step 14000 | Order = 0.34408029661755324 | Time = 7s
Step 15000 | Order = 0.37122524572533244 | Time = 7s
Step 16000 | Order = 0.2599113764737091 | Time = 7s
Step 17000 | Order = 0.31407952689018953 | Time = 8s
Step 18000 | Order = 0.18147245724053582 | Time = 8s
Step 19000 | Order = 0.18744457178723914 | Time = 8s
Step 20000 | Order = 0.2672634635895752 | Time = 9s
Step 21000 | Order = 0.22146390705589156 | Time = 9s
Step 22000 | Order = 0.43809191919540569 | Time = 9s
Step 23000 | Order = 0.42545270422581516 | Time = 10s
Step 24000 | Order = 0.50713172430397546 | Time = 10s
Step 25000 | Order = 0.4344821906697568 | Time = 10s
Step 26000 | Order = 0.29134057127610619 | Time = 11s
Step 27000 | Order = 0.34009005825379085 | Time = 11s
Step 28000 | Order = 0.46978820302250118 | Time = 11s
Step 29000 | Order = 0.25438837284178167 | Time = 12s
Step 30000 | Order = 0.35859754670994781 | Time = 12s
Step 31000 | Order = 0.2226249564629359 | Time = 12s
Step 32000 | Order = 0.47818256791923752 | Time = 12s
Step 33000 | Order = 0.44893054863012383 | Time = 13s
Step 34000 | Order = 0.34655157515545154 | Time = 13s
Step 35000 | Order = 0.25482307476116195 | Time = 13s
Step 36000 | Order = 0.34328839884390283 | Time = 14s
Step 37000 | Order = 0.31646490685370376 | Time = 14s
Step 38000 | Order = 0.37097969050320423 | Time = 15s
Step 39000 | Order = 0.45527484021282977 | Time = 15s
Step 40000 | Order = 0.46990114668889327 | Time = 15s
Step 41000 | Order = 0.37713638493634843 | Time = 16s
Step 42000 | Order = 0.37976571119555674 | Time = 16s
Step 43000 | Order = 0.4346377963595256 | Time = 16s
Step 44000 | Order = 0.40911672444401809 | Time = 17s
Step 45000 | Order = 0.36621096498057909 | Time = 17s
Step 46000 | Order = 0.41237948378341488 | Time = 17s
Step 47000 | Order = 0.27400273110536011 | Time = 18s
Step 48000 | Order = 0.20515848152384239 | Time = 18s
Step 49000 | Order = 0.36111250043130505 | Time = 18s
Step 50000 | Order = 0.4041673322884376 | Time = 18s
Step 51000 | Order = 0.37685583433163139 | Time = 24s
Step 52000 | Order = 0.37316942795636987 | Time = 24s
Step 53000 | Order = 0.42703628878571637 | Time = 25s
Step 54000 | Order = 0.44588896674109696 | Time = 25s
Step 55000 | Order = 0.28136643985969556 | Time = 25s
Step 56000 | Order = 0.38097982430937527 | Time = 26s
Step 57000 | Order = 0.48469837650294517 | Time = 26s
Step 58000 | Order = 0.35780731049093989 | Time = 26s
Step 59000 | Order = 0.4471339178423287 | Time = 27s
Step 60000 | Order = 0.55227566748290113 | Time = 27s
Step 61000 | Order = 0.3513095892797623 | Time = 27s
Step 62000 | Order = 0.3324320766812156 | Time = 28s
Step 63000 | Order = 0.43226209435115198 | Time = 28s
Step 64000 | Order = 0.49043685666295744 | Time = 28s
Step 65000 | Order = 0.29875750349299529 | Time = 28s
Step 66000 | Order = 0.32295326164537547 | Time = 29s
Step 67000 | Order = 0.11403727608848398 | Time = 29s
Step 68000 | Order = 0.32987494154281621 | Time = 29s
Step 69000 | Order = 0.25107489472671263 | Time = 30s
Step 70000 | Order = 0.36263367226314114 | Time = 30s
Step 71000 | Order = 0.49016494988751158 | Time = 30s
Step 72000 | Order = 0.39747346123838395 | Time = 31s
Step 73000 | Order = 0.46018387092500829 | Time = 31s
Step 74000 | Order = 0.35696992099241875 | Time = 31s
Step 75000 | Order = 0.425247152692252 | Time = 32s
Step 76000 | Order = 0.46552008225469516 | Time = 32s
Step 77000 | Order = 0.48998105356458355 | Time = 32s
Step 78000 | Order = 0.36969191702794402 | Time = 33s
Step 79000 | Order = 0.397435187946024 | Time = 33s
Step 80000 | Order = 0.41875527211502284 | Time = 33s
Step 81000 | Order = 0.47431961888924401 | Time = 34s
Step 82000 | Order = 0.38611954483596261 | Time = 34s
Step 83000 | Order = 0.45167727919586942 | Time = 34s
Step 84000 | Order = 0.34759368432400106 | Time = 35s
Step 85000 | Order = 0.26550543293876694 | Time = 35s
Step 86000 | Order = 0.27565322114259178 | Time = 35s
Step 87000 | Order = 0.32329233936251794 | Time = 36s
Step 88000 | Order = 0.35240420647672588 | Time = 36s
Step 89000 | Order = 0.26819099213813313 | Time = 36s
Step 90000 | Order = 0.22071227193649329 | Time = 37s
Step 91000 | Order = 0.40165096356828783 | Time = 37s
Step 92000 | Order = 0.42049111401904588 | Time = 37s
Step 93000 | Order = 0.40102765583738231 | Time = 38s
Step 94000 | Order = 0.50706492393392721 | Time = 38s
Step 95000 | Order = 0.52941213693439915 | Time = 38s
Step 96000 | Order = 0.45191139074949382 | Time = 39s
Step 97000 | Order = 0.42352055726832388 | Time = 39s
Step 98000 | Order = 0.41372797395674282 | Time = 39s
Step 99000 | Order = 0.37772299936798653 | Time = 40s
Step 100000 | Order = 0.38832770702196279 | Time = 40s
Step 101000 | Order = 0.43977746010784374 | Time = 43s
Step 102000 | Order = 0.43943707098054552 | Time = 43s
Step 103000 | Order = 0.39311276392397276 | Time = 44s
Step 104000 | Order = 0.41046334125467948 | Time = 44s
Step 105000 | Order = 0.57922308021746105 | Time = 44s
Step 106000 | Order = 0.54405779577978353 | Time = 45s
Step 107000 | Order = 0.51040792498699561 | Time = 45s
Step 108000 | Order = 0.27385032443888491 | Time = 45s
Step 109000 | Order = 0.25075996770952991 | Time = 46s
Step 110000 | Order = 0.49261529798178799 | Time = 46s
Step 111000 | Order = 0.36947058121016452 | Time = 46s
Step 112000 | Order = 0.10200292883816665 | Time = 47s
Step 113000 | Order = 0.36066068551249081 | Time = 47s
Step 114000 | Order = 0.32318641132481729 | Time = 47s
Step 115000 | Order = 0.44304505255043719 | Time = 48s
Step 116000 | Order = 0.38373681785264885 | Time = 48s
Step 117000 | Order = 0.34390512795123351 | Time = 48s
Step 118000 | Order = 0.28984801668639848 | Time = 49s
Step 119000 | Order = 0.37122583061719372 | Time = 49s
Step 120000 | Order = 0.37120274032218109 | Time = 49s
Step 121000 | Order = 0.31297076141482044 | Time = 50s
Step 122000 | Order = 0.1640069641038 | Time = 50s
Step 123000 | Order = 0.16977632756589081 | Time = 50s
Step 124000 | Order = 0.20366506248830887 | Time = 51s
Step 125000 | Order = 0.11091725026778217 | Time = 51s
Step 126000 | Order = 0.44499679848162771 | Time = 51s
Step 127000 | Order = 0.2954861745775279 | Time = 52s
Step 128000 | Order = 0.2138504860731465 | Time = 52s
Step 129000 | Order = 0.39349284059012474 | Time = 52s
Step 130000 | Order = 0.43580280102444985 | Time = 53s
Step 131000 | Order = 0.47258089353393995 | Time = 53s
Step 132000 | Order = 0.33352444588756347 | Time = 53s
Step 133000 | Order = 0.32812778096249257 | Time = 54s
Step 134000 | Order = 0.23498574827221946 | Time = 54s
Step 135000 | Order = 0.06672977827990971 | Time = 54s
Step 136000 | Order = 0.26801348411344678 | Time = 55s
Step 137000 | Order = 0.3678180530871803 | Time = 55s
Step 138000 | Order = 0.39013012754478615 | Time = 55s
Step 139000 | Order = 0.49567251956113334 | Time = 56s
Step 140000 | Order = 0.43056185114328605 | Time = 56s
Step 141000 | Order = 0.371951819994639 | Time = 56s
Step 142000 | Order = 0.4463671659557602 | Time = 57s
Step 143000 | Order = 0.35996306431495168 | Time = 57s
Step 144000 | Order = 0.31017308839331903 | Time = 57s
Step 145000 | Order = 0.21366580672041396 | Time = 58s
Step 146000 | Order = 0.18332910090286811 | Time = 58s
Step 147000 | Order = 0.24438392782734827 | Time = 58s
Step 148000 | Order = 0.20790626935310588 | Time = 59s
Step 149000 | Order = 0.23576647560456779 | Time = 59s
Step 150000 | Order = 0.49856231129426071 | Time = 59s
Step 151000 | Order = 0.56321025757663623 | Time = 62s
Step 152000 | Order = 0.51926898610234729 | Time = 63s
Step 153000 | Order = 0.38553961694474098 | Time = 63s
Step 154000 | Order = 0.40532056833061075 | Time = 63s
Step 155000 | Order = 0.49393693314354009 | Time = 64s
Step 156000 | Order = 0.59577590686567616 | Time = 64s
Step 157000 | Order = 0.635326799613259 | Time = 64s
Step 158000 | Order = 0.30674514709846118 | Time = 65s
Step 159000 | Order = 0.532179001260217 | Time = 65s
Step 160000 | Order = 0.44239118727185278 | Time = 65s
Step 161000 | Order = 0.3523284379867796 | Time = 66s
Step 162000 | Order = 0.23047979466165258 | Time = 66s
Step 163000 | Order = 0.25867052263813295 | Time = 66s
Step 164000 | Order = 0.2170296018616053 | Time = 67s
Step 165000 | Order = 0.32892897277539879 | Time = 67s
Step 166000 | Order = 0.33724725664807875 | Time = 67s
Step 167000 | Order = 0.27405955340984606 | Time = 68s
Step 168000 | Order = 0.2338550182965744 | Time = 68s
Step 169000 | Order = 0.27641183303546057 | Time = 68s
Step 170000 | Order = 0.22125391317769322 | Time = 69s
Step 171000 | Order = 0.11602915481813465 | Time = 69s
Step 172000 | Order = 0.15726632371443583 | Time = 69s
Step 173000 | Order = 0.065389363027025929 | Time = 70s
Step 174000 | Order = 0.22554742942982675 | Time = 70s
Step 175000 | Order = 0.37639737471696477 | Time = 70s
Step 176000 | Order = 0.31890744776318952 | Time = 71s
Step 177000 | Order = 0.26600952342812789 | Time = 71s
Step 178000 | Order = 0.18983112807840039 | Time = 71s
Step 179000 | Order = 0.12644864204631928 | Time = 72s
Step 180000 | Order = 0.11522989119699098 | Time = 72s
Step 181000 | Order = 0.028072218949063501 | Time = 73s
Step 182000 | Order = 0.217071922686773 | Time = 73s
Step 183000 | Order = 0.16333891291664299 | Time = 73s
Step 184000 | Order = 0.10571196796314856 | Time = 74s
Step 185000 | Order = 0.07801049690011054 | Time = 74s
Step 186000 | Order = 0.35615160109652572 | Time = 74s
Step 187000 | Order = 0.32872753635497692 | Time = 75s
Step 188000 | Order = 0.37578391756013335 | Time = 75s
Step 189000 | Order = 0.3184815619911866 | Time = 75s
Step 190000 | Order = 0.44080346700182033 | Time = 76s
Step 191000 | Order = 0.39905641530088121 | Time = 76s
Step 192000 | Order = 0.38374256437115128 | Time = 76s
Step 193000 | Order = 0.45325077577786954 | Time = 77s
Step 194000 | Order = 0.40056006866989075 | Time = 77s
Step 195000 | Order = 0.23202793730569679 | Time = 77s
Step 196000 | Order = 0.16565840554573247 | Time = 78s
Step 197000 | Order = 0.23181181410736179 | Time = 78s
Step 198000 | Order = 0.39281582267418719 | Time = 78s
Step 199000 | Order = 0.44070446952172337 | Time = 79s
Step 200000 | Order = 0.43987580068022558 | Time = 79s
Step 201000 | Order = 0.46357417598143869 | Time = 82s
Step 202000 | Order = 0.33810412896570008 | Time = 82s
Step 203000 | Order = 0.53902323095643556 | Time = 83s
Step 204000 | Order = 0.60869298228658475 | Time = 83s
Step 205000 | Order = 0.50747684270233706 | Time = 83s
Step 206000 | Order = 0.43811821780311849 | Time = 84s
Step 207000 | Order = 0.52141528404090309 | Time = 84s
Step 208000 | Order = 0.44887191433064849 | Time = 84s
Step 209000 | Order = 0.38080380868692637 | Time = 85s
Step 210000 | Order = 0.30286941500215547 | Time = 85s
Step 211000 | Order = 0.32892291607387214 | Time = 85s
Step 212000 | Order = 0.28391685043931592 | Time = 85s
Step 213000 | Order = 0.32765174955821219 | Time = 86s
Step 214000 | Order = 0.22521518013273151 | Time = 86s
Step 215000 | Order = 0.52204293799996748 | Time = 87s
Step 216000 | Order = 0.41459998611888721 | Time = 87s
Step 217000 | Order = 0.57147469125606243 | Time = 87s
Step 218000 | Order = 0.62363388729908786 | Time = 88s
Step 219000 | Order = 0.53913494070940671 | Time = 88s
Step 220000 | Order = 0.56278848610333365 | Time = 88s
Step 221000 | Order = 0.37677603465482368 | Time = 89s
Step 222000 | Order = 0.37408210868389002 | Time = 89s
Step 223000 | Order = 0.32002336639654094 | Time = 89s
Step 224000 | Order = 0.21941331993119625 | Time = 90s
Step 225000 | Order = 0.10741048369813307 | Time = 90s
Step 226000 | Order = 0.055834576874274865 | Time = 90s
Step 227000 | Order = 0.048672187553647391 | Time = 91s
Step 228000 | Order = 0.10568730501920869 | Time = 91s
Step 229000 | Order = 0.19861692930023225 | Time = 91s
Step 230000 | Order = 0.1848811521090111 | Time = 92s
