Simulation #175, Parameters: eta = 0.531811 | rho = 0.146579 | v0 = 0.130515s
Step 0 | Order = 0.039349092671003713 | Time = 0s
Step 1000 | Order = 0.037158399977953942 | Time = 0s
Step 2000 | Order = 0.015329194243493929 | Time = 0s
Step 3000 | Order = 0.020046310692994184 | Time = 0s
Step 4000 | Order = 0.0093429723002776723 | Time = 1s
Step 5000 | Order = 0.0086674805311094845 | Time = 1s
Step 6000 | Order = 0.026084451392748061 | Time = 1s
Step 7000 | Order = 0.0075327022813465342 | Time = 1s
Step 8000 | Order = 0.050160190441515588 | Time = 1s
Step 9000 | Order = 0.00041323392451135527 | Time = 1s
Step 10000 | Order = 0.023599627151925831 | Time = 2s
Step 11000 | Order = 0.040049237824098138 | Time = 2s
Step 12000 | Order = 0.034996286708504937 | Time = 2s
Step 13000 | Order = 0.019519885044735619 | Time = 2s
Step 14000 | Order = 0.011273408193411053 | Time = 2s
Step 15000 | Order = 0.040173262614270608 | Time = 2s
Step 16000 | Order = 0.049488855428996642 | Time = 3s
Step 17000 | Order = 0.017843155520075142 | Time = 3s
Step 18000 | Order = 0.020036884207822521 | Time = 3s
Step 19000 | Order = 0.019035750508638778 | Time = 3s
Step 20000 | Order = 0.010099450981537101 | Time = 3s
Step 21000 | Order = 0.0095028567699032458 | Time = 3s
Step 22000 | Order = 0.0091642870007988837 | Time = 4s
Step 23000 | Order = 0.006938807530047224 | Time = 4s
Step 24000 | Order = 0.0073590608597603937 | Time = 4s
Step 25000 | Order = 0.035704915621315871 | Time = 4s
Step 26000 | Order = 0.048027014321891062 | Time = 4s
Step 27000 | Order = 0.026506657008695075 | Time = 4s
Step 28000 | Order = 0.017532854971574297 | Time = 5s
Step 29000 | Order = 0.014007789542705826 | Time = 5s
Step 30000 | Order = 0.018785449319961962 | Time = 5s
Step 31000 | Order = 0.075186704644722074 | Time = 5s
Step 32000 | Order = 0.01583084020065554 | Time = 5s
Step 33000 | Order = 0.017058240244370478 | Time = 5s
Step 34000 | Order = 0.025541467525354567 | Time = 6s
Step 35000 | Order = 0.0088947257429581525 | Time = 6s
Step 36000 | Order = 0.024465099508170721 | Time = 6s
Step 37000 | Order = 0.031376722961342522 | Time = 6s
Step 38000 | Order = 0.02680363067844628 | Time = 6s
Step 39000 | Order = 0.020965047603817684 | Time = 6s
Step 40000 | Order = 0.025567547163239699 | Time = 7s
