Simulation #31, Parameters: eta = 0.459846 | rho = 0.681006 | v0 = 0.459846s
Step 0 | Order = 0.017083114313733931 | Time = 0s
Step 1000 | Order = 0.024721105288202736 | Time = 2s
Step 2000 | Order = 0.024722695484220656 | Time = 3s
Step 3000 | Order = 0.024722743825998577 | Time = 5s
Step 4000 | Order = 0.024722745377827589 | Time = 7s
Step 5000 | Order = 0.024722745427286273 | Time = 8s
Step 6000 | Order = 0.024722745428853676 | Time = 10s
Step 7000 | Order = 0.02472274542890341 | Time = 12s
Step 8000 | Order = 0.024722745428904985 | Time = 13s
Step 9000 | Order = 0.024722745428905055 | Time = 15s
Step 10000 | Order = 0.024722745428905051 | Time = 17s
Step 11000 | Order = 0.024722745428905051 | Time = 18s
Step 12000 | Order = 0.024722745428905055 | Time = 20s
Step 13000 | Order = 0.024722745428905051 | Time = 22s
Step 14000 | Order = 0.024722745428905051 | Time = 23s
Step 15000 | Order = 0.024722745428905051 | Time = 24s
Step 16000 | Order = 0.024722745428905051 | Time = 26s
Step 17000 | Order = 0.024722745428905051 | Time = 27s
Step 18000 | Order = 0.024722745428905051 | Time = 28s
Step 19000 | Order = 0.024722745428905051 | Time = 29s
Step 20000 | Order = 0.024722745428905051 | Time = 31s
Step 21000 | Order = 0.024722745428905051 | Time = 32s
Step 22000 | Order = 0.024722745428905051 | Time = 33s
Step 23000 | Order = 0.024722745428905051 | Time = 35s
Step 24000 | Order = 0.024722745428905051 | Time = 36s
Step 25000 | Order = 0.024722745428905051 | Time = 38s
Step 26000 | Order = 0.024722745428905051 | Time = 39s
Step 27000 | Order = 0.024722745428905051 | Time = 41s
Step 28000 | Order = 0.024722745428905051 | Time = 42s
Step 29000 | Order = 0.024722745428905051 | Time = 43s
Step 30000 | Order = 0.024722745428905055 | Time = 44s
Step 31000 | Order = 0.024722745428905051 | Time = 46s
Step 32000 | Order = 0.024722745428905055 | Time = 47s
Step 33000 | Order = 0.024722745428905055 | Time = 49s
Step 34000 | Order = 0.024722745428905051 | Time = 50s
Step 35000 | Order = 0.024722745428905051 | Time = 52s
Step 36000 | Order = 0.024722745428905051 | Time = 53s
Step 37000 | Order = 0.024722745428905051 | Time = 54s
Step 38000 | Order = 0.024722745428905055 | Time = 55s
Step 39000 | Order = 0.024722745428905051 | Time = 57s
Step 40000 | Order = 0.024722745428905051 | Time = 58s
Step 41000 | Order = 0.024722745428905055 | Time = 59s
Step 42000 | Order = 0.024722745428905051 | Time = 60s
Step 43000 | Order = 0.024722745428905051 | Time = 61s
Step 44000 | Order = 0.024722745428905055 | Time = 62s
Step 45000 | Order = 0.024722745428905055 | Time = 64s
Step 46000 | Order = 0.024722745428905051 | Time = 65s
Step 47000 | Order = 0.024722745428905051 | Time = 66s
Step 48000 | Order = 0.024722745428905051 | Time = 67s
Step 49000 | Order = 0.024722745428905051 | Time = 68s
Step 50000 | Order = 0.024722745428905055 | Time = 69s
Step 51000 | Order = 0.024722745428905051 | Time = 71s
Step 52000 | Order = 0.024722745428905051 | Time = 72s
Step 53000 | Order = 0.024722745428905055 | Time = 73s
Step 54000 | Order = 0.024722745428905051 | Time = 75s
Step 55000 | Order = 0.024722745428905055 | Time = 77s
Step 56000 | Order = 0.024722745428905051 | Time = 78s
Step 57000 | Order = 0.024722745428905051 | Time = 80s
Step 58000 | Order = 0.024722745428905055 | Time = 86s
Step 59000 | Order = 0.024722745428905051 | Time = 89s
Step 60000 | Order = 0.024722745428905051 | Time = 91s
Step 61000 | Order = 0.024722745428905051 | Time = 92s
Step 62000 | Order = 0.024722745428905055 | Time = 93s
Step 63000 | Order = 0.024722745428905051 | Time = 94s
Step 64000 | Order = 0.024722745428905051 | Time = 96s
Step 65000 | Order = 0.024722745428905051 | Time = 97s
Step 66000 | Order = 0.024722745428905055 | Time = 98s
Step 67000 | Order = 0.024722745428905051 | Time = 99s
Step 68000 | Order = 0.024722745428905055 | Time = 101s
Step 69000 | Order = 0.024722745428905051 | Time = 102s
Step 70000 | Order = 0.024722745428905055 | Time = 103s
Step 71000 | Order = 0.024722745428905051 | Time = 104s
Step 72000 | Order = 0.024722745428905055 | Time = 106s
Step 73000 | Order = 0.024722745428905051 | Time = 107s
Step 74000 | Order = 0.024722745428905051 | Time = 108s
Step 75000 | Order = 0.024722745428905055 | Time = 109s
Step 76000 | Order = 0.024722745428905051 | Time = 110s
Step 77000 | Order = 0.024722745428905051 | Time = 111s
Step 78000 | Order = 0.024722745428905051 | Time = 113s
Step 79000 | Order = 0.024722745428905051 | Time = 114s
Step 80000 | Order = 0.024722745428905051 | Time = 115s
Step 81000 | Order = 0.024722745428905051 | Time = 116s
Step 82000 | Order = 0.024722745428905051 | Time = 117s
Step 83000 | Order = 0.024722745428905055 | Time = 118s
Step 84000 | Order = 0.024722745428905051 | Time = 119s
Step 85000 | Order = 0.024722745428905051 | Time = 121s
Step 86000 | Order = 0.024722745428905051 | Time = 122s
Step 87000 | Order = 0.024722745428905051 | Time = 123s
Step 88000 | Order = 0.024722745428905051 | Time = 125s
Step 89000 | Order = 0.024722745428905051 | Time = 126s
Step 90000 | Order = 0.024722745428905055 | Time = 127s
Step 91000 | Order = 0.024722745428905055 | Time = 129s
Step 92000 | Order = 0.024722745428905051 | Time = 131s
Step 93000 | Order = 0.024722745428905051 | Time = 132s
Step 94000 | Order = 0.024722745428905051 | Time = 133s
Step 95000 | Order = 0.024722745428905055 | Time = 135s
Step 96000 | Order = 0.024722745428905055 | Time = 138s
Step 97000 | Order = 0.024722745428905055 | Time = 140s
Step 98000 | Order = 0.024722745428905055 | Time = 141s
Step 99000 | Order = 0.024722745428905051 | Time = 142s
Step 100000 | Order = 0.024722745428905055 | Time = 144s
