Simulation #156, Parameters: eta = 0.696888 | rho = 0.222250 | v0 = 0.119648s
Step 0 | Order = 0.01365620277194441 | Time = 0s
Step 1000 | Order = 0.023414016234047524 | Time = 0s
Step 2000 | Order = 0.011964074716388797 | Time = 0s
Step 3000 | Order = 0.0035543494846466991 | Time = 0s
Step 4000 | Order = 0.0030868253900477121 | Time = 1s
Step 5000 | Order = 0.025544142234786193 | Time = 1s
Step 6000 | Order = 0.0071106440509422714 | Time = 1s
Step 7000 | Order = 0.013618280565173625 | Time = 1s
Step 8000 | Order = 0.032411912259673985 | Time = 2s
Step 9000 | Order = 0.0089426342219596812 | Time = 2s
Step 10000 | Order = 0.015847575812596975 | Time = 2s
Step 11000 | Order = 0.0067477030119748125 | Time = 2s
Step 12000 | Order = 0.032187554150932975 | Time = 3s
Step 13000 | Order = 0.024743412610124742 | Time = 3s
Step 14000 | Order = 0.025463707472315855 | Time = 3s
Step 15000 | Order = 0.0043449699293042808 | Time = 3s
Step 16000 | Order = 0.017700090458766988 | Time = 4s
Step 17000 | Order = 0.017838251982298672 | Time = 4s
Step 18000 | Order = 0.0096112365107253739 | Time = 4s
Step 19000 | Order = 0.0082567635679761057 | Time = 4s
Step 20000 | Order = 0.01112185678535949 | Time = 5s
Step 21000 | Order = 0.019192786705115188 | Time = 5s
Step 22000 | Order = 0.0041940661865725445 | Time = 5s
Step 23000 | Order = 0.0099678933453648099 | Time = 5s
Step 24000 | Order = 0.0089429702505313628 | Time = 6s
Step 25000 | Order = 0.017543979360314439 | Time = 6s
Step 26000 | Order = 0.0064464436959763274 | Time = 6s
Step 27000 | Order = 0.00070592514586163098 | Time = 6s
Step 28000 | Order = 0.011859204834738951 | Time = 7s
Step 29000 | Order = 0.017736822127739971 | Time = 7s
Step 30000 | Order = 0.016677838865021718 | Time = 7s
Step 31000 | Order = 0.018651951318642567 | Time = 7s
Step 32000 | Order = 0.044705382968595206 | Time = 8s
Step 33000 | Order = 0.016628420801235298 | Time = 8s
Step 34000 | Order = 0.0042633955973151571 | Time = 8s
Step 35000 | Order = 0.012233990344311557 | Time = 8s
Step 36000 | Order = 0.0032421023784250588 | Time = 9s
Step 37000 | Order = 0.0087059745746999369 | Time = 9s
Step 38000 | Order = 0.0095309494651875278 | Time = 9s
Step 39000 | Order = 0.016809269470036244 | Time = 9s
Step 40000 | Order = 0.015503162439803979 | Time = 10s
Step 41000 | Order = 0.011214091939472667 | Time = 10s
Step 42000 | Order = 0.0076676751681577209 | Time = 10s
Step 43000 | Order = 0.012608289239932739 | Time = 10s
Step 44000 | Order = 0.012132888315664685 | Time = 11s
Step 45000 | Order = 0.015727169766727386 | Time = 11s
Step 46000 | Order = 0.016133068619645974 | Time = 11s
Step 47000 | Order = 0.029210744496696136 | Time = 11s
Step 48000 | Order = 0.010348116150317515 | Time = 12s
Step 49000 | Order = 0.010483724632024656 | Time = 12s
Step 50000 | Order = 0.0065951140266445555 | Time = 12s
Step 51000 | Order = 0.012433000750442402 | Time = 13s
Step 52000 | Order = 0.012280127410201139 | Time = 13s
Step 53000 | Order = 0.017988744798738097 | Time = 13s
Step 54000 | Order = 0.0083256401094678155 | Time = 13s
Step 55000 | Order = 0.017223687323436591 | Time = 14s
Step 56000 | Order = 0.022193738673078871 | Time = 14s
Step 57000 | Order = 0.021322442896289616 | Time = 14s
Step 58000 | Order = 0.013312474567196832 | Time = 14s
Step 59000 | Order = 0.027921776328909308 | Time = 15s
