Simulation #144, Parameters: eta = 0.685934 | rho = 0.133944 | v0 = 0.100571s
Step 0 | Order = 0.01153607856924475 | Time = 0s
Step 1000 | Order = 0.0022325502490838319 | Time = 0s
Step 2000 | Order = 0.015348348992525272 | Time = 1s
Step 3000 | Order = 0.017302902659000367 | Time = 1s
Step 4000 | Order = 0.0019178523909652468 | Time = 1s
Step 5000 | Order = 0.023288250996193954 | Time = 1s
Step 6000 | Order = 0.016254478888749233 | Time = 2s
Step 7000 | Order = 0.017802269308106605 | Time = 2s
Step 8000 | Order = 0.022908652260175143 | Time = 2s
Step 9000 | Order = 0.0080766456029504625 | Time = 2s
Step 10000 | Order = 0.0080963341352202327 | Time = 3s
Step 11000 | Order = 0.012734491752397539 | Time = 3s
Step 12000 | Order = 0.012951231109238978 | Time = 3s
Step 13000 | Order = 0.0080304080571247712 | Time = 3s
Step 14000 | Order = 0.02020162577372871 | Time = 3s
Step 15000 | Order = 0.013097277710764219 | Time = 4s
Step 16000 | Order = 0.021320261127388832 | Time = 4s
Step 17000 | Order = 0.0078128901439938232 | Time = 4s
Step 18000 | Order = 0.019038746732179212 | Time = 4s
Step 19000 | Order = 0.039960800208267255 | Time = 5s
Step 20000 | Order = 0.027410695616998326 | Time = 5s
Step 21000 | Order = 0.02922937196349935 | Time = 5s
Step 22000 | Order = 0.038444401483297759 | Time = 5s
Step 23000 | Order = 0.0069074943458089545 | Time = 6s
Step 24000 | Order = 0.017567026111856354 | Time = 6s
Step 25000 | Order = 0.010898213713089352 | Time = 6s
Step 26000 | Order = 0.021341760755411811 | Time = 6s
Step 27000 | Order = 0.034298367590132321 | Time = 7s
Step 28000 | Order = 0.012103221807537574 | Time = 7s
Step 29000 | Order = 0.015928889844686177 | Time = 7s
Step 30000 | Order = 0.023297475717364569 | Time = 7s
Step 31000 | Order = 0.031265996481804212 | Time = 8s
Step 32000 | Order = 0.021896487725105607 | Time = 8s
Step 33000 | Order = 0.025773776024624696 | Time = 8s
Step 34000 | Order = 0.019880524909768587 | Time = 8s
Step 35000 | Order = 0.023304074119539029 | Time = 9s
Step 36000 | Order = 0.02840542999440283 | Time = 9s
Step 37000 | Order = 0.040429063201691907 | Time = 9s
Step 38000 | Order = 0.023305687640511653 | Time = 9s
Step 39000 | Order = 0.022540585164365259 | Time = 10s
Step 40000 | Order = 0.018094393918562716 | Time = 10s
Step 41000 | Order = 0.008153582508557829 | Time = 10s
Step 42000 | Order = 0.030676152748250293 | Time = 10s
Step 43000 | Order = 0.0016451855780773314 | Time = 11s
Step 44000 | Order = 0.0052750038918515209 | Time = 11s
Step 45000 | Order = 0.02827721258142777 | Time = 11s
Step 46000 | Order = 0.048364320266682609 | Time = 11s
Step 47000 | Order = 0.025244831668605045 | Time = 12s
Step 48000 | Order = 0.027255443698696601 | Time = 12s
Step 49000 | Order = 0.019605961103357338 | Time = 12s
Step 50000 | Order = 0.034780773852707225 | Time = 12s
Step 51000 | Order = 0.02181502667749714 | Time = 13s
Step 52000 | Order = 0.025211848494956467 | Time = 14s
Step 53000 | Order = 0.043034238246745855 | Time = 14s
Step 54000 | Order = 0.023376402749485121 | Time = 14s
Step 55000 | Order = 0.024872682448884777 | Time = 14s
Step 56000 | Order = 0.017675964906068532 | Time = 15s
Step 57000 | Order = 0.0065022614695703111 | Time = 15s
Step 58000 | Order = 0.0028652837633706602 | Time = 15s
Step 59000 | Order = 0.040796341684565481 | Time = 16s
Step 60000 | Order = 0.017707320249456694 | Time = 16s
Step 61000 | Order = 0.0045234210229808764 | Time = 16s
Step 62000 | Order = 0.023652306591342185 | Time = 16s
Step 63000 | Order = 0.026655620202223333 | Time = 17s
Step 64000 | Order = 0.01787819553266095 | Time = 17s
